Primary,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area,Voltage level,Scenario name,Output parameter
ACKLAM,17.2,16.866,16.418,16.16,15.961,15.972,16.118,16.316,16.603,17.035,17.584,19.375,21.203,22.903,24.633,26.328,28.231,30.032,31.547,32.957,34.228,35.423,36.493,37.503,38.456,39.285,39.292,39.236,39.203,39.115,38.993,38.869,NPgN,Primary,NPg - Early Net Zero,Total peak demand (MW)
AMBERTON ROAD,23.13,22.729,22.294,22.018,21.819,21.805,21.899,22.042,22.278,22.641,23.111,24.589,26.151,27.519,28.938,30.386,32.002,33.495,34.722,35.867,36.898,37.863,38.724,39.54,40.31,40.998,41.017,40.927,40.926,40.838,40.697,40.59,NPgN,Primary,NPg - Early Net Zero,Total peak demand (MW)
ANNFIELD 66/20KV,20.723,20.359,19.949,19.696,19.544,19.593,19.758,19.976,20.291,20.751,21.325,22.926,24.604,26.061,27.616,29.186,30.973,32.641,34.02,35.308,36.465,37.545,38.495,39.39,40.232,40.994,41.09,41.063,41.143,41.104,41.004,40.915,NPgN,Primary,NPg - Early Net Zero,Total peak demand (MW)
ASHINGTON,18.527,18.196,17.807,17.585,17.447,17.52,17.72,17.967,18.309,18.8,19.408,21.028,22.696,24.164,25.723,27.281,29.071,30.74,32.11,33.386,34.527,35.598,36.538,37.423,38.254,38.997,39.095,39.097,39.188,39.174,39.104,39.039,NPgN,Primary,NPg - Early Net Zero,Total peak demand (MW)
AYCLIFFE FORREST,0.421,0.416,0.41,0.405,0.4,0.395,0.39,0.386,0.382,0.378,0.374,0.371,0.367,0.364,0.361,0.358,0.355,0.353,0.35,0.348,0.345,0.343,0.341,0.339,0.337,0.335,0.333,0.331,0.329,0.327,0.325,0.323,NPgN,Primary,NPg - Early Net Zero,Total peak demand (MW)
AYCLIFFE INDUSTRIAL,13.945,13.727,13.498,13.326,13.159,13.03,12.917,12.816,12.732,12.673,12.637,12.975,13.341,13.691,14.041,14.394,14.763,15.121,15.445,15.757,16.053,16.34,16.623,16.904,17.18,17.425,17.392,17.343,17.298,17.247,17.189,17.136,NPgN,Primary,NPg - Early Net Zero,Total peak demand (MW)
BARDEN FRIAR,0.884,0.873,0.863,0.858,0.857,0.861,0.884,0.905,0.927,0.951,0.972,1.005,1.042,1.077,1.113,1.151,1.196,1.233,1.26,1.288,1.313,1.325,1.335,1.345,1.358,1.373,1.381,1.385,1.39,1.393,1.394,1.398,NPgN,Primary,NPg - Early Net Zero,Total peak demand (MW)
BEDALE,17.012,17.118,16.949,16.811,16.695,16.627,16.604,16.592,16.602,16.641,16.698,17.006,17.369,17.708,18.05,18.407,18.789,19.147,19.46,19.763,20.048,20.311,20.561,20.809,21.056,21.305,21.365,21.382,21.411,21.431,21.44,21.466,NPgN,Primary,NPg - Early Net Zero,Total peak demand (MW)
BELMONT,21.619,22.433,22.064,21.818,21.678,21.689,21.777,21.908,22.117,22.444,22.86,24.091,25.35,26.505,27.688,28.853,30.209,31.464,32.477,33.417,34.248,35.022,35.686,36.305,36.879,37.381,37.366,37.281,37.216,37.108,36.971,36.839,NPgN,Primary,NPg - Early Net Zero,Total peak demand (MW)
BENSHAM,18.21,18.95,18.636,18.417,18.278,18.244,18.266,18.319,18.429,18.624,18.886,19.618,20.383,21.059,21.782,22.499,23.367,24.172,24.801,25.373,25.866,26.32,26.692,27.03,27.335,27.596,27.587,27.542,27.53,27.468,27.379,27.286,NPgN,Primary,NPg - Early Net Zero,Total peak demand (MW)
