Primary,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area,Voltage level,Scenario name,Output parameter
ACKLAM,1.7,1.735,1.78,1.824,1.869,1.915,1.961,2.019,2.088,2.171,2.266,2.373,2.482,2.592,2.703,2.815,2.929,3.043,3.159,3.275,3.393,3.512,3.62,3.728,3.838,3.949,4.06,4.16,4.26,4.362,4.464,4.567,NPgN,Primary,NG FES - Steady Progression,Total installed PV capacity - domestic (MW)
AMBERTON ROAD,1.554,1.582,1.619,1.657,1.695,1.733,1.772,1.82,1.879,1.949,2.029,2.119,2.211,2.304,2.397,2.492,2.587,2.683,2.781,2.879,2.979,3.079,3.169,3.261,3.353,3.446,3.54,3.624,3.709,3.794,3.88,3.967,NPgN,Primary,NG FES - Steady Progression,Total installed PV capacity - domestic (MW)
ANNFIELD 66/20KV,1.676,1.71,1.755,1.8,1.846,1.893,1.94,1.999,2.07,2.154,2.251,2.361,2.473,2.585,2.698,2.813,2.929,3.046,3.164,3.283,3.404,3.525,3.635,3.746,3.858,3.971,4.085,4.187,4.289,4.393,4.497,4.603,NPgN,Primary,NG FES - Steady Progression,Total installed PV capacity - domestic (MW)
ASHINGTON,2.197,2.247,2.315,2.383,2.452,2.522,2.592,2.681,2.788,2.914,3.06,3.225,3.391,3.56,3.73,3.902,4.076,4.251,4.429,4.608,4.788,4.971,5.136,5.302,5.47,5.64,5.811,5.963,6.117,6.273,6.429,6.587,NPgN,Primary,NG FES - Steady Progression,Total installed PV capacity - domestic (MW)
AYCLIFFE FORREST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Steady Progression,Total installed PV capacity - domestic (MW)
AYCLIFFE INDUSTRIAL,0.805,0.819,0.838,0.857,0.876,0.895,0.914,0.939,0.969,1.003,1.044,1.089,1.135,1.182,1.229,1.276,1.324,1.373,1.422,1.471,1.521,1.572,1.617,1.663,1.71,1.757,1.804,1.846,1.889,1.932,1.975,2.018,NPgN,Primary,NG FES - Steady Progression,Total installed PV capacity - domestic (MW)
BARDEN FRIAR,0.05,0.051,0.053,0.055,0.057,0.059,0.061,0.063,0.066,0.07,0.074,0.079,0.084,0.088,0.093,0.098,0.103,0.108,0.113,0.118,0.124,0.129,0.133,0.138,0.143,0.148,0.153,0.157,0.161,0.166,0.17,0.175,NPgN,Primary,NG FES - Steady Progression,Total installed PV capacity - domestic (MW)
BEDALE,1.313,1.336,1.366,1.398,1.429,1.461,1.493,1.533,1.582,1.639,1.705,1.78,1.856,1.932,2.01,2.088,2.167,2.246,2.327,2.408,2.49,2.573,2.648,2.724,2.8,2.877,2.954,3.024,3.094,3.164,3.236,3.307,NPgN,Primary,NG FES - Steady Progression,Total installed PV capacity - domestic (MW)
BELMONT,1.274,1.298,1.331,1.363,1.396,1.429,1.463,1.505,1.556,1.616,1.686,1.764,1.844,1.924,2.005,2.087,2.17,2.253,2.338,2.423,2.509,2.596,2.675,2.754,2.834,2.915,2.996,3.069,3.142,3.216,3.291,3.366,NPgN,Primary,NG FES - Steady Progression,Total installed PV capacity - domestic (MW)
BENSHAM,0.321,0.339,0.363,0.388,0.413,0.438,0.464,0.496,0.535,0.581,0.633,0.693,0.754,0.815,0.876,0.939,1.002,1.065,1.13,1.194,1.26,1.326,1.386,1.446,1.507,1.569,1.631,1.686,1.742,1.798,1.855,1.912,NPgN,Primary,NG FES - Steady Progression,Total installed PV capacity - domestic (MW)
