Primary,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area,Voltage level,Scenario name,Output parameter
ACKLAM,0,0,0,0.015,0.013,0.011,0.009,0.007,0.005,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Leading the Way,Total installed non-renewable generation capacity (MW)
AMBERTON ROAD,1.9,1.9,1.9,1.932,1.928,1.923,1.919,1.915,1.91,1.906,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,NPgN,Primary,NG FES - Leading the Way,Total installed non-renewable generation capacity (MW)
ANNFIELD 66/20KV,0,0,0,0.027,0.024,0.02,0.016,0.013,0.009,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Leading the Way,Total installed non-renewable generation capacity (MW)
ASHINGTON,1.31,1.31,1.31,1.34,1.336,1.332,1.328,1.324,1.32,1.316,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,NPgN,Primary,NG FES - Leading the Way,Total installed non-renewable generation capacity (MW)
AYCLIFFE FORREST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Leading the Way,Total installed non-renewable generation capacity (MW)
AYCLIFFE INDUSTRIAL,0,0,0,0.01,0.009,0.007,0.006,0.005,0.003,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Leading the Way,Total installed non-renewable generation capacity (MW)
BARDEN FRIAR,0,0,0,0.004,0.004,0.003,0.002,0.002,0.001,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Leading the Way,Total installed non-renewable generation capacity (MW)
BEDALE,1.425,1.425,1.425,1.454,1.45,1.446,1.442,1.438,1.434,1.43,1.425,1.425,1.425,1.425,1.425,1.425,1.425,1.425,1.425,1.425,1.425,1.425,1.425,1.425,1.425,1.425,1.425,1.425,1.425,1.425,1.425,1.425,NPgN,Primary,NG FES - Leading the Way,Total installed non-renewable generation capacity (MW)
BELMONT,0,0,0,0.025,0.022,0.018,0.015,0.012,0.008,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Leading the Way,Total installed non-renewable generation capacity (MW)
BENSHAM,0,0,0,0.014,0.012,0.01,0.008,0.006,0.004,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Leading the Way,Total installed non-renewable generation capacity (MW)
BENTON SQUARE,0,0,0,0.018,0.016,0.013,0.011,0.008,0.006,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Leading the Way,Total installed non-renewable generation capacity (MW)
BENWELL,0,0,0,0.023,0.019,0.016,0.013,0.01,0.007,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Leading the Way,Total installed non-renewable generation capacity (MW)
BILLINGHAM MARSH HOUSE,0,0,0,0.008,0.007,0.006,0.005,0.004,0.003,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Leading the Way,Total installed non-renewable generation capacity (MW)
BILLY MILL,1.188,1.188,1.188,1.202,1.2,1.198,1.196,1.194,1.192,1.191,1.188,1.188,1.188,1.188,1.188,1.188,1.188,1.188,1.188,1.188,1.188,1.188,1.188,1.188,1.188,1.188,1.188,1.188,1.188,1.188,1.188,1.188,NPgN,Primary,NG FES - Leading the Way,Total installed non-renewable generation capacity (MW)
BIRTLEY GROVE 66/11KV,0,0,0,0.01,0.009,0.007,0.006,0.005,0.003,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Leading the Way,Total installed non-renewable generation capacity (MW)
BIRTLEY GROVE 66/20KV,3.99,3.99,3.99,4,3.998,3.997,3.996,3.994,3.993,3.992,3.99,3.99,3.99,3.99,3.99,3.99,3.99,3.99,3.99,3.99,3.99,3.99,3.99,3.99,3.99,3.99,3.99,3.99,3.99,3.99,3.99,3.99,NPgN,Primary,NG FES - Leading the Way,Total installed non-renewable generation capacity (MW)
BLAYDON BURN,10.175,10.175,10.175,10.199,10.195,10.192,10.189,10.186,10.183,10.179,10.175,10.175,10.175,10.175,10.175,10.175,10.175,10.175,10.175,10.175,10.175,10.175,10.175,10.175,10.175,10.175,10.175,10.175,10.175,10.175,10.175,10.175,NPgN,Primary,NG FES - Leading the Way,Total installed non-renewable generation capacity (MW)
BLUCHER 33/11KV,0,0,0,0.013,0.011,0.01,0.008,0.006,0.004,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Leading the Way,Total installed non-renewable generation capacity (MW)
BOLDON DOWNHILL,0,0,0,0.008,0.007,0.006,0.005,0.004,0.003,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Leading the Way,Total installed non-renewable generation capacity (MW)
BOROUGHBRIDGE/ROECLIFFE INDUSTRIAL,0,0,0,0.01,0.009,0.008,0.006,0.005,0.003,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Leading the Way,Total installed non-renewable generation capacity (MW)
BOWESFIELD 33/11KV,0,0,0,0.029,0.025,0.021,0.017,0.013,0.009,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Leading the Way,Total installed non-renewable generation capacity (MW)
BOWESFIELD 66/11KV,0,0,0,0.015,0.013,0.011,0.009,0.007,0.005,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Leading the Way,Total installed non-renewable generation capacity (MW)
BRANCEPETH,0,0,0,0.031,0.026,0.022,0.018,0.014,0.01,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Leading the Way,Total installed non-renewable generation capacity (MW)
BREAMISH STREET,0,0,0,0.018,0.016,0.013,0.011,0.008,0.006,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Leading the Way,Total installed non-renewable generation capacity (MW)
BRENDA TRADING,0.5,0.5,0.5,0.529,0.525,0.521,0.517,0.513,0.509,0.505,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,NPgN,Primary,NG FES - Leading the Way,Total installed non-renewable generation capacity (MW)
CAMPLESHON ROAD,0,0,0,0.027,0.024,0.02,0.016,0.013,0.009,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Leading the Way,Total installed non-renewable generation capacity (MW)
CARLEY HILL,0,0,0,0.025,0.021,0.018,0.015,0.011,0.008,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Leading the Way,Total installed non-renewable generation capacity (MW)
CARLIN HOW T3 T4,0,0,0,0.03,0.026,0.022,0.018,0.014,0.01,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Leading the Way,Total installed non-renewable generation capacity (MW)
CARR HILL,0,0,0,0.02,0.017,0.014,0.012,0.009,0.006,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Leading the Way,Total installed non-renewable generation capacity (MW)
CATTERICK CAMP,0,0,0,0.032,0.028,0.023,0.019,0.015,0.01,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Leading the Way,Total installed non-renewable generation capacity (MW)
CLOSE,0,0,0,0.049,0.042,0.035,0.029,0.022,0.016,0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Leading the Way,Total installed non-renewable generation capacity (MW)
CONEYTHORPE,5.035,5.035,5.035,5.057,5.054,5.051,5.048,5.045,5.042,5.039,5.035,5.035,5.035,5.035,5.035,5.035,5.035,5.035,5.035,5.035,5.035,5.035,5.035,5.035,5.035,5.035,5.035,5.035,5.035,5.035,5.035,5.035,NPgN,Primary,NG FES - Leading the Way,Total installed non-renewable generation capacity (MW)
CONSETT,0,0,0,0.033,0.029,0.024,0.02,0.015,0.011,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Leading the Way,Total installed non-renewable generation capacity (MW)
CORPORATION STREET,1.1,1.1,1.1,1.114,1.112,1.11,1.108,1.106,1.104,1.103,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,NPgN,Primary,NG FES - Leading the Way,Total installed non-renewable generation capacity (MW)
COWTON,0,0,0,0.004,0.004,0.003,0.003,0.002,0.001,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Leading the Way,Total installed non-renewable generation capacity (MW)
CRAMLINGTON T1 T3,0,0,0,0.01,0.009,0.007,0.006,0.005,0.003,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Leading the Way,Total installed non-renewable generation capacity (MW)
CRAMLINGTON T2 T4,0,0,0,0.009,0.008,0.007,0.005,0.004,0.003,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Leading the Way,Total installed non-renewable generation capacity (MW)
DARLEY,0,0,0,0.015,0.013,0.011,0.009,0.007,0.005,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Leading the Way,Total installed non-renewable generation capacity (MW)
DARLINGTON 132/6KV,0,0,0,0.012,0.011,0.009,0.007,0.006,0.004,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Leading the Way,Total installed non-renewable generation capacity (MW)
DARLINGTON 33/11KV,0,0,0,0.038,0.033,0.028,0.023,0.017,0.012,0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Leading the Way,Total installed non-renewable generation capacity (MW)
DARLINGTON CENTRAL 33/11KV,0,0,0,0.007,0.006,0.005,0.004,0.003,0.002,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Leading the Way,Total installed non-renewable generation capacity (MW)
DARLINGTON EAST,0,0,0,0.019,0.016,0.013,0.011,0.008,0.006,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Leading the Way,Total installed non-renewable generation capacity (MW)
DARLINGTON WEST,3.45,3.45,3.45,3.466,3.464,3.462,3.46,3.457,3.455,3.453,3.45,3.45,3.45,3.45,3.45,3.45,3.45,3.45,3.45,3.45,3.45,3.45,3.45,3.45,3.45,3.45,3.45,3.45,3.45,3.45,3.45,3.45,NPgN,Primary,NG FES - Leading the Way,Total installed non-renewable generation capacity (MW)
DENWICK,0,0,0,0.061,0.053,0.044,0.036,0.028,0.02,0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Leading the Way,Total installed non-renewable generation capacity (MW)
DUNSTON 66/11KV,0,0,0,0.017,0.015,0.013,0.01,0.008,0.006,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Leading the Way,Total installed non-renewable generation capacity (MW)
DUNSTON 66/20KV,0,0,0,0.018,0.016,0.013,0.011,0.008,0.006,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Leading the Way,Total installed non-renewable generation capacity (MW)
DURHAM EAST,0,0,0,0.027,0.023,0.019,0.016,0.012,0.009,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Leading the Way,Total installed non-renewable generation capacity (MW)
EASTFIELD,0,0,0,0.023,0.02,0.017,0.014,0.011,0.007,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Leading the Way,Total installed non-renewable generation capacity (MW)
EASTGATE CEMENT,0,0,0,0.014,0.012,0.01,0.008,0.006,0.004,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Leading the Way,Total installed non-renewable generation capacity (MW)
EDUCATIONAL PRECINCT,0,0,0,0.024,0.02,0.017,0.014,0.011,0.008,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Leading the Way,Total installed non-renewable generation capacity (MW)
ELVINGTON,0,0,0,0.013,0.011,0.009,0.008,0.006,0.004,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Leading the Way,Total installed non-renewable generation capacity (MW)
FARADAY STREET,4.921,4.921,4.921,4.958,4.953,4.948,4.943,4.938,4.933,4.928,4.921,4.921,4.921,4.921,4.921,4.921,4.921,4.921,4.921,4.921,4.921,4.921,4.921,4.921,4.921,4.921,4.921,4.921,4.921,4.921,4.921,4.921,NPgN,Primary,NG FES - Leading the Way,Total installed non-renewable generation capacity (MW)
FAWDON T1 & SEATON BURN T1,2.09,2.09,2.09,2.116,2.112,2.109,2.105,2.102,2.098,2.095,2.09,2.09,2.09,2.09,2.09,2.09,2.09,2.09,2.09,2.09,2.09,2.09,2.09,2.09,2.09,2.09,2.09,2.09,2.09,2.09,2.09,2.09,NPgN,Primary,NG FES - Leading the Way,Total installed non-renewable generation capacity (MW)
FISHBURN,3.8,3.8,3.8,3.823,3.82,3.817,3.814,3.811,3.807,3.804,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,NPgN,Primary,NG FES - Leading the Way,Total installed non-renewable generation capacity (MW)
