Primary,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area,Voltage level,Scenario name,Output parameter
ACKLAM,1.7,1.714,1.776,1.859,1.941,2.038,2.216,2.445,2.721,2.994,3.26,3.514,3.784,4.047,4.31,4.573,4.853,5.174,5.51,5.823,6.131,6.44,6.75,7.061,7.374,7.688,8.004,8.321,8.64,8.961,9.282,9.606,NPgN,Primary,NG FES - System Transformation (EE CF),Total installed PV capacity - domestic (MW)
AMBERTON ROAD,1.554,1.564,1.616,1.686,1.755,1.837,1.987,2.18,2.412,2.642,2.866,3.08,3.308,3.529,3.751,3.972,4.208,4.478,4.761,5.025,5.285,5.545,5.806,6.068,6.332,6.597,6.863,7.13,7.399,7.669,7.94,8.212,NPgN,Primary,NG FES - System Transformation (EE CF),Total installed PV capacity - domestic (MW)
ANNFIELD 66/20KV,1.676,1.688,1.751,1.835,1.919,2.019,2.201,2.435,2.717,2.995,3.268,3.527,3.803,4.071,4.34,4.609,4.895,5.223,5.566,5.886,6.201,6.517,6.833,7.151,7.471,7.792,8.115,8.439,8.765,9.092,9.421,9.751,NPgN,Primary,NG FES - System Transformation (EE CF),Total installed PV capacity - domestic (MW)
ASHINGTON,2.197,2.214,2.309,2.435,2.561,2.711,2.984,3.335,3.758,4.176,4.584,4.973,5.388,5.79,6.194,6.597,7.025,7.518,8.033,8.513,8.985,9.459,9.934,10.411,10.891,11.373,11.857,12.343,12.832,13.323,13.817,14.312,NPgN,Primary,NG FES - System Transformation (EE CF),Total installed PV capacity - domestic (MW)
AYCLIFFE FORREST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - System Transformation (EE CF),Total installed PV capacity - domestic (MW)
AYCLIFFE INDUSTRIAL,0.805,0.81,0.836,0.871,0.906,0.947,1.023,1.12,1.237,1.352,1.465,1.572,1.687,1.798,1.91,2.021,2.14,2.276,2.418,2.551,2.681,2.812,2.943,3.075,3.208,3.341,3.475,3.609,3.744,3.88,4.016,4.153,NPgN,Primary,NG FES - System Transformation (EE CF),Total installed PV capacity - domestic (MW)
BARDEN FRIAR,0.05,0.05,0.053,0.056,0.06,0.064,0.072,0.082,0.094,0.106,0.118,0.129,0.141,0.152,0.164,0.175,0.187,0.201,0.216,0.23,0.243,0.257,0.27,0.284,0.297,0.311,0.325,0.339,0.353,0.367,0.381,0.395,NPgN,Primary,NG FES - System Transformation (EE CF),Total installed PV capacity - domestic (MW)
BEDALE,1.313,1.321,1.364,1.421,1.479,1.546,1.67,1.83,2.022,2.212,2.397,2.574,2.763,2.945,3.129,3.312,3.506,3.73,3.964,4.182,4.396,4.612,4.827,5.044,5.262,5.481,5.701,5.922,6.144,6.367,6.591,6.816,NPgN,Primary,NG FES - System Transformation (EE CF),Total installed PV capacity - domestic (MW)
BELMONT,1.274,1.283,1.328,1.388,1.448,1.519,1.649,1.817,2.018,2.217,2.412,2.597,2.795,2.986,3.179,3.371,3.575,3.81,4.055,4.283,4.508,4.734,4.96,5.188,5.416,5.646,5.877,6.108,6.341,6.575,6.81,7.046,NPgN,Primary,NG FES - System Transformation (EE CF),Total installed PV capacity - domestic (MW)
BENSHAM,0.321,0.327,0.361,0.407,0.453,0.507,0.606,0.733,0.886,1.038,1.186,1.327,1.477,1.623,1.77,1.916,2.071,2.249,2.436,2.61,2.781,2.953,3.125,3.298,3.472,3.647,3.822,3.999,4.176,4.354,4.533,4.712,NPgN,Primary,NG FES - System Transformation (EE CF),Total installed PV capacity - domestic (MW)
