Primary,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area,Voltage level,Scenario name,Output parameter
ACKLAM,88,102,138,381,648,961,1320,1831,2458,3164,3821,4502,5248,5952,6651,7347,8038,8819,9389,9958,10454,10900,11309,11502,11626,11774,11909,12093,12210,12312,12419,12521,NPgN,Primary,NG FES - Leading the Way (EE CF),Number of heat pumps (total)
AMBERTON ROAD,129,153,199,445,712,1017,1364,1823,2390,3024,3646,4283,4979,5625,6267,6906,7543,8247,8756,9265,9714,10115,10491,10687,10817,10931,11028,11163,11256,11343,11434,11522,NPgN,Primary,NG FES - Leading the Way (EE CF),Number of heat pumps (total)
ANNFIELD 66/20KV,93,111,146,333,550,805,1100,1528,2057,2666,3270,3901,4590,5232,5872,6512,7150,7857,8368,8878,9333,9750,10139,10337,10465,10573,10663,10793,10880,10961,11045,11127,NPgN,Primary,NG FES - Leading the Way (EE CF),Number of heat pumps (total)
ASHINGTON,98,117,158,400,662,963,1306,1786,2380,3060,3735,4440,5209,5926,6639,7351,8061,8850,9418,9988,10493,10956,11387,11603,11741,11864,11968,12118,12216,12306,12400,12492,NPgN,Primary,NG FES - Leading the Way (EE CF),Number of heat pumps (total)
AYCLIFFE FORREST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Leading the Way (EE CF),Number of heat pumps (total)
AYCLIFFE INDUSTRIAL,39,45,62,170,282,408,551,740,975,1242,1513,1790,2094,2377,2658,2939,3220,3530,3752,3973,4170,4348,4517,4603,4658,4701,4736,4789,4823,4856,4890,4923,NPgN,Primary,NG FES - Leading the Way (EE CF),Number of heat pumps (total)
BARDEN FRIAR,5,5,6,23,54,91,131,157,189,217,255,284,305,322,338,352,360,364,367,370,373,376,379,380,382,383,384,386,387,388,389,390,NPgN,Primary,NG FES - Leading the Way (EE CF),Number of heat pumps (total)
BEDALE,97,115,141,262,414,585,775,985,1245,1523,1810,2088,2373,2633,2890,3142,3383,3646,3838,4030,4200,4356,4501,4572,4619,4669,4714,4775,4815,4850,4888,4924,NPgN,Primary,NG FES - Leading the Way (EE CF),Number of heat pumps (total)
BELMONT,75,89,116,254,409,589,795,1100,1475,1904,2312,2736,3200,3636,4070,4502,4930,5416,5769,6122,6431,6709,6965,7082,7156,7245,7324,7436,7504,7563,7626,7685,NPgN,Primary,NG FES - Leading the Way (EE CF),Number of heat pumps (total)
BENSHAM,55,64,84,196,316,450,601,829,1111,1438,1774,2129,2520,2883,3244,3604,3964,4361,4646,4930,5182,5410,5621,5725,5788,5840,5881,5945,5985,6021,6059,6097,NPgN,Primary,NG FES - Leading the Way (EE CF),Number of heat pumps (total)
BENTON SQUARE,70,81,110,307,503,719,961,1303,1727,2224,2755,3308,3916,4478,5038,5597,6156,6771,7208,7646,8033,8387,8719,8884,8982,9054,9108,9197,9252,9303,9356,9409,NPgN,Primary,NG FES - Leading the Way (EE CF),Number of heat pumps (total)
BENWELL,82,94,122,300,508,760,1052,1466,1973,2535,3035,3556,4128,4669,5207,5743,6275,6878,7321,7765,8155,8510,8837,9001,9112,9239,9356,9510,9613,9706,9803,9896,NPgN,Primary,NG FES - Leading the Way (EE CF),Number of heat pumps (total)
BILLINGHAM MARSH HOUSE,89,102,135,344,567,822,1113,1507,1993,2539,3073,3618,4216,4774,5330,5884,6436,7051,7496,7941,8333,8690,9025,9191,9297,9398,9485,9609,9690,9763,9839,9913,NPgN,Primary,NG FES - Leading the Way (EE CF),Number of heat pumps (total)
BILLY MILL,55,63,84,212,349,502,676,959,1307,1717,2124,2554,3028,3474,3917,4358,4795,5292,5650,6009,6318,6597,6850,6958,7020,7099,7168,7272,7329,7377,7428,7476,NPgN,Primary,NG FES - Leading the Way (EE CF),Number of heat pumps (total)
