Primary,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area,Voltage level,Scenario name,Output parameter
ACKLAM,17.3,16.963,16.596,16.467,16.243,16.188,16.215,16.38,17.532,18.308,19.372,20.428,22.082,23.591,25.175,26.903,28.354,29.487,30.401,31.149,32.089,33.125,33.724,34.12,34.511,34.527,34.58,34.209,33.778,33.306,32.669,32.034,NPgN,Primary,NG FES - Leading the Way,Total peak demand (MW)
AMBERTON ROAD,23.151,22.76,22.303,22.061,21.768,21.635,21.579,21.679,22.379,22.95,23.665,24.478,25.813,27.146,28.575,30.093,31.385,32.412,33.262,33.953,34.768,35.637,36.167,36.564,36.928,37.036,37.135,36.945,36.663,36.296,35.731,35.133,NPgN,Primary,NG FES - Leading the Way,Total peak demand (MW)
ANNFIELD 66/20KV,20.755,20.399,19.978,19.781,19.53,19.433,19.427,19.567,20.419,21.092,22.037,23.019,24.528,26.019,27.61,29.348,30.801,31.941,32.868,33.649,34.497,35.404,35.923,36.296,36.595,36.655,36.721,36.399,35.998,35.534,34.877,34.202,NPgN,Primary,NG FES - Leading the Way,Total peak demand (MW)
ASHINGTON,18.554,18.272,17.924,17.79,17.588,17.545,17.59,17.786,18.713,19.451,20.456,21.512,23.074,24.619,26.263,28.046,29.549,30.73,31.696,32.495,33.369,34.276,34.794,35.162,35.473,35.506,35.506,35.202,34.82,34.391,33.782,33.145,NPgN,Primary,NG FES - Leading the Way,Total peak demand (MW)
AYCLIFFE FORREST,0.421,0.413,0.405,0.397,0.389,0.382,0.374,0.367,0.36,0.353,0.346,0.339,0.338,0.337,0.336,0.335,0.334,0.333,0.332,0.331,0.33,0.329,0.328,0.327,0.326,0.325,0.324,0.323,0.322,0.321,0.32,0.319,NPgN,Primary,NG FES - Leading the Way,Total peak demand (MW)
AYCLIFFE INDUSTRIAL,13.948,13.704,13.441,13.247,13.017,12.83,12.646,12.498,12.627,12.621,12.642,12.642,12.913,13.12,13.325,13.557,13.733,13.875,13.988,14.1,14.326,14.653,14.881,15.042,15.223,15.272,15.297,15.256,15.206,15.142,15.052,14.967,NPgN,Primary,NG FES - Leading the Way,Total peak demand (MW)
BARDEN FRIAR,0.886,0.878,0.869,0.886,0.9,0.918,0.931,0.95,0.944,0.973,0.973,1.002,1.036,1.086,1.139,1.182,1.225,1.261,1.293,1.313,1.344,1.369,1.381,1.393,1.403,1.409,1.419,1.426,1.429,1.429,1.421,1.411,NPgN,Primary,NG FES - Leading the Way,Total peak demand (MW)
BEDALE,17.014,17.09,16.866,16.723,16.563,16.447,16.329,16.258,16.278,16.313,16.331,16.394,16.75,17.098,17.464,17.837,18.176,18.47,18.734,18.964,19.265,19.601,19.855,20.078,20.304,20.471,20.666,20.764,20.843,20.892,20.889,20.888,NPgN,Primary,NG FES - Leading the Way,Total peak demand (MW)
BELMONT,21.651,22.436,22.03,21.782,21.499,21.321,21.214,21.228,21.846,22.292,22.968,23.671,24.944,26.146,27.429,28.824,29.987,30.888,31.615,32.188,32.833,33.481,33.812,34.026,34.203,34.164,34.157,33.844,33.471,33.058,32.497,31.922,NPgN,Primary,NG FES - Leading the Way,Total peak demand (MW)
BENSHAM,18.233,18.943,18.603,18.363,18.1,17.904,17.76,17.705,17.991,18.227,18.607,19.047,19.89,20.738,21.65,22.633,23.471,24.111,24.62,25.007,25.393,25.735,25.869,25.935,25.961,25.855,25.741,25.469,25.153,24.82,24.389,23.935,NPgN,Primary,NG FES - Leading the Way,Total peak demand (MW)
