Primary,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area,Voltage level,Scenario name,Output parameter
ACKLAM,30322.1,30057.478,29816.166,29597.303,29399.986,29223.309,29066.369,28928.265,28808.094,28704.955,28617.947,28546.171,28488.727,28444.715,28413.239,28393.4,28384.302,28380.423,28376.576,28372.76,28368.975,28365.22,28361.497,28357.804,28354.142,28350.511,28346.91,28343.339,NPgN,Primary,NG FES - Hydrogen Evolution,I&C (MWh)
AMBERTON ROAD,71248.049,80651.558,83774.767,88834.219,88350.621,87915.721,87527.359,87183.377,86881.621,86619.943,86396.196,86208.241,86053.939,85931.156,85837.764,85771.636,85730.651,85701.88,85673.184,85644.564,85616.019,85587.55,85559.155,85530.835,85502.59,85474.418,85446.321,85418.298,NPgN,Primary,NG FES - Hydrogen Evolution,I&C (MWh)
ANNFIELD 66/20KV,58726.46,58509.646,58333.404,58196.641,58098.229,58037.007,58011.781,58021.321,58064.364,58139.613,58245.738,58381.374,58545.121,58735.548,58951.187,59190.538,59452.065,59724.469,59996.932,60269.456,60542.039,60814.681,61087.382,61360.143,61632.962,61905.84,62178.776,62451.771,NPgN,Primary,NG FES - Hydrogen Evolution,I&C (MWh)
ASHINGTON,42792.339,42406.948,42054.703,41734.3,41444.438,41183.818,40951.142,40745.117,40564.449,40407.849,40274.029,40161.703,40069.59,39996.408,39940.878,39901.724,39877.672,39860.957,39844.286,39827.658,39811.074,39794.534,39778.038,39761.584,39745.174,39728.807,39712.484,39696.203,NPgN,Primary,NG FES - Hydrogen Evolution,I&C (MWh)
AYCLIFFE FORREST,3134.24,10861.66,10835.908,10812.488,10791.303,10772.26,10755.263,10740.218,10727.03,10715.604,10705.847,10697.663,10690.961,10685.644,10681.621,10678.797,10677.079,10675.899,10674.722,10673.548,10672.377,10671.209,10670.044,10668.882,10667.723,10666.568,10665.415,10664.265,NPgN,Primary,NG FES - Hydrogen Evolution,I&C (MWh)
AYCLIFFE INDUSTRIAL,43202.529,42995.756,42819.573,42673.07,42555.318,42465.368,42402.254,42364.987,42352.561,42363.951,42398.112,42453.978,42530.467,42626.474,42740.878,42872.536,43020.287,43175.914,43331.584,43487.296,43643.05,43798.845,43954.682,44110.561,44266.481,44422.443,44578.446,44734.49,NPgN,Primary,NG FES - Hydrogen Evolution,I&C (MWh)
BARDEN FRIAR,4782.703,4827.911,4875.433,4925.32,4977.611,5032.339,5089.523,5149.174,5211.291,5275.865,5342.876,5412.291,5484.071,5558.163,5634.508,5713.032,5793.653,5875.323,5956.997,6038.676,6120.358,6202.045,6283.736,6365.431,6447.13,6528.833,6610.541,6692.252,NPgN,Primary,NG FES - Hydrogen Evolution,I&C (MWh)
BEDALE,65874.289,66771.181,67091.529,67449.04,67843.561,68274.839,68742.52,69246.147,69785.167,70358.922,70966.656,71607.511,72280.528,72984.648,73718.711,74481.456,75271.521,76075.149,76878.841,77682.597,78486.417,79290.299,80094.245,80898.254,81702.326,82506.46,83310.657,84114.916,NPgN,Primary,NG FES - Hydrogen Evolution,I&C (MWh)
BELMONT,81245.194,83609.608,83407.189,83258.814,83163.012,83118.26,83122.983,83175.556,83274.3,83417.485,83603.328,83829.995,84095.601,84398.205,84735.818,85106.398,85507.848,85924.452,86341.133,86757.893,87174.731,87591.647,88008.64,88425.711,88842.859,89260.084,89677.386,90094.764,NPgN,Primary,NG FES - Hydrogen Evolution,I&C (MWh)
BENSHAM,33244.188,32944.69,32670.944,35840.768,35615.489,35412.928,35232.077,35071.931,34931.485,34809.737,34705.686,34618.335,34546.686,34489.743,34446.515,34416.008,34397.234,34384.159,34371.118,34358.112,34345.14,34332.202,34319.298,34306.428,34293.592,34280.789,34268.021,34255.286,NPgN,Primary,NG FES - Hydrogen Evolution,I&C (MWh)
