Primary,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area,Voltage level,Scenario name,Output parameter
ACKLAM,76711.1,76722.751,77848.58,80483.37,84502.318,88919.926,91884.805,94094.019,97700.721,104599.138,110957.407,116896.952,122373.146,127394.225,132172.966,136873.988,141266.03,145195.448,148019.731,150130.378,151898.873,154782.345,158230.733,160739.32,160220.864,159695.426,159179.278,158665.457,158217.908,NPgN,Primary,NG FES - Leading the Way (EE CF),Total demand (MWh)
AMBERTON ROAD,125072.322,124766.472,135260.638,138307.392,144501.266,148350.633,151129.276,153371.921,156648.649,164748.393,172531.803,179997.73,187049.812,193591.469,199750.293,205663.851,211151.074,216107.848,219950.427,223154.73,226014.509,229710.798,233798.332,237253.024,236418.079,235586.514,234776.94,233983.12,233253.533,NPgN,Primary,NG FES - Leading the Way (EE CF),Total demand (MWh)
ANNFIELD 66/20KV,101047.12,101314.686,102750.01,105465.042,109559.754,114065.003,117376.542,120290.338,124694.367,132306.833,139443.418,146217.125,152571.204,158472.332,163972.319,169154.633,173928.761,178221.022,181545.733,184165.393,186370.954,189507.355,193021.749,195676.524,195447.156,195200.896,194960.54,194720.877,194543.461,NPgN,Primary,NG FES - Leading the Way (EE CF),Total demand (MWh)
ASHINGTON,85329.508,85457.387,86769.81,89455.393,93701.735,98454.788,101960.848,104989.805,109719.334,118106.006,125840.396,133096.193,139839.41,146047.524,151851.374,157420.796,162631.422,167381.682,171122.151,174102.516,176648.55,180154.835,184086.789,187003.638,186585.137,186151.905,185728.995,185309.802,184966.74,NPgN,Primary,NG FES - Leading the Way (EE CF),Total demand (MWh)
AYCLIFFE FORREST,622.749,615.075,8283.615,8276.838,8270.501,8264.497,8258.819,8253.468,8248.504,8244.216,8240.259,8236.528,8232.969,8229.471,8226.024,8222.667,8219.399,8216.247,8213.205,8210.236,8207.336,8204.515,8201.765,8199.083,8196.137,8193.248,8190.411,8187.612,8184.844,NPgN,Primary,NG FES - Leading the Way (EE CF),Total demand (MWh)
AYCLIFFE INDUSTRIAL,60009.337,60005.703,60557.686,61665.604,63368.086,65201.109,66530.091,67716.583,69561.269,72937.034,76143.278,79206.593,82091.755,84776.557,87282.867,89641.141,91801.658,93720.626,95194.716,96348.593,97314.532,98672.917,100180.2,101315.519,101117.026,100909.695,100703.31,100495.923,100313.246,NPgN,Primary,NG FES - Leading the Way (EE CF),Total demand (MWh)
BARDEN FRIAR,4590.681,4633.824,4722.064,4836.023,4989.126,5142.217,5281.936,5422.32,5616.732,5954.827,6283.321,6601.925,6907.069,7188.51,7447.114,7691.416,7921.956,8141.358,8340.969,8522.878,8692.492,8873.355,9058.712,9221.351,9251.776,9282.384,9314.288,9347.129,9382.985,NPgN,Primary,NG FES - Leading the Way (EE CF),Total demand (MWh)
BEDALE,88472.487,88934.305,90699.051,92578.836,95234.722,98127.195,100740.12,103324.897,106712.66,111716.973,116630.602,121424.784,125993.194,130215.42,134124.219,137802.027,141167.744,144187.355,146629.974,148669.206,150461.984,152516.862,154685.044,156497.585,156862.181,157199.772,157529.394,157851.048,158192.598,NPgN,Primary,NG FES - Leading the Way (EE CF),Total demand (MWh)
BELMONT,119895.395,119959.217,123628.18,125724.868,128745.008,131714.653,133919.37,135776.944,138626.964,143856.78,148793.89,153494.945,157904.471,161973.807,165783.772,169433.709,172814.098,175855.197,178169.414,180019.198,181620.878,183844.819,186379.532,188350.317,188147.216,187938.627,187739.176,187542.9,187390.677,NPgN,Primary,NG FES - Leading the Way (EE CF),Total demand (MWh)
BENSHAM,68760.191,68774.185,69622.44,71275.502,73770.952,76472.485,78502.166,80338.443,83206.326,88270.671,93060.079,97651.573,101988.038,106023.334,109790.969,113332.887,116571.529,119439.931,121626.49,123316.364,124705.931,126633.256,128778.516,130308.343,129958.398,129582.346,129197.972,128807.395,128454.709,NPgN,Primary,NG FES - Leading the Way (EE CF),Total demand (MWh)
