Primary,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area,Voltage level,Scenario name,Output parameter
ACKLAM,17.3,17.195,17.293,17.618,18.191,18.844,19.279,19.596,19.971,20.346,20.639,20.903,21.147,21.495,22.647,23.833,24.974,26.044,26.932,27.67,28.319,29.216,30.215,31.203,32.17,33.128,34.077,35.016,35.716,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total peak demand with CF (MW)
AMBERTON ROAD,23.27,23.236,27.856,28.682,30.643,31.481,32.108,32.631,33.258,33.891,34.442,34.956,35.433,35.96,37.794,39.603,41.324,42.929,44.31,45.529,46.621,47.934,49.33,50.704,52.042,53.361,54.664,55.95,57.042,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total peak demand with CF (MW)
ANNFIELD 66/20KV,19.8,19.797,19.961,20.283,20.825,21.432,21.888,22.28,22.748,23.225,23.62,23.991,24.341,24.798,25.929,27.035,28.089,29.085,29.95,30.69,31.341,32.179,33.071,33.949,34.806,35.654,36.495,37.33,37.979,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total peak demand with CF (MW)
ASHINGTON,17.767,17.677,17.731,17.947,18.376,18.878,19.228,19.509,19.857,20.205,20.481,20.731,20.96,21.304,22.402,23.502,24.565,25.579,26.465,27.231,27.918,28.786,29.711,30.627,31.525,32.414,33.297,34.174,34.841,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total peak demand with CF (MW)
AYCLIFFE FORREST,0.122,0.121,3.624,3.622,3.621,3.619,3.618,3.617,3.616,3.615,3.614,3.613,3.613,3.612,3.611,3.611,3.61,3.609,3.609,3.608,3.608,3.607,3.607,3.606,3.606,3.605,3.605,3.604,3.604,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total peak demand with CF (MW)
AYCLIFFE INDUSTRIAL,17.006,16.894,16.837,16.832,16.909,17.016,17.074,17.117,17.193,17.277,17.343,17.412,17.483,17.604,18.027,18.446,18.849,19.228,19.556,19.838,20.086,20.405,20.742,21.074,21.398,21.717,22.032,22.343,22.585,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total peak demand with CF (MW)
BARDEN FRIAR,0.937,0.945,0.963,0.985,1.015,1.044,1.073,1.103,1.14,1.179,1.215,1.248,1.279,1.313,1.366,1.416,1.463,1.508,1.549,1.588,1.625,1.662,1.7,1.736,1.772,1.808,1.843,1.879,1.909,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total peak demand with CF (MW)
BEDALE,17.184,17.188,17.517,17.627,17.819,18.049,18.253,18.444,18.673,18.918,19.15,19.391,19.64,19.93,20.544,21.164,21.763,22.333,22.84,23.296,23.709,24.175,24.657,25.13,25.592,26.048,26.499,26.946,27.334,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total peak demand with CF (MW)
BELMONT,22.372,22.27,23.404,23.456,23.631,23.835,23.991,24.107,24.251,24.402,24.509,24.616,24.724,24.897,25.529,26.167,26.783,27.368,27.876,28.323,28.72,29.22,29.759,30.294,30.821,31.342,31.859,32.372,32.784,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total peak demand with CF (MW)
BENSHAM,17.954,17.849,17.914,18.115,18.457,18.842,19.103,19.345,19.684,20.042,20.374,20.685,20.977,21.339,22.104,22.851,23.559,24.217,24.78,25.247,25.648,26.156,26.691,27.21,27.706,28.193,28.673,29.147,29.489,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total peak demand with CF (MW)
