Primary,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area,Voltage level,Scenario name,Output parameter
BIRTLEY GROVE 66/20KV,0.011,0.017,0.025,0.033,0.036,0.039,0.097,0.171,0.174,0.264,0.29,0.294,0.298,0.301,0.306,0.31,0.315,0.321,0.327,0.333,0.341,0.348,0.356,0.365,0.374,0.383,0.393,0.404,NPgN,Primary,NG FES - Counterfactual,Total installed storage capacity (MW)
BLAYDON BURN,0.023,0.041,0.061,0.084,0.09,0.096,0.255,0.461,0.467,0.713,0.786,0.793,0.802,0.81,0.819,0.829,0.84,0.852,0.865,0.879,0.895,0.912,0.93,0.949,0.968,0.989,1.011,1.033,NPgN,Primary,NG FES - Counterfactual,Total installed storage capacity (MW)
BLUCHER 33/11KV,0.026,0.035,0.047,0.062,0.069,0.076,0.163,0.276,0.283,0.417,0.459,0.468,0.477,0.486,0.496,0.507,0.519,0.532,0.547,0.563,0.58,0.599,0.618,0.639,0.661,0.683,0.707,0.732,NPgN,Primary,NG FES - Counterfactual,Total installed storage capacity (MW)
BOLDON DOWNHILL,0.02,0.026,0.034,0.044,0.049,0.055,0.107,0.175,0.181,0.262,0.288,0.295,0.302,0.31,0.317,0.326,0.336,0.346,0.357,0.37,0.384,0.399,0.414,0.431,0.448,0.466,0.485,0.505,NPgN,Primary,NG FES - Counterfactual,Total installed storage capacity (MW)
BOROUGHBRIDGE/ROECLIFFE INDUSTRIAL,0.008,0.016,0.025,0.035,0.037,0.039,0.11,0.202,0.204,0.314,0.346,0.349,0.351,0.354,0.357,0.361,0.365,0.369,0.373,0.378,0.384,0.39,0.396,0.402,0.409,0.416,0.424,0.432,NPgN,Primary,NG FES - Counterfactual,Total installed storage capacity (MW)
BOWESFIELD 33/11KV,0.02,0.037,0.057,0.079,0.084,0.089,0.247,0.45,0.455,0.7,0.771,0.777,0.784,0.791,0.799,0.807,0.816,0.826,0.837,0.849,0.863,0.877,0.892,0.908,0.924,0.942,0.96,0.979,NPgN,Primary,NG FES - Counterfactual,Total installed storage capacity (MW)
BOWESFIELD 66/11KV,0.015,0.025,0.036,0.049,0.053,0.057,0.147,0.263,0.267,0.406,0.447,0.452,0.457,0.462,0.467,0.474,0.48,0.488,0.496,0.505,0.515,0.526,0.537,0.548,0.561,0.573,0.587,0.601,NPgN,Primary,NG FES - Counterfactual,Total installed storage capacity (MW)
BRANCEPETH,0.042,0.064,0.091,0.123,0.134,0.145,0.351,0.617,0.628,0.946,1.042,1.056,1.07,1.085,1.101,1.119,1.138,1.16,1.183,1.209,1.237,1.267,1.299,1.332,1.367,1.404,1.442,1.483,NPgN,Primary,NG FES - Counterfactual,Total installed storage capacity (MW)
BREAMISH STREET,0.01,0.02,0.032,0.045,0.047,0.05,0.143,0.263,0.265,0.409,0.451,0.454,0.458,0.461,0.465,0.47,0.474,0.479,0.485,0.491,0.498,0.505,0.513,0.521,0.529,0.538,0.547,0.557,NPgN,Primary,NG FES - Counterfactual,Total installed storage capacity (MW)
BRENDA TRADING,0.036,0.055,0.078,0.104,0.114,0.123,0.295,0.518,0.527,0.793,0.874,0.886,0.898,0.911,0.925,0.94,0.957,0.975,0.995,1.018,1.042,1.068,1.095,1.124,1.154,1.186,1.219,1.254,NPgN,Primary,NG FES - Counterfactual,Total installed storage capacity (MW)
CAMPLESHON ROAD,0.027,0.045,0.066,0.089,0.096,0.103,0.266,0.476,0.483,0.735,0.809,0.818,0.827,0.837,0.847,0.858,0.871,0.884,0.899,0.916,0.934,0.953,0.973,0.994,1.017,1.04,1.065,1.091,NPgN,Primary,NG FES - Counterfactual,Total installed storage capacity (MW)
CARLEY HILL,0.031,0.046,0.065,0.087,0.095,0.103,0.244,0.425,0.433,0.65,0.716,0.727,0.737,0.748,0.76,0.773,0.787,0.803,0.82,0.839,0.86,0.882,0.905,0.93,0.956,0.983,1.011,1.041,NPgN,Primary,NG FES - Counterfactual,Total installed storage capacity (MW)
CARLIN HOW T3 T4,0.033,0.054,0.079,0.108,0.116,0.125,0.317,0.564,0.573,0.87,0.958,0.969,0.981,0.993,1.006,1.02,1.035,1.052,1.071,1.091,1.114,1.138,1.163,1.19,1.218,1.247,1.278,1.31,NPgN,Primary,NG FES - Counterfactual,Total installed storage capacity (MW)
CARR HILL,0.037,0.049,0.066,0.087,0.096,0.106,0.223,0.373,0.383,0.563,0.62,0.632,0.645,0.658,0.673,0.688,0.705,0.724,0.745,0.768,0.793,0.82,0.847,0.877,0.908,0.94,0.974,1.01,NPgN,Primary,NG FES - Counterfactual,Total installed storage capacity (MW)
CATTERICK CAMP,0.041,0.062,0.088,0.119,0.13,0.14,0.337,0.59,0.601,0.905,0.996,1.01,1.024,1.039,1.054,1.072,1.091,1.112,1.134,1.16,1.188,1.217,1.248,1.281,1.315,1.351,1.389,1.428,NPgN,Primary,NG FES - Counterfactual,Total installed storage capacity (MW)
CLOSE,0.008,0.035,0.062,0.09,0.092,0.095,0.328,0.632,0.634,0.998,1.1,1.102,1.105,1.108,1.111,1.114,1.118,1.122,1.127,1.132,1.137,1.143,1.149,1.155,1.162,1.169,1.176,1.184,NPgN,Primary,NG FES - Counterfactual,Total installed storage capacity (MW)
CONEYTHORPE,0.019,0.036,0.054,0.075,0.08,0.085,0.234,0.426,0.431,0.661,0.728,0.734,0.741,0.748,0.755,0.763,0.772,0.782,0.793,0.805,0.818,0.832,0.846,0.862,0.878,0.895,0.913,0.932,NPgN,Primary,NG FES - Counterfactual,Total installed storage capacity (MW)
CONSETT,0.043,0.067,0.096,0.129,0.141,0.152,0.373,0.658,0.669,1.011,1.114,1.128,1.142,1.158,1.174,1.192,1.212,1.234,1.257,1.284,1.313,1.343,1.375,1.409,1.445,1.483,1.522,1.563,NPgN,Primary,NG FES - Counterfactual,Total installed storage capacity (MW)
CORPORATION STREET,0.008,0.016,0.024,0.034,0.036,0.038,0.108,0.2,0.202,0.311,0.343,0.346,0.348,0.351,0.354,0.357,0.361,0.365,0.369,0.374,0.379,0.385,0.39,0.397,0.403,0.41,0.417,0.424,NPgN,Primary,NG FES - Counterfactual,Total installed storage capacity (MW)
COWTON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Counterfactual,Total installed storage capacity (MW)
CRAMLINGTON T1 T3,0.014,0.021,0.03,0.04,0.044,0.047,0.112,0.196,0.2,0.3,0.331,0.335,0.34,0.345,0.35,0.356,0.363,0.37,0.378,0.386,0.396,0.406,0.416,0.428,0.439,0.451,0.464,0.478,NPgN,Primary,NG FES - Counterfactual,Total installed storage capacity (MW)
CRAMLINGTON T2 T4,0.013,0.02,0.029,0.039,0.043,0.046,0.112,0.197,0.2,0.302,0.333,0.337,0.342,0.346,0.351,0.357,0.363,0.37,0.377,0.386,0.395,0.404,0.414,0.425,0.436,0.447,0.46,0.472,NPgN,Primary,NG FES - Counterfactual,Total installed storage capacity (MW)
DARLEY,0.008,0.02,0.033,0.047,0.049,0.051,0.16,0.301,0.303,0.473,0.521,0.524,0.526,0.529,0.532,0.535,0.539,0.543,0.547,0.552,0.557,0.562,0.568,0.574,0.58,0.587,0.594,0.602,NPgN,Primary,NG FES - Counterfactual,Total installed storage capacity (MW)
DARLINGTON 132/6KV,0.012,0.021,0.031,0.042,0.045,0.048,0.126,0.226,0.23,0.35,0.386,0.39,0.394,0.398,0.403,0.408,0.414,0.42,0.426,0.434,0.442,0.451,0.46,0.469,0.48,0.49,0.501,0.513,NPgN,Primary,NG FES - Counterfactual,Total installed storage capacity (MW)
DARLINGTON 33/11KV,0.021,0.044,0.069,0.097,0.102,0.108,0.312,0.577,0.583,0.901,0.992,0.999,1.006,1.014,1.022,1.031,1.04,1.051,1.063,1.076,1.09,1.105,1.121,1.138,1.156,1.174,1.193,1.214,NPgN,Primary,NG FES - Counterfactual,Total installed storage capacity (MW)
DARLINGTON CENTRAL 33/11KV,0.009,0.014,0.019,0.026,0.028,0.03,0.071,0.124,0.127,0.19,0.209,0.212,0.215,0.219,0.222,0.226,0.23,0.235,0.24,0.246,0.252,0.258,0.265,0.272,0.28,0.288,0.297,0.305,NPgN,Primary,NG FES - Counterfactual,Total installed storage capacity (MW)
DARLINGTON EAST,0.015,0.029,0.044,0.061,0.065,0.069,0.191,0.349,0.354,0.543,0.598,0.603,0.609,0.614,0.62,0.626,0.633,0.641,0.65,0.659,0.669,0.68,0.692,0.704,0.717,0.73,0.744,0.759,NPgN,Primary,NG FES - Counterfactual,Total installed storage capacity (MW)
DARLINGTON WEST,0.028,0.038,0.051,0.067,0.075,0.082,0.175,0.295,0.303,0.447,0.492,0.501,0.511,0.521,0.532,0.544,0.557,0.571,0.587,0.605,0.624,0.644,0.665,0.688,0.712,0.736,0.762,0.79,NPgN,Primary,NG FES - Counterfactual,Total installed storage capacity (MW)
DENWICK,0.041,0.086,0.135,0.189,0.2,0.211,0.612,1.131,1.142,1.764,1.944,1.957,1.972,1.986,2.002,2.019,2.038,2.059,2.082,2.108,2.135,2.165,2.196,2.228,2.263,2.299,2.336,2.376,NPgN,Primary,NG FES - Counterfactual,Total installed storage capacity (MW)
DUNSTON 66/11KV,0.013,0.024,0.036,0.05,0.053,0.057,0.153,0.277,0.281,0.43,0.473,0.478,0.482,0.487,0.492,0.498,0.504,0.511,0.518,0.526,0.535,0.545,0.555,0.566,0.577,0.589,0.601,0.614,NPgN,Primary,NG FES - Counterfactual,Total installed storage capacity (MW)
DUNSTON 66/20KV,0.027,0.039,0.053,0.071,0.078,0.085,0.192,0.33,0.337,0.502,0.553,0.562,0.571,0.581,0.591,0.603,0.615,0.629,0.644,0.661,0.679,0.699,0.719,0.741,0.764,0.787,0.812,0.839,NPgN,Primary,NG FES - Counterfactual,Total installed storage capacity (MW)
DURHAM EAST,0.009,0.024,0.039,0.056,0.058,0.061,0.19,0.358,0.36,0.562,0.619,0.622,0.625,0.628,0.632,0.636,0.64,0.645,0.65,0.655,0.662,0.668,0.675,0.682,0.69,0.698,0.707,0.716,NPgN,Primary,NG FES - Counterfactual,Total installed storage capacity (MW)
EASTFIELD,3.272,3.287,3.305,3.326,3.333,3.341,3.478,3.654,3.662,3.874,3.937,3.947,3.956,3.966,3.977,3.989,4.002,4.016,4.031,4.049,4.068,4.088,4.109,4.131,4.154,4.179,4.205,4.232,NPgN,Primary,NG FES - Counterfactual,Total installed storage capacity (MW)
EASTGATE CEMENT,0.007,0.018,0.03,0.043,0.045,0.046,0.147,0.277,0.279,0.436,0.48,0.482,0.484,0.487,0.489,0.492,0.495,0.499,0.502,0.506,0.511,0.516,0.521,0.526,0.532,0.538,0.544,0.55,NPgN,Primary,NG FES - Counterfactual,Total installed storage capacity (MW)
EDUCATIONAL PRECINCT,0.013,0.026,0.041,0.057,0.06,0.064,0.182,0.335,0.339,0.522,0.575,0.579,0.584,0.589,0.594,0.599,0.605,0.612,0.619,0.627,0.636,0.645,0.655,0.665,0.676,0.687,0.699,0.712,NPgN,Primary,NG FES - Counterfactual,Total installed storage capacity (MW)
ELVINGTON,0.005,0.016,0.028,0.04,0.041,0.042,0.139,0.263,0.265,0.414,0.457,0.458,0.46,0.462,0.464,0.466,0.469,0.471,0.474,0.478,0.481,0.485,0.489,0.493,0.498,0.502,0.507,0.512,NPgN,Primary,NG FES - Counterfactual,Total installed storage capacity (MW)
FARADAY STREET,0.031,0.053,0.079,0.108,0.116,0.124,0.324,0.583,0.592,0.902,0.994,1.004,1.015,1.026,1.038,1.051,1.065,1.081,1.098,1.118,1.139,1.161,1.184,1.209,1.235,1.263,1.291,1.321,NPgN,Primary,NG FES - Counterfactual,Total installed storage capacity (MW)
FAWDON T1 & SEATON BURN T1,0.035,0.053,0.075,0.101,0.11,0.119,0.285,0.499,0.509,0.765,0.843,0.854,0.867,0.879,0.893,0.907,0.924,0.942,0.961,0.983,1.007,1.032,1.058,1.087,1.116,1.147,1.179,1.213,NPgN,Primary,NG FES - Counterfactual,Total installed storage capacity (MW)
FISHBURN,0.035,0.051,0.072,0.096,0.105,0.114,0.266,0.462,0.472,0.706,0.777,0.789,0.801,0.814,0.827,0.842,0.858,0.876,0.895,0.917,0.941,0.966,0.992,1.021,1.05,1.081,1.113,1.147,NPgN,Primary,NG FES - Counterfactual,Total installed storage capacity (MW)
FLATWORTH CENTRAL,0.014,0.025,0.038,0.052,0.056,0.059,0.16,0.29,0.294,0.451,0.496,0.501,0.506,0.51,0.516,0.522,0.528,0.535,0.543,0.551,0.56,0.57,0.581,0.592,0.603,0.615,0.628,0.641,NPgN,Primary,NG FES - Counterfactual,Total installed storage capacity (MW)
FOSS ISLANDS,0.029,0.064,0.103,0.145,0.152,0.16,0.476,0.886,0.894,1.385,1.526,1.535,1.545,1.556,1.567,1.579,1.592,1.607,1.623,1.641,1.66,1.681,1.703,1.726,1.75,1.775,1.802,1.83,NPgN,Primary,NG FES - Counterfactual,Total installed storage capacity (MW)
FOSSWAY 33/11KV,0.029,0.047,0.067,0.091,0.099,0.106,0.265,0.47,0.478,0.723,0.796,0.806,0.816,0.827,0.838,0.85,0.864,0.879,0.895,0.913,0.933,0.954,0.976,0.999,1.024,1.05,1.077,1.105,NPgN,Primary,NG FES - Counterfactual,Total installed storage capacity (MW)
FOURSTONES 20KV,0.029,0.066,0.106,0.15,0.157,0.164,0.495,0.923,0.931,1.445,1.592,1.601,1.611,1.621,1.632,1.644,1.657,1.672,1.688,1.706,1.725,1.746,1.768,1.791,1.815,1.84,1.866,1.894,NPgN,Primary,NG FES - Counterfactual,Total installed storage capacity (MW)
FYLANDS BRIDGE,0.034,0.05,0.071,0.095,0.104,0.112,0.265,0.462,0.471,0.706,0.778,0.789,0.801,0.813,0.826,0.84,0.856,0.873,0.892,0.913,0.935,0.96,0.985,1.012,1.04,1.07,1.101,1.134,NPgN,Primary,NG FES - Counterfactual,Total installed storage capacity (MW)
GALE LANE,0.028,0.035,0.045,0.058,0.065,0.072,0.139,0.224,0.232,0.334,0.368,0.377,0.387,0.396,0.407,0.419,0.432,0.446,0.462,0.479,0.498,0.518,0.539,0.561,0.585,0.609,0.635,0.662,NPgN,Primary,NG FES - Counterfactual,Total installed storage capacity (MW)
GARWOOD STREET,0.024,0.047,0.073,0.101,0.107,0.114,0.322,0.591,0.597,0.92,1.013,1.021,1.029,1.038,1.047,1.057,1.068,1.08,1.093,1.108,1.124,1.141,1.159,1.178,1.198,1.218,1.24,1.263,NPgN,Primary,NG FES - Counterfactual,Total installed storage capacity (MW)
GATESHEAD CENTRAL,0.01,0.022,0.034,0.048,0.051,0.053,0.158,0.293,0.296,0.458,0.504,0.507,0.511,0.514,0.518,0.522,0.527,0.532,0.537,0.544,0.55,0.557,0.565,0.573,0.581,0.59,0.599,0.608,NPgN,Primary,NG FES - Counterfactual,Total installed storage capacity (MW)
GATESHEAD EAST,6.556,6.56,6.563,6.567,6.567,6.567,6.596,6.634,6.634,6.679,6.692,6.692,6.693,6.693,6.694,6.694,6.695,6.696,6.696,6.697,6.698,6.699,6.7,6.701,6.702,6.704,6.705,6.706,NPgN,Primary,NG FES - Counterfactual,Total installed storage capacity (MW)
GOSFORTH 33/11KV,0.01,0.019,0.029,0.04,0.043,0.046,0.125,0.228,0.231,0.354,0.39,0.393,0.397,0.401,0.405,0.409,0.414,0.419,0.425,0.432,0.439,0.446,0.454,0.462,0.471,0.48,0.49,0.5,NPgN,Primary,NG FES - Counterfactual,Total installed storage capacity (MW)
GRANGETOWN,0.031,0.045,0.063,0.084,0.092,0.1,0.232,0.402,0.411,0.614,0.676,0.687,0.697,0.708,0.72,0.733,0.748,0.764,0.781,0.8,0.821,0.843,0.867,0.891,0.917,0.944,0.973,1.003,NPgN,Primary,NG FES - Counterfactual,Total installed storage capacity (MW)
GREATHAM,0.003,0.009,0.015,0.022,0.023,0.024,0.077,0.146,0.147,0.23,0.254,0.255,0.256,0.257,0.258,0.259,0.26,0.262,0.264,0.265,0.267,0.269,0.272,0.274,0.276,0.279,0.281,0.284,NPgN,Primary,NG FES - Counterfactual,Total installed storage capacity (MW)
GUISBOROUGH T1 T2,0.042,0.065,0.094,0.127,0.138,0.149,0.366,0.647,0.658,0.994,1.095,1.109,1.123,1.138,1.154,1.172,1.191,1.212,1.235,1.261,1.29,1.32,1.351,1.384,1.419,1.456,1.494,1.535,NPgN,Primary,NG FES - Counterfactual,Total installed storage capacity (MW)
GUISBOROUGH T3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Counterfactual,Total installed storage capacity (MW)
HARLOW GREEN,0.282,0.292,0.306,0.323,0.331,0.34,0.435,0.558,0.567,0.713,0.76,0.771,0.782,0.793,0.805,0.819,0.834,0.85,0.868,0.888,0.91,0.933,0.957,0.983,1.01,1.038,1.067,1.099,NPgN,Primary,NG FES - Counterfactual,Total installed storage capacity (MW)
HARMIRE BRIDGE,0.02,0.049,0.081,0.115,0.12,0.125,0.388,0.728,0.734,1.142,1.258,1.265,1.272,1.279,1.286,1.294,1.303,1.314,1.324,1.337,1.35,1.364,1.379,1.395,1.411,1.428,1.446,1.466,NPgN,Primary,NG FES - Counterfactual,Total installed storage capacity (MW)
HARRATON,0.02,0.037,0.056,0.078,0.083,0.088,0.242,0.442,0.447,0.687,0.757,0.763,0.77,0.777,0.785,0.793,0.802,0.812,0.823,0.835,0.848,0.862,0.877,0.893,0.909,0.926,0.944,0.963,NPgN,Primary,NG FES - Counterfactual,Total installed storage capacity (MW)
HARROGATE 132/11KV,0.053,0.089,0.132,0.18,0.193,0.207,0.537,0.963,0.978,1.488,1.639,1.657,1.675,1.694,1.714,1.736,1.761,1.788,1.817,1.85,1.886,1.924,1.964,2.006,2.05,2.097,2.145,2.197,NPgN,Primary,NG FES - Counterfactual,Total installed storage capacity (MW)
HARROGATE WEST,0.013,0.024,0.037,0.052,0.055,0.058,0.161,0.295,0.298,0.458,0.504,0.509,0.513,0.518,0.523,0.528,0.534,0.541,0.548,0.556,0.565,0.574,0.584,0.594,0.605,0.617,0.628,0.641,NPgN,Primary,NG FES - Counterfactual,Total installed storage capacity (MW)
HARTMOOR 66/20KV,0.04,0.062,0.089,0.12,0.13,0.141,0.344,0.607,0.618,0.932,1.027,1.04,1.054,1.068,1.083,1.1,1.119,1.139,1.161,1.186,1.213,1.242,1.272,1.304,1.337,1.372,1.409,1.447,NPgN,Primary,NG FES - Counterfactual,Total installed storage capacity (MW)
HAWTHORN PIT,0.044,0.064,0.09,0.12,0.132,0.143,0.331,0.574,0.586,0.877,0.966,0.98,0.996,1.011,1.028,1.047,1.067,1.09,1.114,1.142,1.171,1.203,1.236,1.272,1.308,1.347,1.388,1.43,NPgN,Primary,NG FES - Counterfactual,Total installed storage capacity (MW)
HAXBY ROAD T2 T3,0.028,0.038,0.052,0.069,0.076,0.084,0.184,0.314,0.322,0.477,0.525,0.534,0.544,0.554,0.564,0.576,0.589,0.603,0.618,0.635,0.654,0.674,0.695,0.717,0.74,0.764,0.789,0.816,NPgN,Primary,NG FES - Counterfactual,Total installed storage capacity (MW)
HEBBURN,0.005,0.011,0.017,0.023,0.024,0.026,0.073,0.134,0.135,0.208,0.23,0.231,0.233,0.235,0.237,0.24,0.242,0.245,0.248,0.252,0.255,0.259,0.263,0.268,0.272,0.277,0.282,0.287,NPgN,Primary,NG FES - Counterfactual,Total installed storage capacity (MW)
HEBBURN WEST,0.002,0.003,0.005,0.006,0.007,0.007,0.019,0.034,0.035,0.053,0.058,0.059,0.059,0.06,0.061,0.061,0.062,0.063,0.064,0.065,0.067,0.068,0.069,0.071,0.072,0.074,0.076,0.077,NPgN,Primary,NG FES - Counterfactual,Total installed storage capacity (MW)
HEDWORTH,0.02,0.026,0.034,0.045,0.05,0.055,0.113,0.187,0.193,0.282,0.31,0.317,0.323,0.33,0.338,0.346,0.355,0.365,0.376,0.388,0.402,0.416,0.431,0.446,0.463,0.48,0.498,0.517,NPgN,Primary,NG FES - Counterfactual,Total installed storage capacity (MW)
HEIGHINGTON,0,0.003,0.005,0.008,0.008,0.008,0.03,0.058,0.058,0.093,0.102,0.102,0.102,0.102,0.102,0.102,0.102,0.102,0.102,0.102,0.102,0.102,0.102,0.103,0.103,0.103,0.103,0.103,NPgN,Primary,NG FES - Counterfactual,Total installed storage capacity (MW)
HEXHAM,0.021,0.037,0.055,0.076,0.082,0.087,0.232,0.42,0.426,0.651,0.717,0.724,0.732,0.739,0.747,0.756,0.765,0.776,0.788,0.801,0.815,0.83,0.846,0.862,0.88,0.898,0.917,0.938,NPgN,Primary,NG FES - Counterfactual,Total installed storage capacity (MW)
HIGH BARMSTON,0.02,0.034,0.051,0.07,0.075,0.08,0.209,0.375,0.381,0.58,0.638,0.645,0.652,0.659,0.667,0.676,0.685,0.696,0.707,0.72,0.733,0.748,0.763,0.78,0.797,0.814,0.833,0.853,NPgN,Primary,NG FES - Counterfactual,Total installed storage capacity (MW)
HIGH FLATTS,0.033,0.047,0.064,0.085,0.094,0.102,0.23,0.395,0.403,0.6,0.661,0.672,0.684,0.695,0.708,0.722,0.737,0.754,0.772,0.793,0.815,0.839,0.864,0.89,0.918,0.947,0.977,1.009,NPgN,Primary,NG FES - Counterfactual,Total installed storage capacity (MW)
HOUGHTON,0.028,0.042,0.058,0.077,0.085,0.092,0.214,0.371,0.379,0.567,0.624,0.633,0.643,0.653,0.664,0.676,0.689,0.704,0.72,0.737,0.756,0.777,0.798,0.821,0.845,0.87,0.896,0.923,NPgN,Primary,NG FES - Counterfactual,Total installed storage capacity (MW)
HOWDON,0.008,0.012,0.017,0.023,0.025,0.027,0.066,0.116,0.118,0.178,0.196,0.199,0.201,0.204,0.207,0.21,0.214,0.218,0.222,0.227,0.232,0.238,0.243,0.25,0.256,0.263,0.27,0.277,NPgN,Primary,NG FES - Counterfactual,Total installed storage capacity (MW)
HUNTINGTON NEW LANE,0.021,0.034,0.05,0.068,0.074,0.079,0.202,0.361,0.366,0.556,0.613,0.62,0.627,0.634,0.643,0.651,0.661,0.672,0.683,0.697,0.711,0.726,0.742,0.758,0.776,0.794,0.814,0.834,NPgN,Primary,NG FES - Counterfactual,Total installed storage capacity (MW)
HUSTHWAITE 33/11KV,0.025,0.053,0.084,0.118,0.125,0.131,0.384,0.711,0.717,1.109,1.222,1.231,1.239,1.248,1.258,1.268,1.28,1.293,1.307,1.322,1.339,1.357,1.376,1.396,1.417,1.439,1.462,1.486,NPgN,Primary,NG FES - Counterfactual,Total installed storage capacity (MW)
