Primary,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area,Voltage level,Scenario name,Output parameter
ACKLAM,30322.1,30149.116,29990.011,29844.263,29711.307,29590.578,29481.509,29383.533,29296.085,29218.596,29150.5,29091.229,29040.215,28996.89,28960.687,28931.035,28907.367,28889.112,28875.702,28866.567,28861.137,28858.84,28859.107,28861.366,28865.047,28869.025,28873.017,28877.021,NPgN,Primary,NG FES - Counterfactual,I&C (MWh)
AMBERTON ROAD,71248.049,80864.154,84177.727,89406.122,89070.858,88764.493,88485.669,88233.031,88005.224,87800.897,87618.696,87457.272,87315.275,87191.357,87084.17,86992.368,86914.606,86849.541,86795.829,86752.129,86717.099,86689.402,86667.697,86650.648,86636.918,86623.886,86610.889,86597.926,NPgN,Primary,NG FES - Counterfactual,I&C (MWh)
ANNFIELD 66/20KV,58726.46,58716.862,58730.715,58767.357,58826.101,58906.235,59007.022,59127.7,59267.482,59425.554,59601.08,59793.196,60001.014,60223.622,60460.081,60709.428,60970.674,61242.804,61524.781,61815.54,62113.991,62419.019,62729.485,63044.224,63362.045,63680.516,63999.015,64317.542,NPgN,Primary,NG FES - Counterfactual,I&C (MWh)
ASHINGTON,42792.339,42535.536,42298.516,42080.466,41880.572,41698.019,41531.995,41381.687,41246.284,41124.974,41016.946,40921.392,40837.5,40764.462,40701.47,40647.716,40602.392,40564.692,40533.809,40508.938,40489.274,40474.012,40462.347,40453.478,40446.599,40440.137,40433.692,40427.264,NPgN,Primary,NG FES - Counterfactual,I&C (MWh)
AYCLIFFE FORREST,3134.24,10870.902,10853.415,10837.32,10822.556,10809.063,10796.782,10785.653,10775.616,10766.612,10758.582,10751.466,10745.205,10739.738,10735.008,10730.955,10727.519,10724.642,10722.264,10720.327,10718.772,10717.538,10716.569,10715.804,10715.185,10714.597,10714.011,10713.426,NPgN,Primary,NG FES - Counterfactual,I&C (MWh)
AYCLIFFE INDUSTRIAL,43202.529,43142.464,43100.222,43075.245,43066.962,43074.787,43098.119,43136.342,43188.827,43254.929,43333.99,43425.337,43528.282,43642.123,43766.143,43899.61,44041.779,44191.89,44349.168,44512.824,44682.053,44856.037,45033.944,45214.926,45398.12,45581.78,45765.459,45949.157,NPgN,Primary,NG FES - Counterfactual,I&C (MWh)
BARDEN FRIAR,4782.703,4850.193,4918.854,4988.724,5059.832,5132.201,5205.847,5280.777,5356.992,5434.487,5513.247,5593.252,5674.475,5756.879,5840.424,5925.058,6010.726,6097.363,6184.898,6273.253,6362.341,6452.072,6542.343,6633.048,6724.072,6815.164,6906.257,6997.353,NPgN,Primary,NG FES - Counterfactual,I&C (MWh)
BEDALE,65874.289,67047.633,67627.359,68227.243,68847.231,69487.198,70146.946,70826.208,71524.644,72241.843,72977.323,73730.53,74500.84,75287.555,76089.909,76907.061,77738.101,78582.047,79437.846,80304.373,81180.431,82064.753,82955.999,83852.759,84753.55,85655.196,86556.872,87458.581,NPgN,Primary,NG FES - Counterfactual,I&C (MWh)
BELMONT,81245.194,83902.284,83968.996,84066.773,84194.726,84351.928,84537.41,84750.169,84989.16,85253.303,85541.476,85852.521,86185.242,86538.401,86910.726,87300.903,87707.581,88129.372,88564.846,89012.538,89470.942,89938.515,90413.674,90894.799,91380.231,91866.568,92352.937,92839.339,NPgN,Primary,NG FES - Counterfactual,I&C (MWh)
BENSHAM,33244.188,33044.299,32859.784,36108.843,35953.178,35810.99,35681.645,35564.513,35458.962,35364.362,35280.083,35205.495,35139.969,35082.876,35033.588,34991.477,34955.917,34926.279,34901.938,34882.268,34866.643,34854.439,34845.03,34837.792,34832.102,34826.736,34821.384,34816.046,NPgN,Primary,NG FES - Counterfactual,I&C (MWh)
BENTON SQUARE,37476.008,37497.443,38732.599,51320.642,51384.898,51462.609,51553.334,51656.616,51771.979,51898.927,52036.949,52185.515,52344.074,52512.061,52688.891,52873.96,53066.647,53266.312,53472.298,53683.929,53900.512,54121.333,54345.662,54572.752,54801.834,55031.337,55260.855,55490.39,NPgN,Primary,NG FES - Counterfactual,I&C (MWh)
BENWELL,39286.21,39050.042,39698.786,39498.208,39314.301,39146.32,38993.516,38855.144,38730.458,38618.713,38519.164,38431.067,38353.679,38286.257,38228.058,38178.341,38136.364,38101.387,38072.669,38049.47,38031.052,38016.676,38005.603,37997.096,37990.418,37984.124,37977.845,37971.583,NPgN,Primary,NG FES - Counterfactual,I&C (MWh)
BILLINGHAM MARSH HOUSE,59536.991,60171.808,60823.427,64495.385,65181.097,65883.952,66603.914,67340.873,68094.646,68864.974,69651.526,70453.894,71271.598,72104.082,72950.717,73810.798,74683.549,75568.116,76463.573,77368.918,78283.077,79204.899,80133.16,81066.562,82003.732,82941.697,83879.684,84817.695,NPgN,Primary,NG FES - Counterfactual,I&C (MWh)
BILLY MILL,48942.915,48972.859,49953.957,50021.662,50107.473,50210.841,50331.193,50467.934,50620.443,50788.076,50970.167,51166.022,51374.928,51596.145,51828.909,52072.435,52325.91,52588.501,52859.349,53137.571,53422.262,53712.491,54007.304,54305.723,54606.747,54908.319,55209.911,55511.524,NPgN,Primary,NG FES - Counterfactual,I&C (MWh)
BIRTLEY GROVE 66/11KV,30689.224,33494.165,34378.022,34307.49,34249.26,34202.851,34167.778,41014.551,41000.665,40996.618,41001.899,41015.99,41038.369,41068.505,41105.862,41149.899,41200.066,41255.808,41316.566,41381.771,41450.85,41523.224,41598.306,41675.505,41754.221,41833.256,41912.305,41991.368,NPgN,Primary,NG FES - Counterfactual,I&C (MWh)
BIRTLEY GROVE 66/20KV,38223.694,38033.51,37860.577,37704.22,37563.762,37438.52,37327.813,37230.956,37147.259,37076.034,37016.587,36968.223,36930.245,36901.952,36882.642,36871.611,36868.15,36871.549,36881.097,36896.078,36915.775,36939.467,36966.433,36995.948,37027.284,37059.003,37090.741,37122.496,NPgN,Primary,NG FES - Counterfactual,I&C (MWh)
BLAYDON BURN,47282.923,46996.033,46731.046,51055.633,50831.738,50627.034,50440.62,50271.594,50119.057,49982.11,49859.854,49751.391,49655.826,49572.263,49499.806,49437.562,49384.638,49340.141,49303.18,49272.865,49248.305,49228.613,49212.898,49200.275,49189.857,49179.905,49169.98,49160.081,NPgN,Primary,NG FES - Counterfactual,I&C (MWh)
BLUCHER 33/11KV,29741.131,29560.995,30843.242,30690.082,30549.558,30421.103,30304.149,30198.13,30102.481,30016.635,29940.029,29872.099,29812.279,29760.008,29714.722,29675.86,29642.859,29615.159,29592.198,29573.418,29558.257,29546.157,29536.56,29528.906,29522.639,29516.665,29510.707,29504.764,NPgN,Primary,NG FES - Counterfactual,I&C (MWh)
BOLDON DOWNHILL,11963.531,16345.905,17392.855,17331.46,17275.146,17223.684,17176.847,17134.407,17096.136,17061.809,17031.196,17004.073,16980.211,16959.386,16941.369,16925.937,16912.861,16901.918,16892.881,16885.525,16879.626,16874.957,16871.294,16868.414,16866.09,16863.885,16861.684,16859.49,NPgN,Primary,NG FES - Counterfactual,I&C (MWh)
BOROUGHBRIDGE/ROECLIFFE INDUSTRIAL,14863.229,14863.516,14869.71,14881.645,14899.153,14922.054,14950.167,14983.3,15021.258,15063.837,15110.827,15162.011,15217.168,15276.066,15338.471,15404.139,15472.821,15544.262,15618.198,15694.361,15772.475,15852.259,15933.422,16015.67,16098.701,16181.898,16265.101,16348.311,NPgN,Primary,NG FES - Counterfactual,I&C (MWh)
