Primary,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area,Voltage level,Scenario name,Output parameter
ACKLAM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NPgN,Primary,NG FES - Falling Short (EE CF),Number of electric buses
AMBERTON ROAD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NPgN,Primary,NG FES - Falling Short (EE CF),Number of electric buses
ANNFIELD 66/20KV,1.0,1.0,2.0,2.0,3.0,4.0,5.0,6.0,7.0,9.0,10.0,12.0,14.0,15.0,17.0,19.0,21.0,22.0,24.0,25.0,26.0,27.0,28.0,29.0,29.0,30.0,30.0,31.0,31.0,NPgN,Primary,NG FES - Falling Short (EE CF),Number of electric buses
ASHINGTON,3.0,4.0,5.0,7.0,9.0,11.0,14.0,18.0,22.0,26.0,30.0,35.0,40.0,45.0,50.0,55.0,60.0,65.0,69.0,73.0,76.0,80.0,82.0,84.0,86.0,88.0,89.0,90.0,91.0,NPgN,Primary,NG FES - Falling Short (EE CF),Number of electric buses
AYCLIFFE FORREST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NPgN,Primary,NG FES - Falling Short (EE CF),Number of electric buses
AYCLIFFE INDUSTRIAL,0.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,4.0,5.0,6.0,6.0,7.0,8.0,9.0,10.0,10.0,11.0,12.0,12.0,13.0,13.0,13.0,14.0,14.0,14.0,14.0,14.0,NPgN,Primary,NG FES - Falling Short (EE CF),Number of electric buses
BARDEN FRIAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NPgN,Primary,NG FES - Falling Short (EE CF),Number of electric buses
BEDALE,3.0,3.0,5.0,6.0,8.0,10.0,13.0,16.0,20.0,24.0,28.0,32.0,37.0,41.0,46.0,51.0,55.0,59.0,63.0,67.0,70.0,73.0,75.0,77.0,79.0,80.0,82.0,82.0,83.0,NPgN,Primary,NG FES - Falling Short (EE CF),Number of electric buses
BELMONT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NPgN,Primary,NG FES - Falling Short (EE CF),Number of electric buses
BENSHAM,6.0,8.0,10.0,14.0,18.0,24.0,30.0,37.0,45.0,54.0,63.0,73.0,83.0,93.0,104.0,115.0,125.0,134.0,143.0,151.0,158.0,165.0,170.0,175.0,179.0,182.0,185.0,187.0,188.0,NPgN,Primary,NG FES - Falling Short (EE CF),Number of electric buses
BENTON SQUARE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NPgN,Primary,NG FES - Falling Short (EE CF),Number of electric buses
BENWELL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NPgN,Primary,NG FES - Falling Short (EE CF),Number of electric buses
BILLINGHAM MARSH HOUSE,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,4.0,4.0,5.0,5.0,6.0,7.0,7.0,8.0,8.0,9.0,9.0,10.0,10.0,10.0,11.0,11.0,11.0,11.0,11.0,NPgN,Primary,NG FES - Falling Short (EE CF),Number of electric buses
BILLY MILL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NPgN,Primary,NG FES - Falling Short (EE CF),Number of electric buses
BIRTLEY GROVE 66/11KV,6.0,7.0,10.0,13.0,18.0,23.0,29.0,36.0,43.0,51.0,60.0,70.0,79.0,90.0,100.0,110.0,120.0,129.0,137.0,145.0,152.0,158.0,163.0,168.0,172.0,175.0,177.0,179.0,181.0,NPgN,Primary,NG FES - Falling Short (EE CF),Number of electric buses
BIRTLEY GROVE 66/20KV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NPgN,Primary,NG FES - Falling Short (EE CF),Number of electric buses
BLAYDON BURN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NPgN,Primary,NG FES - Falling Short (EE CF),Number of electric buses
