Primary,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area,Voltage level,Scenario name,Output parameter
ACKLAM,2,2.21,2.422,2.7,3.029,3.397,3.79,4.202,4.638,5.141,5.68,6.178,6.723,7.261,7.741,8.31,8.874,9.482,10.103,10.757,11.413,12.088,12.75,13.432,14.119,14.776,15.477,16.176,16.907,NPgN,Primary,NG FES - Leading the Way (EE CF),Total installed renewable generation capacity (MW)
AMBERTON ROAD,1.847,2.03,2.267,2.588,2.989,3.456,3.972,4.532,5.145,5.754,6.402,7.015,7.668,8.324,8.938,9.628,10.318,11.052,11.805,12.595,13.391,14.197,15.009,15.824,16.65,17.481,18.319,19.174,20.046,NPgN,Primary,NG FES - Leading the Way (EE CF),Total installed renewable generation capacity (MW)
ANNFIELD 66/20KV,11.934,12.167,12.45,12.814,13.242,13.727,14.257,14.826,15.442,16.085,16.77,17.413,18.108,18.803,19.443,20.174,20.905,21.684,22.485,23.324,24.169,25.029,25.889,26.758,27.639,28.51,29.405,30.312,31.244,NPgN,Primary,NG FES - Leading the Way (EE CF),Total installed renewable generation capacity (MW)
ASHINGTON,6.244,6.557,6.937,7.428,8.005,8.654,9.357,10.105,10.906,11.777,12.707,13.574,14.531,15.485,16.355,17.363,18.366,19.442,20.545,21.703,22.868,24.06,25.242,26.449,27.669,28.86,30.104,31.356,32.653,NPgN,Primary,NG FES - Leading the Way (EE CF),Total installed renewable generation capacity (MW)
AYCLIFFE FORREST,0,0,0,0,0,0,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.002,0.003,0.003,0.003,0.003,0.003,0.004,0.004,0.004,0.004,0.005,0.005,0.005,0.005,0.006,NPgN,Primary,NG FES - Leading the Way (EE CF),Total installed renewable generation capacity (MW)
AYCLIFFE INDUSTRIAL,1.225,1.315,1.425,1.568,1.736,1.928,2.136,2.36,2.601,2.855,3.127,3.381,3.656,3.931,4.184,4.474,4.763,5.071,5.388,5.721,6.055,6.397,6.737,7.082,7.431,7.774,8.129,8.488,8.858,NPgN,Primary,NG FES - Leading the Way (EE CF),Total installed renewable generation capacity (MW)
BARDEN FRIAR,0.066,0.079,0.096,0.121,0.153,0.191,0.235,0.284,0.338,0.387,0.438,0.487,0.539,0.592,0.644,0.7,0.756,0.815,0.876,0.939,1.004,1.068,1.135,1.2,1.266,1.336,1.403,1.473,1.542,NPgN,Primary,NG FES - Leading the Way (EE CF),Total installed renewable generation capacity (MW)
BEDALE,2.879,3.111,3.378,3.705,4.071,4.481,4.938,5.437,5.986,6.517,7.08,7.616,8.189,8.767,9.314,9.921,10.53,11.176,11.84,12.534,13.237,13.945,14.664,15.38,16.108,16.849,17.586,18.344,19.112,NPgN,Primary,NG FES - Leading the Way (EE CF),Total installed renewable generation capacity (MW)
BELMONT,1.56,1.712,1.908,2.173,2.502,2.885,3.307,3.764,4.263,4.764,5.297,5.8,6.34,6.882,7.388,7.958,8.528,9.135,9.758,10.411,11.07,11.737,12.409,13.084,13.768,14.454,15.148,15.856,16.579,NPgN,Primary,NG FES - Leading the Way (EE CF),Total installed renewable generation capacity (MW)
BENSHAM,0.51,0.615,0.747,0.923,1.137,1.381,1.646,1.93,2.234,2.56,2.907,3.232,3.583,3.933,4.252,4.621,4.988,5.381,5.784,6.206,6.631,7.065,7.497,7.935,8.378,8.813,9.264,9.719,10.189,NPgN,Primary,NG FES - Leading the Way (EE CF),Total installed renewable generation capacity (MW)
BENTON SQUARE,1.989,2.138,2.318,2.549,2.816,3.115,3.436,3.775,4.136,4.541,4.974,5.376,5.813,6.247,6.637,7.095,7.549,8.038,8.538,9.064,9.592,10.134,10.668,11.215,11.767,12.3,12.863,13.426,14.013,NPgN,Primary,NG FES - Leading the Way (EE CF),Total installed renewable generation capacity (MW)
BENWELL,1.142,1.272,1.435,1.651,1.913,2.211,2.533,2.876,3.244,3.644,4.07,4.468,4.899,5.328,5.717,6.169,6.619,7.101,7.594,8.113,8.634,9.167,9.695,10.234,10.778,11.308,11.862,12.419,12.996,NPgN,Primary,NG FES - Leading the Way (EE CF),Total installed renewable generation capacity (MW)
BILLINGHAM MARSH HOUSE,13.242,13.377,13.542,13.758,14.011,14.29,14.584,14.887,15.201,15.591,16.01,16.394,16.819,17.236,17.599,18.042,18.477,18.95,19.433,19.941,20.451,20.978,21.489,22.022,22.558,23.058,23.607,24.147,24.719,NPgN,Primary,NG FES - Leading the Way (EE CF),Total installed renewable generation capacity (MW)
BILLY MILL,1.619,1.733,1.873,2.055,2.27,2.51,2.766,3.033,3.316,3.644,3.996,4.321,4.677,5.029,5.341,5.713,6.08,6.477,6.883,7.31,7.739,8.179,8.611,9.057,9.506,9.933,10.392,10.848,11.325,NPgN,Primary,NG FES - Leading the Way (EE CF),Total installed renewable generation capacity (MW)
BIRTLEY GROVE 66/11KV,1.217,1.316,1.436,1.591,1.773,1.977,2.196,2.428,2.675,2.95,3.244,3.518,3.817,4.113,4.38,4.693,5.004,5.338,5.68,6.039,6.4,6.771,7.136,7.51,7.888,8.253,8.638,9.024,9.425,NPgN,Primary,NG FES - Leading the Way (EE CF),Total installed renewable generation capacity (MW)
BIRTLEY GROVE 66/20KV,0.587,0.654,0.734,0.836,0.956,1.09,1.236,1.392,1.56,1.738,1.929,2.107,2.3,2.493,2.669,2.871,3.073,3.289,3.511,3.743,3.977,4.216,4.453,4.695,4.938,5.178,5.426,5.677,5.935,NPgN,Primary,NG FES - Leading the Way (EE CF),Total installed renewable generation capacity (MW)
BLAYDON BURN,1.484,1.662,1.872,2.135,2.436,2.774,3.146,3.55,3.989,4.433,4.904,5.349,5.825,6.302,6.747,7.248,7.75,8.284,8.832,9.406,9.985,10.572,11.162,11.756,12.357,12.959,13.569,14.191,14.826,NPgN,Primary,NG FES - Leading the Way (EE CF),Total installed renewable generation capacity (MW)
BLUCHER 33/11KV,1.341,1.47,1.626,1.826,2.056,2.311,2.584,2.869,3.169,3.518,3.893,4.239,4.618,4.992,5.324,5.72,6.111,6.534,6.966,7.421,7.876,8.346,8.805,9.279,9.757,10.213,10.701,11.186,11.694,NPgN,Primary,NG FES - Leading the Way (EE CF),Total installed renewable generation capacity (MW)
BOLDON DOWNHILL,1.859,1.953,2.07,2.225,2.409,2.616,2.837,3.068,3.312,3.595,3.899,4.179,4.486,4.79,5.059,5.38,5.697,6.039,6.389,6.758,7.127,7.507,7.88,8.264,8.651,9.02,9.416,9.809,10.221,NPgN,Primary,NG FES - Leading the Way (EE CF),Total installed renewable generation capacity (MW)
