Primary,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area,Voltage level,Scenario name,Output parameter
BENWELL,1.199,1.4,1.61,1.864,2.163,2.486,2.831,3.199,3.601,4.03,4.431,4.865,5.296,5.687,6.141,6.594,7.079,7.577,8.098,8.622,9.158,9.69,10.233,10.78,11.312,11.87,12.43,13.011,NPgN,Primary,NG FES - Electric Engagement,Total installed generation capacity (MW)
BILLINGHAM MARSH HOUSE,13.358,13.577,13.795,14.051,14.34,14.645,14.964,15.295,15.695,16.125,16.521,16.958,17.382,17.748,18.195,18.639,19.12,19.614,20.128,20.645,21.182,21.71,22.257,22.805,23.32,23.883,24.439,25.025,NPgN,Primary,NG FES - Electric Engagement,Total installed generation capacity (MW)
BILLY MILL,4.131,4.315,4.501,4.721,4.969,5.236,5.516,5.812,6.152,6.515,6.852,7.22,7.334,7.26,7.322,7.449,7.612,7.741,7.881,8.017,8.391,8.838,9.298,9.762,10.205,10.678,11.15,11.643,NPgN,Primary,NG FES - Electric Engagement,Total installed generation capacity (MW)
BIRTLEY GROVE 66/11KV,1.25,1.403,1.56,1.745,1.952,2.175,2.416,2.672,2.95,3.248,3.528,3.832,4.133,4.403,4.718,5.037,5.376,5.728,6.09,6.456,6.828,7.201,7.583,7.962,8.33,8.72,9.113,9.519,NPgN,Primary,NG FES - Electric Engagement,Total installed generation capacity (MW)
BIRTLEY GROVE 66/20KV,4.98,5.084,5.192,5.32,5.463,5.62,5.791,5.976,6.165,6.367,6.558,6.762,6.521,6,5.639,5.403,5.191,4.909,4.618,4.319,4.425,4.679,4.935,5.192,5.447,5.709,5.976,6.249,NPgN,Primary,NG FES - Electric Engagement,Total installed generation capacity (MW)
BLAYDON BURN,12.043,12.308,12.581,12.894,13.227,13.594,13.992,14.424,14.862,15.326,15.65,16.001,16.047,15.866,15.762,15.689,15.755,15.819,15.834,15.749,15.984,16.291,16.66,16.799,16.78,16.592,16.713,17.044,NPgN,Primary,NG FES - Electric Engagement,Total installed generation capacity (MW)
BLUCHER 33/11KV,1.395,1.598,1.8,2.034,2.287,2.557,2.84,3.137,3.484,3.857,4.202,4.579,4.951,5.28,5.674,6.064,6.484,6.915,7.367,7.82,8.287,8.744,9.217,9.692,10.143,10.629,11.112,11.618,NPgN,Primary,NG FES - Electric Engagement,Total installed generation capacity (MW)
BOLDON DOWNHILL,2.111,2.258,2.407,2.584,2.788,3.006,3.235,3.476,3.756,4.055,4.333,4.636,4.936,5.201,5.518,5.831,6.17,6.516,6.88,7.244,7.62,7.988,8.368,8.749,9.114,9.504,9.893,10.299,NPgN,Primary,NG FES - Electric Engagement,Total installed generation capacity (MW)
BOROUGHBRIDGE/ROECLIFFE INDUSTRIAL,1.063,1.216,1.366,1.517,1.64,1.775,1.928,2.092,2.252,2.422,2.586,2.76,2.935,3.096,3.277,3.464,3.66,3.867,4.073,4.285,4.497,4.716,4.935,5.152,5.37,5.592,5.823,6.054,NPgN,Primary,NG FES - Electric Engagement,Total installed generation capacity (MW)
BOWESFIELD 33/11KV,0.807,1.01,1.238,1.523,1.877,2.272,2.708,3.189,3.643,4.125,4.585,5.071,5.562,6.028,6.541,7.06,7.606,8.171,8.758,9.352,9.949,10.559,11.164,11.777,12.406,13.026,13.668,14.314,NPgN,Primary,NG FES - Electric Engagement,Total installed generation capacity (MW)
BOWESFIELD 66/11KV,0.904,1.034,1.176,1.353,1.572,1.814,2.078,2.366,2.652,2.955,3.244,3.551,3.859,4.146,4.469,4.794,5.138,5.494,5.863,6.237,6.615,6.997,7.38,7.766,8.156,8.548,8.95,9.359,NPgN,Primary,NG FES - Electric Engagement,Total installed generation capacity (MW)
BRANCEPETH,16.332,16.701,17.09,17.554,18.092,18.68,19.328,20.02,20.733,21.493,21.881,22.658,23.416,24.12,24.916,25.728,26.585,27.497,28.411,29.352,30.288,31.254,32.22,33.188,34.145,35.14,36.157,37.192,NPgN,Primary,NG FES - Electric Engagement,Total installed generation capacity (MW)
BREAMISH STREET,0.845,0.977,1.114,1.268,1.427,1.605,1.798,2.01,2.218,2.438,2.647,2.869,3.092,3.302,3.536,3.772,4.021,4.278,4.546,4.816,5.09,5.367,5.643,5.924,6.207,6.491,6.783,7.078,NPgN,Primary,NG FES - Electric Engagement,Total installed generation capacity (MW)
BRENDA TRADING,2.13,2.434,2.762,3.167,3.659,4.2,4.787,5.422,6.071,6.762,7.415,8.114,8.813,9.459,10.192,10.929,11.712,12.52,13.36,14.209,15.069,15.934,16.807,17.687,18.563,19.459,20.371,21.303,NPgN,Primary,NG FES - Electric Engagement,Total installed generation capacity (MW)
CAMPLESHON ROAD,1.999,2.266,2.537,2.844,3.167,3.519,3.897,4.303,4.734,5.195,5.628,6.095,6.56,6.983,7.471,7.961,8.483,9.023,9.582,10.147,10.722,11.297,11.882,12.468,13.043,13.642,14.249,14.873,NPgN,Primary,NG FES - Electric Engagement,Total installed generation capacity (MW)
CARLEY HILL,1.592,1.865,2.151,2.492,2.883,3.311,3.77,4.266,4.785,5.34,5.86,6.42,6.978,7.491,8.078,8.665,9.292,9.936,10.609,11.288,11.979,12.669,13.368,14.073,14.77,15.488,16.215,16.963,NPgN,Primary,NG FES - Electric Engagement,Total installed generation capacity (MW)
CARLIN HOW T3 T4,4.321,4.603,4.914,5.304,5.791,6.327,6.914,7.552,8.188,8.864,9.507,10.193,10.881,11.519,12.238,12.965,13.734,14.531,15.354,16.188,17.029,17.883,18.741,19.602,20.467,21.344,22.243,23.156,NPgN,Primary,NG FES - Electric Engagement,Total installed generation capacity (MW)
CARR HILL,2.014,2.334,2.657,3.03,3.436,3.872,4.336,4.83,5.377,5.963,6.509,7.102,7.691,8.219,8.839,9.456,10.119,10.8,11.511,12.226,12.958,13.683,14.425,15.172,15.894,16.656,17.421,18.214,NPgN,Primary,NG FES - Electric Engagement,Total installed generation capacity (MW)
CATTERICK CAMP,2.163,2.558,2.969,3.449,3.984,4.569,5.256,5.972,6.68,7.433,8.171,8.959,9.747,10.438,11.23,12.093,12.975,13.953,14.865,15.82,16.755,17.761,18.779,19.734,20.685,21.697,22.758,23.811,NPgN,Primary,NG FES - Electric Engagement,Total installed generation capacity (MW)
CLOSE,0.712,0.862,1.041,1.265,1.544,1.863,2.224,2.632,2.975,3.336,3.688,4.051,4.423,4.793,5.18,5.574,5.985,6.41,6.851,7.3,7.745,8.21,8.66,9.119,9.613,10.074,10.562,11.042,NPgN,Primary,NG FES - Electric Engagement,Total installed generation capacity (MW)
CONEYTHORPE,7.208,7.458,7.711,7.986,8.254,8.548,8.877,9.23,9.582,9.957,10.237,10.541,10.859,11.142,11.418,11.667,12.003,12.393,12.74,13.03,13.334,13.626,13.963,14.128,14.183,14.132,14.3,14.608,NPgN,Primary,NG FES - Electric Engagement,Total installed generation capacity (MW)
CONSETT,24.617,24.987,25.381,25.858,26.424,27.043,27.728,28.461,29.208,30.003,30.047,30.854,31.612,32.329,33.132,33.954,34.826,35.769,36.698,37.669,38.629,39.639,40.636,41.644,42.65,43.69,44.758,45.842,NPgN,Primary,NG FES - Electric Engagement,Total installed generation capacity (MW)
CORPORATION STREET,1.147,1.216,1.293,1.39,1.512,1.648,1.795,1.958,2.116,2.273,2.356,2.433,2.507,2.572,2.664,2.759,2.881,3.018,3.166,3.329,3.49,3.65,3.818,3.968,4.185,4.401,4.622,4.848,NPgN,Primary,NG FES - Electric Engagement,Total installed generation capacity (MW)
COWTON,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,NPgN,Primary,NG FES - Electric Engagement,Total installed generation capacity (MW)
CRAMLINGTON T1 T3,0.743,0.849,0.964,1.107,1.283,1.475,1.696,1.928,2.161,2.411,2.654,2.916,3.176,3.406,3.671,3.954,4.245,4.563,4.866,5.18,5.491,5.82,6.154,6.471,6.784,7.117,7.463,7.809,NPgN,Primary,NG FES - Electric Engagement,Total installed generation capacity (MW)
CRAMLINGTON T2 T4,0.704,0.804,0.911,1.044,1.211,1.392,1.601,1.82,2.041,2.277,2.507,2.754,3.001,3.218,3.468,3.736,4.011,4.313,4.599,4.897,5.191,5.502,5.818,6.118,6.414,6.728,7.056,7.383,NPgN,Primary,NG FES - Electric Engagement,Total installed generation capacity (MW)
DARLEY,0.545,0.626,0.719,0.836,0.985,1.151,1.339,1.546,1.735,1.935,2.13,2.334,2.541,2.737,2.95,3.171,3.401,3.643,3.888,4.137,4.386,4.645,4.901,5.156,5.419,5.68,5.952,6.223,NPgN,Primary,NG FES - Electric Engagement,Total installed generation capacity (MW)
DARLINGTON 132/6KV,0.917,1.022,1.136,1.274,1.439,1.62,1.818,2.032,2.249,2.481,2.7,2.935,3.169,3.386,3.632,3.88,4.143,4.415,4.696,4.981,5.269,5.561,5.854,6.149,6.443,6.743,7.05,7.363,NPgN,Primary,NG FES - Electric Engagement,Total installed generation capacity (MW)
DARLINGTON 33/11KV,1.508,1.723,1.969,2.279,2.668,3.103,3.586,4.119,4.617,5.145,5.651,6.185,6.725,7.238,7.8,8.371,8.972,9.594,10.238,10.891,11.545,12.216,12.882,13.554,14.245,14.926,15.633,16.342,NPgN,Primary,NG FES - Electric Engagement,Total installed generation capacity (MW)
DARLINGTON CENTRAL 33/11KV,0.694,0.772,0.853,0.949,1.06,1.18,1.31,1.449,1.597,1.754,1.903,2.063,2.222,2.367,2.534,2.702,2.881,3.066,3.258,3.451,3.648,3.845,4.046,4.247,4.443,4.649,4.857,5.07,NPgN,Primary,NG FES - Electric Engagement,Total installed generation capacity (MW)
DARLINGTON EAST,9.396,9.589,9.787,10.008,10.231,10.477,10.746,11.039,11.331,11.641,11.936,12.25,12.311,12.198,12.199,12.273,12.373,12.442,12.513,12.582,12.885,13.276,13.669,14.064,14.461,14.863,15.275,15.693,NPgN,Primary,NG FES - Electric Engagement,Total installed generation capacity (MW)
DARLINGTON WEST,5.596,5.809,6.028,6.291,6.597,6.926,7.279,7.652,8.067,8.481,8.7,8.916,9.02,9.021,9.145,9.302,9.534,9.791,10.067,10.38,10.78,11.2,11.655,12.058,12.602,13.178,13.757,14.359,NPgN,Primary,NG FES - Electric Engagement,Total installed generation capacity (MW)
DENWICK,3.572,4.082,4.641,5.31,6.084,6.951,7.953,9.04,10.03,11.077,12.109,13.193,14.29,15.31,16.427,17.611,18.828,20.139,21.416,22.738,24.037,25.42,26.791,28.125,29.499,30.876,32.329,33.761,NPgN,Primary,NG FES - Electric Engagement,Total installed generation capacity (MW)
DUNSTON 66/11KV,0.681,0.801,0.935,1.106,1.322,1.561,1.823,2.11,2.39,2.686,2.968,3.268,3.569,3.852,4.168,4.485,4.821,5.168,5.529,5.894,6.262,6.636,7.009,7.386,7.769,8.152,8.545,8.944,NPgN,Primary,NG FES - Electric Engagement,Total installed generation capacity (MW)
DUNSTON 66/20KV,1.348,1.579,1.819,2.104,2.427,2.779,3.155,3.559,3.992,4.454,4.886,5.354,5.819,6.242,6.731,7.22,7.743,8.28,8.841,9.407,9.983,10.557,11.141,11.73,12.306,12.906,13.511,14.136,NPgN,Primary,NG FES - Electric Engagement,Total installed generation capacity (MW)
DURHAM EAST,1.368,1.493,1.647,1.851,2.121,2.429,2.779,3.172,3.508,3.861,4.207,4.565,4.931,5.289,5.668,6.057,6.461,6.883,7.315,7.756,8.193,8.65,9.096,9.546,10.025,10.48,10.961,11.434,NPgN,Primary,NG FES - Electric Engagement,Total installed generation capacity (MW)
EASTFIELD,1.991,2.239,2.486,2.766,3.06,3.376,3.725,4.088,4.488,4.916,5.323,5.765,6.203,6.586,7.038,7.507,8,8.524,9.043,9.574,10.109,10.655,11.216,11.761,12.285,12.852,13.427,14.017,NPgN,Primary,NG FES - Electric Engagement,Total installed generation capacity (MW)
EASTGATE CEMENT,0.561,0.629,0.713,0.827,0.982,1.157,1.355,1.574,1.769,1.975,2.176,2.385,2.597,2.802,3.022,3.249,3.484,3.73,3.982,4.239,4.494,4.759,5.02,5.283,5.557,5.823,6.103,6.379,NPgN,Primary,NG FES - Electric Engagement,Total installed generation capacity (MW)
EDUCATIONAL PRECINCT,0.686,0.83,0.985,1.167,1.374,1.604,1.854,2.129,2.398,2.682,2.953,3.24,3.504,3.735,4.005,4.284,4.581,4.884,5.2,5.519,5.865,6.223,6.581,6.943,7.311,7.678,8.055,8.438,NPgN,Primary,NG FES - Electric Engagement,Total installed generation capacity (MW)
ELVINGTON,1.689,1.872,2.046,2.21,2.316,2.435,2.569,2.716,2.851,2.993,3.132,3.276,3.423,3.563,3.715,3.871,4.034,4.205,4.379,4.556,4.733,4.916,5.097,5.279,5.466,5.651,5.844,6.036,NPgN,Primary,NG FES - Electric Engagement,Total installed generation capacity (MW)
FARADAY STREET,5.906,6.181,6.484,6.862,7.329,7.844,8.405,9.018,9.627,10.274,10.808,11.381,11.971,12.517,13.085,13.616,14.256,14.943,15.624,16.247,16.892,17.517,18.185,18.704,19.122,19.427,19.95,20.621,NPgN,Primary,NG FES - Electric Engagement,Total installed generation capacity (MW)
FAWDON T1 & SEATON BURN T1,4.586,4.87,5.164,5.514,5.917,6.354,6.828,7.331,7.873,8.45,8.952,9.495,10.041,10.525,11.073,11.614,12.224,12.876,13.524,14.155,14.8,15.439,16.112,16.705,17.239,17.759,18.379,19.079,NPgN,Primary,NG FES - Electric Engagement,Total installed generation capacity (MW)
FISHBURN,30.072,30.404,30.744,31.138,31.568,32.036,32.551,33.098,33.671,34.281,34.464,35.043,35.606,36.126,36.702,37.273,37.912,38.61,39.29,39.969,40.648,41.34,42.05,42.695,43.293,43.878,44.56,45.312,NPgN,Primary,NG FES - Electric Engagement,Total installed generation capacity (MW)
FLATWORTH CENTRAL,0.964,1.088,1.22,1.379,1.564,1.767,1.987,2.224,2.469,2.729,2.974,3.237,3.5,3.743,4.019,4.296,4.59,4.893,5.209,5.529,5.853,6.178,6.506,6.837,7.167,7.504,7.846,8.197,NPgN,Primary,NG FES - Electric Engagement,Total installed generation capacity (MW)
FOSS ISLANDS,2.294,2.548,2.839,3.214,3.702,4.244,4.841,5.497,6.125,6.779,7.325,7.89,8.455,8.983,9.591,10.208,10.884,11.598,12.342,13.114,13.884,14.667,15.456,16.23,17.095,17.954,18.841,19.737,NPgN,Primary,NG FES - Electric Engagement,Total installed generation capacity (MW)
FOSSWAY 33/11KV,1.651,1.887,2.134,2.432,2.779,3.157,3.56,3.993,4.458,4.954,5.405,5.892,6.38,6.822,7.326,7.821,8.365,8.93,9.513,10.089,10.68,11.262,11.862,12.439,12.982,13.53,14.118,14.753,NPgN,Primary,NG FES - Electric Engagement,Total installed generation capacity (MW)
FOURSTONES 20KV,40.195,40.516,40.88,41.337,41.903,42.538,43.273,44.072,44.793,45.555,46.307,47.096,47.755,48.281,48.916,49.637,50.385,51.176,51.939,52.731,53.631,54.638,55.634,56.606,57.61,58.611,59.668,60.709,NPgN,Primary,NG FES - Electric Engagement,Total installed generation capacity (MW)
FYLANDS BRIDGE,2.59,2.988,3.384,3.815,4.232,4.685,5.184,5.715,6.27,6.862,7.425,8.031,8.635,9.179,9.807,10.449,11.125,11.836,12.555,13.287,14.025,14.777,15.539,16.293,17.034,17.81,18.601,19.408,NPgN,Primary,NG FES - Electric Engagement,Total installed generation capacity (MW)
GALE LANE,7.508,7.695,7.883,8.106,8.361,8.631,8.914,9.207,9.561,9.941,10.292,10.678,10.864,10.887,11.037,11.24,11.478,11.695,11.922,12.147,12.56,13.028,13.513,13.997,14.452,14.95,15.443,15.962,NPgN,Primary,NG FES - Electric Engagement,Total installed generation capacity (MW)
GARWOOD STREET,1.606,1.856,2.129,2.462,2.856,3.295,3.775,4.304,4.814,5.354,5.869,6.414,6.958,7.467,8.035,8.608,9.214,9.838,10.49,11.148,11.817,12.499,13.178,13.866,14.567,15.264,15.982,16.708,NPgN,Primary,NG FES - Electric Engagement,Total installed generation capacity (MW)
GATESHEAD CENTRAL,1.547,1.667,1.803,1.971,2.178,2.41,2.668,2.954,3.216,3.492,3.759,4.038,4.321,4.593,4.888,5.187,5.501,5.826,6.164,6.506,6.849,7.2,7.547,7.9,8.266,8.622,8.992,9.362,NPgN,Primary,NG FES - Electric Engagement,Total installed generation capacity (MW)
GATESHEAD EAST,0.179,0.227,0.276,0.324,0.362,0.405,0.454,0.509,0.557,0.607,0.655,0.706,0.758,0.808,0.862,0.916,0.974,1.033,1.094,1.156,1.218,1.282,1.345,1.409,1.477,1.541,1.609,1.676,NPgN,Primary,NG FES - Electric Engagement,Total installed generation capacity (MW)
GOSFORTH 33/11KV,0.612,0.733,0.858,0.999,1.148,1.311,1.489,1.682,1.877,2.084,2.28,2.489,2.699,2.893,3.114,3.334,3.569,3.81,4.062,4.316,4.574,4.833,5.094,5.358,5.622,5.89,6.163,6.442,NPgN,Primary,NG FES - Electric Engagement,Total installed generation capacity (MW)
GRANGETOWN,14.863,15.121,15.398,15.739,16.151,16.602,17.092,17.62,18.164,18.744,19.274,19.843,19.192,17.77,16.779,16.121,15.547,14.786,13.995,13.167,13.454,14.14,14.842,15.512,16.152,16.786,17.478,18.217,NPgN,Primary,NG FES - Electric Engagement,Total installed generation capacity (MW)
GREATHAM,12.379,12.418,12.465,12.526,12.607,12.699,12.803,12.92,13.021,13.051,12.559,11.967,11.311,10.625,9.972,9.305,8.821,8.421,7.997,7.597,7.224,6.822,6.512,5.907,5.62,5.199,4.991,4.925,NPgN,Primary,NG FES - Electric Engagement,Total installed generation capacity (MW)
GUISBOROUGH T1 T2,7.037,7.403,7.795,8.27,8.833,9.451,10.131,10.862,11.605,12.396,12.872,13.679,14.471,15.209,16.039,16.885,17.778,18.722,19.675,20.652,21.628,22.631,23.634,24.641,25.643,26.674,27.731,28.804,NPgN,Primary,NG FES - Electric Engagement,Total installed generation capacity (MW)
GUISBOROUGH T3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Electric Engagement,Total installed generation capacity (MW)
HARLOW GREEN,1.782,2.044,2.311,2.624,2.972,3.348,3.747,4.17,4.642,5.142,5.577,6.046,6.509,6.92,7.414,7.907,8.447,9.006,9.593,10.189,10.798,11.399,12.019,12.633,13.254,13.911,14.569,15.253,NPgN,Primary,NG FES - Electric Engagement,Total installed generation capacity (MW)
HARMIRE BRIDGE,4.017,4.231,4.481,4.803,5.216,5.682,6.208,6.788,7.313,7.867,8.315,8.879,9.225,9.418,9.72,10.102,10.514,10.923,11.33,11.748,12.359,13.076,13.779,14.485,15.218,15.936,16.689,17.437,NPgN,Primary,NG FES - Electric Engagement,Total installed generation capacity (MW)
HARRATON,2.258,2.438,2.636,2.88,3.178,3.507,3.866,4.257,4.645,5.057,5.448,5.864,6.281,6.672,7.11,7.55,8.017,8.497,8.999,9.505,10.017,10.535,11.053,11.578,12.107,12.639,13.183,13.737,NPgN,Primary,NG FES - Electric Engagement,Total installed generation capacity (MW)
HARROGATE 132/11KV,2.299,2.756,3.251,3.863,4.606,5.423,6.339,7.321,8.296,9.334,10.334,11.401,12.47,13.444,14.547,15.69,16.884,18.15,19.413,20.706,21.998,23.335,24.68,26.003,27.323,28.685,30.092,31.509,NPgN,Primary,NG FES - Electric Engagement,Total installed generation capacity (MW)
HARROGATE WEST,0.475,0.617,0.77,0.953,1.165,1.401,1.667,1.956,2.23,2.522,2.804,3.103,3.404,3.683,3.994,4.316,4.651,5.005,5.36,5.724,6.086,6.463,6.839,7.21,7.588,7.969,8.365,8.761,NPgN,Primary,NG FES - Electric Engagement,Total installed generation capacity (MW)
HARTMOOR 66/20KV,8.102,8.49,8.901,9.389,9.948,10.561,11.232,11.958,12.691,13.471,14.212,15.004,15.797,16.528,17.357,18.195,19.082,20.003,20.952,21.913,22.884,23.868,24.859,25.852,26.845,27.858,28.894,29.949,NPgN,Primary,NG FES - Electric Engagement,Total installed generation capacity (MW)
HAWTHORN PIT,15.764,16.164,16.575,17.053,17.581,18.154,18.777,19.442,20.147,20.9,21.612,22.379,23.143,23.833,24.631,25.439,26.296,27.189,28.104,29.031,29.97,30.918,31.881,32.84,33.78,34.763,35.761,36.785,NPgN,Primary,NG FES - Electric Engagement,Total installed generation capacity (MW)
HAXBY ROAD T2 T3,1.618,1.81,2.007,2.245,2.526,2.826,3.144,3.478,3.861,4.272,4.653,5.07,5.482,5.847,6.28,6.713,7.178,7.657,8.155,8.656,9.169,9.677,10.2,10.723,11.222,11.758,12.294,12.852,NPgN,Primary,NG FES - Electric Engagement,Total installed generation capacity (MW)
HEBBURN,0.535,0.607,0.681,0.763,0.848,0.942,1.044,1.155,1.265,1.382,1.493,1.611,1.729,1.84,1.965,2.089,2.222,2.358,2.5,2.644,2.789,2.936,3.083,3.231,3.382,3.532,3.687,3.844,NPgN,Primary,NG FES - Electric Engagement,Total installed generation capacity (MW)
HEBBURN WEST,0.114,0.135,0.156,0.179,0.202,0.227,0.255,0.284,0.315,0.348,0.379,0.412,0.445,0.476,0.511,0.546,0.583,0.621,0.661,0.701,0.742,0.783,0.825,0.867,0.908,0.951,0.994,1.039,NPgN,Primary,NG FES - Electric Engagement,Total installed generation capacity (MW)
HEDWORTH,1.233,1.392,1.551,1.733,1.929,2.139,2.359,2.591,2.859,3.147,3.414,3.705,3.993,4.248,4.552,4.854,5.179,5.512,5.861,6.211,6.572,6.925,7.29,7.657,8.007,8.382,8.756,9.146,NPgN,Primary,NG FES - Electric Engagement,Total installed generation capacity (MW)
HEIGHINGTON,2.432,2.441,2.452,2.465,2.482,2.502,2.525,2.551,2.571,2.592,2.576,2.56,2.551,2.543,2.51,2.46,2.441,2.435,2.411,2.357,2.309,2.25,2.209,2.094,1.933,1.713,1.589,1.524,NPgN,Primary,NG FES - Electric Engagement,Total installed generation capacity (MW)
HEXHAM,5.212,5.455,5.71,6.006,6.33,6.687,7.101,7.543,7.963,8.41,7.075,7.541,7.912,8.337,8.757,9.194,9.655,10.22,10.708,11.272,11.768,12.358,12.889,13.458,14.032,14.623,15.243,15.858,NPgN,Primary,NG FES - Electric Engagement,Total installed generation capacity (MW)
HIGH BARMSTON,2.282,2.503,2.731,2.993,3.274,3.583,3.918,4.281,4.651,5.045,5.416,5.814,6.212,6.581,6.999,7.418,7.863,8.322,8.801,9.284,9.774,10.266,10.762,11.264,11.764,12.274,12.792,13.323,NPgN,Primary,NG FES - Electric Engagement,Total installed generation capacity (MW)
HIGH FLATTS,1.622,1.904,2.201,2.555,2.966,3.414,3.906,4.43,4.977,5.56,6.114,6.71,7.305,7.842,8.461,9.092,9.759,10.458,11.166,11.887,12.614,13.354,14.104,14.847,15.578,16.341,17.12,17.914,NPgN,Primary,NG FES - Electric Engagement,Total installed generation capacity (MW)
HOUGHTON,7.505,7.745,7.994,8.289,8.627,8.993,9.389,9.811,10.263,10.722,10.989,11.262,11.488,11.645,11.884,12.125,12.458,12.834,13.215,13.604,14.033,14.46,14.929,15.297,15.737,16.159,16.664,17.241,NPgN,Primary,NG FES - Electric Engagement,Total installed generation capacity (MW)
HOWDON,12.127,12.187,12.249,12.324,12.412,12.507,12.609,12.718,12.836,12.894,12.452,11.925,11.386,10.837,10.306,9.738,9.355,9.063,8.745,8.434,8.114,7.739,7.465,6.885,6.561,6.105,5.879,5.819,NPgN,Primary,NG FES - Electric Engagement,Total installed generation capacity (MW)
HUNTINGTON NEW LANE,6.582,6.774,6.971,7.199,7.451,7.724,8.02,8.336,8.673,9.031,9.37,9.735,9.589,9.106,8.828,8.695,8.599,8.429,8.251,8.067,8.348,8.799,9.257,9.714,10.161,10.629,11.104,11.591,NPgN,Primary,NG FES - Electric Engagement,Total installed generation capacity (MW)
