Primary,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area,Voltage level,Scenario name,Output parameter
ACKLAM,45910.3,46042.495,46195.403,46373.529,46578.772,46791.541,47023.546,47287.137,47594.5,47808.791,47926.535,48044.682,48164.872,48286.858,48407.338,48464.586,48521.87,48579.421,48637.688,48697.104,48695.176,48694.318,48694.46,48695.707,48698.121,48684.586,48672.252,48661.539,NPgN,Primary,NG FES - Holistic Transition,Domestic (MWh)
AMBERTON ROAD,48644.726,48851.786,49078.854,49328.239,49604.89,49722.382,49860.019,50031.133,50246.669,50368.315,50393.864,50419.753,50449.244,50481.767,50511.035,50540.292,50569.256,50598.38,50628.252,50659.277,50647.454,50636.59,50626.566,50617.461,50609.416,50942.734,51277.222,51613.285,NPgN,Primary,NG FES - Holistic Transition,Domestic (MWh)
ANNFIELD 66/20KV,35850.532,35823.234,35814.138,35827.876,35864.53,35882.716,35916.136,35974.255,36067.219,36082.728,36079.135,36075.513,36072.268,36069.326,36065.849,36054.969,36043.982,36032.949,36022.144,36011.924,36114.139,36216.92,36320.234,36424.116,36528.576,36633.622,36739.257,36845.829,NPgN,Primary,NG FES - Holistic Transition,Domestic (MWh)
ASHINGTON,40452.994,40538.114,40642.917,40772.658,40927.772,41067.269,41224.102,41409.253,41634.482,41771.889,41906.298,42040.706,42175.751,42311.346,42446.154,42623.869,42801.412,42978.868,43156.574,43334.946,43605.255,43876.199,44147.731,44419.903,44692.745,44966.285,45240.524,45515.888,NPgN,Primary,NG FES - Holistic Transition,Domestic (MWh)
AYCLIFFE FORREST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Holistic Transition,Domestic (MWh)
AYCLIFFE INDUSTRIAL,16773.015,16761.934,16759.166,16766.869,16785.027,16792.935,16807.817,16833.95,16875.968,16882.897,16880.822,16878.808,16877.007,16875.39,16873.646,16868.339,16863.068,16857.855,16852.822,16848.133,16898.989,16950.179,17001.692,17053.543,17105.736,17158.283,17211.179,17264.584,NPgN,Primary,NG FES - Holistic Transition,Domestic (MWh)
BARDEN FRIAR,1104.188,1101.776,1099.908,1098.694,1098.163,1097.798,1097.881,1098.705,1100.563,1100.056,1101.835,1103.596,1105.373,1107.165,1108.896,1110.602,1112.278,1113.928,1115.56,1117.186,1118.812,1120.426,1122.025,1123.61,1125.183,1126.744,1128.291,1129.832,NPgN,Primary,NG FES - Holistic Transition,Domestic (MWh)
BEDALE,17981.791,18075.338,18177.28,18288.57,18411.375,18456.74,18510.374,18578.028,18664.393,18709.239,18718.253,18726.865,18736.42,18746.648,18754.93,18953.212,19150.946,19348.277,19545.444,19742.628,19939.093,20135.452,20331.615,20527.666,20723.663,20926.736,21129.771,21332.951,NPgN,Primary,NG FES - Holistic Transition,Domestic (MWh)
BELMONT,34946.523,35008.604,35085.863,35180.228,35295.243,35340.912,35401.381,35486.413,35604.217,35651.151,35663.771,35676.403,35691.147,35707.609,35721.762,35722.187,35722.24,35722.219,35722.534,35723.505,35931.895,36140.872,36350.34,36560.34,36770.955,36982.328,37194.397,37407.474,NPgN,Primary,NG FES - Holistic Transition,Domestic (MWh)
BENSHAM,29739.588,30017.156,30305.04,30596.379,30901.123,31020.53,31152.46,31307.484,31487.589,31621.201,31648.75,31676.308,31712.103,31754.886,31789.162,31793.505,31796.172,31798.316,31800.834,31803.857,32106.591,32409.759,32712.914,33015.592,33318.146,33621.618,33925.537,34229.975,NPgN,Primary,NG FES - Holistic Transition,Domestic (MWh)
BENTON SQUARE,43001.66,43390.175,43796.649,44224.878,44678.233,45095.072,45530.814,45998.304,46509.556,46929.335,47002.538,47075.87,47151.67,47229.51,47304.827,47929.293,48553.451,49177.564,49802.13,50427.58,51055.715,51684.586,52314.058,52944.261,53575.317,54207.39,54840.41,55474.865,NPgN,Primary,NG FES - Holistic Transition,Domestic (MWh)
BENWELL,49912.856,50016.178,50137.647,50276.24,50439.51,50676.911,50933.67,51223.495,51554.977,51804.506,51899.21,51994.74,52097.207,52205.744,52308.558,52563.396,52817.988,53073.117,53329.599,53587.731,53848.472,54110.37,54373.108,54636.626,54901.238,55167.594,55435.388,55704.94,NPgN,Primary,NG FES - Holistic Transition,Domestic (MWh)
BILLINGHAM MARSH HOUSE,15107.98,15104.739,15108.673,15121.383,15143.145,15173.509,15210.07,15256.706,15317.365,15347.794,15338.993,15330.32,15322.151,15314.42,15306.392,15343.965,15381.604,15419.354,15457.343,15495.707,15534.518,15573.686,15613.184,15653.025,15693.224,15733.812,15774.777,15816.255,NPgN,Primary,NG FES - Holistic Transition,Domestic (MWh)
