Primary,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area,Voltage level,Scenario name,Output parameter
DARLINGTON EAST,197,235,308,389,480,558,633,709,785,861,935,1011,1152,1498,1855,2204,2538,2846,3155,3456,3767,4079,4351,4584,4810,5028,5196,5292,NPgN,Primary,NG FES - Hydrogen Evolution,Number of heat pumps (total)
DARLINGTON WEST,139,165,216,271,332,383,431,480,530,580,629,681,845,1345,1844,2336,2816,3275,3731,4189,4665,5091,5413,5705,5988,6259,6518,6700,NPgN,Primary,NG FES - Hydrogen Evolution,Number of heat pumps (total)
DENWICK,246,281,349,426,516,590,659,732,803,875,945,1017,1289,2152,2980,3773,4535,5255,5970,6658,7348,8062,8773,9439,10089,10721,11146,11335,NPgN,Primary,NG FES - Hydrogen Evolution,Number of heat pumps (total)
DUNSTON 66/11KV,43,51,63,76,92,104,114,126,138,150,162,175,253,528,794,1054,1309,1556,1799,2042,2291,2515,2694,2865,3030,3190,3339,3445,NPgN,Primary,NG FES - Hydrogen Evolution,Number of heat pumps (total)
DUNSTON 66/20KV,146,173,225,283,348,402,451,502,554,605,655,707,917,1576,2213,2829,3424,3990,4550,5097,5652,6192,6676,7126,7563,7985,8318,8519,NPgN,Primary,NG FES - Hydrogen Evolution,Number of heat pumps (total)
DURHAM EAST,104,121,154,190,230,265,299,334,370,405,439,474,534,691,857,1022,1182,1332,1484,1638,1800,1949,2061,2156,2249,2339,2427,2498,NPgN,Primary,NG FES - Hydrogen Evolution,Number of heat pumps (total)
EASTFIELD,247,293,383,483,595,691,782,876,969,1062,1151,1244,1453,2007,2562,3100,3615,4094,4573,5039,5516,5996,6431,6815,7186,7545,7803,7948,NPgN,Primary,NG FES - Hydrogen Evolution,Number of heat pumps (total)
EASTGATE CEMENT,21,23,27,32,37,41,45,49,54,58,63,67,121,320,506,684,858,1024,1189,1349,1508,1668,1827,1981,2132,2279,2380,2421,NPgN,Primary,NG FES - Hydrogen Evolution,Number of heat pumps (total)
EDUCATIONAL PRECINCT,95,99,112,128,146,161,175,191,206,221,236,252,305,485,660,832,999,1158,1316,1473,1633,1785,1920,2046,2168,2287,2403,2490,NPgN,Primary,NG FES - Hydrogen Evolution,Number of heat pumps (total)
ELVINGTON,21,25,29,34,40,45,50,54,59,64,69,74,115,262,403,538,669,796,921,1043,1163,1285,1407,1526,1642,1756,1837,1875,NPgN,Primary,NG FES - Hydrogen Evolution,Number of heat pumps (total)
FARADAY STREET,254,295,379,471,575,665,749,838,925,1013,1097,1185,1372,1874,2384,2882,3362,3808,4255,4678,5119,5552,5912,6224,6525,6815,7098,7306,NPgN,Primary,NG FES - Hydrogen Evolution,Number of heat pumps (total)
FAWDON T1 & SEATON BURN T1,331,395,519,656,809,940,1064,1191,1318,1445,1568,1696,1989,2772,3562,4334,5076,5770,6465,7153,7862,8548,9138,9659,10163,10651,10978,11161,NPgN,Primary,NG FES - Hydrogen Evolution,Number of heat pumps (total)
FISHBURN,240,285,371,467,579,669,752,839,925,1010,1094,1180,1508,2508,3469,4388,5272,6106,6933,7727,8519,9345,10167,10936,11684,12411,12843,13035,NPgN,Primary,NG FES - Hydrogen Evolution,Number of heat pumps (total)
FLATWORTH CENTRAL,72,83,105,129,157,180,200,222,244,266,288,311,382,605,827,1047,1262,1468,1671,1861,2058,2248,2401,2542,2678,2810,2940,3038,NPgN,Primary,NG FES - Hydrogen Evolution,Number of heat pumps (total)
FOSS ISLANDS,327,350,408,476,554,620,681,747,813,878,943,1010,1146,1543,1951,2358,2755,3127,3501,3872,4260,4621,4906,5157,5400,5636,5854,6017,NPgN,Primary,NG FES - Hydrogen Evolution,Number of heat pumps (total)
FOSSWAY 33/11KV,107,119,143,171,205,231,254,278,303,328,352,378,512,966,1401,1823,2234,2626,3015,3396,3784,4154,4478,4785,5082,5369,5650,5855,NPgN,Primary,NG FES - Hydrogen Evolution,Number of heat pumps (total)
FOURSTONES 20KV,84,96,115,136,160,180,198,218,238,259,280,302,464,1050,1610,2151,2679,3189,3692,4186,4686,5167,5609,6036,6453,6859,7146,7257,NPgN,Primary,NG FES - Hydrogen Evolution,Number of heat pumps (total)
FYLANDS BRIDGE,172,205,267,335,413,475,533,593,654,715,775,837,1076,1825,2558,3271,3965,4626,5281,5921,6576,7200,7735,8232,8714,9180,9527,9732,NPgN,Primary,NG FES - Hydrogen Evolution,Number of heat pumps (total)
GALE LANE,97,115,150,188,229,263,293,325,358,391,424,459,599,1050,1501,1952,2396,2825,3251,3677,4124,4507,4775,5021,5260,5489,5710,5865,NPgN,Primary,NG FES - Hydrogen Evolution,Number of heat pumps (total)
GARWOOD STREET,107,122,150,181,218,248,276,305,334,363,392,422,545,961,1364,1757,2140,2505,2866,3206,3553,3892,4184,4458,4723,4979,5230,5415,NPgN,Primary,NG FES - Hydrogen Evolution,Number of heat pumps (total)
GATESHEAD CENTRAL,79,85,100,116,136,152,166,182,197,213,228,245,289,435,581,725,868,1003,1137,1265,1398,1524,1625,1718,1808,1896,1982,2047,NPgN,Primary,NG FES - Hydrogen Evolution,Number of heat pumps (total)
GATESHEAD EAST,9,11,13,15,18,20,22,24,27,29,31,34,41,66,91,115,138,160,182,203,224,245,263,280,297,313,329,341,NPgN,Primary,NG FES - Hydrogen Evolution,Number of heat pumps (total)
GOSFORTH 33/11KV,47,54,68,83,99,112,124,137,151,164,177,192,250,448,647,846,1043,1235,1425,1621,1826,1998,2116,2226,2334,2438,2539,2615,NPgN,Primary,NG FES - Hydrogen Evolution,Number of heat pumps (total)
GRANGETOWN,123,147,191,239,293,339,381,425,470,515,558,604,754,1217,1674,2120,2555,2968,3377,3767,4170,4553,4866,5153,5429,5695,5945,6121,NPgN,Primary,NG FES - Hydrogen Evolution,Number of heat pumps (total)
GREATHAM,16,19,24,29,34,39,43,48,53,58,62,68,86,149,213,276,339,399,460,521,585,640,678,715,750,784,817,842,NPgN,Primary,NG FES - Hydrogen Evolution,Number of heat pumps (total)
GUISBOROUGH T1 T2,197,233,299,374,459,530,596,665,734,803,870,940,1177,1901,2605,3284,3939,4558,5174,5774,6383,6988,7544,8059,8559,9043,9410,9616,NPgN,Primary,NG FES - Hydrogen Evolution,Number of heat pumps (total)
GUISBOROUGH T3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Hydrogen Evolution,Number of heat pumps (total)
HARLOW GREEN,116,138,180,227,279,322,362,403,444,486,526,568,741,1288,1817,2329,2825,3296,3763,4220,4688,5133,5515,5870,6212,6541,6863,7094,NPgN,Primary,NG FES - Hydrogen Evolution,Number of heat pumps (total)
HARMIRE BRIDGE,118,137,172,210,255,293,328,365,401,438,474,511,675,1213,1727,2219,2695,3147,3596,4029,4463,4909,5352,5772,6182,6582,6851,6970,NPgN,Primary,NG FES - Hydrogen Evolution,Number of heat pumps (total)
HARRATON,93,112,146,181,220,252,282,312,345,377,409,444,559,937,1325,1715,2103,2479,2853,3232,3634,3964,4170,4358,4539,4714,4885,5010,NPgN,Primary,NG FES - Hydrogen Evolution,Number of heat pumps (total)
HARROGATE 132/11KV,245,287,365,450,546,629,706,787,868,950,1030,1114,1327,1970,2621,3266,3896,4497,5096,5703,6333,6903,7349,7753,8145,8526,8866,9108,NPgN,Primary,NG FES - Hydrogen Evolution,Number of heat pumps (total)
HARROGATE WEST,56,64,80,98,117,134,149,166,183,200,217,234,283,443,604,765,922,1074,1226,1379,1539,1680,1787,1885,1981,2073,2159,2224,NPgN,Primary,NG FES - Hydrogen Evolution,Number of heat pumps (total)
HARTMOOR 66/20KV,328,392,515,649,798,926,1046,1169,1294,1418,1539,1666,1962,2782,3623,4456,5267,6035,6801,7566,8365,9091,9642,10126,10593,11044,11418,11655,NPgN,Primary,NG FES - Hydrogen Evolution,Number of heat pumps (total)
HAWTHORN PIT,358,430,567,719,888,1034,1170,1311,1452,1592,1728,1869,2202,3100,4005,4887,5737,6533,7328,8104,8907,9684,10341,10920,11479,12019,12439,12700,NPgN,Primary,NG FES - Hydrogen Evolution,Number of heat pumps (total)
HAXBY ROAD T2 T3,78,92,118,144,174,198,219,241,264,288,312,338,466,904,1340,1774,2204,2620,3032,3446,3877,4246,4502,4743,4975,5199,5417,5572,NPgN,Primary,NG FES - Hydrogen Evolution,Number of heat pumps (total)
HEBBURN,70,84,110,139,171,199,225,252,280,307,333,360,404,506,616,725,831,929,1027,1123,1225,1320,1389,1443,1496,1546,1595,1632,NPgN,Primary,NG FES - Hydrogen Evolution,Number of heat pumps (total)
HEBBURN WEST,23,27,36,46,56,65,74,83,92,100,109,118,133,166,203,241,278,312,346,380,416,449,469,485,500,515,529,540,NPgN,Primary,NG FES - Hydrogen Evolution,Number of heat pumps (total)
HEDWORTH,104,124,163,207,255,296,334,373,413,452,491,531,654,1017,1376,1728,2070,2393,2714,3025,3348,3651,3894,4114,4325,4528,4727,4868,NPgN,Primary,NG FES - Hydrogen Evolution,Number of heat pumps (total)
HEIGHINGTON,3,4,4,4,5,6,6,7,8,8,9,10,11,16,21,26,31,36,40,45,49,54,58,62,66,70,74,76,NPgN,Primary,NG FES - Hydrogen Evolution,Number of heat pumps (total)
HEXHAM,95,112,142,176,214,246,275,306,337,368,399,431,544,904,1257,1602,1937,2256,2573,2885,3204,3508,3773,4020,4260,4494,4667,4759,NPgN,Primary,NG FES - Hydrogen Evolution,Number of heat pumps (total)
HIGH BARMSTON,127,153,201,252,309,358,403,450,498,546,593,643,773,1158,1554,1950,2339,2711,3082,3462,3863,4202,4429,4629,4822,5007,5189,5321,NPgN,Primary,NG FES - Hydrogen Evolution,Number of heat pumps (total)
HIGH FLATTS,166,201,264,332,408,471,529,590,652,715,776,841,1035,1626,2227,2828,3419,3986,4551,5118,5714,6229,6589,6913,7227,7529,7806,7999,NPgN,Primary,NG FES - Hydrogen Evolution,Number of heat pumps (total)
HOUGHTON,281,339,450,573,708,827,939,1054,1168,1282,1393,1508,1725,2257,2808,3348,3865,4344,4825,5294,5785,6259,6645,6970,7283,7584,7838,8005,NPgN,Primary,NG FES - Hydrogen Evolution,Number of heat pumps (total)
HOWDON,40,47,60,75,92,106,119,132,146,159,173,186,228,355,482,607,729,845,960,1068,1182,1290,1376,1455,1531,1605,1677,1730,NPgN,Primary,NG FES - Hydrogen Evolution,Number of heat pumps (total)
HUNTINGTON NEW LANE,102,119,152,188,229,263,294,327,360,393,425,459,584,982,1373,1755,2128,2484,2837,3181,3533,3868,4152,4416,4673,4921,5113,5225,NPgN,Primary,NG FES - Hydrogen Evolution,Number of heat pumps (total)
HUSTHWAITE 33/11KV,139,163,206,254,309,357,402,450,497,543,589,636,765,1152,1531,1894,2242,2571,2900,3218,3539,3875,4211,4523,4828,5126,5343,5445,NPgN,Primary,NG FES - Hydrogen Evolution,Number of heat pumps (total)
JARROW,43,51,65,82,100,115,130,145,160,175,190,205,243,353,464,574,680,780,879,972,1069,1163,1238,1305,1369,1431,1492,1536,NPgN,Primary,NG FES - Hydrogen Evolution,Number of heat pumps (total)
KENTON,116,135,173,215,263,302,339,377,415,454,491,530,654,1028,1396,1756,2105,2435,2764,3086,3419,3732,3990,4224,4450,4668,4881,5034,NPgN,Primary,NG FES - Hydrogen Evolution,Number of heat pumps (total)
KIELDER,4,5,5,6,6,7,7,8,9,9,10,11,21,61,98,133,168,201,234,267,299,331,362,393,423,453,472,479,NPgN,Primary,NG FES - Hydrogen Evolution,Number of heat pumps (total)
KILLINGWORTH,143,171,226,284,348,402,453,505,559,613,665,721,853,1231,1627,2028,2424,2804,3183,3570,3981,4324,4538,4723,4902,5074,5236,5350,NPgN,Primary,NG FES - Hydrogen Evolution,Number of heat pumps (total)
KIRBYMOORSIDE,99,116,146,180,219,252,283,315,347,379,410,443,554,907,1246,1572,1885,2181,2474,2759,3043,3338,3632,3907,4177,4439,4624,4710,NPgN,Primary,NG FES - Hydrogen Evolution,Number of heat pumps (total)
LEAM CENTRAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Hydrogen Evolution,Number of heat pumps (total)
LINTON 66/20KV,105,125,161,203,250,289,325,363,401,438,475,512,640,1024,1395,1750,2090,2411,2729,3035,3341,3661,3980,4276,4565,4845,5019,5091,NPgN,Primary,NG FES - Hydrogen Evolution,Number of heat pumps (total)
LONGBENTON,73,86,110,135,164,185,204,223,245,267,289,313,442,892,1341,1790,2236,2670,3099,3529,3978,4359,4622,4870,5111,5343,5571,5736,NPgN,Primary,NG FES - Hydrogen Evolution,Number of heat pumps (total)
LOW SPENNYMOOR,211,254,337,429,530,619,704,790,877,963,1046,1133,1275,1598,1942,2284,2611,2913,3218,3514,3829,4128,4353,4534,4707,4873,5027,5136,NPgN,Primary,NG FES - Hydrogen Evolution,Number of heat pumps (total)
LYNEMOUTH,23,28,36,46,57,66,74,83,91,100,108,117,148,241,332,419,502,581,660,735,810,888,963,1034,1102,1169,1207,1224,NPgN,Primary,NG FES - Hydrogen Evolution,Number of heat pumps (total)
MADDISON STREET,255,305,402,508,625,725,819,916,1014,1112,1207,1307,1534,2156,2795,3432,4053,4639,5225,5810,6427,6976,7370,7710,8037,8351,8654,8872,NPgN,Primary,NG FES - Hydrogen Evolution,Number of heat pumps (total)
MALLEABLE,153,179,230,286,349,404,456,511,565,619,672,726,826,1089,1361,1629,1888,2130,2374,2607,2851,3092,3291,3463,3631,3794,3954,4081,NPgN,Primary,NG FES - Hydrogen Evolution,Number of heat pumps (total)
MALTON,236,281,363,453,554,643,727,815,902,989,1074,1162,1350,1868,2396,2912,3410,3878,4346,4807,5285,5747,6140,6489,6828,7157,7414,7551,NPgN,Primary,NG FES - Hydrogen Evolution,Number of heat pumps (total)
MEADOWFIELD,125,146,188,235,287,333,376,421,465,509,552,596,672,853,1042,1228,1407,1571,1737,1902,2075,2244,2385,2504,2619,2730,2818,2875,NPgN,Primary,NG FES - Hydrogen Evolution,Number of heat pumps (total)
MELROSEGATE 33/11KV,110,124,154,187,225,257,287,319,350,382,412,444,523,752,981,1205,1423,1627,1831,2033,2243,2441,2601,2744,2883,3015,3143,3235,NPgN,Primary,NG FES - Hydrogen Evolution,Number of heat pumps (total)
MILLBANK LANE,167,204,271,340,416,479,537,597,661,725,788,858,1033,1571,2155,2762,3376,3976,4575,5211,5896,6407,6636,6833,7022,7205,7381,7510,NPgN,Primary,NG FES - Hydrogen Evolution,Number of heat pumps (total)
MONKSEATON,101,119,150,183,222,253,281,310,341,372,402,435,628,1295,1937,2561,3171,3757,4339,4917,5507,6052,6515,6955,7383,7796,8154,8400,NPgN,Primary,NG FES - Hydrogen Evolution,Number of heat pumps (total)
MOOR MONKTON PUMPS,13,15,18,23,28,32,36,40,44,48,52,56,74,132,188,242,294,344,393,440,487,536,585,631,676,721,750,764,NPgN,Primary,NG FES - Hydrogen Evolution,Number of heat pumps (total)
MORPETH,248,297,388,490,602,701,793,889,985,1079,1172,1267,1455,1935,2428,2910,3372,3802,4233,4660,5103,5533,5894,6206,6507,6798,7036,7180,NPgN,Primary,NG FES - Hydrogen Evolution,Number of heat pumps (total)
MOUNT ROAD,75,84,101,119,140,157,171,187,204,222,239,257,388,856,1309,1752,2187,2607,3022,3433,3854,4234,4539,4830,5113,5385,5649,5839,NPgN,Primary,NG FES - Hydrogen Evolution,Number of heat pumps (total)
NEWBURN HAUGH,32,37,46,57,70,79,89,98,108,117,127,137,188,358,521,679,832,978,1123,1266,1412,1549,1666,1777,1883,1986,2086,2158,NPgN,Primary,NG FES - Hydrogen Evolution,Number of heat pumps (total)
NEWBY,78,92,119,148,180,207,232,257,283,309,335,362,484,881,1268,1645,2014,2367,2717,3065,3421,3750,4021,4276,4522,4760,4967,5101,NPgN,Primary,NG FES - Hydrogen Evolution,Number of heat pumps (total)
NEWCASTLE AIRPORT,125,149,197,249,307,358,405,454,502,551,598,647,746,1000,1260,1515,1761,1990,2220,2452,2694,2920,3097,3247,3393,3532,3662,3755,NPgN,Primary,NG FES - Hydrogen Evolution,Number of heat pumps (total)
NEWTON AYCLIFFE SOUTH,45,55,73,92,113,131,148,165,183,200,218,236,285,430,579,730,878,1020,1162,1303,1453,1581,1665,1740,1812,1881,1942,1983,NPgN,Primary,NG FES - Hydrogen Evolution,Number of heat pumps (total)
NORTH STREET,59,65,73,81,92,101,110,120,130,140,150,161,221,460,690,912,1129,1339,1546,1752,1959,2154,2327,2494,2657,2814,2969,3089,NPgN,Primary,NG FES - Hydrogen Evolution,Number of heat pumps (total)
NORTH TEES T1 T2,54,59,68,78,90,101,112,124,135,147,159,170,192,270,350,428,504,576,649,719,791,864,931,994,1056,1117,1177,1231,NPgN,Primary,NG FES - Hydrogen Evolution,Number of heat pumps (total)
NORTH TEES T3 T4,52,60,72,85,101,115,128,142,156,170,184,199,265,501,730,951,1167,1375,1581,1780,1984,2180,2353,2518,2678,2834,2988,3107,NPgN,Primary,NG FES - Hydrogen Evolution,Number of heat pumps (total)
NORTHALLERTON,127,150,189,232,281,323,363,405,447,490,532,576,703,1110,1518,1920,2315,2694,3072,3445,3831,4192,4492,4770,5042,5308,5519,5646,NPgN,Primary,NG FES - Hydrogen Evolution,Number of heat pumps (total)
NORTON 132/11KV,270,325,429,543,670,777,876,979,1082,1186,1288,1394,1726,2719,3706,4674,5617,6513,7406,8283,9195,10032,10684,11275,11844,12391,12921,13299,NPgN,Primary,NG FES - Hydrogen Evolution,Number of heat pumps (total)
OATLANDS,71,83,106,131,159,183,205,228,251,275,298,323,406,673,939,1202,1461,1709,1956,2207,2465,2696,2874,3038,3199,3354,3484,3572,NPgN,Primary,NG FES - Hydrogen Evolution,Number of heat pumps (total)
