Primary,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area,Voltage level,Scenario name,Output parameter
ACKLAM,17.6,17.762,17.989,18.32,18.807,19.43,20.124,20.784,21.384,21.951,22.465,22.966,23.845,25.503,27.073,28.557,29.955,31.286,32.405,33.423,34.396,35.378,36.398,37.409,38.405,39.382,40.345,41.067,NPgN,Primary,NG FES - Electric Engagement,Total peak demand with ToUT (MW)
AMBERTON ROAD,24.705,29.338,31.139,33.925,34.314,34.831,35.424,36.008,36.554,37.058,37.52,37.965,38.685,40.255,41.735,43.141,44.466,45.714,46.788,47.763,48.694,49.618,50.559,51.466,52.348,53.281,54.201,54.973,NPgN,Primary,NG FES - Electric Engagement,Total peak demand with ToUT (MW)
ANNFIELD 66/20KV,19.748,19.811,19.955,20.198,20.628,21.221,21.9,22.562,23.173,23.771,24.338,24.886,25.861,27.782,29.559,31.243,32.836,34.352,35.644,36.812,37.95,39.089,40.266,41.282,42.183,42.988,43.771,44.386,NPgN,Primary,NG FES - Electric Engagement,Total peak demand with ToUT (MW)
ASHINGTON,15.898,15.91,15.961,16.12,16.408,16.852,17.309,17.699,18.037,18.319,18.587,18.849,19.451,20.923,22.313,23.647,24.918,26.132,27.212,28.179,29.114,30.069,31.083,32.017,32.882,33.656,34.416,35,NPgN,Primary,NG FES - Electric Engagement,Total peak demand with ToUT (MW)
AYCLIFFE FORREST,0.589,4.122,4.114,4.106,4.099,4.093,4.087,4.081,4.076,4.071,4.067,4.062,4.058,4.055,4.051,4.047,4.044,4.041,4.038,4.035,4.032,4.029,4.026,4.023,4.021,4.018,4.016,4.013,NPgN,Primary,NG FES - Electric Engagement,Total peak demand with ToUT (MW)
AYCLIFFE INDUSTRIAL,16.227,16.181,16.169,16.212,16.328,16.514,16.744,16.982,17.207,17.427,17.637,17.841,18.2,18.891,19.535,20.145,20.719,21.263,21.719,22.133,22.545,22.957,23.381,23.798,24.208,24.61,25.007,25.315,NPgN,Primary,NG FES - Electric Engagement,Total peak demand with ToUT (MW)
BARDEN FRIAR,1.169,1.175,1.18,1.189,1.2,1.216,1.232,1.249,1.266,1.281,1.297,1.312,1.339,1.413,1.482,1.55,1.616,1.68,1.742,1.801,1.859,1.917,1.976,2.027,2.062,2.098,2.133,2.167,NPgN,Primary,NG FES - Electric Engagement,Total peak demand with ToUT (MW)
BEDALE,16.981,17.316,17.374,17.493,17.692,17.965,18.254,18.539,18.823,19.095,19.366,19.635,20.068,21.038,21.955,22.856,23.722,24.551,25.324,26.029,26.71,27.401,28.125,28.708,29.144,29.488,29.821,30.134,NPgN,Primary,NG FES - Electric Engagement,Total peak demand with ToUT (MW)
BELMONT,21.618,22.685,22.558,22.48,22.434,22.445,22.487,22.554,22.625,22.683,22.742,22.802,22.907,23.083,23.245,23.396,23.535,23.666,23.767,23.858,23.962,24.065,24.17,24.261,24.345,24.418,24.489,24.549,NPgN,Primary,NG FES - Electric Engagement,Total peak demand with ToUT (MW)
BENSHAM,18.403,18.435,18.484,20.159,20.364,20.633,20.975,21.338,21.69,22.039,22.357,22.665,23.146,23.93,24.643,25.304,25.914,26.482,26.933,27.334,27.766,28.187,28.61,29.019,29.416,29.801,30.177,30.46,NPgN,Primary,NG FES - Electric Engagement,Total peak demand with ToUT (MW)
