Primary,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area,Voltage level,Scenario name,Output parameter
ACKLAM,45910.2,46058.634,46227.321,46420.995,46641.295,46868.833,47115.384,47393.342,47714.639,47942.485,48073.408,48204.358,48337.039,48471.204,48603.447,48672.131,48740.487,48808.766,48877.419,48946.892,48954.696,48963.216,48972.372,48982.285,48993.028,48987.493,48982.829,48979.467,NPgN,Primary,NG FES - Electric Engagement,Domestic (MWh)
AMBERTON ROAD,48644.499,48871.357,49117.612,49386.082,49681.14,49816.877,49972.675,50161.933,50395.054,50533.843,50576.096,50618.253,50663.702,50711.87,50756.277,50800.301,50843.621,50886.723,50930.203,50974.482,50975.569,50977.213,50979.283,50981.879,50985.162,51329.369,51674.397,52020.666,NPgN,Primary,NG FES - Electric Engagement,Domestic (MWh)
ANNFIELD 66/20KV,35850.495,35830.811,35829.165,35850.265,35894.109,35919.383,35959.803,36024.841,36124.566,36146.696,36149.582,36152.302,36155.278,36158.436,36160.913,36155.86,36150.57,36145.105,36139.745,36134.849,36242.252,36350.098,36458.351,36567.05,36676.211,36785.843,36895.953,37006.89,NPgN,Primary,NG FES - Electric Engagement,Domestic (MWh)
ASHINGTON,40452.95,40547.848,40662.212,40801.395,40965.722,41114.293,41280.083,41474.09,41707.97,41853.847,41996.536,42139.042,42282.033,42425.421,42567.826,42752.97,42937.77,43122.318,43306.955,43492.102,43769.02,44046.41,44324.219,44602.507,44881.31,45160.661,45440.562,45721.447,NPgN,Primary,NG FES - Electric Engagement,Domestic (MWh)
AYCLIFFE FORREST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Electric Engagement,Domestic (MWh)
AYCLIFFE INDUSTRIAL,16773.001,16766.312,16767.838,16779.763,16802.041,16813.994,16832.849,16862.887,16908.713,16919.359,16920.91,16922.431,16924.082,16925.834,16927.364,16925.246,16923.075,16920.876,16918.772,16916.926,16970.536,17024.394,17078.488,17132.834,17187.439,17242.314,17297.457,17353.027,NPgN,Primary,NG FES - Electric Engagement,Domestic (MWh)
BARDEN FRIAR,1104.186,1101.909,1100.175,1099.103,1098.714,1098.498,1098.735,1099.721,1101.743,1101.403,1103.35,1105.283,1107.236,1109.21,1111.126,1113.024,1114.895,1116.745,1118.585,1120.423,1122.269,1124.109,1125.94,1127.764,1129.583,1131.399,1133.208,1135.022,NPgN,Primary,NG FES - Electric Engagement,Domestic (MWh)
BEDALE,17981.69,18076.203,18179.05,18291.411,18415.196,18461.694,18516.635,18585.793,18673.626,18719.953,18730.465,18740.591,18751.731,18763.611,18773.533,18973.42,19172.793,19371.812,19570.72,19769.707,19968.042,20166.311,20364.416,20562.456,20760.501,20965.685,21170.899,21376.338,NPgN,Primary,NG FES - Electric Engagement,Domestic (MWh)
BELMONT,34946.347,35018.841,35106.192,35210.698,35335.478,35390.884,35461.114,35555.968,35683.287,35739.507,35761.174,35782.628,35806.05,35831.042,35853.452,35861.952,35869.867,35877.514,35885.309,35893.581,36109.028,36324.858,36540.963,36757.395,36974.25,37191.68,37409.622,37628.402,NPgN,Primary,NG FES - Electric Engagement,Domestic (MWh)
BENSHAM,29739.184,30035.9,30342.03,30651.775,30973.912,31110.976,31260.936,31434.563,31632.598,31783.725,31828.435,31872.739,31925.177,31984.498,32034.734,32054.815,32072.859,32090.097,32107.447,32125.079,32441.877,32758.789,33075.319,33391.016,33706.285,34022.235,34338.389,34654.873,NPgN,Primary,NG FES - Electric Engagement,Domestic (MWh)
BENTON SQUARE,43001.52,43404.377,43824.754,44266.771,44733.432,45163.391,45612.157,46092.641,46616.488,47048.539,47133.742,47218.75,47305.993,47395.04,47481.185,48116.094,48750.392,49384.366,50018.519,50653.3,51290.505,51928.144,52566.067,53204.425,53843.352,54483.028,55123.379,55764.912,NPgN,Primary,NG FES - Electric Engagement,Domestic (MWh)
BENWELL,49912.514,50046.048,50196.818,50364.576,50555.998,50821.145,51105.541,51423.06,51781.412,52057.168,52177.518,52298.046,52425.095,52557.8,52684.006,52961.593,53238.335,53515.077,53792.649,54071.387,54352.24,54633.659,54915.289,55197.104,55479.456,55763.041,56047.552,56333.351,NPgN,Primary,NG FES - Electric Engagement,Domestic (MWh)
BILLINGHAM MARSH HOUSE,15107.957,15109.954,15118.991,15136.721,15163.363,15198.511,15239.777,15291.051,15356.22,15391.045,15386.533,15382.034,15377.941,15374.187,15370.012,15411.322,15452.587,15493.858,15535.264,15576.943,15618.968,15661.242,15703.737,15746.468,15789.455,15832.728,15876.279,15920.244,NPgN,Primary,NG FES - Electric Engagement,Domestic (MWh)
BILLY MILL,37602.169,37577.525,37570.099,37583.884,37619.273,37674.972,37745.379,37839.782,37967.504,38022.226,38003.355,37984.518,37966.602,37949.457,37931.369,38029.874,38128.298,38226.748,38325.527,38424.952,38525.199,38626.039,38727.4,38829.299,38931.781,39034.927,39138.706,39243.446,NPgN,Primary,NG FES - Electric Engagement,Domestic (MWh)
BIRTLEY GROVE 66/11KV,25754.32,25744.449,25746.897,25764.906,25798.398,25812.874,25837.711,25879.294,25944.477,25957.357,25949.948,25942.573,25935.488,25928.648,25921.532,25924.941,25928.339,25931.762,25935.396,25939.48,26011.707,26084.373,26157.456,26230.98,26304.954,26379.386,26454.279,26529.873,NPgN,Primary,NG FES - Electric Engagement,Domestic (MWh)
BIRTLEY GROVE 66/20KV,16314.556,16409.029,16510.758,16621.839,16742.546,16797.557,16859.366,16932.293,17020.839,17075.18,17089.921,17104.653,17119.689,17134.98,17149.892,17153.559,17157.157,17160.732,17164.418,17168.376,17292.008,17415.876,17539.957,17664.277,17788.849,17913.688,18038.793,18164.33,NPgN,Primary,NG FES - Electric Engagement,Domestic (MWh)
BLAYDON BURN,18876.423,19051.865,19235.47,19429.421,19634.499,19729.469,19832.619,19949.323,20084.756,20179.51,20209.962,20240.341,20271.372,20302.939,20333.611,20346.408,20358.992,20371.467,20384.026,20396.862,20591.932,20787.217,20982.672,21178.341,21374.257,21570.459,21766.932,21963.877,NPgN,Primary,NG FES - Electric Engagement,Domestic (MWh)
BLUCHER 33/11KV,32572.719,32668.326,32778.099,32905.432,33051.301,33251.996,33465.918,33701.74,33967.946,34169.097,34262.677,34356.307,34451.141,34547.015,34641.637,34841.699,35041.577,35241.423,35441.547,35642.26,35843.769,36045.786,36248.238,36451.194,36654.714,36858.876,37063.652,37269.364,NPgN,Primary,NG FES - Electric Engagement,Domestic (MWh)
BOLDON DOWNHILL,9897.999,9888.009,9882.676,9883.206,9889.541,9899.128,9912.593,9932.324,9960.896,9969.987,9970.601,9971.248,9972.025,9972.919,9973.727,9999.664,10025.614,10051.589,10077.657,10103.908,10133.571,10163.417,10193.434,10223.634,10254.02,10284.598,10315.367,10346.419,NPgN,Primary,NG FES - Electric Engagement,Domestic (MWh)
BOROUGHBRIDGE/ROECLIFFE INDUSTRIAL,7316.028,7426.381,7539.522,7655.577,7776.187,7935.787,8099.346,8269.965,8449.63,8610.796,8702.343,8793.7,8886.12,8979.411,9071.119,9099.799,9128.024,9155.981,9183.846,9211.717,9218.476,9225.141,9231.674,9238.149,9244.622,9407.185,9569.771,9732.472,NPgN,Primary,NG FES - Electric Engagement,Domestic (MWh)
BOWESFIELD 33/11KV,24798.507,24932.166,25075.297,25228.935,25395.617,25560.106,25734.795,25926.782,26141.209,26308.93,26332.366,26355.779,26381.379,26408.784,26433.774,26625.239,26816.382,27007.487,27198.891,27390.807,27583.57,27776.649,27969.92,28163.446,28357.342,28551.796,28746.721,28942.342,NPgN,Primary,NG FES - Electric Engagement,Domestic (MWh)
BOWESFIELD 66/11KV,21376.653,21618.269,21867.907,22126.708,22397.329,22653.672,22919.647,23202.197,23506.526,23765.74,23821.815,23877.727,23935.579,23995.007,24051.994,24343.226,24633.977,24924.514,25215.166,25506.148,25797.784,26089.57,26381.393,26673.316,26965.454,27257.99,27550.845,27844.26,NPgN,Primary,NG FES - Electric Engagement,Domestic (MWh)
BRANCEPETH,27327.004,27311.215,27310.079,27327.356,27363.178,27388.49,27426.105,27483.874,27570.012,27591.982,27599.787,27607.222,27614.72,27622.203,27628.792,27629.509,27629.775,27629.654,27629.383,27629.257,27713.157,27797.182,27881.297,27965.536,28049.912,28134.436,28219.107,28304.21,NPgN,Primary,NG FES - Electric Engagement,Domestic (MWh)
BREAMISH STREET,20322.74,20521.286,20721.506,20914.717,21113.468,21349.154,21594.253,21858.498,22138.603,22394.028,22522.469,22650.419,22789.112,22937.099,23073.363,23330.57,23585.596,23839.943,24094.705,24349.91,24607.158,24863.705,25118.946,25372.171,25624.084,25876.433,26128.536,26380.408,NPgN,Primary,NG FES - Electric Engagement,Domestic (MWh)
