Primary,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area,Voltage level,Scenario name,Output parameter
ACKLAM,30322.1,29961.93,29618.582,29291.432,28979.813,28683.058,28400.503,28131.483,27875.337,27631.402,27399.019,27177.529,26966.275,26764.599,26571.847,26387.365,26210.5,26040.6,25877.014,25719.092,25566.188,25417.652,25272.84,25131.105,24991.805,24854.295,24717.934,24582.081,NPgN,Primary,NG FES - Electric Engagement,I&C (MWh)
AMBERTON ROAD,71248.049,80429.751,83315.981,88123.853,87374.649,86660.69,85980.392,85332.17,84714.448,84125.652,83564.213,83028.568,82517.155,82028.421,81560.813,81112.784,80682.792,80269.298,79870.769,79485.674,79112.488,78749.689,78395.759,78049.186,77708.459,77372.074,77038.529,76706.328,NPgN,Primary,NG FES - Electric Engagement,I&C (MWh)
ANNFIELD 66/20KV,58726.46,58294.356,57889.06,57509.698,57155.376,56825.18,56518.175,56233.406,55969.899,55726.655,55502.66,55296.876,55108.245,54935.689,54778.109,54634.386,54503.378,54383.927,54274.849,54174.944,54082.986,53997.734,53917.922,53842.266,53769.458,53698.172,53627.06,53554.753,NPgN,Primary,NG FES - Electric Engagement,I&C (MWh)
ASHINGTON,42792.339,42272.771,41777.256,41304.832,40854.54,40425.424,40016.531,39626.909,39255.611,38901.691,38564.207,38242.219,37934.79,37640.985,37359.872,37090.522,36832.008,36583.407,36343.796,36112.257,35887.873,35669.731,35456.919,35248.527,35043.651,34841.384,34640.827,34441.08,NPgN,Primary,NG FES - Electric Engagement,I&C (MWh)
AYCLIFFE FORREST,3134.24,10852.006,10815.929,10781.538,10748.764,10717.536,10687.786,10659.443,10632.438,10606.703,10582.169,10558.767,10536.429,10515.086,10494.67,10475.114,10456.349,10438.308,10420.924,10404.129,10387.856,10372.038,10356.609,10341.502,10326.651,10311.988,10297.449,10282.967,NPgN,Primary,NG FES - Electric Engagement,I&C (MWh)
AYCLIFFE INDUSTRIAL,43202.529,42843.108,42504.322,42185.463,41885.809,41604.631,41341.185,41094.717,40864.462,40649.641,40449.467,40263.139,40089.845,39928.762,39779.055,39639.877,39510.371,39389.665,39276.879,39171.12,39071.483,38977.051,38886.896,38800.078,38715.646,38632.636,38550.074,38466.971,NPgN,Primary,NG FES - Electric Engagement,I&C (MWh)
BARDEN FRIAR,4782.703,4804.624,4827.469,4851.256,4875.998,4901.701,4928.367,4955.988,4984.55,5014.034,5044.414,5075.655,5107.72,5140.56,5174.124,5208.352,5243.177,5278.528,5314.324,5350.48,5386.904,5423.495,5460.148,5496.752,5533.186,5569.325,5605.037,5640.184,NPgN,Primary,NG FES - Electric Engagement,I&C (MWh)
BEDALE,65874.289,66484.002,66499.418,66534.08,66587.708,66659.959,66750.422,66858.626,66984.033,67126.04,67283.981,67457.125,67644.677,67845.775,68059.497,68284.852,68520.787,68766.182,69019.856,69280.559,69546.98,69817.741,70091.4,70366.45,70641.32,70914.373,71183.908,71448.159,NPgN,Primary,NG FES - Electric Engagement,I&C (MWh)
BELMONT,81245.194,83305.6,82780.002,82289.545,81833.046,81409.291,81017.035,80655.002,80321.883,80016.339,79737,79482.462,79251.292,79042.023,78853.16,78683.172,78530.5,78393.551,78270.701,78160.295,78060.645,77970.031,77886.702,77808.876,77734.738,77662.44,77590.104,77515.819,NPgN,Primary,NG FES - Electric Engagement,I&C (MWh)
BENSHAM,33244.188,32840.816,32456.122,35508.194,35158.621,34825.495,34508.074,34205.62,33917.397,33642.67,33380.709,33130.782,32892.163,32664.125,32445.944,32236.899,32036.27,31843.338,31657.39,31477.709,31303.585,31134.308,30969.169,30807.462,30648.484,30491.531,30335.904,30180.903,NPgN,Primary,NG FES - Electric Engagement,I&C (MWh)
BENTON SQUARE,37476.008,37221.559,38182.803,50498.767,50292.642,50101.539,49924.89,49762.111,49612.604,49475.758,49350.944,49237.519,49134.825,49042.192,48958.929,48884.336,48817.694,48758.271,48705.318,48658.074,48615.761,48577.585,48542.739,48510.399,48479.727,48449.87,48419.959,48389.111,NPgN,Primary,NG FES - Electric Engagement,I&C (MWh)
BENWELL,39286.21,38809.624,39221.852,38788.529,38375.515,37981.934,37606.91,37249.573,36909.051,36584.477,36274.987,35979.718,35697.809,35428.404,35170.647,34923.685,34686.668,34458.747,34239.076,34026.812,33821.114,33621.142,33426.06,33235.033,33047.229,32861.819,32677.973,32494.867,NPgN,Primary,NG FES - Electric Engagement,I&C (MWh)
BILLINGHAM MARSH HOUSE,59536.991,59631.268,59740.973,62869.414,63009.79,63165.276,63335.633,63520.556,63719.672,63932.542,64158.66,64397.453,64648.283,64910.442,65183.158,65465.592,65756.836,66055.917,66361.795,66673.363,66989.445,67308.802,67630.125,67952.038,68273.1,68591.802,68906.567,69215.752,NPgN,Primary,NG FES - Electric Engagement,I&C (MWh)
BILLY MILL,48942.915,48611.172,49233.167,48944.171,48675.505,48426.446,48196.255,47984.171,47789.412,47611.18,47448.654,47300.998,47167.351,47046.836,46938.556,46841.592,46755.009,46677.849,46609.136,46547.875,46493.049,46443.623,46398.541,46356.729,46317.092,46278.515,46239.863,46199.982,NPgN,Primary,NG FES - Electric Engagement,I&C (MWh)
BIRTLEY GROVE 66/11KV,30689.224,33289.924,33971.96,33701.919,33446.387,33204.779,32976.507,39631.983,39428.602,39236.766,39055.871,38885.308,38724.463,38572.717,38429.449,38294.031,38165.833,38044.22,37928.552,37818.185,37712.471,37610.756,37512.385,37416.694,37323.018,37230.688,37139.027,37047.357,NPgN,Primary,NG FES - Electric Engagement,I&C (MWh)
BIRTLEY GROVE 66/20KV,38223.694,37792.728,37382.515,36992.248,36621.121,36268.326,35933.056,35614.502,35311.857,35024.311,34751.056,34491.281,34244.176,34008.931,33784.734,33570.775,33366.24,33170.316,32982.191,32801.051,32626.081,32456.466,32291.39,32130.037,31971.589,31815.231,31660.142,31505.504,NPgN,Primary,NG FES - Electric Engagement,I&C (MWh)
BLAYDON BURN,47282.923,46709.276,46162.195,50209.196,49712.064,49238.322,48786.916,48356.796,47946.916,47556.231,47183.701,46828.287,46488.954,46164.67,45854.406,45557.134,45271.832,44997.478,44733.054,44477.545,44229.939,43989.225,43754.397,43524.45,43298.382,43075.195,42853.893,42633.48,NPgN,Primary,NG FES - Electric Engagement,I&C (MWh)
BLUCHER 33/11KV,29741.131,29380.168,30484.528,30156.324,29843.498,29545.387,29261.328,28990.661,28732.727,28486.869,28252.431,28028.762,27815.21,27611.125,27415.859,27228.768,27049.207,26876.533,26710.107,26549.289,26393.444,26241.935,26094.129,25949.394,25807.101,25666.621,25527.328,25388.596,NPgN,Primary,NG FES - Electric Engagement,I&C (MWh)
BOLDON DOWNHILL,11963.531,16272.771,17247.776,17115.587,16989.587,16869.51,16755.089,16646.058,16542.151,16443.105,16348.655,16258.539,16172.495,16090.26,16011.576,15936.181,15863.818,15794.226,15727.149,15662.329,15599.511,15538.439,15478.858,15420.514,15363.154,15306.524,15250.373,15194.45,NPgN,Primary,NG FES - Electric Engagement,I&C (MWh)
