Primary,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area,Voltage level,Scenario name,Output parameter
ACKLAM,47931.9,47538.892,47320.547,47123.994,46964.576,46838.259,46770.556,46730.368,46641.743,46391.612,46059.18,45736.443,45421.369,45112.367,44806.441,44501.316,44202.808,43915.608,43647.015,43391.483,43142.314,42880.326,42603.485,42386.391,42347.861,42309.777,42272.067,42234.688,42193.994,NPgN,Primary,NG FES - Leading the Way (EE CF),Domestic (MWh)
AMBERTON ROAD,54021.52,53649.586,53410.747,53179.628,52974.907,52787.589,52661.64,52562.731,52218.316,51201.96,50178.828,49196.631,48241.132,47302.797,46384.568,45479.265,44597.947,43747.447,42951.445,42192.405,41446.208,40651.411,39805.818,39163.585,39130.322,39098.129,39066.836,39036.422,38993.606,NPgN,Primary,NG FES - Leading the Way (EE CF),Domestic (MWh)
ANNFIELD 66/20KV,44236.072,44039.381,43992.502,43962.417,43958.123,43972.155,44030.369,44102.875,44124.253,43982.078,43753.165,43527.142,43303.428,43083.945,42864.407,42642.224,42422.643,42212.592,42020.51,41839.365,41662.208,41469.383,41261.437,41111.921,41138.297,41165.056,41192.126,41219.374,41243.095,NPgN,Primary,NG FES - Leading the Way (EE CF),Domestic (MWh)
ASHINGTON,36536.04,36395.644,36380.607,36374.707,36394.861,36424.092,36492.484,36570.103,36652.416,36726.87,36713.774,36702.252,36689.853,36670.231,36647.81,36619.818,36596.485,36575.242,36555.467,36537.761,36520.506,36499.224,36474.943,36462.638,36486.2,36509.954,36533.869,36557.845,36581.345,NPgN,Primary,NG FES - Leading the Way (EE CF),Domestic (MWh)
AYCLIFFE FORREST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NPgN,Primary,NG FES - Leading the Way (EE CF),Domestic (MWh)
AYCLIFFE INDUSTRIAL,14311.186,14256.8,14247.754,14244.234,14249.022,14259.438,14284.171,14313.073,14326.806,14291.743,14226.932,14162.577,14098.722,14036.21,13973.372,13909.133,13845.416,13784.696,13729.641,13677.963,13627.477,13572.216,13512.435,13470.408,13481.782,13493.297,13504.933,13516.685,13527.477,NPgN,Primary,NG FES - Leading the Way (EE CF),Domestic (MWh)
BARDEN FRIAR,943.756,935.464,931.291,927.964,924.895,922.42,920.979,919.772,919.5,920.113,918.534,917.276,915.918,914.789,913.776,912.955,912.48,911.99,911.502,911.007,910.523,910.014,909.485,908.968,908.504,908.036,907.566,907.07,906.54,NPgN,Primary,NG FES - Leading the Way (EE CF),Domestic (MWh)
BEDALE,15957.748,15858.295,15816.733,15779.521,15750.712,15727.425,15724.888,15725.13,15716.136,15660.628,15577.497,15498.16,15421.64,15343.148,15265.799,15191.1,15119.208,15049.6,14984.024,14921.019,14860.328,14794.66,14724.382,14671.088,14669.122,14667.215,14665.339,14663.275,14659.805,NPgN,Primary,NG FES - Leading the Way (EE CF),Domestic (MWh)
BELMONT,29535.484,29408.861,29389.705,29381.956,29391.916,29413.944,29464.312,29523.43,29560.778,29521.633,29418.056,29313.668,29209.25,29106.837,29003.154,28896.516,28790.29,28689.283,28598.182,28512.859,28429.257,28337.231,28237.373,28167.354,28187.227,28207.298,28227.526,28247.838,28266.393,NPgN,Primary,NG FES - Leading the Way (EE CF),Domestic (MWh)
BENSHAM,27726.364,27513.361,27405.285,27308.85,27230.697,27171.203,27144.403,27133.136,27113.747,27047.97,26931.586,26822.266,26716.182,26613.075,26513.842,26417.156,26325.723,26240.713,26161.895,26087.913,26015.315,25937.223,25853.709,25791.83,25794.447,25797.197,25800.05,25802.868,25804.364,NPgN,Primary,NG FES - Leading the Way (EE CF),Domestic (MWh)
BENTON SQUARE,35906.75,35826.425,35861.25,35902.547,35966.912,36043.672,36156.573,36280.965,36403.066,36499.704,36514.403,36525.395,36537.534,36544.951,36551.309,36554.989,36562.058,36572.849,36586.538,36602.05,36617.057,36624.665,36627.837,36648.066,36719.606,36791.218,36862.865,36934.45,37005.102,NPgN,Primary,NG FES - Leading the Way (EE CF),Domestic (MWh)
BENWELL,36270.369,36068.133,36017.353,36007.222,36037.001,36100.534,36192.985,36297.348,36394.891,36448.666,36405.366,36341.642,36268.966,36200.593,36127.535,36035.427,35925.93,35821.391,35731.832,35653.328,35579.428,35501.448,35417.535,35356.265,35363.049,35369.941,35376.898,35383.762,35389.225,NPgN,Primary,NG FES - Leading the Way (EE CF),Domestic (MWh)
BILLINGHAM MARSH HOUSE,24358.173,24216.649,24144.931,24077.525,24019.862,23969.654,23944.712,23928.166,23858.424,23632.2,23375.147,23128.932,22888.883,22654.289,22423.45,22197.161,21978.381,21768.986,21574.041,21388.236,21206.219,21012.533,20806.329,20650.285,20644.488,20639.02,20633.834,20628.917,20621.099,NPgN,Primary,NG FES - Leading the Way (EE CF),Domestic (MWh)
BILLY MILL,34040.191,33953.737,33974.995,34000.326,34045.659,34101.324,34191.593,34294.01,34352.385,34276.378,34139.932,34006.015,33876.964,33745.982,33616.628,33488.016,33366.046,33251.936,33148.969,33053.055,32958.701,32849.823,32728.8,32654.89,32722.562,32790.479,32858.588,32926.748,32991.986,NPgN,Primary,NG FES - Leading the Way (EE CF),Domestic (MWh)
BIRTLEY GROVE 66/11KV,30805.112,30413.15,30321.529,30237.875,30177.612,30135.231,30110.394,30102.519,30098.947,30070.491,29974.846,29871.628,29764.124,29655.559,29545.261,29433.279,29322.307,29215.558,29116.55,29021.411,28926.639,28824.62,28715.764,28623.708,28583.035,28542.183,28501.076,28459.614,28416.272,NPgN,Primary,NG FES - Leading the Way (EE CF),Domestic (MWh)
