Primary,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area,Voltage level,Scenario name,Output parameter
BLAYDON BURN,49.2,49.4,49.7,58.9,59.5,60.3,61.2,62.3,63.5,64.7,65.9,67.2,69.6,75.1,80.3,85.3,90,94.5,98.7,102.7,106.8,110.4,113.2,115.9,118.5,121.1,123.4,125.1,NPgN,Primary,NG FES - Hydrogen Evolution,Peak utilisation (percent - whole number)
BLUCHER 33/11KV,59.4,60.7,64.9,66.7,69,72,75.4,78.9,82.4,85.9,89.2,92.4,97,104.3,111,117.5,123.5,129.1,134.4,139.3,144.1,148.4,152,155.3,158.4,161.3,164.1,166.2,NPgN,Primary,NG FES - Hydrogen Evolution,Peak utilisation (percent - whole number)
BOLDON DOWNHILL,22.7,31.1,33.8,34.6,35.7,37.2,38.9,40.7,42.4,44,45.6,47.1,49.9,55.2,60.1,64.8,69.3,73.6,77.6,81.5,85.3,88.7,91.2,93.6,96.1,98.4,100.6,102.2,NPgN,Primary,NG FES - Hydrogen Evolution,Peak utilisation (percent - whole number)
BOROUGHBRIDGE/ROECLIFFE INDUSTRIAL,28.8,29.7,30.9,32.3,34,36.3,38.9,41.8,44.8,47.9,51,54.2,58.3,63.9,69.3,74.2,78.7,82.8,86.5,89.9,93,95.9,98.7,101,103.2,105.5,107.3,108.5,NPgN,Primary,NG FES - Hydrogen Evolution,Peak utilisation (percent - whole number)
BOWESFIELD 33/11KV,31,31.8,37.6,38.9,40.5,42.5,44.9,47.4,50,52.5,55,57.5,60.9,65.9,70.5,74.9,79.1,82.9,86.5,89.8,93,95.8,98.1,100.1,102.1,104,105.7,107.1,NPgN,Primary,NG FES - Hydrogen Evolution,Peak utilisation (percent - whole number)
BOWESFIELD 66/11KV,44.3,45.1,46.1,47.3,48.7,50.3,52.2,54,55.9,57.7,59.4,61,63.3,66.8,70.3,74,77.7,81.2,84.6,88.1,91.7,94.2,95.2,96.2,97.5,98.8,100.1,101.3,NPgN,Primary,NG FES - Hydrogen Evolution,Peak utilisation (percent - whole number)
BRANCEPETH,52.4,52.8,54.6,55.5,56.9,58.5,60.4,62.4,64.3,66.1,67.9,69.6,73.8,84.1,93.7,102.6,111.2,119.3,127.1,134.5,141.7,149,155.9,162.5,168.9,174.9,179.2,181.5,NPgN,Primary,NG FES - Hydrogen Evolution,Peak utilisation (percent - whole number)
BREAMISH STREET,53.5,53.8,59.3,71.5,72.4,73.7,75.2,76.9,78.4,80,81.3,82.6,84.6,87.4,90.1,92.7,95.1,97.4,99.5,101.4,103.3,105.1,106.6,108,109.3,110.5,111.7,112.6,NPgN,Primary,NG FES - Hydrogen Evolution,Peak utilisation (percent - whole number)
BRENDA TRADING,69.6,70.2,71.1,76.6,78.5,81.1,84.3,87.6,90.9,94.1,97.3,100.4,105.4,114.3,122.5,130.3,137.7,144.6,151.1,157.3,163.2,168.4,172.3,175.9,179.6,183.1,186.4,189,NPgN,Primary,NG FES - Hydrogen Evolution,Peak utilisation (percent - whole number)
CAMPLESHON ROAD,69.9,70.7,72.7,81.2,83,85.4,88.2,91.1,93.9,96.5,99,101.5,105.7,113.7,121,128,134.6,140.9,146.9,152.6,158.1,163.3,168,172.4,176.6,180.6,183.5,185.1,NPgN,Primary,NG FES - Hydrogen Evolution,Peak utilisation (percent - whole number)
CARLEY HILL,67.4,68,68.9,70.2,71.9,74.2,77,79.9,82.7,85.4,88,90.4,94.9,103.3,111.1,118.5,125.5,132.1,138.3,144.3,150,155.2,159.4,163.3,167.2,170.8,174.2,176.7,NPgN,Primary,NG FES - Hydrogen Evolution,Peak utilisation (percent - whole number)
CARLIN HOW T3 T4,65.3,66,67,68.5,70.4,73.1,76.2,79.5,82.6,85.5,88.3,91,96.7,109.5,121.1,132.3,142.8,152.7,162.3,171.3,180.1,188.7,197.1,204.9,212.3,219.4,224,226.3,NPgN,Primary,NG FES - Hydrogen Evolution,Peak utilisation (percent - whole number)
CARR HILL,79.3,80,81.1,82.7,85,88.1,91.9,95.8,99.5,103.1,106.5,109.8,115.7,126.6,136.7,146.3,155.4,164,172.2,180,187.7,194.5,199.6,204.5,209.4,214,218.4,221.7,NPgN,Primary,NG FES - Hydrogen Evolution,Peak utilisation (percent - whole number)
CATTERICK CAMP,69.4,70.6,72.3,74.3,76.8,79.8,83.3,86.9,90.3,93.7,97.3,100.8,106.3,115.9,125,133.7,142,150,157.6,164.9,172.1,178.7,184.5,190,195.5,200.8,204.7,207.5,NPgN,Primary,NG FES - Hydrogen Evolution,Peak utilisation (percent - whole number)
CLOSE,70.1,70,72,71.9,72.1,72.3,72.7,73.1,73.6,74,74.5,74.9,75.6,78,80.4,82.7,85,87.2,89.4,91.4,93.4,95.4,97.2,99,100.8,102.6,104.3,106,NPgN,Primary,NG FES - Hydrogen Evolution,Peak utilisation (percent - whole number)
CONEYTHORPE,59.2,66.6,75.9,77.2,78.7,80.8,83.2,85.8,88.2,90.6,92.9,95.1,98.6,104.5,110.1,115.2,120.1,124.8,129.1,133.3,137.3,141,144.1,147,149.8,152.6,154.9,156.4,NPgN,Primary,NG FES - Hydrogen Evolution,Peak utilisation (percent - whole number)
CONSETT,56.4,56.8,58.7,59.6,60.7,62.2,64,65.9,67.7,69.6,71.3,73.1,76.3,82.7,88.7,94.5,99.9,105.1,110,114.7,119.4,123.7,127.1,130.4,133.7,136.8,139.3,141,NPgN,Primary,NG FES - Hydrogen Evolution,Peak utilisation (percent - whole number)
CORPORATION STREET,52.7,52.6,52.5,52.6,52.9,53.3,54,54.6,55.3,55.9,56.5,57.1,58,59.1,60.2,61.2,62.2,63,63.9,64.6,65.3,65.9,66.5,67,67.5,67.9,68.3,68.7,NPgN,Primary,NG FES - Hydrogen Evolution,Peak utilisation (percent - whole number)
COWTON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Hydrogen Evolution,Peak utilisation (percent - whole number)
CRAMLINGTON T1 T3,45.5,45.4,45.3,45.4,45.6,45.8,46.2,46.6,47,47.5,48,48.6,49.5,51.5,53.6,55.5,57.3,59.1,60.7,62.3,63.9,65.4,66.6,67.7,68.9,70,71,71.8,NPgN,Primary,NG FES - Hydrogen Evolution,Peak utilisation (percent - whole number)
CRAMLINGTON T2 T4,34,34,34.1,34.2,34.5,34.9,35.3,35.9,36.5,37.2,37.9,38.7,39.8,41.7,43.6,45.4,47.2,48.7,50.2,51.6,53,54.2,55.2,56.1,57,57.9,58.7,59.3,NPgN,Primary,NG FES - Hydrogen Evolution,Peak utilisation (percent - whole number)
DARLEY,41.6,42.4,43.7,45.2,47,49.4,52.2,55.1,57.8,60.5,63,65.5,69.8,77.6,84.8,91.5,97.8,103.7,109.2,114.5,119.6,124.4,128.8,132.9,136.8,140.5,143.3,144.8,NPgN,Primary,NG FES - Hydrogen Evolution,Peak utilisation (percent - whole number)
DARLINGTON 132/6KV,24.3,25.4,27,29.2,32.3,36.7,41.9,47.2,52.1,56.9,61.3,65.6,71.8,81,89.4,97.5,105.1,112.2,118.9,125.2,131.4,136.6,140.7,144.3,147.9,151.3,154.3,156.6,NPgN,Primary,NG FES - Hydrogen Evolution,Peak utilisation (percent - whole number)
DARLINGTON 33/11KV,59.1,59.1,59.3,59.6,60.2,61.2,62.4,63.6,64.8,66,67.1,68.1,70.3,75.1,79.7,84.1,88.3,92.3,96.1,99.7,103.3,106.5,109,111.3,113.7,116,118.1,119.8,NPgN,Primary,NG FES - Hydrogen Evolution,Peak utilisation (percent - whole number)
DARLINGTON CENTRAL 33/11KV,28,28,28.8,36.2,36.3,36.5,36.8,37,37.3,37.5,37.8,38,38.5,39.4,40.4,41.3,42.1,42.9,43.7,44.5,45.3,45.9,46.4,46.9,47.3,47.8,48.2,48.6,NPgN,Primary,NG FES - Hydrogen Evolution,Peak utilisation (percent - whole number)
DARLINGTON EAST,76.5,78.8,79.9,81.4,83.5,86.4,89.9,93.5,97.1,100.7,104.1,107.5,112.4,119.8,126.7,133.3,139.4,145.1,150.5,155.5,160.2,164.6,168.3,171.6,174.7,177.8,180.2,181.8,NPgN,Primary,NG FES - Hydrogen Evolution,Peak utilisation (percent - whole number)
DARLINGTON WEST,79.1,82.3,87.6,89.9,93.3,98.1,104,110.2,116.1,121.9,127.5,133,140.8,152.3,162.9,173,182.5,191.3,199.6,207.3,214.7,221,225.9,230.3,234.6,238.7,242.6,245.5,NPgN,Primary,NG FES - Hydrogen Evolution,Peak utilisation (percent - whole number)
DENWICK,65.7,66.5,69.1,70.7,72.7,75.5,78.9,82.3,85.7,89,92.2,95.3,100.7,110.8,120,128.6,136.8,144.4,151.6,158.3,164.9,171.4,177.5,183.2,188.6,193.7,197.1,198.9,NPgN,Primary,NG FES - Hydrogen Evolution,Peak utilisation (percent - whole number)
DUNSTON 66/11KV,54,57.6,83.9,84.4,85.1,86.1,87.3,88.7,90,91.3,92.5,93.8,96,100,103.8,107.3,110.6,113.8,116.7,119.5,122.3,124.7,126.6,128.5,130.3,132,133.5,134.6,NPgN,Primary,NG FES - Hydrogen Evolution,Peak utilisation (percent - whole number)
DUNSTON 66/20KV,53.3,55.6,56.5,57.7,59.2,61,63.1,65.3,67.3,69.3,71.1,72.8,76.4,84.1,91.1,97.8,104.2,110.1,115.8,121.3,126.8,131.9,136.5,140.7,144.9,148.8,151.9,153.8,NPgN,Primary,NG FES - Hydrogen Evolution,Peak utilisation (percent - whole number)
DURHAM EAST,65.5,65.5,67.5,74.6,75,75.3,75.8,76.3,76.9,77.4,78,78.5,79.4,81.5,83.6,85.6,87.5,89.4,91.3,93.1,94.9,96.6,98.1,99.5,100.9,102.3,103.6,104.9,NPgN,Primary,NG FES - Hydrogen Evolution,Peak utilisation (percent - whole number)
EASTFIELD,78.7,78.9,79.4,80.2,81.3,83,85,87.2,89.3,91.4,93.2,95.1,97.8,101.7,105.4,108.8,111.9,114.9,117.6,120.1,123.2,126.1,128.7,131.2,133.5,135.7,137.6,139.2,NPgN,Primary,NG FES - Hydrogen Evolution,Peak utilisation (percent - whole number)
EASTGATE CEMENT,33.3,33.3,33.3,33.3,33.4,33.5,33.7,34,34.2,34.4,34.7,34.9,35.6,37.6,39.5,41.3,43.1,44.7,46.3,47.9,49.5,51,52.4,53.9,55.3,56.6,57.6,58.1,NPgN,Primary,NG FES - Hydrogen Evolution,Peak utilisation (percent - whole number)
EDUCATIONAL PRECINCT,77.8,77.6,77.5,77.5,77.8,78.3,79,79.7,80.5,81.3,82,82.7,83.9,86.7,89.3,91.8,94.2,96.4,98.5,100.5,102.5,104.3,105.9,107.4,108.8,110.2,111.5,112.5,NPgN,Primary,NG FES - Hydrogen Evolution,Peak utilisation (percent - whole number)
ELVINGTON,49.5,49.5,49.5,49.6,49.8,50.1,50.6,51.1,51.6,52.3,52.9,53.7,54.8,56.9,58.9,60.9,62.9,64.7,66.4,68,69.6,71.1,72.5,73.9,75.2,76.5,77.6,78.3,NPgN,Primary,NG FES - Hydrogen Evolution,Peak utilisation (percent - whole number)
FARADAY STREET,88.3,89.1,90.5,106.4,108.8,112,115.8,119.8,123.5,127.1,130.4,133.6,138.9,148.2,156.8,164.8,172.3,179.3,186,192.2,198.2,203.7,208.1,212.2,216.1,219.7,223.1,225.6,NPgN,Primary,NG FES - Hydrogen Evolution,Peak utilisation (percent - whole number)
FAWDON T1 & SEATON BURN T1,83.5,84.7,93.4,95.7,98.3,101.5,105.1,108.9,112.6,116.1,119.5,122.7,128.3,138.6,148.3,157.7,166.6,175,183,190.7,198.2,205.1,211,216.4,221.7,226.8,230.3,232.5,NPgN,Primary,NG FES - Hydrogen Evolution,Peak utilisation (percent - whole number)
FISHBURN,58.5,59.4,61.1,62.8,65,67.8,71.1,74.5,77.8,81,84.2,87.2,93.2,105.3,116.5,127.1,137.1,146.5,155.5,164,172.3,180.5,188.3,195.6,202.6,209.3,213.2,215.1,NPgN,Primary,NG FES - Hydrogen Evolution,Peak utilisation (percent - whole number)
FLATWORTH CENTRAL,45.4,49.9,52,71.6,71.8,72.2,72.6,73.2,73.8,74.4,75,75.7,76.5,77.8,79,80.3,81.4,82.5,83.6,84.5,85.4,86.3,87,87.7,88.4,89.1,89.7,90.3,NPgN,Primary,NG FES - Hydrogen Evolution,Peak utilisation (percent - whole number)
FOSS ISLANDS,76.9,77,78,78.5,79.1,80,81,82.1,83.3,84.5,85.6,86.9,88.7,93,97.1,101.1,105,108.7,112.2,115.6,119,122,124.6,127.1,129.7,132.1,134.4,136.4,NPgN,Primary,NG FES - Hydrogen Evolution,Peak utilisation (percent - whole number)
FOSSWAY 33/11KV,65.1,65.5,66.2,67.3,68.9,71.2,74,77,79.9,82.7,85.3,88,92.2,99.3,105.9,112,117.8,123.2,128.3,133,137.6,141.7,145.1,148.3,151.3,154.2,156.9,158.8,NPgN,Primary,NG FES - Hydrogen Evolution,Peak utilisation (percent - whole number)
FOURSTONES 20KV,37.5,37.2,38.6,38.5,38.4,38.3,38.2,38.2,38.2,38.3,38.3,38.4,38.7,39.8,40.9,41.9,42.9,43.9,44.8,45.7,46.5,47.4,48.1,48.9,49.6,50.3,50.8,51,NPgN,Primary,NG FES - Hydrogen Evolution,Peak utilisation (percent - whole number)
FYLANDS BRIDGE,78.8,79.3,80.1,81.2,82.8,84.9,87.3,89.9,92.4,94.7,97,99.3,103.5,112.2,120.2,127.9,135.2,142.1,148.7,154.9,161.2,167,172,176.7,181.3,185.7,189,191.3,NPgN,Primary,NG FES - Hydrogen Evolution,Peak utilisation (percent - whole number)
GALE LANE,36.1,38.8,39.7,40.8,42.2,44.1,46.3,48.5,50.6,52.6,54.5,56.2,59.5,65.7,71.5,77.1,82.5,87.6,92.5,97.3,102,106,108.7,111.4,114.1,116.8,119.3,121.1,NPgN,Primary,NG FES - Hydrogen Evolution,Peak utilisation (percent - whole number)
GARWOOD STREET,43.9,43.8,44.7,44.8,45,45.4,45.8,46.4,47,47.5,48.1,48.7,49.8,52.8,55.6,58.2,60.8,63.3,65.6,67.8,69.9,71.9,73.6,75.3,76.9,78.5,80,81.3,NPgN,Primary,NG FES - Hydrogen Evolution,Peak utilisation (percent - whole number)
GATESHEAD CENTRAL,54.4,56.4,56.3,66.2,66.4,66.6,67,67.5,68,68.6,69.2,69.9,70.8,72.8,74.7,76.5,78.2,79.7,81.2,82.6,84,85.3,86.3,87.3,88.3,89.2,90.1,90.8,NPgN,Primary,NG FES - Hydrogen Evolution,Peak utilisation (percent - whole number)
GATESHEAD EAST,23.7,23.6,23.5,23.5,23.5,23.6,23.8,24.1,24.5,24.9,25.4,26,26.7,27.6,28.5,29.3,30.1,30.8,31.4,31.9,32.4,32.8,33.1,33.4,33.7,33.9,34.1,34.3,NPgN,Primary,NG FES - Hydrogen Evolution,Peak utilisation (percent - whole number)
GOSFORTH 33/11KV,49.9,49.6,51.7,51.5,51.4,51.3,51.3,51.4,51.4,51.5,51.6,51.6,51.9,52.5,53.1,53.8,54.4,55,55.6,56.1,56.7,57.2,57.6,57.9,58.3,58.7,59.1,59.4,NPgN,Primary,NG FES - Hydrogen Evolution,Peak utilisation (percent - whole number)
GRANGETOWN,66.3,69.3,73.4,74.3,75.6,77.4,79.7,82.3,85.2,88.2,91.5,94.9,99.6,107.2,114.5,121.5,128,134,139.6,144.7,149.6,153.8,157.4,160.6,163.8,166.8,169.6,171.9,NPgN,Primary,NG FES - Hydrogen Evolution,Peak utilisation (percent - whole number)
GREATHAM,67.1,66.8,66.5,66.2,66,65.9,65.8,65.7,65.7,65.7,65.7,65.8,65.9,66.3,66.7,67.1,67.5,67.9,68.3,68.8,69.2,69.6,69.9,70.3,70.6,71,71.3,71.7,NPgN,Primary,NG FES - Hydrogen Evolution,Peak utilisation (percent - whole number)
GUISBOROUGH T1 T2,62.4,63.2,64.7,66.5,68.9,72.1,75.8,79.7,83.3,86.8,90.2,93.4,99.4,110.8,121.3,131.3,140.8,149.8,158.3,166.4,174.3,181.8,188.5,194.8,200.8,206.6,210.9,213.5,NPgN,Primary,NG FES - Hydrogen Evolution,Peak utilisation (percent - whole number)
GUISBOROUGH T3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Hydrogen Evolution,Peak utilisation (percent - whole number)
HARLOW GREEN,85.7,86.5,87.8,89.6,92,95.2,99,102.9,106.6,110,113.2,116.2,121.8,132.6,142.4,151.8,160.6,169,176.9,184.5,192.1,199,204.8,210.3,215.6,220.6,225.4,228.9,NPgN,Primary,NG FES - Hydrogen Evolution,Peak utilisation (percent - whole number)
HARMIRE BRIDGE,48.7,49.2,50,51,52.3,54.1,56.3,58.5,60.7,62.9,65.1,67.3,71,77.9,84.3,90.2,95.8,101.1,106,110.6,115.2,119.6,123.7,127.6,131.3,134.8,137.2,138.5,NPgN,Primary,NG FES - Hydrogen Evolution,Peak utilisation (percent - whole number)
HARRATON,50.4,56.3,63.9,63.9,64.1,64.3,64.7,83,83.5,84,84.5,85,86.1,88.6,91.1,93.5,95.9,98.1,100.3,102.4,104.5,106.2,107.2,108.2,109.4,110.5,111.5,112.3,NPgN,Primary,NG FES - Hydrogen Evolution,Peak utilisation (percent - whole number)
HARROGATE 132/11KV,76.9,77.9,79.3,87.5,89.9,93.2,97.1,101,104.8,108.5,112,115.4,120.6,128.8,136.4,143.5,150.2,156.6,162.5,168.2,173.7,178.4,182.1,185.5,188.9,192.2,195.1,197.3,NPgN,Primary,NG FES - Hydrogen Evolution,Peak utilisation (percent - whole number)
HARROGATE WEST,37.3,37.3,42.6,42.8,43,43.3,43.6,44,44.4,44.8,45.1,45.5,46.2,47.7,49.2,50.6,51.9,53.3,54.6,55.8,57.1,58.2,59.1,60,60.9,61.8,62.7,63.4,NPgN,Primary,NG FES - Hydrogen Evolution,Peak utilisation (percent - whole number)
HARTMOOR 66/20KV,69.6,70.5,72,73.9,76.4,79.5,83.2,86.9,90.5,93.9,97.2,100.3,105.9,116.4,126.3,135.7,144.7,153.2,161.3,169.2,177,183.7,188.8,193.5,198.3,203,206.9,209.4,NPgN,Primary,NG FES - Hydrogen Evolution,Peak utilisation (percent - whole number)
HAWTHORN PIT,72.9,81,90.4,92.6,95.5,99.2,103.5,108,112.3,116.5,120.6,124.5,131.3,143.8,155.4,166.7,177.4,187.4,197,206,215,223.2,230,236.3,242.5,248.4,253,256,NPgN,Primary,NG FES - Hydrogen Evolution,Peak utilisation (percent - whole number)
HAXBY ROAD T2 T3,80.2,87.1,87.6,88.4,89.6,91.4,93.7,96.1,98.4,100.6,102.8,104.9,107.8,111,113.8,116.6,119.1,121.4,123.5,125.4,127.1,128.6,129.8,130.8,131.7,132.5,133.2,133.8,NPgN,Primary,NG FES - Hydrogen Evolution,Peak utilisation (percent - whole number)
HEBBURN,19.9,20,20.2,20.6,21,21.7,22.5,23.4,24.4,25.5,26.7,28,29.6,32.1,34.5,36.9,39.1,41.1,43,44.7,46.4,47.8,48.7,49.6,50.5,51.3,52.1,52.7,NPgN,Primary,NG FES - Hydrogen Evolution,Peak utilisation (percent - whole number)
HEBBURN WEST,11.4,11.4,15.9,15.9,15.9,15.9,16,16.1,16.1,16.2,16.2,16.3,16.4,16.8,17.3,17.7,18.1,18.5,18.9,19.3,19.6,20,20.2,20.5,20.7,21,21.2,21.4,NPgN,Primary,NG FES - Hydrogen Evolution,Peak utilisation (percent - whole number)
HEDWORTH,40.8,41,59.2,59.8,60.6,61.8,63.2,64.6,66,67.3,68.6,69.8,71.9,76,79.8,83.5,87.1,90.4,93.6,96.6,99.6,102.3,104.5,106.5,108.5,110.4,112.2,113.6,NPgN,Primary,NG FES - Hydrogen Evolution,Peak utilisation (percent - whole number)
HEIGHINGTON,49.8,49.4,49,48.6,48.3,48,47.8,47.6,47.4,47.3,47.1,47,47,47.1,47.2,47.3,47.4,47.6,47.7,47.8,48,48.1,48.2,48.3,48.4,48.5,48.6,48.7,NPgN,Primary,NG FES - Hydrogen Evolution,Peak utilisation (percent - whole number)
HEXHAM,59.7,59.4,61.5,61.4,61.3,61.4,61.5,61.7,61.9,62.1,62.4,62.7,63.5,65.8,67.9,70,72,73.9,75.8,77.5,79.3,80.9,82.3,83.7,85,86.3,87.2,87.8,NPgN,Primary,NG FES - Hydrogen Evolution,Peak utilisation (percent - whole number)
HIGH BARMSTON,95.2,95.1,99.4,99.8,100.6,101.7,103.3,105.2,107.5,110,112.7,115.7,119.8,127,133.9,140.6,146.9,152.8,158.2,163.3,168.1,172.1,174.7,177.2,179.8,182.2,184.6,186.4,NPgN,Primary,NG FES - Hydrogen Evolution,Peak utilisation (percent - whole number)
HIGH FLATTS,63.6,64.5,67,68.7,70.8,73.6,76.8,80.1,83.3,86.3,89.1,91.8,96.6,105.5,113.8,121.9,129.6,136.9,143.9,150.6,157.4,163.2,167.2,171.1,175.1,179,182.4,184.9,NPgN,Primary,NG FES - Hydrogen Evolution,Peak utilisation (percent - whole number)
HOUGHTON,68.4,69.3,77.6,79.3,81.5,84.1,87.2,90.4,93.4,96.5,99.3,102.1,106.7,114.6,122.1,129.4,136.3,142.8,149,154.8,160.6,165.9,170.2,174.1,178,181.6,184.7,186.9,NPgN,Primary,NG FES - Hydrogen Evolution,Peak utilisation (percent - whole number)
HOWDON,36.7,36.9,37.2,37.6,38.2,39,39.9,41,42,43.1,44,45,46.5,49,51.3,53.5,55.7,57.7,59.6,61.4,63.2,64.8,66.1,67.3,68.5,69.6,70.8,71.7,NPgN,Primary,NG FES - Hydrogen Evolution,Peak utilisation (percent - whole number)
HUNTINGTON NEW LANE,70.3,72.9,73.6,74.6,75.9,77.7,79.8,82,84.1,86.2,88.2,90.1,93.4,99.3,104.7,110,115,119.7,124.2,128.4,132.6,136.3,139.6,142.6,145.6,148.5,150.8,152.4,NPgN,Primary,NG FES - Hydrogen Evolution,Peak utilisation (percent - whole number)
HUSTHWAITE 33/11KV,83.5,85,87,89.4,92.2,95.8,99.9,104.1,108.3,112.4,116.5,120.5,126.5,135.8,144.5,153,160.9,168.4,175.5,182.2,188.6,194.8,200.7,206.2,211.4,216.4,220.2,222.5,NPgN,Primary,NG FES - Hydrogen Evolution,Peak utilisation (percent - whole number)
