Primary,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area,Voltage level,Scenario name,Output parameter
ACKLAM,17.6,17.52,17.53,17.619,17.769,17.969,18.237,18.539,18.835,19.13,19.394,19.645,19.833,20.014,20.182,20.34,20.481,20.619,20.742,20.858,20.967,21.07,21.168,21.261,21.342,21.423,21.505,21.577,21.613,NPgN,Primary,NG FES - Falling Short (EE CF),Total peak demand with CF (MW)
AMBERTON ROAD,23.525,23.551,28.044,28.578,30.065,30.395,30.826,31.306,31.768,32.224,32.643,33.048,33.386,33.741,34.055,34.384,34.655,34.907,35.134,35.335,35.518,35.683,35.831,35.965,36.082,36.192,36.297,36.393,36.43,NPgN,Primary,NG FES - Falling Short (EE CF),Total peak demand with CF (MW)
ANNFIELD 66/20KV,19.914,19.979,20.081,20.255,20.485,20.762,21.111,21.499,21.883,22.27,22.626,22.973,23.276,23.574,23.848,24.115,24.364,24.611,24.844,25.061,25.266,25.457,25.637,25.805,25.959,26.106,26.25,26.387,26.497,NPgN,Primary,NG FES - Falling Short (EE CF),Total peak demand with CF (MW)
ASHINGTON,17.918,17.894,17.915,18.007,18.154,18.348,18.607,18.9,19.185,19.468,19.722,19.965,20.155,20.324,20.47,20.608,20.731,20.847,20.947,21.039,21.123,21.199,21.269,21.334,21.386,21.437,21.488,21.538,21.574,NPgN,Primary,NG FES - Falling Short (EE CF),Total peak demand with CF (MW)
AYCLIFFE FORREST,0.123,0.122,3.626,3.625,3.625,3.624,3.624,3.623,3.623,3.622,3.622,3.622,3.622,3.621,3.621,3.621,3.621,3.621,3.621,3.621,3.621,3.621,3.621,3.621,3.621,3.621,3.621,3.621,3.621,NPgN,Primary,NG FES - Falling Short (EE CF),Total peak demand with CF (MW)
AYCLIFFE INDUSTRIAL,17.084,17.084,17.099,17.14,17.201,17.28,17.384,17.505,17.631,17.765,17.896,18.031,18.153,18.282,18.414,18.552,18.686,18.822,18.955,19.084,19.209,19.33,19.445,19.556,19.66,19.761,19.86,19.954,20.034,NPgN,Primary,NG FES - Falling Short (EE CF),Total peak demand with CF (MW)
BARDEN FRIAR,0.94,0.953,0.97,0.99,1.013,1.037,1.066,1.097,1.128,1.158,1.187,1.216,1.243,1.27,1.295,1.32,1.343,1.365,1.389,1.41,1.43,1.449,1.467,1.485,1.503,1.52,1.536,1.552,1.567,NPgN,Primary,NG FES - Falling Short (EE CF),Total peak demand with CF (MW)
BEDALE,17.279,17.421,17.855,18.036,18.24,18.467,18.726,19.007,19.299,19.604,19.912,20.229,20.543,20.876,21.211,21.56,21.908,22.257,22.601,22.936,23.26,23.571,23.869,24.155,24.429,24.693,24.95,25.198,25.424,NPgN,Primary,NG FES - Falling Short (EE CF),Total peak demand with CF (MW)
BELMONT,22.493,22.529,23.74,23.829,23.946,24.08,24.248,24.433,24.624,24.825,25.016,25.213,25.396,25.6,25.803,26.011,26.212,26.415,26.615,26.812,27.004,27.193,27.376,27.556,27.73,27.901,28.07,28.231,28.362,NPgN,Primary,NG FES - Falling Short (EE CF),Total peak demand with CF (MW)
BENSHAM,18.065,18.027,18.043,18.12,18.242,18.41,18.642,18.92,19.197,19.478,19.742,19.995,20.227,20.454,20.659,20.856,21.041,21.22,21.38,21.524,21.654,21.768,21.868,21.955,22.023,22.084,22.14,22.187,22.216,NPgN,Primary,NG FES - Falling Short (EE CF),Total peak demand with CF (MW)
