Primary,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area,Voltage level,Scenario name,Output parameter
ACKLAM,2,2.126,2.231,2.356,2.5,2.654,2.814,2.983,3.204,3.428,3.611,3.837,4.048,4.19,4.423,4.638,4.896,5.152,5.443,5.74,6.068,6.367,6.71,7.046,7.325,7.693,8.012,8.373,8.449,NPgN,Primary,NG FES - System Transformation (EE CF),Total installed renewable generation capacity (MW)
AMBERTON ROAD,1.847,1.956,2.094,2.266,2.467,2.688,2.927,3.184,3.501,3.787,4.045,4.338,4.618,4.847,5.162,5.46,5.804,6.15,6.531,6.921,7.341,7.725,8.163,8.575,8.939,9.411,9.801,10.242,10.425,NPgN,Primary,NG FES - System Transformation (EE CF),Total installed renewable generation capacity (MW)
ANNFIELD 66/20KV,11.934,12.069,12.221,12.398,12.601,12.821,13.056,13.309,13.626,13.923,14.182,14.484,14.77,14.991,15.312,15.613,15.964,16.316,16.708,17.11,17.547,17.946,18.401,18.836,19.213,19.703,20.115,20.581,20.743,NPgN,Primary,NG FES - System Transformation (EE CF),Total installed renewable generation capacity (MW)
ASHINGTON,6.244,6.417,6.615,6.846,7.11,7.396,7.698,8.02,8.43,8.826,9.163,9.565,9.944,10.221,10.643,11.036,11.5,11.963,12.484,13.023,13.612,14.151,14.765,15.359,15.866,16.528,17.092,17.729,17.922,NPgN,Primary,NG FES - System Transformation (EE CF),Total installed renewable generation capacity (MW)
AYCLIFFE FORREST,0,0,0,0,0,0,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.003,0.003,0.003,0.003,0.003,0.003,NPgN,Primary,NG FES - System Transformation (EE CF),Total installed renewable generation capacity (MW)
AYCLIFFE INDUSTRIAL,1.225,1.276,1.335,1.404,1.484,1.57,1.661,1.76,1.883,2.001,2.102,2.221,2.333,2.419,2.545,2.663,2.801,2.939,3.093,3.252,3.424,3.581,3.761,3.933,4.081,4.274,4.437,4.622,4.683,NPgN,Primary,NG FES - System Transformation (EE CF),Total installed renewable generation capacity (MW)
BARDEN FRIAR,0.066,0.075,0.087,0.102,0.119,0.139,0.161,0.185,0.214,0.238,0.261,0.285,0.309,0.331,0.359,0.385,0.414,0.444,0.476,0.51,0.545,0.577,0.614,0.647,0.678,0.718,0.75,0.785,0.806,NPgN,Primary,NG FES - System Transformation (EE CF),Total installed renewable generation capacity (MW)
BEDALE,2.879,3.025,3.175,3.334,3.513,3.712,3.927,4.161,4.446,4.698,4.929,5.187,5.436,5.645,5.925,6.192,6.496,6.804,7.142,7.489,7.861,8.202,8.589,8.952,9.277,9.695,10.038,10.426,10.603,NPgN,Primary,NG FES - System Transformation (EE CF),Total installed renewable generation capacity (MW)
BELMONT,1.56,1.65,1.762,1.903,2.066,2.246,2.439,2.648,2.905,3.14,3.35,3.59,3.819,4.003,4.261,4.503,4.784,5.066,5.378,5.698,6.043,6.359,6.719,7.059,7.358,7.745,8.067,8.431,8.577,NPgN,Primary,NG FES - System Transformation (EE CF),Total installed renewable generation capacity (MW)
BENSHAM,0.51,0.568,0.639,0.726,0.826,0.935,1.05,1.174,1.33,1.479,1.608,1.759,1.902,2.009,2.169,2.318,2.493,2.669,2.865,3.065,3.284,3.483,3.711,3.93,4.118,4.363,4.571,4.805,4.879,NPgN,Primary,NG FES - System Transformation (EE CF),Total installed renewable generation capacity (MW)
BENTON SQUARE,1.989,2.07,2.16,2.264,2.384,2.512,2.646,2.788,2.972,3.154,3.306,3.49,3.663,3.784,3.975,4.153,4.364,4.574,4.813,5.055,5.322,5.565,5.844,6.115,6.342,6.642,6.899,7.189,7.262,NPgN,Primary,NG FES - System Transformation (EE CF),Total installed renewable generation capacity (MW)
BENWELL,1.142,1.213,1.298,1.403,1.525,1.656,1.794,1.942,2.13,2.312,2.467,2.651,2.825,2.952,3.146,3.326,3.539,3.752,3.991,4.234,4.5,4.743,5.021,5.29,5.518,5.817,6.071,6.358,6.442,NPgN,Primary,NG FES - System Transformation (EE CF),Total installed renewable generation capacity (MW)
BILLINGHAM MARSH HOUSE,13.242,13.307,13.383,13.474,13.578,13.688,13.8,13.916,14.074,14.244,14.376,14.546,14.703,14.797,14.969,15.125,15.316,15.505,15.723,15.945,16.194,16.419,16.68,16.939,17.148,17.427,17.674,17.953,17.988,NPgN,Primary,NG FES - System Transformation (EE CF),Total installed renewable generation capacity (MW)
BILLY MILL,1.619,1.677,1.746,1.827,1.921,2.02,2.124,2.233,2.376,2.522,2.641,2.788,2.925,3.017,3.168,3.307,3.475,3.642,3.831,4.024,4.238,4.433,4.656,4.876,5.057,5.297,5.505,5.74,5.788,NPgN,Primary,NG FES - System Transformation (EE CF),Total installed renewable generation capacity (MW)
BIRTLEY GROVE 66/11KV,1.217,1.27,1.331,1.403,1.484,1.572,1.664,1.762,1.888,2.012,2.116,2.241,2.359,2.443,2.574,2.695,2.839,2.983,3.146,3.312,3.494,3.66,3.851,4.036,4.192,4.397,4.572,4.771,4.822,NPgN,Primary,NG FES - System Transformation (EE CF),Total installed renewable generation capacity (MW)
BIRTLEY GROVE 66/20KV,0.587,0.625,0.667,0.716,0.771,0.831,0.895,0.963,1.049,1.131,1.202,1.285,1.364,1.423,1.511,1.593,1.69,1.786,1.894,2.005,2.125,2.235,2.36,2.481,2.584,2.719,2.833,2.962,3.003,NPgN,Primary,NG FES - System Transformation (EE CF),Total installed renewable generation capacity (MW)
BLAYDON BURN,1.484,1.592,1.707,1.834,1.978,2.136,2.306,2.49,2.717,2.924,3.109,3.321,3.523,3.685,3.912,4.126,4.374,4.623,4.898,5.18,5.483,5.761,6.078,6.378,6.64,6.982,7.265,7.586,7.712,NPgN,Primary,NG FES - System Transformation (EE CF),Total installed renewable generation capacity (MW)
BLUCHER 33/11KV,1.341,1.408,1.484,1.571,1.671,1.777,1.887,2.003,2.156,2.311,2.437,2.594,2.74,2.837,2.998,3.146,3.325,3.502,3.704,3.909,4.137,4.344,4.582,4.815,5.008,5.263,5.485,5.735,5.786,NPgN,Primary,NG FES - System Transformation (EE CF),Total installed renewable generation capacity (MW)
BOLDON DOWNHILL,1.859,1.907,1.964,2.034,2.115,2.201,2.291,2.385,2.509,2.635,2.738,2.864,2.983,3.062,3.193,3.313,3.458,3.601,3.765,3.932,4.116,4.284,4.477,4.666,4.823,5.03,5.209,5.412,5.454,NPgN,Primary,NG FES - System Transformation (EE CF),Total installed renewable generation capacity (MW)
BOROUGHBRIDGE/ROECLIFFE INDUSTRIAL,1.009,1.075,1.133,1.183,1.238,1.298,1.363,1.433,1.519,1.596,1.666,1.746,1.822,1.884,1.97,2.05,2.143,2.237,2.341,2.447,2.561,2.666,2.784,2.897,2.996,3.124,3.23,3.35,3.401,NPgN,Primary,NG FES - System Transformation (EE CF),Total installed renewable generation capacity (MW)
