Primary,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area,Voltage level,Scenario name,Output parameter
ACKLAM,76714.1,76645.019,77559.387,78870.167,80812.904,82913.042,85179.483,87544.736,90112.788,92651.708,94927.103,97017.392,98949.951,101296.277,103425.016,105560.867,107735.069,109933.544,112163.923,114332.074,116589.383,118981.499,121612.165,124528.494,127673.161,131020.407,134587.134,138385.731,142153.104,NPgN,Primary,NG FES - System Transformation (EE CF),Total demand (MWh)
AMBERTON ROAD,125096.669,124801.439,135299.601,137224.948,141684.466,143623.725,145832.22,148206.666,150904.213,153545.688,156047.307,158472.503,160836.024,163443.948,167973.236,172554.409,176915.148,181116.75,185116.552,188886.746,192558.158,196161.365,199816.457,203579.13,207386.933,211420.646,215524.297,219743.869,223987.887,NPgN,Primary,NG FES - System Transformation (EE CF),Total demand (MWh)
ANNFIELD 66/20KV,101051.691,101382.951,102833.412,104697.23,107231.917,109884.495,112781.998,115854.337,119166.803,122559.967,125762.52,128850.498,131823.355,135420.801,139125.077,142492.815,145733.632,148883.342,151950.098,154830.499,157680.892,160555.301,163562.609,166766.956,170115.953,173628.49,177308.542,181179.494,185015.736,NPgN,Primary,NG FES - System Transformation (EE CF),Total demand (MWh)
ASHINGTON,85334.495,85466.479,86767.628,88662.975,91370.202,94269.321,97387.092,100625.059,104022.25,107433.491,110583.802,113534.344,116270.826,119666.179,123369.111,126581.843,129650.122,132641.896,135541.613,138275.224,141023.306,143848.759,146877.431,150185.065,153687.821,157394.814,161316.444,165473.597,169584.002,NPgN,Primary,NG FES - System Transformation (EE CF),Total demand (MWh)
AYCLIFFE FORREST,622.753,616.797,8287.23,8282.46,8278.228,8274.448,8271.132,8268.255,8265.819,8263.748,8262.036,8260.658,8259.575,8258.868,8258.678,8258.69,8258.781,8259.009,8259.253,8259.42,8259.545,8259.641,8259.705,8259.748,8259.764,8259.786,8259.764,8259.717,8259.658,NPgN,Primary,NG FES - System Transformation (EE CF),Total demand (MWh)
AYCLIFFE INDUSTRIAL,60012.666,60091.864,60710.328,61487.314,62532.339,63588.973,64776.061,66070.497,67503.628,68993.369,70439.166,71863.974,73262.554,74955.226,76802.836,78521.839,80188.392,81806.402,83373.538,84842.943,86280.668,87709.8,89180.743,90722.37,92316.337,93978.735,95705.678,97509.308,99297.245,NPgN,Primary,NG FES - System Transformation (EE CF),Total demand (MWh)
BARDEN FRIAR,4591.696,4649.818,4760.817,4889.054,5039.638,5185.211,5341.257,5504.092,5677.539,5851.745,6021.943,6189.427,6351.759,6545.884,6813.244,7052.591,7271.248,7481.38,7680.855,7869.274,8054.287,8238.695,8425.41,8617.51,8811.87,9014.528,9218.678,9426.881,9634.421,NPgN,Primary,NG FES - System Transformation (EE CF),Total demand (MWh)
BEDALE,88478.216,89136.648,91102.285,92782.739,94912.495,97171.755,99675.644,102394.044,105400.085,108527.037,111673.812,114856.643,118063.304,121453.459,125091.147,128665.197,132074.927,135332.873,138405.433,141246.073,143940.553,146520.971,149048.717,151567.075,154063.56,156605.39,159176.15,161800.162,164411.896,NPgN,Primary,NG FES - System Transformation (EE CF),Total demand (MWh)
BELMONT,119901.121,120197.835,124092.643,125721.941,127742.056,129592.035,131640.76,133843.091,136297.256,138798.92,141186.717,143510.193,145784.055,148375.739,151084.838,153779.305,156420.29,159026.026,161579.921,164005.429,166414.483,168843.251,171364.447,174013.035,176757.521,179630.884,182613.757,185725.351,188824.498,NPgN,Primary,NG FES - System Transformation (EE CF),Total demand (MWh)
BENSHAM,68762.004,68768.282,69565.52,70607.803,72031.466,73483.397,75129.581,76943.192,78977.428,81104.577,83172.43,85222.928,87243.613,89729.422,92392.841,94740.123,96950.051,99058.45,101072.125,102929.54,104733.02,106525.897,108379.009,110337.545,112380.643,114505.443,116722.676,119050.844,121331.166,NPgN,Primary,NG FES - System Transformation (EE CF),Total demand (MWh)
BENTON SQUARE,81896.807,82399.589,88219.763,90700.071,93016.857,95245.484,97717.307,100367.084,103234.102,106201.178,109056.022,111864.642,114624.778,118065.193,122452.619,126359.306,130091.568,133705.237,137153.178,140399.432,143574.724,146730.054,149983.812,153408.679,156960.416,160686.456,164566.044,168627.147,172668.927,NPgN,Primary,NG FES - System Transformation (EE CF),Total demand (MWh)
BENWELL,89826.333,89684.045,90436.017,92392.383,93992.925,95676.716,97584.209,99671.846,101955.152,104375.064,106686.627,108951.644,111164.04,114090.174,117166.651,119891.327,122485.049,124992.794,127396.075,129643.2,131860.128,134097.27,136445.897,138973.376,141642.789,144449.914,147394.881,150506.344,153581.126,NPgN,Primary,NG FES - System Transformation (EE CF),Total demand (MWh)
BILLINGHAM MARSH HOUSE,73194.417,74177.784,76212.609,78552.295,81455.653,84425.192,87761.724,91446.578,95504.667,99848.864,104247.81,108737.19,113305.772,118554.232,123722.093,128504.551,133144.432,137541.801,141707.973,145517.327,149092.193,152492.097,155848.298,159250.286,162692.018,166198.709,169841.141,173642.994,177402.728,NPgN,Primary,NG FES - System Transformation (EE CF),Total demand (MWh)
BILLY MILL,89174.693,89443.967,90517.81,92776.054,94562.784,96364.549,98364.854,100516.83,102833.221,105266.992,107600.703,109892.623,112140.7,115010.914,118125.115,120784.142,123348.337,125837.715,128243.74,130502.063,132720.458,134940.838,137252.014,139708.907,142278.118,144954.751,147765.188,150722.762,153640.57,NPgN,Primary,NG FES - System Transformation (EE CF),Total demand (MWh)
BIRTLEY GROVE 66/11KV,71657.703,71808.898,79949.381,81341.896,83231.765,85364.213,87959.651,91034.785,95657.109,99653.867,103883.19,108377.643,113091.956,121902.363,127053.644,131884.736,136401.253,140513.84,144170.531,147324.622,150054.592,152415.769,154512.312,156438.365,158230.202,159951.252,161662.67,163402.243,165091.483,NPgN,Primary,NG FES - System Transformation (EE CF),Total demand (MWh)
BIRTLEY GROVE 66/20KV,51728.249,51553.455,51877.121,52365.304,53045.153,53730.2,54531.025,55496.791,56790.309,58154.052,59516.546,60899.119,62342.17,63660.269,64151.598,65054.253,66025.875,66981.417,67863.216,68648.741,69369.533,70034.148,70648.84,71181.241,71686.57,72192.232,72699.733,73216.434,73748.164,NPgN,Primary,NG FES - System Transformation (EE CF),Total demand (MWh)
BLAYDON BURN,68666.472,68694.797,69610.719,72750.661,74517.356,76338.972,78451.01,80811.29,83407.377,86216.978,89008.261,91839.014,94668.578,98350.714,102616.17,106276.564,109695.007,112927.68,115913.465,118634.258,121220.516,123732.51,126273.737,128927.331,131665.517,134511.394,137463.13,140556.029,143598.855,NPgN,Primary,NG FES - System Transformation (EE CF),Total demand (MWh)
BLUCHER 33/11KV,62548.656,63146.578,64856.744,67965.832,70837.026,73910.008,77285.837,80947.151,84851.731,89001.036,93088.416,97157.84,101144.3,105782.45,110325.747,114393.721,118239.865,121874.398,125257.736,128371.597,131339.645,134217.17,137113.631,140106.252,143166.112,146291.263,149505.735,152845.924,156117.743,NPgN,Primary,NG FES - System Transformation (EE CF),Total demand (MWh)
BOLDON DOWNHILL,30774.317,31011.498,36264.127,37336.594,38682.191,39955.531,41350.683,42843.968,44444.401,46108.958,47703.719,49248.902,50740.719,52732.545,54798.77,56553.485,58261.1,59924.034,61534.54,63050.022,64557.009,66090.049,67717.897,69479.558,71352.646,73326.174,75419.815,77644.874,79845.099,NPgN,Primary,NG FES - System Transformation (EE CF),Total demand (MWh)
BOROUGHBRIDGE/ROECLIFFE INDUSTRIAL,30743.175,30991.875,31691.654,32553.452,33669.772,34889.648,36433.414,38323.497,40587.73,43156.358,45950.038,48976.728,52208.717,55701.425,59403.99,62927.493,66193.41,69150.1,71759.673,73993.707,75897.338,77507.292,78885.424,80094.923,81174.63,82190.602,83167.326,84134.886,85075.384,NPgN,Primary,NG FES - System Transformation (EE CF),Total demand (MWh)
BOWESFIELD 33/11KV,45596.677,46260.603,47807.323,49713.691,52070.454,54477.293,57225.405,60296.319,63730.489,67407.844,71169.088,75044.934,78997.864,83385.898,88128.816,92633.712,96838.804,100755.593,104319.283,107510.873,110440.765,113162.368,115764.6,118327.423,120847.921,123408.848,125993.695,128646.073,131275.409,NPgN,Primary,NG FES - System Transformation (EE CF),Total demand (MWh)
