Primary,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area,Voltage level,Scenario name,Output parameter
ACKLAM,0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.021,0.021,0.022,0.022,0.023,0.023,0.024,0.024,0.025,0.025,0.026,0.026,0.027,0.028,0.028,0.029,0.03,0.031,0.031,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed wind capacity (MW)
AMBERTON ROAD,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.008,0.009,0.011,0.012,0.014,0.015,0.017,0.018,0.02,0.022,0.023,0.025,0.027,0.029,0.031,0.033,0.035,0.037,0.039,0.042,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed wind capacity (MW)
ANNFIELD 66/20KV,5.503,5.503,5.503,5.503,5.503,5.503,5.503,5.503,5.503,5.507,5.514,5.521,5.529,5.536,5.544,5.553,5.561,5.57,5.579,5.589,5.599,5.609,5.619,5.63,5.641,5.652,5.664,5.676,5.688,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed wind capacity (MW)
ASHINGTON,3.24,3.24,3.24,3.24,3.24,3.24,3.24,3.24,3.24,3.26,3.29,3.321,3.353,3.387,3.422,3.458,3.496,3.535,3.575,3.617,3.659,3.703,3.749,3.796,3.844,3.893,3.944,3.995,4.049,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed wind capacity (MW)
AYCLIFFE FORREST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed wind capacity (MW)
AYCLIFFE INDUSTRIAL,0,0,0,0,0,0,0,0,0,0.002,0.005,0.008,0.011,0.014,0.017,0.021,0.024,0.028,0.031,0.035,0.039,0.044,0.048,0.052,0.057,0.061,0.066,0.071,0.076,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed wind capacity (MW)
BARDEN FRIAR,0,0,0,0,0,0,0,0,0,0.001,0.002,0.003,0.004,0.005,0.007,0.008,0.009,0.011,0.012,0.014,0.015,0.017,0.019,0.02,0.022,0.024,0.026,0.027,0.029,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed wind capacity (MW)
BEDALE,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.017,0.026,0.035,0.045,0.055,0.065,0.076,0.087,0.099,0.111,0.123,0.136,0.149,0.163,0.177,0.191,0.206,0.221,0.237,0.252,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed wind capacity (MW)
BELMONT,0,0,0,0,0,0,0,0,0,0.003,0.008,0.013,0.018,0.024,0.029,0.035,0.041,0.048,0.054,0.061,0.068,0.075,0.082,0.09,0.098,0.106,0.114,0.122,0.131,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed wind capacity (MW)
BENSHAM,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.002,0.003,0.003,0.004,0.005,0.005,0.006,0.007,0.008,0.009,0.009,0.01,0.011,0.012,0.013,0.014,0.015,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed wind capacity (MW)
BENTON SQUARE,0,0,0,0,0,0,0,0,0,0.001,0.001,0.002,0.002,0.003,0.004,0.004,0.005,0.006,0.006,0.007,0.008,0.009,0.01,0.01,0.011,0.012,0.013,0.014,0.015,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed wind capacity (MW)
BENWELL,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.001,0.002,0.002,0.003,0.003,0.004,0.004,0.005,0.005,0.006,0.006,0.007,0.007,0.008,0.009,0.009,0.01,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed wind capacity (MW)
BILLINGHAM MARSH HOUSE,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.007,0.008,0.01,0.011,0.013,0.014,0.016,0.017,0.019,0.021,0.022,0.024,0.026,0.028,0.03,0.032,0.034,0.037,0.039,0.041,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed wind capacity (MW)
BILLY MILL,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.001,0.002,0.002,0.002,0.003,0.003,0.004,0.004,0.004,0.005,0.005,0.006,0.006,0.007,0.007,0.008,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed wind capacity (MW)
BIRTLEY GROVE 66/11KV,0,0,0,0,0,0,0,0,0,0.001,0.004,0.006,0.008,0.011,0.013,0.016,0.018,0.021,0.024,0.027,0.03,0.033,0.037,0.04,0.043,0.047,0.051,0.054,0.058,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed wind capacity (MW)
BIRTLEY GROVE 66/20KV,0,0,0,0,0,0,0,0,0,0.001,0.001,0.002,0.003,0.004,0.005,0.006,0.007,0.008,0.009,0.01,0.012,0.013,0.014,0.015,0.017,0.018,0.019,0.021,0.022,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed wind capacity (MW)
BLAYDON BURN,0,0,0,0,0,0,0,0,0,0,0.001,0.002,0.002,0.003,0.004,0.005,0.006,0.006,0.007,0.008,0.009,0.01,0.011,0.012,0.013,0.014,0.015,0.016,0.017,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed wind capacity (MW)
BLUCHER 33/11KV,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.001,0.002,0.002,0.003,0.003,0.004,0.004,0.005,0.005,0.006,0.006,0.007,0.007,0.008,0.009,0.009,0.01,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed wind capacity (MW)
BOLDON DOWNHILL,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.001,0.002,0.002,0.002,0.003,0.003,0.004,0.004,0.004,0.005,0.005,0.006,0.006,0.007,0.008,0.008,0.009,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed wind capacity (MW)
BOROUGHBRIDGE/ROECLIFFE INDUSTRIAL,0,0,0,0,0,0,0,0,0,0.002,0.004,0.006,0.009,0.012,0.014,0.017,0.02,0.023,0.026,0.03,0.033,0.037,0.04,0.044,0.048,0.052,0.056,0.06,0.064,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed wind capacity (MW)
BOWESFIELD 33/11KV,0,0,0,0,0,0,0,0,0,0.001,0.001,0.002,0.003,0.004,0.005,0.006,0.007,0.008,0.009,0.01,0.011,0.012,0.013,0.015,0.016,0.017,0.019,0.02,0.021,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed wind capacity (MW)
BOWESFIELD 66/11KV,0,0,0,0,0,0,0,0,0,0,0.001,0.002,0.002,0.003,0.004,0.004,0.005,0.006,0.007,0.007,0.008,0.009,0.01,0.011,0.012,0.013,0.014,0.015,0.016,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed wind capacity (MW)
BRANCEPETH,12.924,12.924,12.924,12.924,12.924,12.924,12.924,12.924,12.924,12.929,12.937,12.945,12.953,12.962,12.971,12.98,12.99,13,13.011,13.021,13.032,13.044,13.055,13.067,13.08,13.093,13.106,13.119,13.133,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed wind capacity (MW)
BREAMISH STREET,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.002,0.002,0.003,0.003,0.003,0.003,0.004,0.004,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed wind capacity (MW)
BRENDA TRADING,0,0,0,0,0,0,0,0,0,0.001,0.002,0.004,0.006,0.007,0.009,0.011,0.013,0.015,0.017,0.019,0.021,0.023,0.025,0.028,0.03,0.032,0.035,0.037,0.04,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed wind capacity (MW)
CAMPLESHON ROAD,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.013,0.014,0.016,0.018,0.02,0.022,0.024,0.026,0.029,0.031,0.033,0.036,0.038,0.041,0.044,0.046,0.049,0.052,0.055,0.058,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed wind capacity (MW)
CARLEY HILL,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.002,0.002,0.003,0.004,0.004,0.005,0.006,0.006,0.007,0.008,0.008,0.009,0.01,0.011,0.012,0.012,0.013,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed wind capacity (MW)
CARLIN HOW T3 T4,2.185,2.185,2.185,2.185,2.185,2.185,2.185,2.185,2.185,2.187,2.189,2.192,2.195,2.199,2.202,2.205,2.209,2.213,2.216,2.22,2.224,2.229,2.233,2.237,2.242,2.247,2.251,2.256,2.261,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed wind capacity (MW)
CARR HILL,0,0,0,0,0,0,0,0,0,0.001,0.002,0.003,0.004,0.005,0.006,0.007,0.009,0.01,0.011,0.013,0.014,0.015,0.017,0.018,0.02,0.022,0.023,0.025,0.027,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed wind capacity (MW)
CATTERICK CAMP,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.029,0.056,0.084,0.114,0.144,0.176,0.209,0.243,0.278,0.315,0.353,0.391,0.431,0.472,0.515,0.558,0.603,0.649,0.696,0.744,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed wind capacity (MW)
CLOSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.002,0.002,0.002,0.003,0.003,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed wind capacity (MW)
CONEYTHORPE,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.012,0.018,0.023,0.029,0.036,0.042,0.049,0.056,0.063,0.071,0.078,0.086,0.095,0.103,0.112,0.121,0.13,0.139,0.149,0.159,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed wind capacity (MW)
CONSETT,20.159,20.159,20.159,20.159,20.159,20.159,20.159,20.159,20.159,20.165,20.174,20.183,20.192,20.202,20.213,20.223,20.235,20.246,20.258,20.27,20.283,20.296,20.309,20.323,20.337,20.352,20.367,20.382,20.398,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed wind capacity (MW)
CORPORATION STREET,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.002,0.002,0.002,0.003,0.003,0.003,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed wind capacity (MW)
COWTON,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.008,0.009,0.01,0.012,0.013,0.015,0.016,0.018,0.019,0.021,0.023,0.025,0.026,0.028,0.03,0.032,0.034,0.036,0.038,0.041,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed wind capacity (MW)
CRAMLINGTON T1 T3,0,0,0,0,0,0,0,0,0,0.005,0.012,0.02,0.027,0.036,0.044,0.053,0.062,0.072,0.081,0.091,0.102,0.112,0.123,0.135,0.146,0.158,0.171,0.183,0.196,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed wind capacity (MW)
CRAMLINGTON T2 T4,0,0,0,0,0,0,0,0,0,0.005,0.012,0.019,0.027,0.035,0.043,0.052,0.061,0.07,0.08,0.09,0.1,0.11,0.121,0.132,0.144,0.156,0.168,0.18,0.193,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed wind capacity (MW)
DARLEY,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.014,0.016,0.018,0.021,0.023,0.026,0.028,0.031,0.034,0.037,0.04,0.043,0.047,0.05,0.053,0.057,0.061,0.064,0.068,0.072,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed wind capacity (MW)
DARLINGTON 132/6KV,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.007,0.008,0.009,0.011,0.012,0.013,0.014,0.015,0.017,0.018,0.019,0.021,0.022,0.024,0.025,0.027,0.028,0.03,0.032,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed wind capacity (MW)
DARLINGTON 33/11KV,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.003,0.005,0.007,0.009,0.011,0.013,0.015,0.017,0.02,0.022,0.024,0.027,0.029,0.032,0.035,0.037,0.04,0.043,0.046,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed wind capacity (MW)
DARLINGTON CENTRAL 33/11KV,0,0,0,0,0,0,0,0,0,0,0.001,0.002,0.003,0.004,0.004,0.005,0.006,0.007,0.008,0.009,0.01,0.011,0.012,0.014,0.015,0.016,0.017,0.018,0.02,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed wind capacity (MW)
DARLINGTON EAST,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.023,0.024,0.025,0.027,0.028,0.029,0.031,0.032,0.034,0.036,0.037,0.039,0.041,0.043,0.045,0.047,0.049,0.051,0.053,0.055,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed wind capacity (MW)
DARLINGTON WEST,0.475,0.475,0.475,0.475,0.475,0.475,0.475,0.475,0.475,0.477,0.479,0.482,0.484,0.487,0.489,0.492,0.495,0.498,0.501,0.504,0.507,0.511,0.514,0.518,0.521,0.525,0.529,0.533,0.537,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed wind capacity (MW)
DENWICK,0.043,0.043,0.043,0.043,0.043,0.043,0.043,0.043,0.043,0.057,0.079,0.102,0.126,0.151,0.176,0.203,0.231,0.259,0.289,0.32,0.351,0.383,0.417,0.451,0.486,0.523,0.56,0.598,0.637,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed wind capacity (MW)
DUNSTON 66/11KV,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.001,0.002,0.002,0.003,0.003,0.004,0.004,0.005,0.005,0.006,0.007,0.007,0.008,0.009,0.009,0.01,0.011,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed wind capacity (MW)
DUNSTON 66/20KV,0,0,0,0,0,0,0,0,0,0,0.001,0.002,0.003,0.004,0.004,0.005,0.006,0.007,0.008,0.009,0.01,0.011,0.012,0.014,0.015,0.016,0.017,0.019,0.02,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed wind capacity (MW)
DURHAM EAST,0,0,0,0,0,0,0,0,0,0.001,0.003,0.005,0.006,0.008,0.01,0.013,0.015,0.017,0.019,0.022,0.024,0.027,0.029,0.032,0.035,0.037,0.04,0.043,0.046,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed wind capacity (MW)
EASTFIELD,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.015,0.023,0.031,0.039,0.048,0.057,0.066,0.076,0.086,0.096,0.107,0.118,0.129,0.141,0.153,0.165,0.178,0.191,0.204,0.218,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed wind capacity (MW)
EASTGATE CEMENT,0.049,0.049,0.049,0.049,0.049,0.049,0.049,0.049,0.049,0.05,0.052,0.053,0.054,0.056,0.057,0.059,0.06,0.062,0.064,0.066,0.068,0.069,0.071,0.073,0.075,0.078,0.08,0.082,0.084,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed wind capacity (MW)
EDUCATIONAL PRECINCT,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.002,0.003,0.003,0.003,0.003,0.004,0.004,0.004,0.005,0.005,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed wind capacity (MW)
ELVINGTON,0.059,0.059,0.059,0.059,0.059,0.059,0.059,0.059,0.059,0.059,0.06,0.061,0.062,0.063,0.065,0.066,0.067,0.068,0.07,0.071,0.073,0.074,0.076,0.077,0.079,0.081,0.082,0.084,0.086,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed wind capacity (MW)
FARADAY STREET,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.001,0.002,0.002,0.003,0.003,0.003,0.004,0.004,0.005,0.005,0.006,0.006,0.007,0.007,0.008,0.009,0.009,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed wind capacity (MW)
FAWDON T1 & SEATON BURN T1,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.038,0.043,0.049,0.054,0.06,0.066,0.072,0.079,0.085,0.092,0.099,0.107,0.114,0.122,0.13,0.138,0.147,0.156,0.165,0.174,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed wind capacity (MW)
FISHBURN,22.906,22.906,22.906,22.906,22.906,22.906,22.906,22.906,22.906,22.911,22.917,22.924,22.931,22.938,22.946,22.953,22.961,22.97,22.978,22.987,22.997,23.006,23.016,23.026,23.036,23.047,23.058,23.069,23.08,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed wind capacity (MW)
FLATWORTH CENTRAL,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.002,0.002,0.003,0.003,0.003,0.003,0.004,0.004,0.004,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed wind capacity (MW)
FOSS ISLANDS,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.007,0.009,0.01,0.012,0.014,0.016,0.018,0.02,0.022,0.024,0.027,0.029,0.031,0.034,0.037,0.039,0.042,0.045,0.048,0.051,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed wind capacity (MW)
FOSSWAY 33/11KV,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.002,0.002,0.003,0.003,0.004,0.004,0.005,0.005,0.006,0.006,0.007,0.008,0.008,0.009,0.01,0.011,0.011,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed wind capacity (MW)
FOURSTONES 20KV,34.483,34.483,34.483,34.483,34.483,34.483,34.483,34.483,34.483,34.493,34.508,34.524,34.54,34.557,34.575,34.593,34.612,34.632,34.652,34.673,34.695,34.717,34.74,34.764,34.788,34.813,34.839,34.865,34.892,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed wind capacity (MW)
FYLANDS BRIDGE,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.019,0.025,0.031,0.038,0.045,0.052,0.06,0.067,0.075,0.084,0.092,0.101,0.11,0.12,0.129,0.139,0.15,0.16,0.171,0.182,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed wind capacity (MW)
