Primary,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area,Voltage level,Scenario name,Output parameter
ACKLAM,289,378,512,693,927,1165,1387,1561,1706,1844,1975,2111,2377,3063,3778,4472,5130,5756,6356,6906,7452,8026,8649,9295,9945,10599,11257,11770,NPgN,Primary,NG FES - Holistic Transition,Number of heat pumps (total)
AMBERTON ROAD,285,364,484,647,861,1082,1286,1445,1577,1702,1821,1945,2168,2739,3341,3927,4484,5012,5517,5976,6430,6910,7431,7969,8497,9024,9550,9964,NPgN,Primary,NG FES - Holistic Transition,Number of heat pumps (total)
ANNFIELD 66/20KV,182,236,315,423,590,772,931,1040,1124,1203,1278,1357,1624,2444,3250,4030,4784,5513,6212,6851,7475,8129,8838,9537,10110,10652,11158,11554,NPgN,Primary,NG FES - Holistic Transition,Number of heat pumps (total)
ASHINGTON,258,335,448,601,829,1086,1316,1475,1597,1710,1819,1932,2212,3012,3824,4611,5367,6091,6787,7412,8016,8655,9359,10073,10716,11332,11913,12367,NPgN,Primary,NG FES - Holistic Transition,Number of heat pumps (total)
AYCLIFFE FORREST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,NPgN,Primary,NG FES - Holistic Transition,Number of heat pumps (total)
AYCLIFFE INDUSTRIAL,80,107,145,196,267,338,402,449,489,526,562,600,699,984,1269,1545,1810,2064,2308,2531,2753,2984,3233,3490,3749,4009,4270,4473,NPgN,Primary,NG FES - Holistic Transition,Number of heat pumps (total)
BARDEN FRIAR,4,5,5,6,8,10,11,12,13,15,16,17,27,65,101,136,170,204,236,268,299,330,363,396,408,420,431,442,NPgN,Primary,NG FES - Holistic Transition,Number of heat pumps (total)
BEDALE,112,140,181,238,337,450,546,608,653,695,736,779,931,1426,1912,2384,2842,3287,3715,4103,4481,4879,5313,5732,5945,6111,6228,6333,NPgN,Primary,NG FES - Holistic Transition,Number of heat pumps (total)
BELMONT,218,276,363,484,660,853,1027,1151,1248,1338,1425,1515,1710,2254,2814,3359,3882,4381,4860,5292,5712,6158,6649,7136,7537,7904,8234,8500,NPgN,Primary,NG FES - Holistic Transition,Number of heat pumps (total)
BENSHAM,131,150,182,230,295,364,425,470,505,538,570,603,706,1021,1332,1635,1930,2212,2483,2734,2981,3236,3511,3795,4083,4370,4658,4881,NPgN,Primary,NG FES - Holistic Transition,Number of heat pumps (total)
BENTON SQUARE,318,413,557,751,1002,1265,1513,1704,1863,2014,2157,2306,2532,3054,3629,4188,4715,5210,5685,6112,6534,6985,7482,7995,8496,8984,9461,9840,NPgN,Primary,NG FES - Holistic Transition,Number of heat pumps (total)
BENWELL,171,206,262,342,447,558,661,739,802,861,917,976,1138,1619,2097,2562,3011,3442,3855,4240,4619,5012,5434,5870,6310,6751,7192,7537,NPgN,Primary,NG FES - Holistic Transition,Number of heat pumps (total)
BILLINGHAM MARSH HOUSE,115,151,205,280,390,498,588,653,706,755,803,853,1044,1626,2192,2740,3270,3782,4272,4722,5169,5636,6136,6653,7173,7682,8185,8572,NPgN,Primary,NG FES - Holistic Transition,Number of heat pumps (total)
BILLY MILL,80,101,134,179,246,312,368,408,440,471,500,530,678,1153,1609,2050,2478,2893,3291,3661,4026,4404,4807,5224,5644,6066,6491,6818,NPgN,Primary,NG FES - Holistic Transition,Number of heat pumps (total)
BIRTLEY GROVE 66/11KV,82,107,145,197,272,348,414,462,501,538,573,610,732,1102,1464,1815,2153,2479,2792,3079,3362,3658,3975,4300,4610,4916,5219,5453,NPgN,Primary,NG FES - Holistic Transition,Number of heat pumps (total)
BIRTLEY GROVE 66/20KV,73,95,127,171,230,290,345,388,423,457,489,523,600,814,1032,1243,1445,1638,1823,1994,2163,2339,2529,2726,2924,3122,3321,3475,NPgN,Primary,NG FES - Holistic Transition,Number of heat pumps (total)
BLAYDON BURN,185,239,319,428,570,716,851,958,1047,1131,1211,1295,1480,1988,2507,3010,3490,3949,4389,4797,5199,5620,6072,6535,6982,7431,7881,8234,NPgN,Primary,NG FES - Holistic Transition,Number of heat pumps (total)
BLUCHER 33/11KV,194,249,333,449,597,750,893,1005,1098,1186,1269,1356,1547,2065,2595,3108,3600,4068,4517,4932,5344,5773,6237,6717,7199,7682,8168,8546,NPgN,Primary,NG FES - Holistic Transition,Number of heat pumps (total)
BOLDON DOWNHILL,70,91,123,167,230,293,347,387,419,450,479,509,644,1070,1479,1874,2257,2627,2982,3313,3639,3977,4337,4709,5084,5460,5838,6128,NPgN,Primary,NG FES - Holistic Transition,Number of heat pumps (total)
BOROUGHBRIDGE/ROECLIFFE INDUSTRIAL,116,148,197,265,357,456,547,615,670,722,772,823,893,1050,1229,1404,1567,1721,1868,1997,2123,2262,2417,2569,2674,2753,2806,2855,NPgN,Primary,NG FES - Holistic Transition,Number of heat pumps (total)
BOWESFIELD 33/11KV,159,201,263,347,456,569,675,760,831,898,963,1030,1154,1492,1846,2191,2522,2837,3142,3425,3706,4000,4316,4644,4974,5305,5638,5908,NPgN,Primary,NG FES - Holistic Transition,Number of heat pumps (total)
BOWESFIELD 66/11KV,190,250,339,454,603,755,899,1011,1106,1197,1284,1374,1492,1743,2031,2313,2576,2821,3057,3267,3475,3699,3946,4205,4467,4733,5007,5229,NPgN,Primary,NG FES - Holistic Transition,Number of heat pumps (total)
BRANCEPETH,218,276,358,480,788,1185,1494,1644,1722,1788,1853,1921,2305,3599,4862,6087,7283,8447,9560,10512,11404,12377,13486,14566,15279,15799,16091,16328,NPgN,Primary,NG FES - Holistic Transition,Number of heat pumps (total)
BREAMISH STREET,129,136,155,184,222,263,301,328,350,370,390,410,450,576,705,834,962,1080,1195,1302,1406,1514,1630,1751,1873,1995,2117,2216,NPgN,Primary,NG FES - Holistic Transition,Number of heat pumps (total)
BRENDA TRADING,188,243,324,435,588,743,880,985,1071,1152,1230,1311,1554,2279,2996,3690,4358,5000,5616,6186,6749,7335,7963,8613,9267,9923,10582,11093,NPgN,Primary,NG FES - Holistic Transition,Number of heat pumps (total)
CAMPLESHON ROAD,164,207,271,360,490,624,742,829,899,965,1029,1095,1308,1958,2597,3217,3815,4392,4945,5455,5958,6482,7044,7577,7931,8245,8523,8744,NPgN,Primary,NG FES - Holistic Transition,Number of heat pumps (total)
CARLEY HILL,126,159,208,276,369,464,549,613,666,716,764,814,1001,1586,2154,2702,3234,3747,4239,4700,5154,5623,6122,6637,7156,7676,8197,8601,NPgN,Primary,NG FES - Holistic Transition,Number of heat pumps (total)
CARLIN HOW T3 T4,176,223,290,386,599,863,1074,1187,1256,1316,1374,1436,1734,2721,3682,4613,5521,6402,7247,7987,8691,9445,10290,11086,11538,11883,12100,12278,NPgN,Primary,NG FES - Holistic Transition,Number of heat pumps (total)
CARR HILL,118,146,190,250,344,438,516,570,613,652,690,730,961,1713,2429,3120,3795,4448,5074,5657,6231,6824,7456,8108,8766,9425,10087,10592,NPgN,Primary,NG FES - Holistic Transition,Number of heat pumps (total)
CATTERICK CAMP,177,225,295,392,551,735,894,997,1073,1144,1212,1283,1483,2095,2710,3308,3888,4447,4985,5467,5933,6428,6974,7504,7859,8160,8401,8604,NPgN,Primary,NG FES - Holistic Transition,Number of heat pumps (total)
CLOSE,208,220,245,288,342,399,454,495,528,560,590,621,653,761,883,1007,1130,1241,1350,1450,1549,1651,1760,1873,1987,2100,2214,2314,NPgN,Primary,NG FES - Holistic Transition,Number of heat pumps (total)
CONEYTHORPE,116,149,197,263,353,447,532,597,651,701,750,801,920,1263,1610,1947,2271,2581,2880,3154,3425,3709,4014,4320,4544,4757,4959,5122,NPgN,Primary,NG FES - Holistic Transition,Number of heat pumps (total)
CONSETT,242,314,419,564,797,1058,1281,1429,1540,1643,1742,1845,2162,3118,4070,4992,5882,6740,7563,8302,9020,9779,10612,11439,12115,12733,13286,13722,NPgN,Primary,NG FES - Holistic Transition,Number of heat pumps (total)
CORPORATION STREET,69,75,87,105,130,158,185,203,217,230,243,256,291,405,519,631,740,844,945,1038,1129,1222,1323,1428,1533,1639,1744,1828,NPgN,Primary,NG FES - Holistic Transition,Number of heat pumps (total)
