Primary,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area,Voltage level,Scenario name,Output parameter
ACKLAM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed non-renewable generation capacity (MW)
AMBERTON ROAD,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.29,1.876,1.541,1.277,1.02,0.717,0.404,0.085,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed non-renewable generation capacity (MW)
ANNFIELD 66/20KV,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.359,0.294,0.242,0.2,0.16,0.112,0.063,0.013,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed non-renewable generation capacity (MW)
ASHINGTON,2.96,2.96,2.96,2.96,2.96,2.96,2.96,2.96,2.96,2.96,2.96,2.953,2.764,2.483,2.238,2.04,1.846,1.619,1.385,1.144,1.055,1.014,0.958,0.907,0.803,0.703,0.61,0.541,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed non-renewable generation capacity (MW)
AYCLIFFE FORREST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed non-renewable generation capacity (MW)
AYCLIFFE INDUSTRIAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed non-renewable generation capacity (MW)
BARDEN FRIAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed non-renewable generation capacity (MW)
BEDALE,5.425,5.425,5.425,5.425,5.425,5.425,5.425,5.425,5.425,5.425,5.18,4.867,4.49,4.147,3.776,3.432,3.064,2.637,2.178,1.722,1.189,1.14,1.07,1.008,0.889,0.777,0.667,0.589,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed non-renewable generation capacity (MW)
BELMONT,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.126,0.103,0.085,0.07,0.056,0.039,0.022,0.005,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed non-renewable generation capacity (MW)
BENSHAM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed non-renewable generation capacity (MW)
BENTON SQUARE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed non-renewable generation capacity (MW)
BENWELL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed non-renewable generation capacity (MW)
BILLINGHAM MARSH HOUSE,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.045,0.037,0.03,0.025,0.02,0.014,0.008,0.002,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed non-renewable generation capacity (MW)
BILLY MILL,2.451,2.451,2.451,2.451,2.451,2.451,2.451,2.451,2.451,2.451,2.451,2.451,2.201,1.803,1.481,1.227,0.98,0.689,0.388,0.081,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed non-renewable generation capacity (MW)
BIRTLEY GROVE 66/11KV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed non-renewable generation capacity (MW)
BIRTLEY GROVE 66/20KV,4.37,4.37,4.37,4.37,4.37,4.37,4.37,4.37,4.37,4.37,4.37,4.37,3.924,3.215,2.64,2.188,1.747,1.228,0.692,0.145,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed non-renewable generation capacity (MW)
BLAYDON BURN,10.515,10.515,10.515,10.515,10.515,10.515,10.515,10.515,10.515,10.515,10.515,10.477,10.035,9.439,8.864,8.379,7.902,7.348,6.783,6.189,5.891,5.66,5.352,5.063,4.485,3.927,3.407,3.022,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed non-renewable generation capacity (MW)
BLUCHER 33/11KV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed non-renewable generation capacity (MW)
BOLDON DOWNHILL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed non-renewable generation capacity (MW)
BOROUGHBRIDGE/ROECLIFFE INDUSTRIAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed non-renewable generation capacity (MW)
BOWESFIELD 33/11KV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed non-renewable generation capacity (MW)
BOWESFIELD 66/11KV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed non-renewable generation capacity (MW)
BRANCEPETH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed non-renewable generation capacity (MW)
BREAMISH STREET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed non-renewable generation capacity (MW)
BRENDA TRADING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed non-renewable generation capacity (MW)
CAMPLESHON ROAD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed non-renewable generation capacity (MW)
CARLEY HILL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed non-renewable generation capacity (MW)
CARLIN HOW T3 T4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed non-renewable generation capacity (MW)
CARR HILL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed non-renewable generation capacity (MW)
CATTERICK CAMP,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.084,0.078,0.07,0.062,0.055,0.048,0.04,0.031,0.021,0.012,0.001,0.001,0.001,0,0,0,0,0,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed non-renewable generation capacity (MW)
CLOSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed non-renewable generation capacity (MW)
CONEYTHORPE,5.035,5.035,5.035,5.035,5.035,5.035,5.035,5.035,5.035,5.035,5.035,5.009,4.929,4.876,4.77,4.664,4.558,4.439,4.32,4.187,4.055,3.896,3.684,3.485,3.087,2.703,2.345,2.08,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed non-renewable generation capacity (MW)
CONSETT,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.171,0.164,0.147,0.126,0.107,0.09,0.074,0.055,0.035,0.015,0.001,0.001,0.001,0,0,0,0,0,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed non-renewable generation capacity (MW)
CORPORATION STREET,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.925,0.849,0.762,0.681,0.597,0.52,0.437,0.34,0.235,0.132,0.01,0.009,0.007,0.005,0.004,0.003,0.001,0,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed non-renewable generation capacity (MW)
COWTON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed non-renewable generation capacity (MW)
CRAMLINGTON T1 T3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed non-renewable generation capacity (MW)
CRAMLINGTON T2 T4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed non-renewable generation capacity (MW)
DARLEY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed non-renewable generation capacity (MW)
DARLINGTON 132/6KV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed non-renewable generation capacity (MW)
DARLINGTON 33/11KV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed non-renewable generation capacity (MW)
