Primary,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area,Voltage level,Scenario name,Output parameter
ACKLAM,47931.9,47562.157,47362.956,47187.536,47049.139,46943.669,46891.614,46863.196,46865.658,46914.017,46859.153,46803.487,46749.343,46607.997,46397.085,46240.431,46091.001,45938.87,45784.645,45630.502,45469.511,45294.559,45099.423,44879.598,44636.568,44379.013,44106.725,43818.169,43536.157,NPgN,Primary,NG FES - System Transformation (EE CF),Domestic (MWh)
AMBERTON ROAD,54021.52,53700.378,53511.751,53338.084,53193.687,53068.523,52986.445,52920.506,52878.677,52878.73,52796.213,52717.168,52641.746,52263.317,51630.411,51211.268,50824.895,50424.202,50009.187,49587.623,49133.61,48626.919,48050.931,47390.24,46649.854,45859.141,45017.371,44119.274,43242.007,NPgN,Primary,NG FES - System Transformation (EE CF),Domestic (MWh)
ANNFIELD 66/20KV,44236.072,44061.251,44032.849,44023.254,44039.48,44073.955,44147.584,44231.79,44342.029,44490.884,44533.075,44568.386,44600.47,44546.106,44420.768,44345.343,44273.416,44197.738,44120.171,44041.013,43952.772,43847.876,43722.789,43573.025,43400.017,43212.263,43009.502,42790.173,42576.824,NPgN,Primary,NG FES - System Transformation (EE CF),Domestic (MWh)
ASHINGTON,36536.04,36401.399,36391.457,36391.091,36416.759,36451.462,36524.343,36605.659,36707.385,36842.154,36885.475,36928.463,36969.56,36985.133,36984.547,36988.206,36996.491,37004.2,37009.414,37014.188,37016.866,37015.359,37009.919,36999.629,36984.78,36967.109,36946.555,36922.809,36900.722,NPgN,Primary,NG FES - System Transformation (EE CF),Domestic (MWh)
AYCLIFFE FORREST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NPgN,Primary,NG FES - System Transformation (EE CF),Domestic (MWh)
AYCLIFFE INDUSTRIAL,14311.186,14261.703,14257.483,14259.428,14269.93,14286.222,14315.268,14347.542,14387.998,14441.508,14458.883,14473.62,14487.012,14474.071,14437.192,14416.31,14396.749,14376.326,14355.64,14334.593,14310.837,14282.005,14247.094,14204.732,14155.346,14101.495,14043.101,13979.692,13918.152,NPgN,Primary,NG FES - System Transformation (EE CF),Domestic (MWh)
BARDEN FRIAR,943.756,935.653,931.621,928.429,925.465,923.075,921.725,920.587,920.416,921.123,919.681,918.575,917.392,916.441,915.852,915.236,914.906,914.567,914.249,913.923,913.6,913.253,912.899,912.537,912.171,911.803,911.433,911.061,910.697,NPgN,Primary,NG FES - System Transformation (EE CF),Domestic (MWh)
BEDALE,15957.748,15866.855,15831.927,15801.878,15779.87,15763.089,15765.68,15769.679,15787.048,15816.068,15812.231,15809.575,15808.438,15779.184,15733.72,15703.621,15675.79,15646.335,15615.216,15582.976,15549.164,15510.096,15465.057,15412.76,15353.639,15290.2,15222.36,15149.653,15078.642,NPgN,Primary,NG FES - System Transformation (EE CF),Domestic (MWh)
BELMONT,29535.484,29424.322,29416.671,29421.404,29443.329,29476.863,29536.26,29602.098,29685.671,29794.764,29830.079,29859.932,29887.348,29870.876,29821.72,29793.243,29764.465,29733.625,29702.186,29669.989,29632.909,29586.939,29530.595,29461.591,29380.649,29292.162,29196.002,29091.369,28989.8,NPgN,Primary,NG FES - System Transformation (EE CF),Domestic (MWh)
BENSHAM,27726.364,27523.439,27423.372,27335.688,27266.037,27214.828,27194.477,27188.078,27202.579,27245.667,27230.794,27219.21,27208.772,27167.605,27107.374,27066.535,27030.308,26995.042,26958.135,26921.264,26881.618,26836.109,26783.391,26721.857,26651.966,26576.942,26496.765,26410.881,26327.549,NPgN,Primary,NG FES - System Transformation (EE CF),Domestic (MWh)
