Primary,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area,Voltage level,Scenario name,Output parameter
BENTON SQUARE,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.002,0.002,0.003,0.003,0.003,0.004,0.004,0.004,0.005,0.005,0.006,0.006,0.007,0.007,0.008,0.008,0.009,0.009,0.01,0.011,0.011,0.012,0.013,NPgN,Primary,NPg Planning Scenario,Total installed wind capacity (MW)
BENWELL,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.002,0.003,0.003,0.003,0.003,0.004,0.004,0.004,0.005,0.005,0.005,0.006,0.006,0.007,0.007,0.008,0.008,0.009,NPgN,Primary,NPg Planning Scenario,Total installed wind capacity (MW)
BILLINGHAM MARSH HOUSE,0.008,0.009,0.009,0.009,0.009,0.01,0.01,0.011,0.011,0.012,0.013,0.013,0.014,0.015,0.016,0.017,0.018,0.019,0.02,0.021,0.022,0.024,0.025,0.026,0.028,0.029,0.031,0.032,0.034,0.036,NPgN,Primary,NPg Planning Scenario,Total installed wind capacity (MW)
BILLY MILL,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.002,0.002,0.003,0.003,0.003,0.003,0.004,0.004,0.004,0.004,0.005,0.005,0.005,0.006,0.006,0.007,NPgN,Primary,NPg Planning Scenario,Total installed wind capacity (MW)
BIRTLEY GROVE 66/11KV,0.004,0.004,0.004,0.005,0.005,0.006,0.007,0.008,0.009,0.01,0.011,0.012,0.013,0.015,0.016,0.018,0.019,0.021,0.023,0.025,0.027,0.029,0.031,0.034,0.036,0.039,0.041,0.044,0.047,0.05,NPgN,Primary,NPg Planning Scenario,Total installed wind capacity (MW)
BIRTLEY GROVE 66/20KV,0.001,0.002,0.002,0.002,0.002,0.002,0.003,0.003,0.003,0.004,0.004,0.005,0.005,0.006,0.006,0.007,0.007,0.008,0.009,0.01,0.01,0.011,0.012,0.013,0.014,0.015,0.016,0.017,0.018,0.019,NPgN,Primary,NPg Planning Scenario,Total installed wind capacity (MW)
BLAYDON BURN,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.002,0.003,0.003,0.003,0.004,0.004,0.004,0.005,0.005,0.006,0.006,0.007,0.008,0.008,0.009,0.009,0.01,0.011,0.012,0.012,0.013,0.014,0.015,NPgN,Primary,NPg Planning Scenario,Total installed wind capacity (MW)
BLUCHER 33/11KV,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.002,0.003,0.003,0.003,0.003,0.004,0.004,0.004,0.005,0.005,0.005,0.006,0.006,0.007,0.007,0.008,0.008,0.008,NPgN,Primary,NPg Planning Scenario,Total installed wind capacity (MW)
BOLDON DOWNHILL,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.002,0.002,0.003,0.003,0.003,0.003,0.004,0.004,0.004,0.005,0.005,0.005,0.006,0.006,0.006,0.007,0.007,NPgN,Primary,NPg Planning Scenario,Total installed wind capacity (MW)
BOROUGHBRIDGE/ROECLIFFE INDUSTRIAL,0.004,0.004,0.005,0.005,0.006,0.007,0.007,0.008,0.009,0.01,0.012,0.013,0.014,0.016,0.018,0.019,0.021,0.023,0.025,0.027,0.029,0.032,0.034,0.037,0.039,0.042,0.045,0.048,0.051,0.054,NPgN,Primary,NPg Planning Scenario,Total installed wind capacity (MW)
BOWESFIELD 33/11KV,0.001,0.001,0.002,0.002,0.002,0.002,0.003,0.003,0.003,0.004,0.004,0.004,0.005,0.005,0.006,0.007,0.007,0.008,0.009,0.009,0.01,0.011,0.012,0.012,0.013,0.014,0.015,0.016,0.017,0.018,NPgN,Primary,NPg Planning Scenario,Total installed wind capacity (MW)
BOWESFIELD 66/11KV,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.002,0.003,0.003,0.003,0.004,0.004,0.004,0.005,0.005,0.006,0.006,0.007,0.007,0.008,0.009,0.009,0.01,0.011,0.011,0.012,0.013,0.014,NPgN,Primary,NPg Planning Scenario,Total installed wind capacity (MW)
BRANCEPETH,13.904,13.905,13.907,13.908,13.91,13.913,13.915,13.918,13.922,13.925,13.929,13.934,13.938,13.943,13.949,13.954,13.96,13.967,13.973,13.98,13.988,13.996,14.004,14.012,14.021,14.03,14.039,14.049,14.059,14.069,NPgN,Primary,NPg Planning Scenario,Total installed wind capacity (MW)
BREAMISH STREET,0,0,0,0,0,0,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.003,0.003,0.003,0.003,0.003,NPgN,Primary,NPg Planning Scenario,Total installed wind capacity (MW)
BRENDA TRADING,0.02,0.02,0.02,0.021,0.021,0.022,0.022,0.023,0.023,0.024,0.025,0.026,0.026,0.027,0.028,0.03,0.031,0.032,0.033,0.034,0.036,0.037,0.039,0.04,0.042,0.044,0.046,0.047,0.049,0.051,NPgN,Primary,NPg Planning Scenario,Total installed wind capacity (MW)
CAMPLESHON ROAD,0.023,0.023,0.024,0.024,0.024,0.025,0.026,0.026,0.027,0.028,0.029,0.03,0.031,0.032,0.033,0.034,0.036,0.037,0.038,0.04,0.042,0.043,0.045,0.047,0.049,0.051,0.053,0.055,0.057,0.06,NPgN,Primary,NPg Planning Scenario,Total installed wind capacity (MW)
CARLEY HILL,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.002,0.002,0.003,0.003,0.003,0.004,0.004,0.004,0.005,0.005,0.006,0.006,0.007,0.007,0.008,0.008,0.009,0.009,0.01,0.011,0.011,NPgN,Primary,NPg Planning Scenario,Total installed wind capacity (MW)
CARLIN HOW T3 T4,2.82,2.82,2.821,2.821,2.822,2.823,2.824,2.825,2.826,2.828,2.829,2.831,2.833,2.835,2.837,2.839,2.841,2.843,2.846,2.849,2.851,2.854,2.857,2.86,2.864,2.867,2.87,2.874,2.878,2.882,NPgN,Primary,NPg Planning Scenario,Total installed wind capacity (MW)
CARR HILL,0.002,0.002,0.002,0.002,0.003,0.003,0.003,0.004,0.004,0.005,0.005,0.006,0.006,0.007,0.008,0.008,0.009,0.01,0.011,0.012,0.013,0.014,0.015,0.016,0.017,0.018,0.02,0.021,0.022,0.024,NPgN,Primary,NPg Planning Scenario,Total installed wind capacity (MW)
CATTERICK CAMP,0.125,0.129,0.135,0.141,0.148,0.156,0.166,0.176,0.188,0.201,0.215,0.23,0.247,0.264,0.283,0.303,0.324,0.347,0.37,0.395,0.421,0.448,0.476,0.505,0.536,0.567,0.6,0.634,0.669,0.706,NPgN,Primary,NPg Planning Scenario,Total installed wind capacity (MW)
CLOSE,0,0,0,0,0,0,0,0,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.003,NPgN,Primary,NPg Planning Scenario,Total installed wind capacity (MW)
CONEYTHORPE,0.028,0.029,0.031,0.032,0.033,0.035,0.037,0.039,0.041,0.044,0.047,0.05,0.053,0.057,0.061,0.065,0.069,0.073,0.078,0.083,0.088,0.094,0.099,0.105,0.112,0.118,0.125,0.131,0.139,0.146,NPgN,Primary,NPg Planning Scenario,Total installed wind capacity (MW)
CONSETT,20.415,20.416,20.418,20.42,20.422,20.425,20.428,20.431,20.435,20.439,20.444,20.449,20.454,20.46,20.466,20.472,20.479,20.486,20.494,20.502,20.51,20.519,20.528,20.538,20.547,20.558,20.568,20.579,20.591,20.602,NPgN,Primary,NPg Planning Scenario,Total installed wind capacity (MW)
CORPORATION STREET,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.003,NPgN,Primary,NPg Planning Scenario,Total installed wind capacity (MW)
COWTON,0.017,0.017,0.017,0.018,0.018,0.018,0.019,0.019,0.02,0.02,0.021,0.022,0.022,0.023,0.024,0.025,0.026,0.027,0.028,0.029,0.031,0.032,0.033,0.034,0.036,0.037,0.039,0.04,0.042,0.044,NPgN,Primary,NPg Planning Scenario,Total installed wind capacity (MW)
CRAMLINGTON T1 T3,0.012,0.013,0.015,0.016,0.018,0.021,0.023,0.026,0.029,0.032,0.036,0.04,0.045,0.049,0.054,0.06,0.065,0.071,0.077,0.084,0.091,0.098,0.106,0.113,0.122,0.13,0.139,0.148,0.157,0.167,NPgN,Primary,NPg Planning Scenario,Total installed wind capacity (MW)
CRAMLINGTON T2 T4,0.012,0.013,0.015,0.016,0.018,0.02,0.023,0.026,0.029,0.032,0.036,0.04,0.044,0.049,0.054,0.059,0.064,0.07,0.077,0.083,0.09,0.097,0.104,0.112,0.12,0.128,0.137,0.146,0.155,0.165,NPgN,Primary,NPg Planning Scenario,Total installed wind capacity (MW)
DARLEY,0.021,0.021,0.022,0.022,0.023,0.024,0.024,0.025,0.026,0.027,0.028,0.029,0.031,0.032,0.034,0.035,0.037,0.039,0.041,0.043,0.045,0.047,0.049,0.052,0.054,0.057,0.059,0.062,0.065,0.068,NPgN,Primary,NPg Planning Scenario,Total installed wind capacity (MW)
DARLINGTON 132/6KV,0.007,0.007,0.008,0.008,0.008,0.008,0.009,0.009,0.009,0.01,0.01,0.011,0.012,0.012,0.013,0.014,0.014,0.015,0.016,0.017,0.018,0.019,0.02,0.021,0.022,0.023,0.024,0.025,0.027,0.028,NPgN,Primary,NPg Planning Scenario,Total installed wind capacity (MW)
DARLINGTON 33/11KV,0.024,0.025,0.025,0.025,0.026,0.026,0.027,0.028,0.028,0.029,0.03,0.031,0.032,0.033,0.034,0.036,0.037,0.038,0.04,0.041,0.043,0.045,0.046,0.048,0.05,0.052,0.054,0.056,0.058,0.061,NPgN,Primary,NPg Planning Scenario,Total installed wind capacity (MW)
DARLINGTON CENTRAL 33/11KV,0.001,0.001,0.002,0.002,0.002,0.002,0.002,0.003,0.003,0.003,0.004,0.004,0.005,0.005,0.006,0.006,0.007,0.007,0.008,0.009,0.009,0.01,0.011,0.012,0.012,0.013,0.014,0.015,0.016,0.017,NPgN,Primary,NPg Planning Scenario,Total installed wind capacity (MW)
DARLINGTON EAST,0.086,0.086,0.086,0.087,0.087,0.087,0.088,0.088,0.089,0.089,0.09,0.091,0.091,0.092,0.093,0.094,0.095,0.096,0.097,0.098,0.099,0.1,0.102,0.103,0.104,0.106,0.107,0.109,0.11,0.112,NPgN,Primary,NPg Planning Scenario,Total installed wind capacity (MW)
DARLINGTON WEST,0.515,0.516,0.516,0.517,0.517,0.518,0.519,0.52,0.521,0.522,0.523,0.524,0.526,0.527,0.529,0.53,0.532,0.534,0.536,0.538,0.54,0.542,0.545,0.547,0.55,0.552,0.555,0.558,0.561,0.564,NPgN,Primary,NPg Planning Scenario,Total installed wind capacity (MW)
DENWICK,0.08,0.084,0.089,0.093,0.099,0.106,0.113,0.122,0.132,0.142,0.154,0.166,0.179,0.194,0.209,0.225,0.242,0.261,0.28,0.3,0.321,0.343,0.366,0.389,0.414,0.44,0.467,0.495,0.523,0.553,NPgN,Primary,NPg Planning Scenario,Total installed wind capacity (MW)
DUNSTON 66/11KV,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.002,0.003,0.003,0.003,0.003,0.004,0.004,0.004,0.005,0.005,0.005,0.006,0.006,0.007,0.007,0.008,0.008,0.009,NPgN,Primary,NPg Planning Scenario,Total installed wind capacity (MW)
DUNSTON 66/20KV,0.001,0.001,0.002,0.002,0.002,0.002,0.002,0.003,0.003,0.003,0.004,0.004,0.005,0.005,0.006,0.006,0.007,0.007,0.008,0.009,0.009,0.01,0.011,0.012,0.013,0.014,0.014,0.015,0.016,0.017,NPgN,Primary,NPg Planning Scenario,Total installed wind capacity (MW)
DURHAM EAST,0.003,0.003,0.004,0.004,0.004,0.005,0.005,0.006,0.007,0.008,0.008,0.009,0.01,0.012,0.013,0.014,0.015,0.017,0.018,0.02,0.021,0.023,0.025,0.027,0.029,0.031,0.033,0.035,0.037,0.039,NPgN,Primary,NPg Planning Scenario,Total installed wind capacity (MW)
EASTFIELD,0.153,0.154,0.156,0.157,0.159,0.162,0.164,0.167,0.171,0.174,0.178,0.183,0.187,0.192,0.198,0.203,0.209,0.215,0.222,0.229,0.236,0.244,0.252,0.26,0.269,0.278,0.287,0.297,0.307,0.317,NPgN,Primary,NPg Planning Scenario,Total installed wind capacity (MW)
EASTGATE CEMENT,0.059,0.059,0.06,0.06,0.06,0.061,0.061,0.062,0.062,0.063,0.064,0.064,0.065,0.066,0.067,0.068,0.069,0.07,0.071,0.072,0.073,0.075,0.076,0.077,0.079,0.08,0.082,0.083,0.085,0.087,NPgN,Primary,NPg Planning Scenario,Total installed wind capacity (MW)
EDUCATIONAL PRECINCT,0,0,0,0,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.002,0.002,0.002,0.003,0.003,0.003,0.003,0.003,0.004,0.004,0.004,0.004,NPgN,Primary,NPg Planning Scenario,Total installed wind capacity (MW)
ELVINGTON,0.056,0.056,0.057,0.057,0.057,0.057,0.058,0.058,0.059,0.059,0.06,0.06,0.061,0.061,0.062,0.063,0.064,0.064,0.065,0.066,0.067,0.068,0.069,0.07,0.071,0.073,0.074,0.075,0.076,0.078,NPgN,Primary,NPg Planning Scenario,Total installed wind capacity (MW)
FARADAY STREET,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.002,0.002,0.003,0.003,0.003,0.003,0.004,0.004,0.004,0.005,0.005,0.006,0.006,0.006,0.007,0.007,0.008,0.008,NPgN,Primary,NPg Planning Scenario,Total installed wind capacity (MW)
FAWDON T1 & SEATON BURN T1,0.065,0.066,0.067,0.068,0.069,0.071,0.073,0.075,0.077,0.079,0.082,0.085,0.088,0.091,0.095,0.099,0.103,0.107,0.111,0.116,0.121,0.126,0.131,0.137,0.143,0.149,0.155,0.162,0.168,0.175,NPgN,Primary,NPg Planning Scenario,Total installed wind capacity (MW)
FISHBURN,23.031,23.032,23.033,23.034,23.036,23.038,23.04,23.043,23.046,23.049,23.052,23.056,23.06,23.064,23.068,23.073,23.078,23.083,23.089,23.095,23.101,23.108,23.114,23.121,23.129,23.136,23.144,23.152,23.161,23.169,NPgN,Primary,NPg Planning Scenario,Total installed wind capacity (MW)
FLATWORTH CENTRAL,0,0,0,0,0,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.002,0.002,0.002,0.003,0.003,0.003,0.003,0.003,0.003,0.004,NPgN,Primary,NPg Planning Scenario,Total installed wind capacity (MW)
FOSS ISLANDS,0.009,0.009,0.009,0.01,0.01,0.011,0.011,0.012,0.012,0.013,0.014,0.015,0.016,0.017,0.018,0.019,0.021,0.022,0.023,0.025,0.026,0.028,0.03,0.031,0.033,0.035,0.037,0.039,0.041,0.043,NPgN,Primary,NPg Planning Scenario,Total installed wind capacity (MW)
FOSSWAY 33/11KV,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.002,0.003,0.003,0.003,0.003,0.004,0.004,0.004,0.005,0.005,0.006,0.006,0.007,0.007,0.007,0.008,0.009,0.009,0.01,NPgN,Primary,NPg Planning Scenario,Total installed wind capacity (MW)
FOURSTONES 20KV,34.647,34.649,34.653,34.656,34.66,34.665,34.67,34.676,34.683,34.69,34.698,34.707,34.716,34.726,34.737,34.748,34.76,34.773,34.786,34.8,34.815,34.83,34.846,34.863,34.88,34.898,34.917,34.936,34.956,34.977,NPgN,Primary,NPg Planning Scenario,Total installed wind capacity (MW)
FYLANDS BRIDGE,0.078,0.079,0.08,0.081,0.083,0.085,0.087,0.09,0.092,0.095,0.098,0.102,0.106,0.11,0.114,0.119,0.124,0.129,0.134,0.14,0.146,0.152,0.158,0.165,0.172,0.179,0.187,0.195,0.203,0.211,NPgN,Primary,NPg Planning Scenario,Total installed wind capacity (MW)
GALE LANE,5.003,5.003,5.003,5.004,5.004,5.004,5.005,5.006,5.006,5.007,5.008,5.009,5.01,5.011,5.012,5.013,5.014,5.015,5.017,5.018,5.02,5.021,5.023,5.025,5.026,5.028,5.03,5.032,5.034,5.036,NPgN,Primary,NPg Planning Scenario,Total installed wind capacity (MW)
GARWOOD STREET,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.002,0.002,0.003,0.003,0.003,0.003,0.004,0.004,0.004,0.005,0.005,0.005,0.006,0.006,0.007,0.007,0.007,NPgN,Primary,NPg Planning Scenario,Total installed wind capacity (MW)
GATESHEAD CENTRAL,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.002,0.002,0.002,0.003,0.003,0.003,0.003,0.004,0.004,0.004,0.005,0.005,0.005,0.006,0.006,0.006,NPgN,Primary,NPg Planning Scenario,Total installed wind capacity (MW)
GATESHEAD EAST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,NPgN,Primary,NPg Planning Scenario,Total installed wind capacity (MW)
GOSFORTH 33/11KV,0,0,0,0,0,0,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.003,0.003,0.003,0.003,0.003,NPgN,Primary,NPg Planning Scenario,Total installed wind capacity (MW)
GRANGETOWN,0.016,0.017,0.017,0.017,0.018,0.018,0.019,0.02,0.021,0.022,0.023,0.024,0.025,0.026,0.028,0.029,0.031,0.032,0.034,0.036,0.038,0.04,0.042,0.044,0.046,0.048,0.051,0.053,0.056,0.059,NPgN,Primary,NPg Planning Scenario,Total installed wind capacity (MW)
GREATHAM,0,0,0,0,0,0,0,0,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.003,0.003,NPgN,Primary,NPg Planning Scenario,Total installed wind capacity (MW)
GUISBOROUGH T1 T2,0.337,0.338,0.339,0.341,0.342,0.344,0.347,0.349,0.352,0.355,0.358,0.362,0.366,0.37,0.375,0.38,0.385,0.39,0.396,0.402,0.408,0.414,0.421,0.428,0.436,0.443,0.451,0.459,0.468,0.477,NPgN,Primary,NPg Planning Scenario,Total installed wind capacity (MW)
GUISBOROUGH T3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NPg Planning Scenario,Total installed wind capacity (MW)
HARLOW GREEN,0.001,0.002,0.002,0.002,0.002,0.002,0.003,0.003,0.003,0.004,0.004,0.005,0.005,0.006,0.007,0.007,0.008,0.009,0.009,0.01,0.011,0.012,0.013,0.014,0.015,0.016,0.017,0.018,0.019,0.02,NPgN,Primary,NPg Planning Scenario,Total installed wind capacity (MW)
HARMIRE BRIDGE,0.138,0.139,0.14,0.141,0.142,0.144,0.146,0.147,0.15,0.152,0.154,0.157,0.16,0.163,0.167,0.17,0.174,0.178,0.182,0.187,0.191,0.196,0.201,0.206,0.212,0.218,0.223,0.23,0.236,0.242,NPgN,Primary,NPg Planning Scenario,Total installed wind capacity (MW)
HARRATON,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.004,0.004,0.004,0.004,0.004,0.005,0.005,0.005,0.005,0.005,0.006,0.006,0.006,0.007,0.007,0.007,0.008,0.008,0.009,0.009,0.009,NPgN,Primary,NPg Planning Scenario,Total installed wind capacity (MW)
HARROGATE 132/11KV,0.06,0.063,0.066,0.07,0.073,0.078,0.083,0.089,0.096,0.103,0.111,0.119,0.128,0.138,0.149,0.16,0.172,0.184,0.197,0.211,0.225,0.241,0.256,0.273,0.29,0.307,0.326,0.345,0.364,0.385,NPgN,Primary,NPg Planning Scenario,Total installed wind capacity (MW)
HARROGATE WEST,0.042,0.043,0.044,0.044,0.045,0.046,0.048,0.049,0.051,0.053,0.055,0.057,0.059,0.061,0.064,0.067,0.07,0.073,0.076,0.079,0.083,0.086,0.09,0.094,0.098,0.103,0.107,0.112,0.117,0.122,NPgN,Primary,NPg Planning Scenario,Total installed wind capacity (MW)
HARTMOOR 66/20KV,7.5,7.501,7.502,7.502,7.503,7.504,7.506,7.507,7.508,7.51,7.512,7.514,7.516,7.519,7.521,7.524,7.526,7.529,7.533,7.536,7.539,7.543,7.546,7.55,7.554,7.559,7.563,7.567,7.572,7.577,NPgN,Primary,NPg Planning Scenario,Total installed wind capacity (MW)
HAWTHORN PIT,14.074,14.075,14.076,14.077,14.078,14.08,14.082,14.084,14.086,14.088,14.091,14.094,14.097,14.101,14.104,14.108,14.112,14.116,14.121,14.126,14.131,14.136,14.141,14.147,14.153,14.159,14.165,14.172,14.178,14.185,NPgN,Primary,NPg Planning Scenario,Total installed wind capacity (MW)
HAXBY ROAD T2 T3,0.003,0.003,0.003,0.004,0.004,0.004,0.005,0.006,0.006,0.007,0.008,0.009,0.01,0.011,0.012,0.013,0.014,0.015,0.017,0.018,0.02,0.021,0.023,0.024,0.026,0.028,0.03,0.032,0.034,0.036,NPgN,Primary,NPg Planning Scenario,Total installed wind capacity (MW)
HEBBURN,0.152,0.152,0.152,0.152,0.152,0.152,0.152,0.152,0.152,0.152,0.152,0.152,0.152,0.153,0.153,0.153,0.153,0.153,0.153,0.153,0.153,0.153,0.153,0.153,0.153,0.153,0.153,0.154,0.154,0.154,NPgN,Primary,NPg Planning Scenario,Total installed wind capacity (MW)
HEBBURN WEST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.001,NPgN,Primary,NPg Planning Scenario,Total installed wind capacity (MW)
HEDWORTH,0,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.002,0.002,0.003,0.003,0.003,0.003,0.004,0.004,0.004,0.004,0.005,0.005,0.005,0.006,0.006,NPgN,Primary,NPg Planning Scenario,Total installed wind capacity (MW)
HEIGHINGTON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NPg Planning Scenario,Total installed wind capacity (MW)
HEXHAM,0.626,0.628,0.63,0.633,0.636,0.639,0.643,0.647,0.652,0.658,0.664,0.67,0.677,0.684,0.692,0.7,0.709,0.718,0.728,0.738,0.749,0.76,0.772,0.784,0.796,0.81,0.823,0.837,0.852,0.867,NPgN,Primary,NPg Planning Scenario,Total installed wind capacity (MW)
HIGH BARMSTON,0.004,0.004,0.004,0.004,0.004,0.004,0.005,0.005,0.005,0.005,0.005,0.005,0.006,0.006,0.006,0.006,0.006,0.007,0.007,0.007,0.008,0.008,0.008,0.009,0.009,0.009,0.01,0.01,0.011,0.011,NPgN,Primary,NPg Planning Scenario,Total installed wind capacity (MW)
HIGH FLATTS,0.016,0.017,0.019,0.02,0.021,0.023,0.025,0.028,0.03,0.033,0.036,0.04,0.043,0.047,0.051,0.056,0.06,0.065,0.07,0.076,0.081,0.087,0.094,0.1,0.107,0.114,0.121,0.128,0.136,0.144,NPgN,Primary,NPg Planning Scenario,Total installed wind capacity (MW)
HOUGHTON,0.027,0.027,0.028,0.028,0.029,0.03,0.031,0.031,0.033,0.034,0.035,0.036,0.038,0.039,0.041,0.043,0.045,0.047,0.049,0.051,0.054,0.056,0.059,0.061,0.064,0.067,0.07,0.073,0.076,0.08,NPgN,Primary,NPg Planning Scenario,Total installed wind capacity (MW)
HOWDON,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.002,0.002,0.002,NPgN,Primary,NPg Planning Scenario,Total installed wind capacity (MW)
