Primary,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area,Voltage level,Scenario name,Output parameter
ACKLAM,47931.9,47558.19,47360.05,47184.591,47045.066,46937.784,46884.877,46856.095,46856.991,46904.902,46849.477,46793.197,46737.982,46622.804,46324.353,46025.216,45729.072,45438.132,45151.456,44869.3,44590.942,44314.392,44039.054,43765.216,43492.865,43221.913,42952.267,42683.826,42475.22,NPgN,Primary,NPg Best View,Domestic (MWh)
AMBERTON ROAD,54021.52,53697.293,53508.642,53331.653,53182.265,53050.748,52966.438,52900.028,52857.445,52857.094,52774.076,52694.424,52618.202,52333.394,51432.767,50540.113,49659.026,48787.846,47922.599,47065.006,46210.621,45357.519,44507.761,43662.356,42821.196,41984.012,41150.538,40320.518,39693.246,NPgN,Primary,NPg Best View,Domestic (MWh)
ANNFIELD 66/20KV,44236.072,44058.102,44030.51,44020.714,44035.764,44068.424,44141.182,44224.988,44333.698,44482.047,44523.617,44558.25,44589.21,44560.328,44349.457,44134.487,43918.572,43706.381,43497.908,43291.899,43087.116,42881.213,42675.992,42471.756,42268.499,42066.136,41864.576,41663.69,41521.468,NPgN,Primary,NPg Best View,Domestic (MWh)
ASHINGTON,36536.04,36400.466,36390.699,36390.307,36415.715,36450.004,36522.636,36603.792,36705.015,36839.564,36882.619,36925.312,36965.958,36986.402,36967.111,36941.939,36920.727,36900.558,36878.871,36857.566,36836.252,36813.851,36791.729,36769.95,36748.533,36727.456,36706.683,36686.158,36677.883,NPgN,Primary,NPg Best View,Domestic (MWh)
AYCLIFFE FORREST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NPgN,Primary,NPg Best View,Domestic (MWh)
AYCLIFFE INDUSTRIAL,14311.186,14261.4,14257.186,14258.853,14268.925,14284.664,14313.507,14345.728,14386.083,14439.541,14456.852,14471.516,14484.806,14479.958,14419.562,14357.341,14294.57,14232.994,14172.834,14113.489,14054.492,13995.083,13935.906,13877.045,13818.496,13760.236,13702.237,13644.478,13604.606,NPgN,Primary,NPg Best View,Domestic (MWh)
BARDEN FRIAR,943.756,935.543,931.529,928.352,925.387,922.984,921.614,920.455,920.226,920.905,919.428,918.286,917.05,916.034,915.084,914.318,913.899,913.498,913.06,912.612,912.176,911.728,911.274,910.817,910.36,909.903,909.444,908.973,908.499,NPgN,Primary,NPg Best View,Domestic (MWh)
BEDALE,15957.748,15864.782,15830.355,15800.496,15778.18,15760.791,15762.943,15766.632,15782.904,15811.506,15807.161,15803.955,15801.94,15779.348,15704.861,15632.533,15561.975,15492.291,15422.164,15352.118,15283.583,15214.414,15145.346,15076.497,15007.889,14939.491,14871.269,14803.099,14751.789,NPgN,Primary,NPg Best View,Domestic (MWh)
BELMONT,29535.484,29421.093,29414.429,29419.579,29441.093,29473.732,29532.572,29598.077,29680.077,29788.722,29823.481,29852.736,29879.089,29874.87,29776.573,29674.557,29571.144,29469.947,29371.338,29274.2,29177.54,29079.852,28982.513,28885.677,28789.347,28693.481,28598.026,28502.906,28437.842,NPgN,Primary,NPg Best View,Domestic (MWh)
BENSHAM,27726.364,27520.704,27421.247,27333.74,27263.716,27211.798,27191.01,27184.329,27197.752,27240.426,27225.029,27212.85,27201.446,27168.943,27072.552,26978.072,26887.522,26801.187,26715.766,26632.176,26549.609,26466.371,26383.637,26301.53,26220.073,26139.234,26058.973,25979.145,25920.901,NPgN,Primary,NPg Best View,Domestic (MWh)
BENTON SQUARE,35906.75,35832.496,35874.113,35922.627,35994.12,36077.898,36196.652,36325.995,36475.39,36658.915,36754.547,36843.54,36931.896,36996.735,37007.229,37014.605,37024.372,37036.198,37046.785,37056.823,37065.931,37071.623,37077.59,37083.919,37090.631,37097.696,37105.072,37112.672,37137.606,NPgN,Primary,NPg Best View,Domestic (MWh)
BENWELL,36270.369,36076.565,36035.588,36035.687,36074.937,36147.398,36247.162,36357.31,36489.907,36657.418,36720.426,36759.277,36786.87,36793.857,36725.426,36637.285,36530.4,36426.271,36331.538,36244.712,36162.028,36080.459,35999.235,35918.489,35838.252,35758.486,35679.145,35600.086,35543.831,NPgN,Primary,NPg Best View,Domestic (MWh)
BILLINGHAM MARSH HOUSE,24358.173,24228.579,24169.526,24115.781,24072.152,24036.147,24021.936,24013.913,24019.014,24043.466,24018.438,23995.059,23972.18,23899.23,23673.454,23451.01,23233.026,23019.294,22808.043,22598.716,22390.824,22183.534,21977.082,21771.713,21567.407,21364.096,21161.711,20960.187,20808.827,NPgN,Primary,NPg Best View,Domestic (MWh)
