Primary,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area,Voltage level,Scenario name,Output parameter
FOSS ISLANDS,327,371,445,554,696,844,980,1082,1166,1246,1323,1404,1552,1989,2442,2889,3320,3726,4117,4477,4832,5202,5600,5994,6380,6757,7134,7439,NPgN,Primary,NG FES - Electric Engagement,Number of heat pumps (total)
FOSSWAY 33/11KV,107,126,155,198,260,326,384,426,458,488,517,546,709,1253,1772,2275,2768,3244,3702,4132,4553,4984,5443,5918,6396,6875,7354,7724,NPgN,Primary,NG FES - Electric Engagement,Number of heat pumps (total)
FOURSTONES 20KV,84,102,125,156,218,288,345,380,406,429,452,476,674,1378,2042,2684,3312,3924,4513,5063,5604,6163,6756,7217,7473,7690,7905,8078,NPgN,Primary,NG FES - Electric Engagement,Number of heat pumps (total)
FYLANDS BRIDGE,172,223,297,398,599,848,1055,1172,1247,1314,1379,1447,1715,2570,3414,4231,5025,5795,6534,7182,7796,8454,9193,9830,10375,10779,11179,11492,NPgN,Primary,NG FES - Electric Engagement,Number of heat pumps (total)
GALE LANE,97,125,167,225,311,395,467,520,562,601,638,677,837,1333,1813,2276,2725,3158,3573,3956,4332,4723,5141,5571,6001,6427,6853,7178,NPgN,Primary,NG FES - Electric Engagement,Number of heat pumps (total)
GARWOOD STREET,107,129,162,210,281,355,421,469,507,542,576,612,760,1253,1728,2188,2638,3071,3488,3878,4261,4647,5057,5483,5913,6345,6779,7116,NPgN,Primary,NG FES - Electric Engagement,Number of heat pumps (total)
GATESHEAD CENTRAL,79,90,108,134,170,208,243,268,288,307,326,345,396,560,723,882,1037,1184,1327,1459,1589,1720,1860,2006,2153,2301,2450,2567,NPgN,Primary,NG FES - Electric Engagement,Number of heat pumps (total)
GATESHEAD EAST,9,11,14,17,22,28,32,36,39,42,45,48,56,86,115,143,171,197,223,247,270,294,319,345,371,397,423,444,NPgN,Primary,NG FES - Electric Engagement,Number of heat pumps (total)
GOSFORTH 33/11KV,47,58,74,97,129,162,190,211,228,244,260,275,341,558,766,967,1163,1351,1533,1701,1866,2038,2222,2411,2600,2790,2979,3126,NPgN,Primary,NG FES - Electric Engagement,Number of heat pumps (total)
GRANGETOWN,123,159,212,286,390,496,591,661,719,773,824,878,1054,1591,2118,2628,3120,3595,4051,4474,4891,5316,5771,6230,6686,7138,7592,7944,NPgN,Primary,NG FES - Electric Engagement,Number of heat pumps (total)
GREATHAM,16,20,26,34,45,57,66,74,80,86,91,97,118,188,257,323,387,450,509,565,619,676,737,799,862,924,987,1036,NPgN,Primary,NG FES - Electric Engagement,Number of heat pumps (total)
GUISBOROUGH T1 T2,197,252,333,446,627,830,1005,1121,1208,1289,1367,1448,1724,2580,3424,4243,5037,5804,6539,7207,7859,8546,9295,9933,10454,10885,11312,11650,NPgN,Primary,NG FES - Electric Engagement,Number of heat pumps (total)
GUISBOROUGH T3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Electric Engagement,Number of heat pumps (total)
HARLOW GREEN,116,150,200,270,368,468,556,623,676,726,774,823,1031,1684,2314,2923,3514,4085,4634,5146,5650,6168,6721,7295,7873,8453,9034,9479,NPgN,Primary,NG FES - Electric Engagement,Number of heat pumps (total)
HARMIRE BRIDGE,118,148,190,249,364,500,610,676,721,763,803,845,1038,1686,2316,2928,3525,4104,4660,5163,5654,6174,6739,7163,7433,7602,7764,7901,NPgN,Primary,NG FES - Electric Engagement,Number of heat pumps (total)
HARRATON,93,121,161,214,292,370,437,488,529,567,604,642,771,1171,1561,1938,2301,2650,2986,3294,3597,3912,4250,4599,4951,5303,5655,5927,NPgN,Primary,NG FES - Electric Engagement,Number of heat pumps (total)
HARROGATE 132/11KV,245,308,402,529,703,885,1050,1177,1281,1380,1475,1574,1814,2529,3247,3945,4618,5262,5882,6455,7019,7611,8247,8860,9443,10005,10565,11012,NPgN,Primary,NG FES - Electric Engagement,Number of heat pumps (total)
HARROGATE WEST,56,69,88,114,150,186,220,245,267,288,308,328,384,560,735,905,1070,1228,1380,1522,1662,1808,1963,2116,2265,2412,2559,2677,NPgN,Primary,NG FES - Electric Engagement,Number of heat pumps (total)
HARTMOOR 66/20KV,328,427,573,773,1056,1361,1635,1835,1994,2143,2286,2435,2760,3646,4558,5441,6285,7091,7863,8559,9237,9958,10750,11485,12163,12757,13345,13808,NPgN,Primary,NG FES - Electric Engagement,Number of heat pumps (total)
HAWTHORN PIT,358,469,633,855,1182,1551,1885,2117,2297,2465,2625,2793,3162,4169,5208,6216,7180,8103,8988,9780,10544,11356,12257,13062,13784,14387,14987,15461,NPgN,Primary,NG FES - Electric Engagement,Number of heat pumps (total)
HAXBY ROAD T2 T3,78,99,130,172,239,303,356,394,424,451,478,505,654,1142,1606,2055,2491,2913,3318,3693,4062,4443,4850,5268,5689,6110,6531,6853,NPgN,Primary,NG FES - Electric Engagement,Number of heat pumps (total)
HEBBURN,70,91,122,164,217,273,325,367,402,436,468,501,548,653,769,883,989,1088,1183,1270,1355,1444,1541,1643,1746,1850,1954,2037,NPgN,Primary,NG FES - Electric Engagement,Number of heat pumps (total)
HEBBURN WEST,23,30,40,54,72,90,107,121,133,144,154,165,180,213,249,285,318,349,379,406,432,460,490,522,554,586,619,645,NPgN,Primary,NG FES - Electric Engagement,Number of heat pumps (total)
HEDWORTH,104,135,182,247,334,423,503,565,616,665,711,758,902,1320,1733,2133,2518,2889,3244,3575,3900,4234,4592,4964,5340,5717,6096,6386,NPgN,Primary,NG FES - Electric Engagement,Number of heat pumps (total)
HEIGHINGTON,3,4,4,5,6,8,9,10,11,11,12,13,14,21,27,33,39,45,50,55,60,66,71,76,80,84,88,92,NPgN,Primary,NG FES - Electric Engagement,Number of heat pumps (total)
HEXHAM,95,121,157,209,297,396,478,531,570,606,641,677,807,1220,1626,2020,2402,2771,3124,3442,3753,4082,4440,4741,4977,5156,5330,5469,NPgN,Primary,NG FES - Electric Engagement,Number of heat pumps (total)
HIGH BARMSTON,126,166,223,300,403,507,602,675,737,795,851,908,1053,1465,1879,2278,2661,3027,3379,3702,4020,4354,4714,5085,5459,5833,6208,6498,NPgN,Primary,NG FES - Electric Engagement,Number of heat pumps (total)
HIGH FLATTS,166,218,293,396,548,708,848,948,1027,1102,1173,1246,1462,2100,2733,3346,3936,4503,5048,5542,6025,6534,7086,7636,8175,8683,9190,9583,NPgN,Primary,NG FES - Electric Engagement,Number of heat pumps (total)
HOUGHTON,281,370,503,683,921,1176,1413,1593,1740,1880,2013,2153,2390,2973,3596,4201,4772,5314,5832,6301,6760,7245,7780,8287,8765,9202,9638,9983,NPgN,Primary,NG FES - Electric Engagement,Number of heat pumps (total)
HOWDON,40,50,66,89,119,151,180,202,219,236,251,268,316,461,604,743,877,1006,1131,1246,1359,1474,1597,1726,1856,1987,2119,2221,NPgN,Primary,NG FES - Electric Engagement,Number of heat pumps (total)
HUNTINGTON NEW LANE,102,129,169,226,314,406,483,537,579,618,655,694,839,1296,1743,2175,2594,2998,3385,3740,4090,4455,4848,5188,5482,5734,5981,6175,NPgN,Primary,NG FES - Electric Engagement,Number of heat pumps (total)
HUSTHWAITE 33/11KV,140,176,228,301,415,541,652,729,788,844,898,954,1103,1564,2028,2479,2917,3339,3745,4115,4479,4865,5285,5617,5838,5980,6115,6235,NPgN,Primary,NG FES - Electric Engagement,Number of heat pumps (total)
JARROW,43,55,72,96,128,162,193,217,237,255,273,291,335,460,586,708,825,937,1045,1145,1243,1342,1448,1560,1673,1786,1900,1989,NPgN,Primary,NG FES - Electric Engagement,Number of heat pumps (total)
KENTON,116,146,192,255,342,431,511,571,620,667,711,757,902,1337,1764,2178,2578,2963,3332,3675,4013,4361,4735,5123,5514,5907,6300,6603,NPgN,Primary,NG FES - Electric Engagement,Number of heat pumps (total)
KIELDER,4,5,5,6,8,11,12,14,14,15,16,17,30,79,124,169,212,254,295,334,372,411,452,482,494,504,513,522,NPgN,Primary,NG FES - Electric Engagement,Number of heat pumps (total)
KILLINGWORTH,143,186,251,338,458,582,693,777,846,910,972,1036,1179,1564,1958,2340,2704,3051,3385,3686,3982,4294,4635,4981,5324,5655,5985,6242,NPgN,Primary,NG FES - Electric Engagement,Number of heat pumps (total)
KIRBYMOORSIDE,100,126,162,214,308,415,503,558,598,635,671,708,837,1258,1674,2078,2470,2849,3213,3538,3857,4197,4567,4857,5057,5176,5287,5381,NPgN,Primary,NG FES - Electric Engagement,Number of heat pumps (total)
LEAM CENTRAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Electric Engagement,Number of heat pumps (total)
LINTON 66/20KV,106,136,180,242,351,480,590,657,704,747,788,831,978,1433,1885,2323,2748,3158,3551,3901,4239,4601,5001,5287,5475,5563,5643,5710,NPgN,Primary,NG FES - Electric Engagement,Number of heat pumps (total)
LONGBENTON,72,92,121,161,224,287,338,373,400,425,449,474,623,1119,1589,2042,2484,2912,3323,3704,4078,4463,4873,5298,5727,6157,6587,6915,NPgN,Primary,NG FES - Electric Engagement,Number of heat pumps (total)
LOW SPENNYMOOR,211,277,377,511,682,858,1026,1158,1270,1376,1478,1583,1736,2074,2450,2815,3156,3476,3783,4062,4337,4627,4945,5267,5586,5895,6206,6452,NPgN,Primary,NG FES - Electric Engagement,Number of heat pumps (total)
LYNEMOUTH,23,30,40,55,79,108,133,149,160,170,179,189,225,335,444,550,652,751,846,932,1014,1101,1197,1264,1308,1331,1354,1372,NPgN,Primary,NG FES - Electric Engagement,Number of heat pumps (total)
MADDISON STREET,255,331,447,603,807,1017,1212,1364,1490,1609,1723,1842,2094,2766,3454,4121,4758,5364,5946,6480,7004,7553,8147,8759,9373,9985,10598,11074,NPgN,Primary,NG FES - Electric Engagement,Number of heat pumps (total)
MALLEABLE,154,194,254,337,445,556,661,744,815,881,946,1012,1123,1417,1729,2034,2326,2603,2870,3118,3364,3617,3891,4177,4466,4757,5051,5290,NPgN,Primary,NG FES - Electric Engagement,Number of heat pumps (total)
MALTON,236,304,402,534,707,888,1059,1193,1306,1413,1516,1623,1834,2420,3024,3610,4170,4705,5219,5696,6167,6659,7187,7645,7987,8310,8633,8898,NPgN,Primary,NG FES - Electric Engagement,Number of heat pumps (total)
MEADOWFIELD,125,158,208,277,376,487,590,662,719,772,823,876,955,1148,1361,1570,1768,1954,2132,2288,2436,2600,2785,2953,3103,3215,3325,3417,NPgN,Primary,NG FES - Electric Engagement,Number of heat pumps (total)
MELROSEGATE 33/11KV,110,133,170,222,291,361,425,474,514,552,589,627,717,978,1241,1498,1745,1981,2206,2415,2620,2835,3067,3302,3537,3771,4004,4187,NPgN,Primary,NG FES - Electric Engagement,Number of heat pumps (total)
MILLBANK LANE,167,221,300,405,550,695,823,921,1002,1077,1150,1225,1406,1903,2405,2889,3350,3791,4215,4596,4968,5371,5807,6255,6701,7143,7585,7926,NPgN,Primary,NG FES - Electric Engagement,Number of heat pumps (total)
MONKSEATON,101,127,165,218,307,399,475,526,565,600,634,670,903,1693,2443,3169,3877,4566,5227,5843,6448,7074,7744,8376,8976,9556,10137,10585,NPgN,Primary,NG FES - Electric Engagement,Number of heat pumps (total)
MOOR MONKTON PUMPS,13,16,21,27,40,54,65,72,77,82,86,91,112,182,251,317,382,445,505,560,613,670,732,778,809,827,844,858,NPgN,Primary,NG FES - Electric Engagement,Number of heat pumps (total)
MORPETH,248,323,432,581,786,1005,1207,1357,1479,1595,1705,1821,2026,2557,3118,3664,4182,4673,5144,5568,5983,6427,6915,7359,7750,8085,8417,8684,NPgN,Primary,NG FES - Electric Engagement,Number of heat pumps (total)
MOUNT ROAD,75,89,110,139,186,234,273,300,322,341,361,381,539,1091,1610,2112,2603,3081,3540,3971,4394,4827,5285,5754,6222,6690,7157,7517,NPgN,Primary,NG FES - Electric Engagement,Number of heat pumps (total)
NEWBURN HAUGH,32,39,51,68,94,119,140,155,168,179,190,201,264,468,663,851,1035,1213,1384,1543,1700,1862,2035,2213,2393,2573,2753,2891,NPgN,Primary,NG FES - Electric Engagement,Number of heat pumps (total)
NEWBY,78,99,132,177,245,314,373,414,447,478,508,539,683,1145,1590,2019,2436,2840,3228,3586,3940,4308,4701,5074,5421,5755,6087,6342,NPgN,Primary,NG FES - Electric Engagement,Number of heat pumps (total)
NEWCASTLE AIRPORT,125,162,219,297,396,498,593,668,731,790,847,906,1017,1296,1590,1875,2145,2401,2646,2871,3093,3328,3584,3841,4095,4348,4602,4800,NPgN,Primary,NG FES - Electric Engagement,Number of heat pumps (total)
NEWTON AYCLIFFE SOUTH,45,60,81,110,150,191,227,255,278,299,319,340,394,547,700,848,990,1125,1256,1374,1491,1613,1745,1872,1995,2113,2232,2323,NPgN,Primary,NG FES - Electric Engagement,Number of heat pumps (total)
NORTH STREET,59,67,76,89,110,133,153,169,182,194,207,219,293,584,858,1123,1384,1637,1881,2113,2340,2571,2814,3061,3309,3557,3804,4002,NPgN,Primary,NG FES - Electric Engagement,Number of heat pumps (total)
NORTH TEES T1 T2,54,61,72,88,109,133,155,173,188,202,216,231,255,349,445,540,633,722,808,891,972,1055,1141,1231,1321,1411,1502,1582,NPgN,Primary,NG FES - Electric Engagement,Number of heat pumps (total)
NORTH TEES T3 T4,52,63,78,100,135,169,198,220,238,255,272,289,370,656,931,1198,1460,1714,1960,2192,2421,2654,2901,3157,3415,3674,3935,4144,NPgN,Primary,NG FES - Electric Engagement,Number of heat pumps (total)
NORTHALLERTON,127,161,208,273,368,468,558,625,679,731,780,832,978,1438,1895,2339,2771,3188,3591,3964,4334,4718,5129,5486,5766,6024,6282,6498,NPgN,Primary,NG FES - Electric Engagement,Number of heat pumps (total)
NORTON 132/11KV,270,354,480,654,894,1134,1347,1509,1642,1768,1888,2013,2398,3530,4648,5729,6771,7775,8738,9628,10507,11419,12398,13409,14424,15438,16455,17239,NPgN,Primary,NG FES - Electric Engagement,Number of heat pumps (total)
OATLANDS,71,90,117,155,209,263,311,348,378,406,433,461,557,856,1149,1432,1706,1971,2225,2461,2694,2938,3198,3438,3659,3873,4087,4254,NPgN,Primary,NG FES - Electric Engagement,Number of heat pumps (total)
OFFERTON 33/11KV,144,190,258,349,477,608,726,814,886,954,1019,1086,1300,1935,2561,3165,3747,4308,4846,5344,5832,6339,6885,7442,7997,8544,9092,9512,NPgN,Primary,NG FES - Electric Engagement,Number of heat pumps (total)
