Primary,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area,Voltage level,Scenario name,Output parameter
BENTON SQUARE,579,852,1354,2072,2875,3728,4637,5719,6760,7773,8745,9669,10523,11336,12086,12769,13376,13917,14364,14741,15060,15330,15552,15714,15850,15963,16060,16145,NPgN,Primary,NPg Reference Scenario,Number of electric cars and vans (hybrid and full electric)
BENWELL,376,571,938,1484,2130,2848,3613,4530,5412,6270,7093,7875,8604,9299,9938,10521,11039,11501,11882,12205,12478,12708,12899,13038,13154,13252,13336,13409,NPgN,Primary,NPg Reference Scenario,Number of electric cars and vans (hybrid and full electric)
BILLINGHAM MARSH HOUSE,547,821,1332,2082,2953,3904,4920,6133,7301,8436,9526,10562,11525,12442,13286,14056,14740,15350,15853,16279,16639,16944,17195,17379,17532,17660,17770,17867,NPgN,Primary,NPg Reference Scenario,Number of electric cars and vans (hybrid and full electric)
BILLY MILL,390,593,973,1540,2210,2953,3747,4697,5612,6500,7354,8164,8920,9640,10303,10907,11443,11922,12317,12652,12935,13174,13372,13516,13636,13737,13824,13900,NPgN,Primary,NPg Reference Scenario,Number of electric cars and vans (hybrid and full electric)
BIRTLEY GROVE 66/11KV,337,499,798,1229,1717,2240,2798,3462,4102,4723,5321,5888,6413,6913,7374,7794,8168,8501,8775,9008,9204,9370,9507,9607,9690,9760,9820,9872,NPgN,Primary,NPg Reference Scenario,Number of electric cars and vans (hybrid and full electric)
BIRTLEY GROVE 66/20KV,209,308,490,750,1042,1352,1681,2074,2452,2820,3173,3508,3818,4113,4385,4633,4854,5050,5212,5349,5465,5563,5644,5703,5752,5793,5828,5859,NPgN,Primary,NPg Reference Scenario,Number of electric cars and vans (hybrid and full electric)
BLAYDON BURN,487,713,1125,1711,2357,3037,3760,4621,5448,6253,7027,7761,8439,9084,9678,10220,10702,11132,11486,11785,12039,12252,12429,12557,12664,12754,12831,12898,NPgN,Primary,NPg Reference Scenario,Number of electric cars and vans (hybrid and full electric)
BLUCHER 33/11KV,428,639,1031,1603,2261,2976,3738,4648,5525,6376,7194,7971,8693,9380,10013,10590,11102,11559,11936,12256,12526,12753,12942,13079,13194,13290,13372,13445,NPgN,Primary,NPg Reference Scenario,Number of electric cars and vans (hybrid and full electric)
BOLDON DOWNHILL,363,538,861,1327,1856,2423,3028,3749,4443,5118,5767,6382,6953,7496,7996,8452,8858,9219,9517,9770,9983,10163,10312,10420,10511,10586,10652,10709,NPgN,Primary,NPg Reference Scenario,Number of electric cars and vans (hybrid and full electric)
BOROUGHBRIDGE/ROECLIFFE INDUSTRIAL,219,313,480,709,945,1180,1428,1722,2004,2279,2543,2793,3022,3239,3440,3623,3786,3930,4050,4151,4236,4307,4367,4410,4445,4475,4501,4524,NPgN,Primary,NPg Reference Scenario,Number of electric cars and vans (hybrid and full electric)
BOWESFIELD 33/11KV,377,559,896,1384,1939,2537,3174,3934,4665,5376,6058,6707,7308,7880,8408,8888,9315,9696,10011,10277,10501,10691,10848,10962,11058,11138,11206,11266,NPgN,Primary,NPg Reference Scenario,Number of electric cars and vans (hybrid and full electric)
BOWESFIELD 66/11KV,286,423,676,1041,1455,1898,2371,2934,3476,4003,4509,4990,5435,5859,6250,6606,6923,7205,7438,7635,7801,7942,8058,8143,8213,8272,8323,8368,NPgN,Primary,NPg Reference Scenario,Number of electric cars and vans (hybrid and full electric)
BRANCEPETH,601,918,1513,2404,3464,4646,5907,7418,8873,10286,11644,12933,14136,15282,16336,17298,18151,18914,19543,20075,20526,20906,21221,21451,21642,21803,21942,22062,NPgN,Primary,NPg Reference Scenario,Number of electric cars and vans (hybrid and full electric)
BREAMISH STREET,112,177,301,494,732,1005,1298,1650,1988,2317,2633,2933,3214,3482,3729,3954,4153,4331,4478,4603,4709,4798,4872,4925,4970,5008,5041,5069,NPgN,Primary,NPg Reference Scenario,Number of electric cars and vans (hybrid and full electric)
BRENDA TRADING,460,716,1204,1949,2859,3891,4995,6319,7595,8834,10024,11154,12212,13220,14148,14993,15743,16414,16967,17435,17832,18167,18445,18647,18816,18957,19080,19186,NPgN,Primary,NPg Reference Scenario,Number of electric cars and vans (hybrid and full electric)
CAMPLESHON ROAD,571,828,1295,1949,2657,3389,4166,5089,5976,6840,7670,8457,9182,9871,10508,11087,11602,12062,12440,12760,13031,13259,13447,13584,13698,13794,13876,13948,NPgN,Primary,NPg Reference Scenario,Number of electric cars and vans (hybrid and full electric)
CARLEY HILL,550,813,1298,1997,2787,3632,4532,5605,6637,7641,8606,9521,10370,11177,11921,12599,13202,13739,14183,14558,14875,15142,15364,15525,15659,15772,15869,15953,NPgN,Primary,NPg Reference Scenario,Number of electric cars and vans (hybrid and full electric)
CARLIN HOW T3 T4,374,585,986,1599,2351,3206,4121,5219,6277,7303,8289,9226,10104,10939,11708,12409,13032,13587,14046,14435,14764,15042,15272,15440,15580,15697,15799,15887,NPgN,Primary,NPg Reference Scenario,Number of electric cars and vans (hybrid and full electric)
CARR HILL,415,659,1127,1853,2756,3797,4910,6247,7537,8788,9989,11130,12201,13222,14160,15016,15775,16454,17014,17488,17890,18230,18511,18716,18887,19031,19155,19263,NPgN,Primary,NPg Reference Scenario,Number of electric cars and vans (hybrid and full electric)
CATTERICK CAMP,392,598,985,1562,2248,3011,3825,4801,5740,6652,7529,8361,9138,9877,10558,11178,11729,12221,12627,12971,13262,13507,13711,13859,13982,14086,14175,14253,NPgN,Primary,NPg Reference Scenario,Number of electric cars and vans (hybrid and full electric)
CLOSE,91,144,244,398,587,805,1037,1316,1585,1846,2096,2334,2557,2770,2966,3144,3302,3443,3560,3659,3743,3813,3872,3915,3950,3980,4006,4029,NPgN,Primary,NPg Reference Scenario,Number of electric cars and vans (hybrid and full electric)
CONEYTHORPE,439,635,992,1491,2029,2584,3173,3872,4544,5198,5827,6423,6972,7494,7976,8414,8804,9152,9439,9681,9886,10058,10201,10304,10391,10463,10525,10580,NPgN,Primary,NPg Reference Scenario,Number of electric cars and vans (hybrid and full electric)
CONSETT,683,1025,1663,2600,3688,4878,6148,7665,9126,10545,11908,13203,14407,15553,16610,17572,18427,19190,19819,20352,20802,21183,21498,21727,21918,22078,22217,22337,NPgN,Primary,NPg Reference Scenario,Number of electric cars and vans (hybrid and full electric)
CORPORATION STREET,98,152,254,408,595,806,1031,1301,1561,1814,2057,2287,2503,2708,2897,3069,3222,3359,3471,3567,3648,3716,3772,3814,3848,3877,3902,3923,NPgN,Primary,NPg Reference Scenario,Number of electric cars and vans (hybrid and full electric)
COWTON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NPg Reference Scenario,Number of electric cars and vans (hybrid and full electric)
CRAMLINGTON T1 T3,187,280,455,710,1007,1331,1677,2090,2488,2874,3246,3598,3926,4238,4526,4788,5021,5228,5400,5545,5667,5771,5857,5919,5971,6015,6052,6085,NPgN,Primary,NPg Reference Scenario,Number of electric cars and vans (hybrid and full electric)
CRAMLINGTON T2 T4,173,261,423,662,939,1242,1566,1953,2325,2687,3035,3365,3672,3964,4234,4479,4697,4892,5052,5188,5303,5400,5481,5539,5588,5629,5664,5695,NPgN,Primary,NPg Reference Scenario,Number of electric cars and vans (hybrid and full electric)
DARLEY,239,337,511,743,975,1198,1433,1710,1976,2235,2484,2720,2934,3137,3325,3497,3649,3785,3896,3991,4070,4137,4192,4232,4265,4293,4317,4338,NPgN,Primary,NPg Reference Scenario,Number of electric cars and vans (hybrid and full electric)
DARLINGTON 132/6KV,192,332,609,1063,1666,2388,3163,4098,5000,5874,6713,7511,8264,8983,9643,10244,10779,11256,11650,11984,12267,12507,12705,12850,12971,13073,13161,13237,NPgN,Primary,NPg Reference Scenario,Number of electric cars and vans (hybrid and full electric)
DARLINGTON 33/11KV,325,566,1044,1830,2878,4136,5486,7114,8686,10210,11672,13062,14375,15628,16778,17827,18757,19589,20276,20858,21352,21770,22116,22368,22580,22757,22910,23043,NPgN,Primary,NPg Reference Scenario,Number of electric cars and vans (hybrid and full electric)
DARLINGTON CENTRAL 33/11KV,117,214,410,738,1186,1731,2317,3023,3706,4367,5002,5605,6176,6721,7222,7678,8083,8444,8743,8997,9212,9394,9544,9654,9746,9823,9890,9948,NPgN,Primary,NPg Reference Scenario,Number of electric cars and vans (hybrid and full electric)
DARLINGTON EAST,383,604,1026,1676,2481,3402,4388,5572,6713,7820,8883,9894,10840,11743,12573,13329,14001,14601,15096,15516,15871,16171,16420,16601,16753,16879,16989,17084,NPgN,Primary,NPg Reference Scenario,Number of electric cars and vans (hybrid and full electric)
DARLINGTON WEST,538,894,1589,2702,4143,5844,7667,9861,11978,14031,16002,17876,19640,21323,22869,24278,25530,26647,27570,28353,29016,29576,30041,30379,30663,30900,31105,31284,NPgN,Primary,NPg Reference Scenario,Number of electric cars and vans (hybrid and full electric)
DENWICK,478,729,1201,1907,2745,3679,4676,5869,7019,8135,9207,10226,11176,12081,12914,13673,14348,14950,15447,15867,16223,16524,16773,16954,17105,17232,17341,17437,NPgN,Primary,NPg Reference Scenario,Number of electric cars and vans (hybrid and full electric)
DUNSTON 66/11KV,285,416,655,992,1362,1749,2161,2650,3121,3579,4019,4436,4822,5188,5526,5834,6108,6352,6553,6723,6867,6988,7089,7161,7222,7273,7317,7355,NPgN,Primary,NPg Reference Scenario,Number of electric cars and vans (hybrid and full electric)
DUNSTON 66/20KV,588,856,1345,2035,2790,3576,4412,5407,6363,7293,8187,9036,9818,10562,11248,11874,12429,12925,13334,13679,13971,14217,14421,14569,14692,14795,14885,14962,NPgN,Primary,NPg Reference Scenario,Number of electric cars and vans (hybrid and full electric)
DURHAM EAST,198,288,453,685,939,1204,1486,1821,2142,2456,2757,3042,3306,3556,3788,3998,4185,4352,4490,4606,4704,4787,4856,4906,4947,4982,5012,5038,NPgN,Primary,NPg Reference Scenario,Number of electric cars and vans (hybrid and full electric)
EASTFIELD,294,458,770,1247,1829,2490,3196,4044,4861,5654,6416,7139,7816,8462,9055,9596,10077,10506,10860,11160,11414,11629,11806,11936,12044,12134,12213,12281,NPgN,Primary,NPg Reference Scenario,Number of electric cars and vans (hybrid and full electric)
EASTGATE CEMENT,108,162,264,412,584,773,974,1214,1446,1671,1887,2092,2282,2464,2631,2784,2919,3040,3140,3224,3295,3356,3406,3442,3472,3498,3519,3539,NPgN,Primary,NPg Reference Scenario,Number of electric cars and vans (hybrid and full electric)
EDUCATIONAL PRECINCT,179,273,451,718,1036,1391,1770,2224,2662,3087,3495,3883,4244,4589,4906,5195,5452,5681,5870,6031,6166,6281,6375,6444,6502,6550,6592,6628,NPgN,Primary,NPg Reference Scenario,Number of electric cars and vans (hybrid and full electric)
ELVINGTON,149,214,331,493,664,837,1020,1237,1445,1648,1843,2029,2198,2359,2508,2644,2765,2872,2961,3036,3099,3152,3196,3228,3255,3277,3296,3313,NPgN,Primary,NPg Reference Scenario,Number of electric cars and vans (hybrid and full electric)
FARADAY STREET,356,571,983,1628,2437,3373,4376,5581,6743,7870,8952,9981,10947,11868,12714,13485,14170,14782,15287,15715,16078,16384,16638,16823,16978,17107,17219,17317,NPgN,Primary,NPg Reference Scenario,Number of electric cars and vans (hybrid and full electric)
FAWDON T1 & SEATON BURN T1,1200,1681,2531,3649,4738,5755,6826,8085,9289,10466,11598,12671,13637,14553,15403,16176,16865,17478,17982,18406,18765,19066,19314,19494,19644,19768,19876,19970,NPgN,Primary,NPg Reference Scenario,Number of electric cars and vans (hybrid and full electric)
FISHBURN,610,910,1465,2274,3202,4208,5280,6560,7792,8990,10140,11233,12247,13212,14102,14913,15633,16276,16806,17254,17634,17954,18219,18412,18573,18708,18824,18925,NPgN,Primary,NPg Reference Scenario,Number of electric cars and vans (hybrid and full electric)
FLATWORTH CENTRAL,195,301,503,809,1179,1597,2044,2580,3096,3597,4078,4536,4963,5370,5745,6087,6390,6661,6884,7074,7234,7369,7481,7563,7631,7688,7738,7781,NPgN,Primary,NPg Reference Scenario,Number of electric cars and vans (hybrid and full electric)
FOSS ISLANDS,437,657,1067,1669,2368,3134,3951,4928,5868,6781,7659,8492,9267,10005,10685,11304,11855,12346,12751,13094,13384,13629,13832,13979,14102,14206,14295,14372,NPgN,Primary,NPg Reference Scenario,Number of electric cars and vans (hybrid and full electric)
FOSSWAY 33/11KV,307,490,842,1390,2078,2872,3722,4744,5729,6685,7603,8475,9294,10074,10791,11446,12026,12545,12973,13336,13643,13903,14118,14275,14406,14516,14610,14693,NPgN,Primary,NPg Reference Scenario,Number of electric cars and vans (hybrid and full electric)
FOURSTONES 20KV,527,764,1193,1794,2444,3113,3824,4669,5481,6271,7030,7751,8414,9044,9626,10156,10627,11047,11394,11686,11934,12142,12314,12440,12544,12631,12707,12772,NPgN,Primary,NPg Reference Scenario,Number of electric cars and vans (hybrid and full electric)
FYLANDS BRIDGE,394,620,1053,1721,2546,3490,4501,5714,6883,8018,9108,10143,11114,12039,12890,13665,14354,14968,15476,15906,16270,16578,16833,17018,17173,17303,17416,17513,NPgN,Primary,NPg Reference Scenario,Number of electric cars and vans (hybrid and full electric)
GALE LANE,559,814,1280,1938,2659,3412,4212,5163,6078,6968,7824,8636,9384,10096,10753,11352,11884,12358,12749,13080,13359,13595,13790,13932,14050,14149,14234,14308,NPgN,Primary,NPg Reference Scenario,Number of electric cars and vans (hybrid and full electric)
GARWOOD STREET,282,442,746,1212,1784,2436,3133,3970,4776,5559,6310,7024,7693,8330,8916,9450,9925,10348,10698,10994,11245,11457,11632,11760,11867,11956,12034,12101,NPgN,Primary,NPg Reference Scenario,Number of electric cars and vans (hybrid and full electric)
GATESHEAD CENTRAL,97,157,275,461,697,974,1270,1626,1970,2303,2623,2927,3213,3486,3736,3964,4167,4348,4498,4625,4732,4823,4898,4953,4999,5037,5070,5099,NPgN,Primary,NPg Reference Scenario,Number of electric cars and vans (hybrid and full electric)
GATESHEAD EAST,15,24,42,69,103,142,184,235,284,332,377,420,461,500,535,568,597,623,644,662,677,690,701,708,715,720,725,729,NPgN,Primary,NPg Reference Scenario,Number of electric cars and vans (hybrid and full electric)
GOSFORTH 33/11KV,261,374,578,858,1152,1448,1761,2133,2490,2837,3171,3488,3778,4054,4309,4541,4747,4931,5082,5210,5318,5410,5485,5539,5585,5623,5656,5684,NPgN,Primary,NPg Reference Scenario,Number of electric cars and vans (hybrid and full electric)
GRANGETOWN,280,455,794,1330,2013,2810,3663,4690,5680,6641,7563,8439,9263,10049,10771,11429,12014,12536,12967,13332,13642,13903,14120,14278,14410,14521,14616,14700,NPgN,Primary,NPg Reference Scenario,Number of electric cars and vans (hybrid and full electric)
GREATHAM,38,59,98,158,232,315,404,510,613,713,808,899,984,1065,1140,1208,1268,1322,1367,1404,1436,1463,1486,1502,1515,1527,1537,1545,NPgN,Primary,NPg Reference Scenario,Number of electric cars and vans (hybrid and full electric)
GUISBOROUGH T1 T2,639,951,1529,2370,3332,4373,5482,6806,8080,9319,10509,11638,12687,13685,14605,15443,16188,16852,17401,17864,18257,18588,18861,19061,19227,19366,19487,19591,NPgN,Primary,NPg Reference Scenario,Number of electric cars and vans (hybrid and full electric)
GUISBOROUGH T3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NPg Reference Scenario,Number of electric cars and vans (hybrid and full electric)
HARLOW GREEN,459,701,1158,1842,2657,3566,4538,5701,6821,7910,8955,9947,10874,11756,12569,13309,13967,14554,15038,15448,15795,16089,16331,16508,16656,16779,16886,16979,NPgN,Primary,NPg Reference Scenario,Number of electric cars and vans (hybrid and full electric)
HARMIRE BRIDGE,346,513,820,1262,1764,2302,2875,3558,4215,4855,5469,6052,6592,7106,7580,8012,8396,8738,9021,9260,9462,9632,9773,9876,9961,10033,10095,10149,NPgN,Primary,NPg Reference Scenario,Number of electric cars and vans (hybrid and full electric)
HARRATON,360,531,844,1294,1799,2336,2907,3589,4244,4882,5494,6076,6614,7126,7598,8028,8410,8751,9033,9270,9472,9641,9781,9884,9969,10040,10102,10155,NPgN,Primary,NPg Reference Scenario,Number of electric cars and vans (hybrid and full electric)
HARROGATE 132/11KV,1018,1497,2376,3633,5035,6522,8105,9991,11804,13569,15263,16872,18361,19776,21082,22271,23328,24271,25049,25706,26262,26732,27119,27401,27637,27834,28004,28152,NPgN,Primary,NPg Reference Scenario,Number of electric cars and vans (hybrid and full electric)
HARROGATE WEST,276,401,630,953,1306,1673,2064,2528,2975,3409,3826,4223,4588,4935,5256,5548,5807,6039,6229,6391,6527,6642,6737,6806,6864,6912,6953,6990,NPgN,Primary,NPg Reference Scenario,Number of electric cars and vans (hybrid and full electric)
HARTMOOR 66/20KV,674,1009,1633,2545,3600,4749,5975,7439,8848,10218,11534,12784,13945,15051,16069,16997,17822,18558,19165,19679,20113,20480,20784,21005,21189,21344,21477,21593,NPgN,Primary,NPg Reference Scenario,Number of electric cars and vans (hybrid and full electric)
HAWTHORN PIT,594,913,1515,2422,3511,4732,6037,7600,9106,10568,11972,13306,14552,15739,16832,17828,18712,19501,20153,20704,21172,21566,21893,22130,22329,22495,22639,22764,NPgN,Primary,NPg Reference Scenario,Number of electric cars and vans (hybrid and full electric)
HAXBY ROAD T2 T3,606,875,1364,2044,2775,3524,4319,5264,6171,7055,7903,8709,9449,10153,10803,11395,11921,12390,12777,13104,13380,13613,13805,13944,14061,14158,14243,14316,NPgN,Primary,NPg Reference Scenario,Number of electric cars and vans (hybrid and full electric)
HEBBURN,97,144,231,357,499,652,816,1011,1198,1380,1555,1721,1876,2022,2157,2281,2390,2488,2568,2636,2694,2743,2783,2812,2836,2857,2875,2890,NPgN,Primary,NPg Reference Scenario,Number of electric cars and vans (hybrid and full electric)
HEBBURN WEST,32,48,77,119,166,217,271,336,399,459,517,573,624,673,718,759,795,828,854,877,896,912,926,936,944,951,956,961,NPgN,Primary,NPg Reference Scenario,Number of electric cars and vans (hybrid and full electric)
HEDWORTH,294,444,727,1147,1640,2185,2767,3463,4133,4785,5410,6004,6558,7085,7570,8012,8405,8756,9045,9290,9497,9672,9817,9923,10011,10084,10148,10204,NPgN,Primary,NPg Reference Scenario,Number of electric cars and vans (hybrid and full electric)
HEIGHINGTON,2,3,5,8,13,18,24,30,37,43,49,55,60,65,70,74,78,81,84,87,89,90,92,93,94,94,95,96,NPgN,Primary,NPg Reference Scenario,Number of electric cars and vans (hybrid and full electric)
HEXHAM,398,574,895,1340,1818,2307,2826,3443,4035,4612,5166,5691,6175,6634,7058,7444,7787,8094,8346,8559,8739,8891,9017,9108,9184,9247,9302,9350,NPgN,Primary,NPg Reference Scenario,Number of electric cars and vans (hybrid and full electric)
HIGH BARMSTON,390,573,907,1383,1912,2471,3066,3775,4456,5119,5756,6360,6919,7451,7941,8388,8784,9139,9430,9677,9886,10062,10208,10314,10402,10476,10540,10595,NPgN,Primary,NPg Reference Scenario,Number of electric cars and vans (hybrid and full electric)
HIGH FLATTS,595,883,1415,2185,3061,4003,5008,6206,7359,8480,9557,10579,11528,12430,13262,14020,14693,15294,15789,16209,16563,16862,17110,17290,17440,17566,17675,17769,NPgN,Primary,NPg Reference Scenario,Number of electric cars and vans (hybrid and full electric)
HOUGHTON,525,775,1235,1896,2640,3433,4278,5286,6255,7197,8103,8962,9758,10516,11214,11850,12416,12920,13336,13688,13985,14236,14444,14595,14721,14826,14917,14997,NPgN,Primary,NPg Reference Scenario,Number of electric cars and vans (hybrid and full electric)
HOWDON,87,139,240,399,600,832,1081,1380,1668,1948,2216,2472,2711,2940,3150,3342,3512,3664,3789,3895,3985,4061,4124,4170,4209,4241,4269,4293,NPgN,Primary,NPg Reference Scenario,Number of electric cars and vans (hybrid and full electric)
HUNTINGTON NEW LANE,457,663,1038,1565,2138,2731,3361,4109,4829,5529,6202,6841,7429,7988,8505,8975,9393,9766,10073,10333,10552,10737,10890,11001,11094,11172,11238,11297,NPgN,Primary,NPg Reference Scenario,Number of electric cars and vans (hybrid and full electric)
HUSTHWAITE 33/11KV,429,621,970,1457,1981,2521,3094,3775,4429,5066,5678,6258,6792,7300,7769,8196,8575,8914,9193,9428,9628,9796,9934,10035,10119,10190,10250,10303,NPgN,Primary,NPg Reference Scenario,Number of electric cars and vans (hybrid and full electric)
JARROW,88,133,219,347,499,668,848,1064,1272,1473,1667,1851,2023,2186,2337,2474,2596,2705,2794,2870,2935,2989,3034,3067,3094,3117,3137,3154,NPgN,Primary,NPg Reference Scenario,Number of electric cars and vans (hybrid and full electric)
KENTON,494,712,1108,1659,2247,2848,3486,4244,4972,5680,6361,7007,7601,8164,8685,9160,9582,9958,10268,10529,10751,10937,11091,11203,11297,11375,11442,11501,NPgN,Primary,NPg Reference Scenario,Number of electric cars and vans (hybrid and full electric)
KIELDER,26,38,59,90,125,161,200,246,290,333,374,414,450,484,516,545,571,594,613,629,642,654,663,670,676,681,685,688,NPgN,Primary,NPg Reference Scenario,Number of electric cars and vans (hybrid and full electric)
KILLINGWORTH,380,563,902,1393,1949,2547,3185,3945,4677,5389,6072,6721,7323,7895,8423,8904,9332,9713,10027,10293,10518,10708,10865,10979,11075,11155,11224,11284,NPgN,Primary,NPg Reference Scenario,Number of electric cars and vans (hybrid and full electric)
KIRBYMOORSIDE,289,429,688,1062,1487,1944,2432,3013,3572,4116,4638,5134,5594,6032,6435,6803,7129,7421,7661,7865,8037,8182,8302,8389,8462,8523,8576,8622,NPgN,Primary,NPg Reference Scenario,Number of electric cars and vans (hybrid and full electric)
LEAM CENTRAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NPg Reference Scenario,Number of electric cars and vans (hybrid and full electric)
LINTON 66/20KV,344,498,777,1166,1585,2017,2474,3018,3541,4049,4538,5002,5428,5834,6208,6549,6852,7123,7345,7534,7693,7827,7938,8018,8085,8142,8190,8232,NPgN,Primary,NPg Reference Scenario,Number of electric cars and vans (hybrid and full electric)
LONGBENTON,527,771,1215,1845,2539,3267,4041,4962,5848,6710,7538,8324,9049,9739,10376,10956,11471,11931,12310,12630,12901,13130,13319,13456,13571,13666,13749,13821,NPgN,Primary,NPg Reference Scenario,Number of electric cars and vans (hybrid and full electric)
LOW SPENNYMOOR,365,540,865,1334,1866,2437,3046,3772,4471,5150,5803,6423,6997,7544,8048,8507,8915,9279,9579,9833,10048,10229,10379,10488,10580,10656,10722,10779,NPgN,Primary,NPg Reference Scenario,Number of electric cars and vans (hybrid and full electric)
LYNEMOUTH,81,118,186,283,389,500,619,760,895,1027,1154,1274,1385,1490,1588,1676,1755,1825,1883,1932,1974,2009,2038,2059,2076,2091,2104,2115,NPgN,Primary,NPg Reference Scenario,Number of electric cars and vans (hybrid and full electric)
MADDISON STREET,604,926,1533,2446,3539,4762,6068,7633,9141,10605,12011,13347,14594,15782,16876,17872,18758,19548,20200,20752,21219,21614,21941,22179,22378,22544,22688,22813,NPgN,Primary,NPg Reference Scenario,Number of electric cars and vans (hybrid and full electric)
MALLEABLE,264,402,660,1046,1503,2011,2553,3203,3828,4435,5018,5572,6089,6581,7034,7447,7813,8141,8411,8639,8833,8996,9132,9230,9313,9381,9441,9493,NPgN,Primary,NPg Reference Scenario,Number of electric cars and vans (hybrid and full electric)
MALTON,491,741,1211,1906,2721,3620,4579,5726,6831,7905,8935,9915,10827,11695,12495,13223,13871,14449,14925,15329,15670,15959,16197,16371,16516,16637,16742,16834,NPgN,Primary,NPg Reference Scenario,Number of electric cars and vans (hybrid and full electric)
MEADOWFIELD,187,275,437,668,926,1200,1491,1837,2171,2495,2807,3103,3376,3637,3877,4095,4290,4463,4606,4727,4829,4915,4987,5039,5082,5118,5149,5177,NPgN,Primary,NPg Reference Scenario,Number of electric cars and vans (hybrid and full electric)
MELROSEGATE 33/11KV,240,361,587,919,1304,1727,2178,2717,3235,3740,4224,4684,5111,5519,5894,6236,6539,6810,7034,7223,7383,7519,7630,7712,7780,7837,7886,7929,NPgN,Primary,NPg Reference Scenario,Number of electric cars and vans (hybrid and full electric)
MILLBANK LANE,546,807,1291,1989,2778,3625,4527,5603,6637,7644,8611,9528,10379,11189,11935,12615,13219,13758,14202,14578,14897,15165,15387,15548,15683,15796,15893,15978,NPgN,Primary,NPg Reference Scenario,Number of electric cars and vans (hybrid and full electric)
MONKSEATON,828,1204,1889,2852,3902,4992,6150,7528,8852,10141,11379,12555,13637,14667,15617,16483,17252,17939,18504,18982,19386,19727,20009,20213,20384,20527,20650,20758,NPgN,Primary,NPg Reference Scenario,Number of electric cars and vans (hybrid and full electric)
MOOR MONKTON PUMPS,46,68,110,172,242,319,402,500,594,686,775,858,936,1010,1079,1141,1196,1245,1286,1321,1350,1374,1395,1409,1422,1432,1441,1449,NPgN,Primary,NPg Reference Scenario,Number of electric cars and vans (hybrid and full electric)
