Primary,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area,Voltage level,Scenario name,Output parameter
ACKLAM,0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.021,0.021,0.021,0.022,0.022,0.022,0.023,0.023,0.024,0.024,0.024,0.025,0.025,0.026,0.027,0.027,NPgN,Primary,NG FES - Leading the Way (EE CF),Total installed wind capacity (MW)
AMBERTON ROAD,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.008,0.009,0.01,0.011,0.012,0.013,0.014,0.015,0.017,0.018,0.019,0.021,0.022,0.024,0.025,0.027,0.029,NPgN,Primary,NG FES - Leading the Way (EE CF),Total installed wind capacity (MW)
ANNFIELD 66/20KV,5.503,5.503,5.503,5.503,5.503,5.503,5.503,5.503,5.503,5.503,5.503,5.503,5.507,5.512,5.517,5.522,5.528,5.534,5.54,5.546,5.553,5.56,5.568,5.575,5.583,5.592,5.6,5.609,5.618,NPgN,Primary,NG FES - Leading the Way (EE CF),Total installed wind capacity (MW)
ASHINGTON,3.24,3.24,3.24,3.24,3.24,3.24,3.24,3.24,3.24,3.24,3.24,3.24,3.257,3.278,3.3,3.324,3.348,3.374,3.402,3.43,3.46,3.491,3.523,3.557,3.592,3.628,3.666,3.705,3.745,NPgN,Primary,NG FES - Leading the Way (EE CF),Total installed wind capacity (MW)
AYCLIFFE FORREST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Leading the Way (EE CF),Total installed wind capacity (MW)
AYCLIFFE INDUSTRIAL,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0.004,0.006,0.008,0.01,0.013,0.015,0.018,0.021,0.024,0.027,0.03,0.033,0.036,0.04,0.044,0.047,NPgN,Primary,NG FES - Leading the Way (EE CF),Total installed wind capacity (MW)
BARDEN FRIAR,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.002,0.002,0.003,0.004,0.005,0.006,0.007,0.008,0.009,0.01,0.012,0.013,0.014,0.016,0.017,0.018,NPgN,Primary,NG FES - Leading the Way (EE CF),Total installed wind capacity (MW)
BEDALE,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.016,0.022,0.029,0.036,0.043,0.051,0.059,0.068,0.077,0.086,0.096,0.106,0.116,0.127,0.138,0.15,0.162,NPgN,Primary,NG FES - Leading the Way (EE CF),Total installed wind capacity (MW)
BELMONT,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0.006,0.01,0.014,0.018,0.022,0.026,0.031,0.036,0.041,0.046,0.051,0.057,0.063,0.069,0.075,0.082,NPgN,Primary,NG FES - Leading the Way (EE CF),Total installed wind capacity (MW)
BENSHAM,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.002,0.002,0.002,0.003,0.003,0.004,0.005,0.005,0.006,0.006,0.007,0.008,0.009,0.009,NPgN,Primary,NG FES - Leading the Way (EE CF),Total installed wind capacity (MW)
