Primary,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area,Voltage level,Scenario name,Output parameter
ACKLAM,45910.1,46079.014,46268.044,46483.754,46726.207,46975.306,47242.463,47539.604,47878.618,48123.564,48271.207,48418.465,48565.347,48711.808,48858.014,48940.754,49022.874,49104.697,49186.486,49268.627,49289.405,49310.526,49331.911,49353.713,49375.925,49381.458,49387.416,49394.229,NPgN,Primary,NG FES - Counterfactual,Domestic (MWh)
AMBERTON ROAD,48644.434,48894.87,49165.083,49461.794,49785.915,49949.947,50132.401,50345.77,50600.459,50760.079,50822.887,50885.255,50947.251,51008.787,51070.199,51131.694,51192.314,51252.678,51313.017,51373.654,51391.973,51410.51,51429.127,51448.099,51467.413,51826.486,52185.986,52546.339,NPgN,Primary,NG FES - Counterfactual,Domestic (MWh)
ANNFIELD 66/20KV,35850.485,35840.521,35848.585,35879.949,35934.053,35969.344,36019.427,36093.656,36202.112,36232.771,36244.048,36255.009,36265.63,36275.912,36285.913,36288.353,36290.432,36292.231,36293.983,36296.033,36410.265,36524.802,36639.609,36754.738,36870.184,36985.961,37102.069,37218.861,NPgN,Primary,NG FES - Counterfactual,Domestic (MWh)
ASHINGTON,40452.937,40560.339,40687.157,40839.484,41016.968,41178.408,41356.626,41562.437,41807.488,41964.254,42117.645,42270.647,42423.236,42575.399,42727.217,42921.715,43115.705,43309.317,43502.814,43696.596,43982.156,44268.019,44554.138,44840.596,45127.392,45414.56,45702.088,45990.414,NPgN,Primary,NG FES - Counterfactual,Domestic (MWh)
AYCLIFFE FORREST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Counterfactual,Domestic (MWh)
AYCLIFFE INDUSTRIAL,16772.997,16772.001,16779.166,16796.892,16824.918,16842.478,16866.754,16901.986,16952.782,16968.271,16974.562,16980.717,16986.725,16992.588,16998.329,17000.358,17002.236,17003.995,17005.74,17007.629,17064.879,17122.273,17179.8,17237.478,17295.308,17353.303,17411.456,17469.93,NPgN,Primary,NG FES - Counterfactual,Domestic (MWh)
BARDEN FRIAR,1104.185,1102.059,1100.49,1099.637,1099.484,1099.504,1099.969,1101.168,1103.389,1103.252,1105.409,1107.556,1109.693,1111.819,1113.936,1116.05,1118.148,1120.236,1122.321,1124.412,1126.537,1128.667,1130.801,1132.941,1135.088,1137.244,1139.405,1141.582,NPgN,Primary,NG FES - Counterfactual,Domestic (MWh)
BEDALE,17981.662,18076.235,18179.612,18294.693,18421.829,18471.572,18529.279,18600.352,18689.277,18736.663,18748.399,18759.88,18771.138,18782.134,18792.99,18993.775,19194.171,19394.425,19594.637,19794.937,19995.282,20195.726,20396.178,20596.776,20797.508,21005.493,21213.615,21422.068,NPgN,Primary,NG FES - Counterfactual,Domestic (MWh)
BELMONT,34946.297,35030.554,35130.235,35250.337,35391.32,35462.408,35547.247,35655.06,35793.739,35860.949,35893.533,35925.771,35957.705,35989.281,36020.715,36038.648,36055.968,36073.068,36090.131,36107.411,36331.839,36556.509,36781.314,37006.427,37231.836,37457.637,37683.743,37910.481,NPgN,Primary,NG FES - Counterfactual,Domestic (MWh)
BENSHAM,29739.07,30055.781,30382.344,30721.811,31076.81,31246.528,31426.537,31625.288,31843.251,32013.274,32076.97,32140.264,32203.41,32266.163,32329.462,32364.85,32398.67,32432.485,32466.288,32499.976,32832.875,33166.037,33499.001,33832.403,34166.163,34500.714,34835.564,35170.879,NPgN,Primary,NG FES - Counterfactual,Domestic (MWh)
BENTON SQUARE,43001.481,43421.72,43859.622,44321.836,44809.198,45259.352,45727.261,46225.145,46764.561,47211.581,47311.499,47410.963,47510.011,47608.578,47706.896,48353.636,48999.528,49644.999,50290.293,50935.767,51584.363,52233.183,52882.081,53531.31,54180.861,54830.883,55481.259,56132.49,NPgN,Primary,NG FES - Counterfactual,Domestic (MWh)
BENWELL,49912.417,50081.915,50269.187,50479.982,50715.793,51024.399,51350.047,51704.873,52096.274,52403.776,52555.406,52706.709,52857.844,53008.626,53159.705,53462.491,53764.168,54065.916,54367.872,54670.159,54976.563,55283.211,55589.757,55896.77,56204.205,56512.408,56821.021,57130.421,NPgN,Primary,NG FES - Counterfactual,Domestic (MWh)
BILLINGHAM MARSH HOUSE,15107.951,15116.64,15132.31,15157.025,15190.649,15232.616,15280.447,15337.92,15408.907,15449.37,15450.372,15451.264,15452.045,15452.707,15453.298,15499.268,15545.079,15590.804,15636.529,15682.38,15728.607,15774.969,15821.441,15868.063,15914.831,15961.766,16008.852,16056.23,NPgN,Primary,NG FES - Counterfactual,Domestic (MWh)
BILLY MILL,37602.154,37596.364,37607.616,37640.85,37695.658,37770.384,37859.216,37971.187,38115.586,38186.552,38183.623,38180.425,38176.952,38173.191,38169.251,38281.579,38393.537,38505.291,38617.045,38729.105,38842.063,38955.351,39068.903,39182.816,39297.08,39411.74,39526.759,39642.469,NPgN,Primary,NG FES - Counterfactual,Domestic (MWh)
BIRTLEY GROVE 66/11KV,25754.314,25755.371,25768.597,25797.562,25841.885,25866.931,25902.006,25953.427,26028.046,26050.116,26051.689,26053.082,26054.28,26055.283,26056.129,26067.348,26078.357,26089.208,26100.055,26111.135,26190.18,26269.462,26348.962,26428.71,26508.706,26588.956,26669.463,26750.465,NPgN,Primary,NG FES - Counterfactual,Domestic (MWh)
