Primary,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area,Voltage level,Scenario name,Output parameter
ACKLAM,26450.9,26201.296,25972.688,25764.259,25575.227,25404.812,25252.231,25116.705,24997.454,24893.698,24804.66,24729.561,24667.623,24618.069,24580.123,24553.009,24535.951,24528.175,24524.909,24521.67,24518.458,24515.273,24512.115,24508.984,24505.879,24502.8,24499.748,24496.723,24493.724,NPgN,Primary,NG FES - System Transformation (EE CF),I&C (MWh)
AMBERTON ROAD,67624.016,66965.885,76006.007,76276.102,78513.511,78058.867,77649.995,77284.865,76961.448,76677.721,76431.663,76221.257,76044.492,75899.357,75783.848,75695.963,75633.703,75595.074,75567.925,75540.848,75513.842,75486.907,75460.042,75433.249,75406.526,75379.873,75353.29,75326.778,75300.335,NPgN,Primary,NG FES - System Transformation (EE CF),I&C (MWh)
ANNFIELD 66/20KV,55195.009,54952.897,54749.747,54584.566,54456.331,54363.985,54306.442,54282.584,54291.259,54331.285,54401.449,54500.504,54627.174,54780.148,54958.087,55159.617,55383.334,55627.801,55882.445,56137.144,56391.899,56646.71,56901.576,57156.497,57411.474,57666.505,57921.591,58176.731,58431.926,NPgN,Primary,NG FES - System Transformation (EE CF),I&C (MWh)
ASHINGTON,46802.013,46347.299,45929.9,45548.401,45201.39,44887.457,44605.194,44353.198,44130.065,43934.397,43764.795,43619.866,43498.218,43398.46,43319.207,43259.072,43216.674,43190.633,43172.537,43154.489,43136.488,43118.535,43100.629,43082.77,43064.958,43047.193,43029.474,43011.803,42994.177,NPgN,Primary,NG FES - System Transformation (EE CF),I&C (MWh)
AYCLIFFE FORREST,622.42,616.382,8286.577,8281.512,8276.906,8272.74,8268.995,8265.652,8262.693,8260.1,8257.853,8255.934,8254.324,8253.006,8251.96,8251.169,8250.613,8250.276,8250.043,8249.812,8249.581,8249.35,8249.12,8248.891,8248.663,8248.435,8248.207,8247.98,8247.754,NPgN,Primary,NG FES - System Transformation (EE CF),I&C (MWh)
AYCLIFFE INDUSTRIAL,44792.104,44546.654,44333.661,44152.207,44001.353,43880.142,43787.597,43722.719,43684.493,43671.88,43683.823,43719.245,43777.048,43856.115,43955.309,44073.472,44209.427,44361.977,44522.649,44683.364,44844.123,45004.926,45165.771,45326.66,45487.591,45648.565,45809.582,45970.642,46131.744,NPgN,Primary,NG FES - System Transformation (EE CF),I&C (MWh)
BARDEN FRIAR,3573.79,3606.173,3640.254,3676.079,3713.687,3753.109,3794.368,3837.479,3882.45,3929.28,3977.963,4028.483,4080.817,4134.933,4190.793,4248.35,4307.552,4368.334,4429.908,4491.484,4553.064,4614.647,4676.232,4737.821,4799.414,4861.009,4922.607,4984.209,5045.813,NPgN,Primary,NG FES - System Transformation (EE CF),I&C (MWh)
BEDALE,71170.873,71437.658,72340.431,72687.88,73075.63,73503.516,73971.262,74478.485,75024.69,75609.277,76231.533,76890.637,77585.659,78315.56,79079.191,79875.294,80702.502,81559.337,82430.882,83302.495,84174.178,85045.93,85917.751,86789.64,87661.598,88533.624,89405.718,90277.88,91150.109,NPgN,Primary,NG FES - System Transformation (EE CF),I&C (MWh)
BELMONT,88482.206,88140.802,90381.009,90161.427,90000.475,89896.558,89848.024,89853.165,89910.216,90017.357,90172.71,90374.343,90620.264,90908.428,91236.732,91603.016,92005.064,92440.603,92892.582,93344.645,93796.793,94249.026,94701.343,95153.745,95606.23,96058.799,96511.452,96964.187,97417.006,NPgN,Primary,NG FES - System Transformation (EE CF),I&C (MWh)
BENSHAM,39588.855,39204.087,38850.886,38528.054,38234.397,37968.721,37729.837,37516.555,37327.689,37162.056,37018.472,36895.76,36792.739,36708.236,36641.077,36590.09,36554.106,36531.957,36516.529,36501.142,36485.795,36470.489,36455.223,36439.997,36424.811,36409.665,36394.559,36379.493,36364.466,NPgN,Primary,NG FES - System Transformation (EE CF),I&C (MWh)
