Primary,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area,Voltage level,Scenario name,Output parameter
ACKLAM,17.3,17.231,17.383,17.851,18.608,19.433,19.927,20.212,20.798,22.264,23.624,24.912,26.116,27.238,28.331,29.423,30.452,31.381,32.05,32.554,32.983,33.711,34.596,35.244,35.099,34.954,34.813,34.673,34.551,NPgN,Primary,NG FES - Leading the Way (EE CF),Total peak demand with CF (MW)
AMBERTON ROAD,23.27,23.258,27.919,28.899,31.055,32.047,32.715,33.195,33.943,36.133,38.233,40.249,42.163,43.963,45.685,47.36,48.934,50.373,51.505,52.468,53.346,54.491,55.767,56.846,56.634,56.425,56.222,56.024,55.844,NPgN,Primary,NG FES - Leading the Way (EE CF),Total peak demand with CF (MW)
ANNFIELD 66/20KV,19.8,19.81,20.001,20.416,21.089,21.823,22.316,22.689,23.332,24.735,26.034,27.274,28.449,29.561,30.622,31.64,32.594,33.466,34.147,34.693,35.166,35.868,36.67,37.285,37.217,37.15,37.084,37.02,36.971,NPgN,Primary,NG FES - Leading the Way (EE CF),Total peak demand with CF (MW)
ASHINGTON,17.767,17.695,17.775,18.075,18.625,19.252,19.636,19.894,20.446,21.845,23.132,24.352,25.502,26.588,27.635,28.663,29.642,30.548,31.264,31.843,32.349,33.086,33.932,34.568,34.449,34.332,34.218,34.106,34.011,NPgN,Primary,NG FES - Leading the Way (EE CF),Total peak demand with CF (MW)
AYCLIFFE FORREST,0.122,0.121,3.624,3.622,3.621,3.619,3.618,3.617,3.616,3.615,3.614,3.614,3.613,3.612,3.612,3.611,3.61,3.61,3.609,3.609,3.608,3.608,3.607,3.607,3.606,3.605,3.605,3.604,3.604,NPgN,Primary,NG FES - Leading the Way (EE CF),Total peak demand with CF (MW)
AYCLIFFE INDUSTRIAL,17.006,16.9,16.856,16.892,17.023,17.184,17.263,17.308,17.46,17.942,18.396,18.835,19.255,19.659,20.049,20.426,20.78,21.1,21.347,21.544,21.716,21.973,22.267,22.492,22.432,22.372,22.312,22.253,22.199,NPgN,Primary,NG FES - Leading the Way (EE CF),Total peak demand with CF (MW)
BARDEN FRIAR,0.937,0.944,0.962,0.984,1.015,1.046,1.073,1.1,1.14,1.207,1.271,1.333,1.392,1.446,1.495,1.541,1.585,1.626,1.663,1.696,1.727,1.76,1.794,1.823,1.828,1.834,1.839,1.845,1.852,NPgN,Primary,NG FES - Leading the Way (EE CF),Total peak demand with CF (MW)
BEDALE,17.184,17.198,17.545,17.705,17.961,18.249,18.486,18.693,19.002,19.671,20.324,20.97,21.599,22.202,22.786,23.358,23.9,24.402,24.816,25.179,25.515,25.922,26.367,26.751,26.807,26.862,26.916,26.968,27.024,NPgN,Primary,NG FES - Leading the Way (EE CF),Total peak demand with CF (MW)
BELMONT,22.372,22.283,23.44,23.568,23.835,24.117,24.307,24.419,24.66,25.399,26.085,26.752,27.392,28.007,28.608,29.2,29.762,30.278,30.677,31.008,31.308,31.734,32.227,32.622,32.57,32.518,32.467,32.418,32.375,NPgN,Primary,NG FES - Leading the Way (EE CF),Total peak demand with CF (MW)
BENSHAM,17.954,17.862,17.948,18.206,18.635,19.107,19.394,19.629,20.1,21.054,21.955,22.81,23.612,24.359,25.061,25.728,26.344,26.892,27.301,27.611,27.864,28.254,28.703,29.015,28.912,28.806,28.701,28.595,28.499,NPgN,Primary,NG FES - Leading the Way (EE CF),Total peak demand with CF (MW)
BENTON SQUARE,16.856,16.878,19.0,19.606,20.128,20.681,21.088,21.424,22.04,23.587,25.031,26.418,27.746,29.016,30.241,31.433,32.57,33.637,34.538,35.327,36.053,36.94,37.907,38.681,38.629,38.579,38.53,38.482,38.449,NPgN,Primary,NG FES - Leading the Way (EE CF),Total peak demand with CF (MW)
BENWELL,17.185,17.099,17.144,17.734,18.134,18.588,18.875,19.078,19.543,20.761,21.894,22.974,23.998,24.977,25.92,26.829,27.685,28.474,29.113,29.644,30.114,30.767,31.509,32.06,31.957,31.855,31.756,31.659,31.576,NPgN,Primary,NG FES - Leading the Way (EE CF),Total peak demand with CF (MW)
BILLINGHAM MARSH HOUSE,16.111,16.217,16.473,16.898,17.518,18.19,18.673,19.091,19.749,20.955,22.109,23.229,24.303,25.334,26.317,27.242,28.098,28.858,29.453,29.931,30.341,30.932,31.594,32.102,32.137,32.167,32.195,32.221,32.255,NPgN,Primary,NG FES - Leading the Way (EE CF),Total peak demand with CF (MW)
BILLY MILL,17.102,17.087,17.196,17.855,18.297,18.786,19.093,19.331,19.818,20.926,21.943,22.911,23.832,24.711,25.553,26.358,27.119,27.819,28.383,28.839,29.233,29.798,30.431,30.895,30.831,30.766,30.702,30.637,30.584,NPgN,Primary,NG FES - Leading the Way (EE CF),Total peak demand with CF (MW)
