Primary,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area,Voltage level,Scenario name,Output parameter
ACKLAM,78709.5,79355.647,80412.286,81932.176,84041.009,86818.663,89920.27,92900.202,95627.493,98155.761,100444.785,102661.158,106285.433,112627.909,118588.091,124196.74,129455.23,134447.442,138539.484,142251.472,145756.59,149265.124,152867.815,156404.945,159875.648,163253.255,166566.804,169054.782,NPgN,Primary,NG FES - Electric Engagement,Total demand (MWh)
AMBERTON ROAD,122899.416,133196.522,137498.098,144205.725,146063.527,148522.506,151429.519,154370.045,157182.916,159889.984,162421.737,164862.194,168497.414,175345.726,181724.872,187728.962,193325.09,198557.4,202919.637,206859.112,210565.033,214198.59,217854.437,221358.705,224746.821,228358.546,231899.552,234841.001,NPgN,Primary,NG FES - Electric Engagement,Total demand (MWh)
ANNFIELD 66/20KV,97187.12,97718.888,98560.27,99914.753,102071.057,105081.701,108522.467,111931.139,115173.998,118318.416,121350.55,124278.509,128948.776,137545.074,145461.949,152922.911,159933.981,166558.842,172156.455,177205.207,182109.394,186983.13,191969.613,196287.533,200135.837,203583.381,206928.671,209597.024,NPgN,Primary,NG FES - Electric Engagement,Total demand (MWh)
ASHINGTON,85752.724,86475.159,87518.962,89129.147,91628.043,95136.343,99088.188,102860.702,106319.142,109589.68,112704.169,115696.704,120451.209,128550.537,136040.491,143156.294,149818.401,156118.612,161289.789,165899.307,170310.97,174714.217,179247.732,183334.793,187088.533,190421.562,193653.177,196149.589,NPgN,Primary,NG FES - Electric Engagement,Total demand (MWh)
AYCLIFFE FORREST,3134.867,10852.776,10816.883,10782.747,10750.348,10719.663,10690.585,10663.005,10636.761,10611.811,10588.061,10565.379,10544.036,10524.019,10504.727,10486.185,10468.355,10451.176,10434.497,10418.357,10402.7,10387.466,10372.591,10358.001,10343.655,10329.477,10315.421,10301.419,NPgN,Primary,NG FES - Electric Engagement,Total demand (MWh)
AYCLIFFE INDUSTRIAL,61123.046,61222.144,61465.728,61943.523,62734.64,63867.3,65224.415,66641.274,68038.595,69418.434,70765.332,72074.821,73948.287,76984.505,79775.293,82381.894,84794.685,87047.499,88887.183,90532.636,92142.114,93728.866,95329.267,96883.363,98401.114,99876.386,101322.127,102457.502,NPgN,Primary,NG FES - Electric Engagement,Total demand (MWh)
BARDEN FRIAR,6016.096,6071.375,6139.743,6226.125,6340.928,6494.202,6672.442,6860.751,7044.165,7226.537,7408.6,7581.564,7846.501,8293.82,8698.925,9083.513,9452.093,9806.407,10118.631,10415.119,10703.823,10989.826,11277.431,11515.508,11683.837,11846.456,12007.76,12162.727,NPgN,Primary,NG FES - Electric Engagement,Total demand (MWh)
BEDALE,85556.253,87148.301,88230.824,89705.7,91810.281,94532.028,97658.741,100909.81,104176.03,107479.032,110736.106,113897.701,118070.287,124391.588,130178.84,135777.591,141009.403,145916.521,150123.283,153923.36,157518.675,161075.674,164680.385,167557.934,169732.023,171443.753,173075.016,174585.597,NPgN,Primary,NG FES - Electric Engagement,Total demand (MWh)
BELMONT,118596.419,121490.193,122082.463,123067.27,124640.231,126785.875,129226.66,131605.826,133845.455,136000.605,138059.956,140055.395,143224.704,148810.368,154004.791,158906.487,163507.558,167858.531,171488.87,174744.969,178041.843,181347.401,184760.54,187715.493,190360.041,192629.419,194829.965,196638.169,NPgN,Primary,NG FES - Electric Engagement,Total demand (MWh)
BENSHAM,64354.057,65242.583,66091.63,70683.826,72265.498,74178.86,76453.208,78847.443,81230.081,83581.958,85785.402,87917.101,90697.323,94616.715,98159.308,101402.752,104357.508,107063.83,109193.634,111073.455,113092.618,115014.754,116897.615,118690.294,120416.19,122078.411,123690.154,124962.944,NPgN,Primary,NG FES - Electric Engagement,Total demand (MWh)
