Primary,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area,Voltage level,Scenario name,Output parameter
ACKLAM,596,833,1193,1691,2344,3283,4415,5630,6816,7988,9126,10226,11419,12581,13680,14711,15655,16523,17271,17927,18500,18997,19419,19746,20020,20247,20438,20596,NPgN,Primary,NG FES - Hydrogen Evolution,Number of electric cars and vans (hybrid and full electric)
AMBERTON ROAD,365,530,789,1159,1664,2408,3316,4286,5234,6171,7082,7962,8921,9857,10739,11566,12324,13021,13621,14148,14608,15008,15347,15610,15830,16012,16166,16293,NPgN,Primary,NG FES - Hydrogen Evolution,Number of electric cars and vans (hybrid and full electric)
ANNFIELD 66/20KV,511,723,1050,1506,2115,2998,4067,5213,6332,7438,8513,9551,10679,11779,12817,13792,14684,15504,16212,16832,17373,17843,18243,18551,18811,19025,19206,19355,NPgN,Primary,NG FES - Hydrogen Evolution,Number of electric cars and vans (hybrid and full electric)
ASHINGTON,464,688,1042,1555,2264,3319,4610,5991,7338,8671,9966,11218,12585,13918,15174,16352,17431,18423,19279,20029,20684,21253,21737,22111,22425,22685,22903,23085,NPgN,Primary,NG FES - Hydrogen Evolution,Number of electric cars and vans (hybrid and full electric)
AYCLIFFE FORREST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Hydrogen Evolution,Number of electric cars and vans (hybrid and full electric)
AYCLIFFE INDUSTRIAL,262,361,510,712,974,1345,1790,2268,2735,3196,3644,4077,4545,5001,5432,5837,6208,6549,6843,7101,7325,7521,7686,7815,7922,8011,8086,8148,NPgN,Primary,NG FES - Hydrogen Evolution,Number of electric cars and vans (hybrid and full electric)
BARDEN FRIAR,17,23,33,46,63,88,118,150,181,212,242,271,303,333,362,390,414,437,457,474,489,503,514,522,530,536,541,545,NPgN,Primary,NG FES - Hydrogen Evolution,Number of electric cars and vans (hybrid and full electric)
BEDALE,278,392,569,815,1142,1617,2191,2807,3408,4002,4579,5137,5743,6333,6891,7414,7894,8334,8714,9047,9338,9590,9805,9971,10110,10225,10322,10402,NPgN,Primary,NG FES - Hydrogen Evolution,Number of electric cars and vans (hybrid and full electric)
BELMONT,534,722,1001,1371,1836,2482,3250,4076,4883,5681,6454,7202,8007,8791,9534,10232,10871,11458,11965,12408,12795,13131,13416,13637,13822,13975,14104,14210,NPgN,Primary,NG FES - Hydrogen Evolution,Number of electric cars and vans (hybrid and full electric)
BENSHAM,229,334,499,736,1059,1536,2118,2741,3349,3950,4535,5099,5715,6315,6882,7413,7899,8346,8732,9070,9365,9621,9839,10008,10149,10266,10365,10447,NPgN,Primary,NG FES - Hydrogen Evolution,Number of electric cars and vans (hybrid and full electric)
BENTON SQUARE,579,786,1094,1505,2026,2753,3620,4551,5461,6360,7233,8076,8985,9870,10709,11496,12218,12881,13452,13953,14390,14769,15091,15340,15549,15722,15867,15988,NPgN,Primary,NG FES - Hydrogen Evolution,Number of electric cars and vans (hybrid and full electric)
BENWELL,376,527,758,1078,1501,2111,2847,3637,4408,5169,5910,6625,7401,8157,8872,9542,10156,10721,11208,11635,12007,12330,12605,12818,12996,13143,13268,13370,NPgN,Primary,NG FES - Hydrogen Evolution,Number of electric cars and vans (hybrid and full electric)
BILLINGHAM MARSH HOUSE,547,758,1076,1513,2080,2890,3864,4909,5930,6938,7917,8864,9888,10887,11831,12717,13529,14275,14918,15482,15974,16401,16764,17045,17280,17475,17639,17775,NPgN,Primary,NG FES - Hydrogen Evolution,Number of electric cars and vans (hybrid and full electric)
BILLY MILL,390,547,786,1119,1557,2189,2952,3771,4570,5359,6127,6868,7672,8456,9197,9892,10528,11113,11618,12060,12446,12782,13066,13287,13471,13624,13753,13860,NPgN,Primary,NG FES - Hydrogen Evolution,Number of electric cars and vans (hybrid and full electric)
BIRTLEY GROVE 66/11KV,337,461,645,893,1210,1655,2188,2760,3319,3871,4407,4925,5484,6029,6545,7029,7472,7880,8231,8539,8808,9041,9239,9392,9521,9627,9716,9790,NPgN,Primary,NG FES - Hydrogen Evolution,Number of electric cars and vans (hybrid and full electric)
BIRTLEY GROVE 66/20KV,209,284,396,545,734,998,1313,1651,1981,2308,2624,2930,3260,3582,3886,4172,4434,4675,4882,5064,5223,5360,5477,5568,5643,5706,5759,5803,NPgN,Primary,NG FES - Hydrogen Evolution,Number of electric cars and vans (hybrid and full electric)
BLAYDON BURN,487,657,909,1243,1661,2240,2929,3669,4393,5108,5801,6471,7192,7895,8561,9186,9758,10285,10738,11136,11483,11784,12039,12237,12403,12540,12655,12751,NPgN,Primary,NG FES - Hydrogen Evolution,Number of electric cars and vans (hybrid and full electric)
BLUCHER 33/11KV,428,589,833,1164,1593,2201,2932,3716,4481,5238,5973,6682,7450,8198,8906,9570,10179,10738,11220,11643,12012,12332,12604,12814,12991,13137,13260,13361,NPgN,Primary,NG FES - Hydrogen Evolution,Number of electric cars and vans (hybrid and full electric)
BOLDON DOWNHILL,363,496,695,964,1308,1791,2369,2990,3597,4196,4778,5340,5947,6538,7098,7624,8105,8548,8929,9264,9555,9809,10024,10190,10329,10445,10542,10622,NPgN,Primary,NG FES - Hydrogen Evolution,Number of electric cars and vans (hybrid and full electric)
BOROUGHBRIDGE/ROECLIFFE INDUSTRIAL,219,289,388,515,666,866,1101,1353,1600,1843,2079,2307,2551,2787,3012,3224,3418,3596,3750,3884,4001,4103,4189,4256,4312,4358,4397,4429,NPgN,Primary,NG FES - Hydrogen Evolution,Number of electric cars and vans (hybrid and full electric)
BOWESFIELD 33/11KV,377,516,724,1006,1366,1875,2485,3138,3778,4409,5022,5614,6254,6877,7467,8021,8528,8994,9396,9749,10056,10323,10549,10725,10872,10993,11096,11180,NPgN,Primary,NG FES - Hydrogen Evolution,Number of electric cars and vans (hybrid and full electric)
BOWESFIELD 66/11KV,286,390,546,757,1025,1403,1854,2339,2813,3281,3735,4174,4648,5110,5547,5957,6333,6679,6977,7238,7465,7663,7831,7961,8070,8160,8236,8298,NPgN,Primary,NG FES - Hydrogen Evolution,Number of electric cars and vans (hybrid and full electric)
BRANCEPETH,601,847,1223,1747,2441,3445,4660,5961,7232,8488,9708,10887,12167,13415,14594,15700,16713,17644,18446,19151,19765,20298,20751,21102,21396,21640,21844,22014,NPgN,Primary,NG FES - Hydrogen Evolution,Number of electric cars and vans (hybrid and full electric)
BREAMISH STREET,112,163,244,359,516,748,1031,1334,1630,1922,2206,2481,2780,3072,3348,3606,3842,4060,4247,4412,4555,4680,4786,4868,4936,4993,5041,5081,NPgN,Primary,NG FES - Hydrogen Evolution,Number of electric cars and vans (hybrid and full electric)
BRENDA TRADING,460,661,973,1416,2014,2891,3957,5098,6212,7314,8384,9418,10544,11642,12678,13650,14540,15358,16063,16682,17222,17691,18089,18398,18656,18871,19051,19200,NPgN,Primary,NG FES - Hydrogen Evolution,Number of electric cars and vans (hybrid and full electric)
CAMPLESHON ROAD,571,764,1047,1416,1872,2496,3234,4028,4804,5571,6314,7033,7803,8554,9266,9935,10549,11112,11597,12023,12393,12715,12989,13200,13377,13524,13647,13749,NPgN,Primary,NG FES - Hydrogen Evolution,Number of electric cars and vans (hybrid and full electric)
CARLEY HILL,550,750,1049,1451,1964,2683,3543,4467,5369,6261,7126,7963,8865,9744,10577,11358,12074,12732,13299,13797,14230,14607,14926,15174,15381,15553,15697,15817,NPgN,Primary,NG FES - Hydrogen Evolution,Number of electric cars and vans (hybrid and full electric)
CARLIN HOW T3 T4,374,539,796,1162,1656,2383,3266,4212,5136,6049,6936,7794,8727,9637,10496,11302,12040,12718,13303,13816,14264,14653,14983,15239,15453,15631,15780,15904,NPgN,Primary,NG FES - Hydrogen Evolution,Number of electric cars and vans (hybrid and full electric)
CARR HILL,415,608,911,1346,1942,2825,3903,5055,6180,7293,8375,9420,10560,11671,12719,13702,14602,15429,16143,16769,17315,17790,18193,18505,18767,18984,19166,19318,NPgN,Primary,NG FES - Hydrogen Evolution,Number of electric cars and vans (hybrid and full electric)
CATTERICK CAMP,392,552,796,1135,1584,2232,3016,3856,4677,5488,6276,7037,7863,8668,9429,10143,10797,11398,11916,12371,12767,13111,13404,13630,13820,13977,14109,14219,NPgN,Primary,NG FES - Hydrogen Evolution,Number of electric cars and vans (hybrid and full electric)
CLOSE,91,133,197,289,414,598,823,1063,1298,1530,1756,1973,2211,2442,2661,2866,3053,3226,3375,3505,3619,3718,3802,3867,3921,3967,4005,4036,NPgN,Primary,NG FES - Hydrogen Evolution,Number of electric cars and vans (hybrid and full electric)
CONEYTHORPE,439,586,802,1084,1430,1903,2462,3063,3651,4231,4795,5339,5922,6490,7030,7536,8001,8427,8795,9117,9398,9641,9848,10008,10142,10253,10347,10424,NPgN,Primary,NG FES - Hydrogen Evolution,Number of electric cars and vans (hybrid and full electric)
CONSETT,683,946,1344,1889,2599,3611,4829,6136,7412,8673,9897,11081,12362,13610,14791,15899,16914,17847,18651,19357,19972,20506,20959,21310,21605,21849,22054,22223,NPgN,Primary,NG FES - Hydrogen Evolution,Number of electric cars and vans (hybrid and full electric)
CORPORATION STREET,98,140,205,297,419,598,816,1048,1276,1500,1718,1929,2159,2382,2593,2791,2973,3139,3283,3409,3519,3615,3696,3759,3812,3855,3892,3922,NPgN,Primary,NG FES - Hydrogen Evolution,Number of electric cars and vans (hybrid and full electric)
COWTON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Hydrogen Evolution,Number of electric cars and vans (hybrid and full electric)
CRAMLINGTON T1 T3,187,259,367,516,710,985,1317,1673,2020,2364,2697,3019,3368,3708,4030,4331,4608,4862,5081,5273,5440,5586,5709,5805,5885,5951,6007,6053,NPgN,Primary,NG FES - Hydrogen Evolution,Number of electric cars and vans (hybrid and full electric)
