Primary,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area,Voltage level,Scenario name,Output parameter
ACKLAM,17.8,17.964,18.267,18.653,19.147,19.765,20.473,21.194,21.879,22.53,23.126,23.702,24.758,26.855,28.831,30.722,32.52,34.218,35.856,37.441,39.014,40.392,41.413,42.358,43.328,44.245,45.128,45.767,NPgN,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
AMBERTON ROAD,24.853,29.544,31.441,34.284,34.678,35.169,35.746,36.359,36.952,37.516,38.047,38.573,39.459,41.367,43.209,44.981,46.679,48.29,49.833,51.309,52.773,54.027,54.899,55.737,56.618,57.531,58.395,59.1,NPgN,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
ANNFIELD 66/20KV,19.861,19.983,20.212,20.522,20.95,21.52,22.198,22.904,23.582,24.243,24.878,25.5,26.658,29.019,31.214,33.302,35.287,37.168,38.966,40.679,42.38,43.943,45.27,46.521,47.755,48.93,49.873,50.515,NPgN,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
ASHINGTON,16.012,16.063,16.191,16.387,16.645,16.984,17.369,17.768,18.156,18.513,18.862,19.206,19.995,21.934,23.772,25.547,27.25,28.864,30.43,31.952,33.494,34.836,35.831,36.788,37.775,38.716,39.508,40.045,NPgN,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
AYCLIFFE FORREST,0.591,4.126,4.121,4.116,4.112,4.108,4.104,4.101,4.099,4.096,4.095,4.093,4.092,4.091,4.09,4.09,4.089,4.089,4.089,4.089,4.089,4.088,4.088,4.088,4.088,4.088,4.088,4.087,NPgN,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
AYCLIFFE INDUSTRIAL,16.299,16.313,16.382,16.49,16.65,16.871,17.141,17.428,17.713,17.994,18.271,18.549,19.028,19.97,20.876,21.761,22.616,23.435,24.222,24.992,25.777,26.414,26.817,27.216,27.65,28.064,28.463,28.778,NPgN,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
BARDEN FRIAR,1.172,1.184,1.196,1.211,1.226,1.246,1.266,1.288,1.31,1.331,1.354,1.377,1.416,1.506,1.593,1.676,1.758,1.838,1.917,1.994,2.07,2.146,2.22,2.294,2.367,2.438,2.497,2.539,NPgN,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
BEDALE,17.047,17.452,17.603,17.79,18.011,18.267,18.553,18.866,19.195,19.526,19.87,20.229,20.817,22.063,23.252,24.417,25.541,26.617,27.66,28.661,29.641,30.613,31.559,32.472,33.361,34.23,34.898,35.345,NPgN,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
BELMONT,21.672,22.831,22.818,22.837,22.881,22.966,23.079,23.211,23.354,23.498,23.65,23.81,24.017,24.292,24.558,24.819,25.073,25.318,25.55,25.77,26,26.22,26.426,26.622,26.813,26.998,27.172,27.332,NPgN,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
BENSHAM,18.481,18.552,18.664,20.392,20.633,20.93,21.298,21.69,22.078,22.466,22.829,23.19,23.769,24.762,25.685,26.563,27.392,28.171,28.901,29.586,30.308,30.94,31.427,31.88,32.332,32.757,33.162,33.469,NPgN,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
BENTON SQUARE,17.299,17.558,18.499,24.688,25.251,25.904,26.638,27.402,28.15,28.881,29.522,30.161,31.158,32.981,34.747,36.574,38.321,39.974,41.569,43.121,44.675,46.01,46.956,47.844,48.78,49.677,50.518,51.18,NPgN,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
BENWELL,18.013,18.102,18.655,18.881,19.177,19.597,20.085,20.596,21.096,21.57,22.005,22.433,23.168,24.58,25.885,27.149,28.339,29.456,30.518,31.52,32.495,33.417,34.242,35.003,35.737,36.432,37.1,37.611,NPgN,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
BILLINGHAM MARSH HOUSE,18.008,18.24,18.548,20.3,20.768,21.364,22.051,22.773,23.495,24.22,24.941,25.668,26.777,28.736,30.595,32.409,34.153,35.816,37.408,38.955,40.482,41.785,42.757,43.702,44.676,45.614,46.524,47.244,NPgN,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
BILLY MILL,16.768,16.844,17.417,17.62,17.903,18.293,18.76,19.248,19.724,20.186,20.621,21.049,21.817,23.326,24.733,26.111,27.428,28.684,29.883,31.047,32.195,33.182,33.928,34.647,35.379,36.078,36.751,37.264,NPgN,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
BIRTLEY GROVE 66/11KV,10.943,12.396,13.006,13.233,13.542,13.947,14.441,18.126,18.701,19.297,19.91,20.545,21.461,22.98,24.416,25.787,27.077,28.278,29.396,30.44,31.457,32.311,32.925,33.5,34.083,34.63,35.123,35.481,NPgN,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
BIRTLEY GROVE 66/20KV,11.113,11.089,11.08,11.099,11.133,11.189,11.259,11.345,11.441,11.534,11.633,11.741,11.943,12.436,12.912,13.369,13.808,14.221,14.618,14.993,15.382,15.726,15.99,16.245,16.506,16.756,16.998,17.191,NPgN,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
BLAYDON BURN,11.795,11.819,11.883,14.075,14.219,14.391,14.594,14.83,15.086,15.35,15.623,15.916,16.47,17.758,18.992,20.167,21.284,22.326,23.326,24.277,25.241,26.096,26.756,27.383,28.019,28.623,29.18,29.587,NPgN,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
BLUCHER 33/11KV,14.166,14.443,15.395,15.764,16.228,16.813,17.486,18.196,18.904,19.61,20.287,20.957,21.937,23.55,25.049,26.489,27.837,29.09,30.274,31.388,32.467,33.446,34.258,34.993,35.707,36.378,37.015,37.485,NPgN,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
BOLDON DOWNHILL,5.69,7.787,8.414,8.573,8.782,9.066,9.401,9.745,10.074,10.395,10.704,11.005,11.604,12.855,14.014,15.129,16.191,17.199,18.162,19.087,20.002,20.8,21.408,21.988,22.575,23.131,23.665,24.048,NPgN,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
BOROUGHBRIDGE/ROECLIFFE INDUSTRIAL,4.186,4.296,4.442,4.623,4.849,5.135,5.47,5.843,6.235,6.646,7.059,7.492,8.039,8.814,9.553,10.232,10.856,11.422,11.941,12.411,12.839,13.249,13.63,13.962,14.271,14.596,14.847,15.015,NPgN,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
BOWESFIELD 33/11KV,9.552,9.764,11.521,11.86,12.278,12.807,13.423,14.082,14.75,15.43,16.093,16.768,17.702,19.099,20.416,21.692,22.884,23.989,25.02,25.98,26.901,27.722,28.383,28.983,29.571,30.121,30.644,31.055,NPgN,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
BOWESFIELD 66/11KV,14.103,14.317,14.611,14.942,15.329,15.769,16.258,16.765,17.269,17.769,18.22,18.675,19.299,20.325,21.381,22.496,23.595,24.66,25.695,26.762,27.865,28.637,28.895,29.188,29.601,29.999,30.389,30.744,NPgN,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
BRANCEPETH,14.451,14.548,15.006,15.245,15.561,15.96,16.414,16.887,17.341,17.771,18.19,18.599,19.676,22.445,25.001,27.412,29.711,31.888,33.992,35.993,37.968,39.929,41.829,43.63,45.36,47.021,48.192,48.822,NPgN,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
BREAMISH STREET,9.589,9.616,10.583,12.755,12.878,13.06,13.276,13.503,13.723,13.939,14.127,14.312,14.595,15.039,15.45,15.861,16.247,16.611,16.951,17.272,17.582,17.87,18.121,18.35,18.571,18.778,18.974,19.133,NPgN,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
BRENDA TRADING,21.07,21.184,21.411,22.985,23.446,24.062,24.812,25.616,26.418,27.217,28.003,28.794,30.122,32.608,34.939,37.158,39.256,41.224,43.085,44.847,46.565,48.051,49.163,50.206,51.258,52.287,53.272,54.002,NPgN,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
CAMPLESHON ROAD,16.681,16.803,17.228,19.164,19.505,19.951,20.467,21.001,21.513,22.004,22.475,22.933,23.8,25.548,27.167,28.72,30.196,31.594,32.934,34.215,35.465,36.652,37.725,38.729,39.706,40.638,41.284,41.663,NPgN,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
CARLEY HILL,16.057,16.122,16.276,16.496,16.802,17.224,17.73,18.26,18.768,19.262,19.733,20.194,21.098,22.953,24.662,26.306,27.862,29.329,30.725,32.058,33.363,34.532,35.484,36.376,37.254,38.079,38.866,39.432,NPgN,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
CARLIN HOW T3 T4,15.612,15.714,15.911,16.184,16.561,17.066,17.654,18.265,18.847,19.402,19.925,20.433,21.643,24.527,27.179,29.709,32.112,34.384,36.57,38.644,40.669,42.675,44.615,46.44,48.188,49.861,50.918,51.453,NPgN,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
CARR HILL,17.374,17.461,17.643,17.906,18.284,18.797,19.422,20.073,20.702,21.312,21.889,22.454,23.546,25.758,27.804,29.76,31.621,33.386,35.064,36.664,38.277,39.676,40.734,41.746,42.771,43.741,44.671,45.345,NPgN,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
CATTERICK CAMP,16.547,16.794,17.135,17.54,18.039,18.622,19.289,19.98,20.649,21.306,22.019,22.723,23.869,26.011,28.038,29.987,31.857,33.644,35.366,37.031,38.676,40.204,41.532,42.803,44.07,45.293,46.211,46.839,NPgN,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
CLOSE,22.383,22.322,22.961,22.946,22.97,23.056,23.164,23.308,23.453,23.595,23.721,23.86,24.047,24.806,25.56,26.309,27.037,27.74,28.418,29.069,29.704,30.324,30.909,31.489,32.058,32.62,33.174,33.71,NPgN,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
CONEYTHORPE,12.94,14.535,16.528,16.74,17.01,17.37,17.789,18.229,18.656,19.077,19.477,19.873,20.527,21.715,22.829,23.877,24.869,25.806,26.697,27.55,28.381,29.143,29.789,30.388,30.979,31.57,32.05,32.361,NPgN,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
CONSETT,22.426,22.545,23.255,23.553,23.944,24.462,25.065,25.707,26.341,26.955,27.563,28.171,29.31,31.745,34.038,36.225,38.31,40.284,42.176,43.989,45.806,47.444,48.78,50.057,51.335,52.554,53.532,54.193,NPgN,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
CORPORATION STREET,12.469,12.422,12.397,12.4,12.427,12.507,12.614,12.731,12.846,12.956,13.057,13.158,13.314,13.537,13.742,13.945,14.135,14.315,14.479,14.631,14.774,14.908,15.029,15.137,15.238,15.331,15.417,15.489,NPgN,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
COWTON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
CRAMLINGTON T1 T3,10.82,10.787,10.773,10.787,10.819,10.877,10.95,11.04,11.14,11.24,11.349,11.468,11.67,12.152,12.621,13.072,13.503,13.907,14.295,14.667,15.039,15.38,15.664,15.933,16.201,16.459,16.7,16.893,NPgN,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
CRAMLINGTON T2 T4,8.079,8.075,8.085,8.121,8.178,8.264,8.37,8.499,8.643,8.79,8.953,9.13,9.374,9.826,10.266,10.687,11.084,11.451,11.797,12.121,12.44,12.725,12.955,13.169,13.382,13.585,13.774,13.926,NPgN,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
DARLEY,3.209,3.257,3.33,3.42,3.53,3.675,3.843,4.017,4.183,4.346,4.501,4.652,4.93,5.484,5.996,6.473,6.923,7.348,7.751,8.134,8.506,8.86,9.185,9.49,9.784,10.068,10.273,10.387,NPgN,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
DARLINGTON 132/6KV,2.619,2.709,2.852,3.045,3.308,3.679,4.118,4.561,4.973,5.372,5.747,6.105,6.652,7.528,8.337,9.113,9.844,10.536,11.187,11.807,12.41,12.93,13.321,13.676,14.034,14.372,14.674,14.895,NPgN,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
DARLINGTON 33/11KV,14.188,14.177,14.198,14.27,14.38,14.571,14.798,15.037,15.271,15.484,15.694,15.902,16.347,17.454,18.496,19.494,20.451,21.361,22.236,23.078,23.91,24.641,25.204,25.75,26.304,26.833,27.331,27.704,NPgN,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
DARLINGTON CENTRAL 33/11KV,8.969,8.939,9.214,11.578,11.597,11.649,11.712,11.779,11.847,11.903,11.958,12.014,12.134,12.424,12.7,12.969,13.228,13.475,13.715,13.944,14.173,14.373,14.519,14.659,14.804,14.943,15.078,15.18,NPgN,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
DARLINGTON EAST,18.289,18.802,19.001,19.289,19.692,20.249,20.917,21.628,22.331,23.034,23.723,24.416,25.418,27.032,28.555,30.002,31.36,32.625,33.813,34.923,35.98,36.955,37.784,38.527,39.25,39.941,40.484,40.843,NPgN,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
DARLINGTON WEST,18.854,19.533,20.712,21.141,21.76,22.661,23.759,24.906,26.027,27.136,28.219,29.293,30.866,33.336,35.62,37.804,39.855,41.777,43.57,45.256,46.863,48.247,49.308,50.273,51.225,52.128,52.971,53.602,NPgN,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
DENWICK,19.458,19.617,20.314,20.669,21.16,21.795,22.554,23.358,24.133,24.902,25.653,26.393,27.769,30.51,33.041,35.421,37.663,39.772,41.773,43.661,45.52,47.342,49.089,50.716,52.268,53.741,54.737,55.239,NPgN,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
DUNSTON 66/11KV,12.914,13.738,20.017,20.085,20.199,20.373,20.595,20.837,21.077,21.313,21.543,21.774,22.216,23.109,23.935,24.716,25.454,26.152,26.81,27.438,28.061,28.611,29.05,29.468,29.882,30.27,30.625,30.88,NPgN,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
DUNSTON 66/20KV,16.057,16.696,16.911,17.185,17.537,17.948,18.427,18.922,19.396,19.846,20.257,20.654,21.596,23.781,25.794,27.697,29.504,31.212,32.852,34.418,36.008,37.504,38.824,40.068,41.283,42.44,43.337,43.888,NPgN,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
DURHAM EAST,14.671,14.665,15.096,16.698,16.754,16.831,16.922,17.026,17.135,17.241,17.352,17.469,17.653,18.104,18.552,18.988,19.413,19.824,20.226,20.622,21.033,21.409,21.721,22.028,22.342,22.649,22.951,23.223,NPgN,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
EASTFIELD,23.255,23.263,23.35,23.493,23.736,24.089,24.536,25.022,25.502,25.989,26.425,26.863,27.51,28.544,29.511,30.402,31.238,32.02,32.745,33.422,34.264,35.061,35.787,36.462,37.115,37.741,38.269,38.702,NPgN,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
EASTGATE CEMENT,7.689,7.675,7.667,7.672,7.686,7.717,7.755,7.8,7.847,7.89,7.937,7.986,8.139,8.597,9.025,9.432,9.826,10.204,10.572,10.926,11.277,11.623,11.959,12.286,12.603,12.91,13.134,13.255,NPgN,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
EDUCATIONAL PRECINCT,17.683,17.627,17.592,17.598,17.633,17.738,17.871,18.022,18.173,18.311,18.442,18.574,18.823,19.413,19.966,20.503,21.015,21.501,21.963,22.403,22.831,23.227,23.575,23.907,24.229,24.535,24.827,25.068,NPgN,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
ELVINGTON,9.824,9.811,9.806,9.819,9.849,9.903,9.976,10.068,10.173,10.288,10.416,10.556,10.767,11.178,11.572,11.963,12.338,12.693,13.031,13.35,13.654,13.948,14.23,14.502,14.765,15.02,15.223,15.364,NPgN,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
FARADAY STREET,20.126,20.259,20.505,24.067,24.508,25.092,25.775,26.483,27.158,27.805,28.403,28.984,29.996,31.919,33.71,35.388,36.967,38.446,39.851,41.172,42.454,43.625,44.577,45.444,46.296,47.087,47.837,48.381,NPgN,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
FAWDON T1 & SEATON BURN T1,20.193,20.4,22.421,22.848,23.361,23.981,24.682,25.417,26.135,26.841,27.502,28.159,29.338,31.683,33.891,36.042,38.084,40.007,41.853,43.621,45.363,46.974,48.341,49.611,50.869,52.069,52.885,53.39,NPgN,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
FISHBURN,16.221,16.4,16.797,17.18,17.681,18.3,19.018,19.771,20.506,21.233,21.943,22.648,24.109,27.313,30.275,33.075,35.73,38.231,40.629,42.892,45.111,47.309,49.429,51.409,53.306,55.125,56.171,56.651,NPgN,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
FLATWORTH CENTRAL,14.375,15.794,16.421,22.639,22.698,22.801,22.93,23.083,23.254,23.43,23.615,23.814,24.063,24.449,24.824,25.199,25.557,25.895,26.211,26.505,26.784,27.04,27.263,27.477,27.687,27.89,28.088,28.269,NPgN,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
FOSS ISLANDS,27.641,27.677,28.012,28.151,28.35,28.641,28.976,29.356,29.741,30.115,30.501,30.901,31.513,33.002,34.449,35.856,37.212,38.506,39.754,40.958,42.146,43.234,44.148,45.042,45.94,46.811,47.633,48.348,NPgN,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
FOSSWAY 33/11KV,15.564,15.609,15.728,15.913,16.193,16.613,17.129,17.673,18.202,18.723,19.222,19.714,20.567,22.115,23.532,24.88,26.146,27.334,28.448,29.498,30.507,31.422,32.194,32.909,33.598,34.242,34.853,35.294,NPgN,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
FOURSTONES 20KV,17.52,17.462,18.178,18.189,18.239,18.361,18.53,18.724,18.918,19.109,19.303,19.499,19.868,20.611,21.298,21.947,22.562,23.145,23.694,24.212,24.717,25.186,25.607,26.004,26.386,26.748,27.01,27.137,NPgN,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
FYLANDS BRIDGE,19.778,19.87,20.037,20.279,20.606,21.042,21.553,22.088,22.61,23.105,23.585,24.058,25.001,27.068,28.994,30.826,32.573,34.229,35.818,37.335,38.857,40.263,41.468,42.616,43.749,44.831,45.656,46.198,NPgN,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
GALE LANE,8.506,9.096,9.242,9.433,9.68,10.013,10.402,10.795,11.162,11.515,11.847,12.166,12.808,14.162,15.428,16.657,17.84,18.971,20.058,21.117,22.177,23.061,23.666,24.255,24.875,25.465,26.025,26.428,NPgN,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
GARWOOD STREET,14.055,14.029,14.302,14.332,14.385,14.509,14.653,14.817,14.986,15.136,15.294,15.457,15.791,16.708,17.575,18.411,19.212,19.971,20.699,21.385,22.058,22.684,23.221,23.743,24.257,24.751,25.23,25.615,NPgN,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
