Primary,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area,Voltage level,Scenario name,Output parameter
ACKLAM,2.1,2.368,2.639,2.959,3.322,3.711,4.118,4.548,5.046,5.579,6.072,6.611,7.143,7.616,8.179,8.735,9.336,9.951,10.597,11.245,11.912,12.565,13.238,13.919,14.567,15.261,15.952,16.674,NPgN,Primary,NG FES - Holistic Transition,Total installed generation capacity (MW)
AMBERTON ROAD,4.44,4.711,5.011,5.388,5.86,6.382,6.95,7.571,8.186,8.842,8.904,8.326,8.229,8.849,9.542,10.237,10.977,11.737,12.533,13.334,14.144,14.962,15.781,16.615,17.455,18.296,19.162,20.038,NPgN,Primary,NG FES - Holistic Transition,Total installed generation capacity (MW)
ANNFIELD 66/20KV,15.904,16.251,16.612,17.035,17.507,18.024,18.578,19.177,19.81,20.496,21.037,21.526,22.081,22.7,23.409,24.116,24.88,25.664,26.486,27.304,28.137,28.968,29.81,30.68,31.53,32.396,33.299,34.2,NPgN,Primary,NG FES - Holistic Transition,Total installed generation capacity (MW)
ASHINGTON,10.316,10.792,11.282,11.856,12.497,13.193,13.932,14.725,15.611,16.61,17.088,17.235,17.652,18.472,19.415,20.341,21.394,22.481,23.61,24.687,25.793,26.882,28.003,29.174,30.247,31.299,32.53,33.72,NPgN,Primary,NG FES - Holistic Transition,Total installed generation capacity (MW)
AYCLIFFE FORREST,0,0,0,0,0,0.001,0.001,0.001,0.002,0.002,0.002,0.002,0.003,0.003,0.003,0.003,0.004,0.004,0.004,0.004,0.005,0.005,0.005,0.006,0.006,0.006,0.007,0.007,NPgN,Primary,NG FES - Holistic Transition,Total installed generation capacity (MW)
AYCLIFFE INDUSTRIAL,1.254,1.389,1.528,1.692,1.877,2.079,2.294,2.525,2.774,3.046,3.293,3.563,3.828,4.07,4.349,4.628,4.929,5.238,5.563,5.885,6.214,6.541,6.874,7.217,7.551,7.892,8.248,8.605,NPgN,Primary,NG FES - Holistic Transition,Total installed generation capacity (MW)
BARDEN FRIAR,0.07,0.088,0.111,0.141,0.183,0.231,0.284,0.344,0.397,0.455,0.508,0.565,0.621,0.677,0.736,0.796,0.86,0.926,0.994,1.063,1.131,1.201,1.27,1.343,1.419,1.489,1.567,1.641,NPgN,Primary,NG FES - Holistic Transition,Total installed generation capacity (MW)
BEDALE,8.501,8.85,9.214,9.625,10.052,10.527,11.048,11.621,11.877,12.042,11.991,11.708,10.473,11.016,11.603,12.182,12.828,13.502,14.195,14.864,15.543,16.224,16.914,17.594,18.245,18.844,19.559,20.284,NPgN,Primary,NG FES - Holistic Transition,Total installed generation capacity (MW)
BELMONT,1.754,1.98,2.227,2.537,2.921,3.344,3.803,4.304,4.81,5.357,5.831,6.308,6.807,7.31,7.878,8.446,9.056,9.683,10.339,10.995,11.659,12.327,12.998,13.691,14.38,15.07,15.793,16.511,NPgN,Primary,NG FES - Holistic Transition,Total installed generation capacity (MW)
BENSHAM,0.551,0.71,0.877,1.08,1.319,1.58,1.858,2.157,2.478,2.822,3.142,3.488,3.832,4.145,4.508,4.868,5.256,5.652,6.069,6.487,6.914,7.338,7.769,8.206,8.634,9.078,9.527,9.989,NPgN,Primary,NG FES - Holistic Transition,Total installed generation capacity (MW)
