Primary,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area,Voltage level,Scenario name,Output parameter
ACKLAM,26450.9,26125.483,25815.209,25519.465,25237.676,24969.267,24713.663,24470.292,24238.583,24017.963,23807.864,23607.717,23416.955,23235.01,23061.318,22895.314,22736.434,22584.116,22437.799,22296.921,22160.924,22029.249,21901.337,21776.632,21654.579,21534.622,21416.208,21298.783,21181.795,NPgN,Primary,NPg Best View,I&C (MWh)
AMBERTON ROAD,67624.016,66774.843,75609.008,75658.773,77662.022,76959.932,76290.873,75653.36,75045.907,74467.039,73915.279,73389.157,72887.209,72407.971,71949.986,71511.8,71091.964,70689.031,70301.56,69928.113,69567.257,69217.56,68877.598,68545.948,68221.191,67901.914,67586.705,67274.157,66962.867,NPgN,Primary,NPg Best View,I&C (MWh)
ANNFIELD 66/20KV,55195.009,54766.239,54363.264,53985.288,53631.498,53301.059,52993.119,52706.806,52441.23,52195.48,51968.629,51759.727,51567.808,51391.886,51230.954,51083.988,50949.944,50827.759,50716.35,50614.615,50521.433,50435.664,50356.147,50281.704,50211.135,50143.223,50076.73,50010.399,49942.954,NPgN,Primary,NPg Best View,I&C (MWh)
ASHINGTON,46802.013,46213.876,45652.757,45117.614,44607.409,44121.107,43657.673,43216.079,42795.297,42394.305,42012.08,41647.606,41299.866,40967.85,40650.547,40346.951,40056.059,39776.869,39508.385,39249.61,38999.552,38757.222,38521.632,38291.798,38066.739,37845.476,37627.032,37410.433,37194.71,NPgN,Primary,NPg Best View,I&C (MWh)
AYCLIFFE FORREST,622.42,614.642,8282.96,8275.885,8269.14,8262.713,8256.589,8250.755,8245.196,8239.9,8234.854,8230.042,8225.453,8221.072,8216.887,8212.883,8209.048,8205.368,8201.83,8198.42,8195.127,8191.935,8188.833,8185.808,8182.845,8179.932,8177.057,8174.206,8171.366,NPgN,Primary,NPg Best View,I&C (MWh)
AYCLIFFE INDUSTRIAL,44792.104,44400.983,44031.781,43683.782,43356.258,43048.47,42759.667,42489.084,42235.948,41999.471,41778.855,41573.29,41381.953,41204.009,41038.614,40884.908,40742.022,40609.074,40485.17,40369.405,40260.859,40158.604,40061.698,39969.186,39880.103,39793.47,39708.297,39623.583,39538.312,NPgN,Primary,NPg Best View,I&C (MWh)
BARDEN FRIAR,3573.79,3589.566,3606.014,3623.155,3641.003,3659.568,3678.855,3698.864,3719.59,3741.023,3763.148,3785.945,3809.388,3833.45,3858.094,3883.281,3908.966,3935.1,3961.628,3988.491,4015.623,4042.956,4070.416,4097.922,4125.39,4152.732,4179.852,4206.652,4233.026,NPgN,Primary,NPg Best View,I&C (MWh)
BEDALE,71170.873,71145.565,71737.117,71754.001,71791.666,71849.811,71928.064,72025.984,72143.06,72278.711,72432.289,72603.073,72790.274,72993.033,73210.421,73441.44,73685.021,73940.027,74205.249,74479.41,74761.161,75049.086,75341.697,75637.436,75934.676,76231.72,76526.799,76818.077,77103.647,NPgN,Primary,NPg Best View,I&C (MWh)
BELMONT,88482.206,87834.282,89746.762,89178.52,88648.269,88154.73,87696.591,87272.507,86881.096,86520.945,86190.606,85888.596,85613.4,85363.467,85137.212,84933.017,84749.228,84584.16,84436.09,84303.263,84183.889,84076.143,83978.166,83888.066,83803.915,83723.751,83645.576,83567.361,83487.038,NPgN,Primary,NPg Best View,I&C (MWh)
BENSHAM,39588.855,39091.687,38617.364,38165.007,37733.736,37322.678,36930.957,36557.705,36202.052,35863.133,35540.085,35232.047,34938.16,34657.57,34389.422,34132.866,33887.052,33651.134,33424.269,33205.613,32994.329,32789.579,32590.528,32396.343,32206.194,32019.253,31834.694,31651.693,31469.429,NPgN,Primary,NPg Best View,I&C (MWh)
