Primary,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area,Voltage level,Scenario name,Output parameter
BOLDON DOWNHILL,0.009,0.022,0.036,0.053,0.077,0.111,0.149,0.194,0.241,0.294,0.354,0.419,0.495,0.575,0.661,0.754,0.854,0.962,1.07,1.183,1.304,1.427,1.556,1.69,1.829,1.974,2.125,2.281,2.443,2.611,NPgN,Primary,NPg Planning Scenario,Total installed storage capacity (MW)
BOROUGHBRIDGE/ROECLIFFE INDUSTRIAL,0.006,0.013,0.021,0.031,0.044,0.063,0.083,0.107,0.128,0.153,0.18,0.209,0.247,0.286,0.326,0.372,0.422,0.476,0.525,0.575,0.629,0.68,0.733,0.787,0.842,0.9,0.96,1.022,1.087,1.153,NPgN,Primary,NPg Planning Scenario,Total installed storage capacity (MW)
BOWESFIELD 33/11KV,0.014,0.031,0.05,0.072,0.102,0.147,0.193,0.249,0.3,0.359,0.424,0.494,0.582,0.674,0.77,0.879,0.996,1.124,1.241,1.361,1.489,1.61,1.739,1.87,2.004,2.143,2.288,2.439,2.595,2.756,NPgN,Primary,NPg Planning Scenario,Total installed storage capacity (MW)
BOWESFIELD 66/11KV,0.009,0.02,0.033,0.048,0.069,0.099,0.131,0.169,0.205,0.247,0.294,0.344,0.405,0.47,0.538,0.614,0.695,0.784,0.868,0.954,1.046,1.135,1.229,1.326,1.425,1.528,1.635,1.747,1.862,1.982,NPgN,Primary,NPg Planning Scenario,Total installed storage capacity (MW)
BRANCEPETH,0.024,0.054,0.088,0.129,0.184,0.266,0.354,0.458,0.559,0.677,0.806,0.947,1.118,1.296,1.485,1.695,1.92,2.164,2.399,2.642,2.902,3.158,3.427,3.705,3.99,4.288,4.598,4.919,5.253,5.599,NPgN,Primary,NPg Planning Scenario,Total installed storage capacity (MW)
BREAMISH STREET,0.008,0.017,0.027,0.039,0.056,0.08,0.105,0.136,0.162,0.194,0.228,0.265,0.312,0.361,0.412,0.47,0.533,0.601,0.663,0.726,0.794,0.856,0.923,0.991,1.059,1.131,1.206,1.283,1.363,1.446,NPgN,Primary,NPg Planning Scenario,Total installed storage capacity (MW)
BRENDA TRADING,0.021,0.046,0.075,0.109,0.157,0.226,0.301,0.389,0.476,0.576,0.686,0.806,0.951,1.103,1.264,1.443,1.635,1.842,2.042,2.249,2.471,2.689,2.919,3.156,3.399,3.654,3.918,4.192,4.477,4.772,NPgN,Primary,NPg Planning Scenario,Total installed storage capacity (MW)
CAMPLESHON ROAD,0.017,0.037,0.061,0.088,0.125,0.181,0.239,0.31,0.376,0.453,0.537,0.629,0.742,0.86,0.984,1.124,1.273,1.435,1.589,1.746,1.915,2.079,2.252,2.43,2.611,2.801,2.998,3.203,3.416,3.636,NPgN,Primary,NPg Planning Scenario,Total installed storage capacity (MW)
CARLEY HILL,0.017,0.039,0.063,0.092,0.132,0.19,0.253,0.328,0.402,0.487,0.58,0.683,0.806,0.934,1.071,1.223,1.385,1.561,1.731,1.908,2.097,2.283,2.48,2.683,2.892,3.11,3.337,3.572,3.816,4.069,NPgN,Primary,NPg Planning Scenario,Total installed storage capacity (MW)
CARLIN HOW T3 T4,0.021,0.045,0.074,0.107,0.153,0.222,0.293,0.379,0.461,0.556,0.661,0.775,0.914,1.059,1.213,1.384,1.569,1.768,1.958,2.154,2.363,2.567,2.782,3.003,3.23,3.467,3.712,3.968,4.233,4.507,NPgN,Primary,NPg Planning Scenario,Total installed storage capacity (MW)
CARR HILL,0.018,0.042,0.069,0.101,0.146,0.211,0.282,0.366,0.453,0.552,0.662,0.783,0.923,1.072,1.231,1.406,1.592,1.793,1.993,2.201,2.424,2.649,2.885,3.13,3.383,3.648,3.923,4.208,4.504,4.811,NPgN,Primary,NPg Planning Scenario,Total installed storage capacity (MW)
CATTERICK CAMP,0.023,0.052,0.085,0.124,0.178,0.258,0.342,0.444,0.542,0.656,0.782,0.92,1.085,1.258,1.443,1.647,1.865,2.102,2.331,2.567,2.82,3.07,3.333,3.604,3.883,4.174,4.477,4.791,5.117,5.454,NPgN,Primary,NPg Planning Scenario,Total installed storage capacity (MW)
CLOSE,0.014,0.028,0.044,0.063,0.086,0.125,0.158,0.202,0.231,0.269,0.308,0.347,0.409,0.469,0.531,0.606,0.687,0.778,0.848,0.914,0.986,1.041,1.1,1.158,1.212,1.27,1.329,1.39,1.454,1.52,NPgN,Primary,NPg Planning Scenario,Total installed storage capacity (MW)
CONEYTHORPE,0.014,0.03,0.048,0.07,0.099,0.143,0.188,0.242,0.291,0.349,0.413,0.481,0.567,0.656,0.75,0.856,0.97,1.094,1.209,1.325,1.451,1.57,1.695,1.824,1.954,2.091,2.233,2.38,2.533,2.691,NPgN,Primary,NPg Planning Scenario,Total installed storage capacity (MW)
CONSETT,0.025,0.056,0.091,0.133,0.19,0.274,0.364,0.471,0.575,0.695,0.827,0.971,1.146,1.328,1.522,1.737,1.968,2.218,2.459,2.707,2.972,3.233,3.508,3.791,4.081,4.385,4.7,5.027,5.367,5.719,NPgN,Primary,NPg Planning Scenario,Total installed storage capacity (MW)
CORPORATION STREET,0.006,0.013,0.021,0.03,0.042,0.061,0.08,0.103,0.124,0.148,0.174,0.202,0.239,0.276,0.315,0.359,0.407,0.46,0.507,0.555,0.607,0.655,0.706,0.758,0.81,0.865,0.922,0.982,1.043,1.107,NPgN,Primary,NPg Planning Scenario,Total installed storage capacity (MW)
COWTON,0.003,0.006,0.01,0.015,0.021,0.03,0.039,0.05,0.06,0.071,0.083,0.096,0.113,0.13,0.149,0.17,0.192,0.217,0.239,0.261,0.285,0.306,0.329,0.352,0.375,0.399,0.424,0.45,0.477,0.505,NPgN,Primary,NPg Planning Scenario,Total installed storage capacity (MW)
CRAMLINGTON T1 T3,0.008,0.018,0.029,0.042,0.06,0.087,0.116,0.15,0.184,0.222,0.265,0.312,0.368,0.427,0.489,0.559,0.633,0.713,0.791,0.871,0.958,1.043,1.133,1.225,1.32,1.42,1.523,1.631,1.742,1.857,NPgN,Primary,NPg Planning Scenario,Total installed storage capacity (MW)
CRAMLINGTON T2 T4,0.008,0.017,0.028,0.041,0.058,0.084,0.112,0.144,0.177,0.214,0.255,0.299,0.353,0.409,0.469,0.535,0.607,0.684,0.758,0.835,0.917,0.998,1.083,1.171,1.262,1.356,1.454,1.556,1.662,1.771,NPgN,Primary,NPg Planning Scenario,Total installed storage capacity (MW)
DARLEY,0.008,0.016,0.026,0.037,0.052,0.075,0.097,0.125,0.147,0.174,0.202,0.232,0.274,0.316,0.36,0.41,0.465,0.526,0.577,0.628,0.684,0.732,0.784,0.836,0.888,0.942,0.998,1.056,1.117,1.179,NPgN,Primary,NPg Planning Scenario,Total installed storage capacity (MW)
DARLINGTON 132/6KV,0.008,0.017,0.028,0.04,0.057,0.083,0.109,0.141,0.171,0.206,0.245,0.286,0.337,0.391,0.447,0.511,0.578,0.652,0.722,0.793,0.87,0.944,1.022,1.102,1.184,1.269,1.358,1.45,1.546,1.645,NPgN,Primary,NPg Planning Scenario,Total installed storage capacity (MW)
DARLINGTON 33/11KV,0.017,0.036,0.058,0.084,0.118,0.171,0.224,0.288,0.344,0.411,0.483,0.56,0.66,0.762,0.871,0.994,1.126,1.271,1.401,1.533,1.675,1.806,1.945,2.086,2.228,2.378,2.533,2.694,2.861,3.034,NPgN,Primary,NPg Planning Scenario,Total installed storage capacity (MW)
DARLINGTON CENTRAL 33/11KV,0.005,0.011,0.019,0.027,0.039,0.056,0.075,0.097,0.119,0.144,0.172,0.203,0.239,0.277,0.318,0.363,0.411,0.463,0.514,0.566,0.622,0.678,0.736,0.796,0.858,0.923,0.991,1.061,1.133,1.208,NPgN,Primary,NPg Planning Scenario,Total installed storage capacity (MW)
DARLINGTON EAST,0.011,0.024,0.039,0.056,0.079,0.115,0.151,0.194,0.233,0.28,0.33,0.384,0.453,0.524,0.599,0.684,0.775,0.874,0.965,1.058,1.158,1.252,1.352,1.453,1.557,1.665,1.777,1.894,2.015,2.14,NPgN,Primary,NPg Planning Scenario,Total installed storage capacity (MW)
DARLINGTON WEST,0.014,0.032,0.053,0.078,0.112,0.162,0.216,0.281,0.347,0.422,0.506,0.598,0.705,0.819,0.94,1.073,1.216,1.369,1.521,1.68,1.849,2.02,2.199,2.385,2.577,2.777,2.985,3.201,3.426,3.658,NPgN,Primary,NPg Planning Scenario,Total installed storage capacity (MW)
DENWICK,0.034,0.071,0.114,0.165,0.232,0.336,0.439,0.565,0.674,0.805,0.946,1.097,1.293,1.494,1.706,1.947,2.206,2.49,2.746,3.004,3.281,3.538,3.811,4.087,4.366,4.66,4.963,5.278,5.606,5.944,NPgN,Primary,NPg Planning Scenario,Total installed storage capacity (MW)
DUNSTON 66/11KV,0.009,0.02,0.032,0.047,0.067,0.097,0.127,0.164,0.198,0.238,0.282,0.329,0.388,0.449,0.513,0.586,0.664,0.749,0.828,0.909,0.995,1.078,1.166,1.255,1.347,1.442,1.541,1.644,1.751,1.862,NPgN,Primary,NPg Planning Scenario,Total installed storage capacity (MW)
DUNSTON 66/20KV,0.014,0.033,0.054,0.078,0.112,0.163,0.217,0.281,0.346,0.42,0.502,0.592,0.698,0.81,0.93,1.061,1.202,1.354,1.503,1.659,1.824,1.99,2.164,2.344,2.529,2.723,2.924,3.133,3.35,3.575,NPgN,Primary,NPg Planning Scenario,Total installed storage capacity (MW)
DURHAM EAST,0.01,0.019,0.031,0.045,0.063,0.091,0.117,0.15,0.177,0.209,0.244,0.28,0.33,0.381,0.434,0.495,0.561,0.634,0.696,0.758,0.825,0.884,0.946,1.009,1.072,1.138,1.205,1.276,1.349,1.425,NPgN,Primary,NPg Planning Scenario,Total installed storage capacity (MW)
EASTFIELD,3.26,3.28,3.303,3.329,3.366,3.421,3.479,3.548,3.615,3.693,3.779,3.873,3.986,4.105,4.231,4.37,4.52,4.682,4.838,4.999,5.172,5.342,5.522,5.707,5.897,6.095,6.301,6.515,6.738,6.968,NPgN,Primary,NPg Planning Scenario,Total installed storage capacity (MW)
EASTGATE CEMENT,0.007,0.015,0.024,0.034,0.047,0.068,0.088,0.113,0.133,0.157,0.182,0.209,0.247,0.284,0.323,0.369,0.418,0.473,0.519,0.564,0.614,0.657,0.702,0.748,0.794,0.841,0.891,0.942,0.995,1.05,NPgN,Primary,NPg Planning Scenario,Total installed storage capacity (MW)
EDUCATIONAL PRECINCT,0.01,0.022,0.035,0.05,0.071,0.103,0.135,0.174,0.208,0.248,0.292,0.339,0.4,0.463,0.529,0.603,0.684,0.771,0.851,0.932,1.018,1.099,1.185,1.272,1.36,1.453,1.549,1.648,1.751,1.858,NPgN,Primary,NPg Planning Scenario,Total installed storage capacity (MW)
ELVINGTON,0.007,0.013,0.021,0.03,0.042,0.06,0.077,0.099,0.116,0.136,0.157,0.18,0.212,0.243,0.277,0.316,0.358,0.405,0.443,0.481,0.522,0.556,0.593,0.63,0.666,0.704,0.743,0.783,0.826,0.869,NPgN,Primary,NPg Planning Scenario,Total installed storage capacity (MW)
FARADAY STREET,0.02,0.045,0.072,0.105,0.149,0.216,0.285,0.368,0.446,0.536,0.636,0.744,0.877,1.016,1.163,1.327,1.504,1.696,1.876,2.061,2.26,2.451,2.653,2.86,3.072,3.294,3.523,3.762,4.01,4.267,NPgN,Primary,NPg Planning Scenario,Total installed storage capacity (MW)
FAWDON T1 & SEATON BURN T1,0.02,0.045,0.073,0.106,0.153,0.221,0.293,0.38,0.464,0.562,0.67,0.789,0.93,1.079,1.237,1.412,1.599,1.802,1.998,2.201,2.419,2.633,2.859,3.092,3.332,3.583,3.843,4.113,4.393,4.683,NPgN,Primary,NPg Planning Scenario,Total installed storage capacity (MW)
FISHBURN,0.019,0.043,0.071,0.103,0.149,0.215,0.286,0.371,0.454,0.551,0.658,0.775,0.914,1.06,1.216,1.388,1.573,1.772,1.966,2.167,2.382,2.596,2.821,3.053,3.292,3.542,3.802,4.071,4.351,4.641,NPgN,Primary,NPg Planning Scenario,Total installed storage capacity (MW)
FLATWORTH CENTRAL,0.01,0.021,0.034,0.049,0.069,0.1,0.132,0.17,0.205,0.246,0.291,0.339,0.4,0.463,0.53,0.605,0.685,0.773,0.854,0.937,1.026,1.111,1.201,1.293,1.387,1.485,1.586,1.692,1.801,1.915,NPgN,Primary,NPg Planning Scenario,Total installed storage capacity (MW)
FOSS ISLANDS,0.026,0.053,0.085,0.123,0.172,0.249,0.325,0.418,0.496,0.591,0.693,0.801,0.944,1.09,1.244,1.419,1.608,1.816,2,2.184,2.383,2.565,2.757,2.952,3.148,3.354,3.567,3.788,4.018,4.255,NPgN,Primary,NPg Planning Scenario,Total installed storage capacity (MW)
FOSSWAY 33/11KV,0.018,0.039,0.064,0.093,0.133,0.192,0.254,0.329,0.401,0.484,0.575,0.675,0.796,0.923,1.057,1.207,1.367,1.541,1.707,1.878,2.062,2.241,2.43,2.625,2.824,3.033,3.25,3.475,3.708,3.95,NPgN,Primary,NPg Planning Scenario,Total installed storage capacity (MW)
FOURSTONES 20KV,0.026,0.054,0.088,0.126,0.177,0.256,0.333,0.428,0.507,0.603,0.706,0.814,0.96,1.108,1.264,1.442,1.634,1.846,2.032,2.217,2.418,2.599,2.792,2.987,3.182,3.387,3.599,3.82,4.049,4.285,NPgN,Primary,NPg Planning Scenario,Total installed storage capacity (MW)
FYLANDS BRIDGE,0.019,0.042,0.069,0.101,0.145,0.209,0.278,0.36,0.441,0.534,0.638,0.751,0.885,1.027,1.178,1.344,1.523,1.716,1.903,2.097,2.305,2.511,2.728,2.951,3.181,3.421,3.671,3.93,4.199,4.478,NPgN,Primary,NPg Planning Scenario,Total installed storage capacity (MW)
GALE LANE,0.013,0.03,0.049,0.072,0.104,0.15,0.202,0.262,0.326,0.398,0.479,0.569,0.671,0.78,0.896,1.023,1.159,1.304,1.451,1.606,1.77,1.938,2.114,2.297,2.487,2.685,2.891,3.104,3.326,3.556,NPgN,Primary,NPg Planning Scenario,Total installed storage capacity (MW)
GARWOOD STREET,0.018,0.039,0.062,0.09,0.127,0.184,0.241,0.311,0.373,0.446,0.525,0.61,0.72,0.832,0.951,1.085,1.229,1.387,1.531,1.676,1.833,1.98,2.135,2.293,2.453,2.622,2.796,2.976,3.164,3.358,NPgN,Primary,NPg Planning Scenario,Total installed storage capacity (MW)
GATESHEAD CENTRAL,0.009,0.018,0.029,0.041,0.058,0.084,0.11,0.142,0.168,0.201,0.235,0.272,0.321,0.371,0.423,0.483,0.547,0.618,0.681,0.744,0.812,0.874,0.941,1.008,1.075,1.146,1.219,1.296,1.375,1.457,NPgN,Primary,NPg Planning Scenario,Total installed storage capacity (MW)
GATESHEAD EAST,2.702,2.704,2.706,2.709,2.712,2.717,2.722,2.728,2.733,2.739,2.745,2.751,2.76,2.769,2.778,2.789,2.801,2.814,2.825,2.835,2.847,2.856,2.866,2.876,2.885,2.896,2.906,2.917,2.928,2.94,NPgN,Primary,NPg Planning Scenario,Total installed storage capacity (MW)
GOSFORTH 33/11KV,0.007,0.016,0.026,0.037,0.053,0.077,0.101,0.13,0.157,0.188,0.222,0.259,0.306,0.354,0.404,0.462,0.523,0.59,0.652,0.715,0.783,0.847,0.915,0.985,1.056,1.13,1.207,1.287,1.369,1.455,NPgN,Primary,NPg Planning Scenario,Total installed storage capacity (MW)
GRANGETOWN,0.017,0.038,0.062,0.091,0.13,0.188,0.251,0.325,0.399,0.483,0.577,0.68,0.802,0.931,1.068,1.219,1.38,1.555,1.726,1.903,2.092,2.28,2.478,2.682,2.892,3.112,3.341,3.578,3.824,4.079,NPgN,Primary,NPg Planning Scenario,Total installed storage capacity (MW)
GREATHAM,0.004,0.007,0.012,0.016,0.023,0.033,0.042,0.054,0.063,0.074,0.086,0.098,0.116,0.133,0.152,0.173,0.196,0.222,0.243,0.263,0.286,0.304,0.324,0.344,0.364,0.384,0.406,0.428,0.451,0.474,NPgN,Primary,NPg Planning Scenario,Total installed storage capacity (MW)
GUISBOROUGH T1 T2,0.025,0.055,0.089,0.13,0.186,0.269,0.357,0.462,0.563,0.68,0.81,0.951,1.121,1.3,1.49,1.7,1.926,2.171,2.406,2.648,2.908,3.162,3.43,3.706,3.989,4.285,4.593,4.912,5.244,5.587,NPgN,Primary,NPg Planning Scenario,Total installed storage capacity (MW)
GUISBOROUGH T3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NPg Planning Scenario,Total installed storage capacity (MW)
HARLOW GREEN,0.016,0.036,0.059,0.086,0.125,0.18,0.242,0.314,0.389,0.474,0.569,0.674,0.795,0.923,1.061,1.211,1.371,1.544,1.716,1.897,2.09,2.284,2.489,2.702,2.921,3.151,3.389,3.636,3.893,4.159,NPgN,Primary,NPg Planning Scenario,Total installed storage capacity (MW)
HARMIRE BRIDGE,0.02,0.04,0.065,0.093,0.131,0.189,0.245,0.315,0.371,0.439,0.513,0.59,0.695,0.802,0.913,1.042,1.181,1.334,1.467,1.598,1.739,1.865,1.999,2.133,2.267,2.408,2.554,2.705,2.862,3.025,NPgN,Primary,NPg Planning Scenario,Total installed storage capacity (MW)
HARRATON,0.014,0.031,0.05,0.072,0.102,0.147,0.193,0.249,0.299,0.358,0.423,0.492,0.581,0.671,0.768,0.876,0.993,1.12,1.237,1.356,1.484,1.604,1.732,1.863,1.995,2.134,2.278,2.427,2.583,2.743,NPgN,Primary,NPg Planning Scenario,Total installed storage capacity (MW)
HARROGATE 132/11KV,0.034,0.074,0.121,0.175,0.249,0.361,0.476,0.616,0.746,0.899,1.066,1.248,1.472,1.704,1.951,2.227,2.523,2.845,3.148,3.46,3.794,4.117,4.458,4.807,5.165,5.539,5.927,6.33,6.749,7.183,NPgN,Primary,NPg Planning Scenario,Total installed storage capacity (MW)
HARROGATE WEST,0.01,0.02,0.033,0.047,0.067,0.097,0.128,0.165,0.198,0.237,0.28,0.326,0.384,0.445,0.508,0.58,0.657,0.742,0.819,0.898,0.982,1.062,1.147,1.234,1.321,1.413,1.509,1.608,1.71,1.817,NPgN,Primary,NPg Planning Scenario,Total installed storage capacity (MW)
HARTMOOR 66/20KV,0.023,0.052,0.085,0.123,0.176,0.255,0.338,0.438,0.534,0.646,0.769,0.903,1.065,1.234,1.415,1.615,1.829,2.061,2.285,2.515,2.762,3.004,3.259,3.522,3.791,4.073,4.366,4.669,4.985,5.312,NPgN,Primary,NPg Planning Scenario,Total installed storage capacity (MW)
HAWTHORN PIT,0.024,0.054,0.089,0.129,0.186,0.268,0.357,0.463,0.568,0.689,0.823,0.969,1.144,1.327,1.522,1.737,1.968,2.217,2.46,2.712,2.981,3.249,3.531,3.822,4.121,4.435,4.76,5.097,5.448,5.811,NPgN,Primary,NPg Planning Scenario,Total installed storage capacity (MW)
HAXBY ROAD T2 T3,0.014,0.033,0.053,0.078,0.112,0.162,0.216,0.28,0.345,0.42,0.502,0.593,0.7,0.812,0.932,1.064,1.205,1.357,1.507,1.663,1.83,1.998,2.173,2.355,2.543,2.739,2.943,3.154,3.374,3.601,NPgN,Primary,NPg Planning Scenario,Total installed storage capacity (MW)
HEBBURN,0.004,0.009,0.014,0.021,0.029,0.042,0.055,0.071,0.086,0.102,0.121,0.14,0.165,0.191,0.218,0.249,0.282,0.319,0.352,0.385,0.421,0.455,0.491,0.528,0.565,0.603,0.644,0.685,0.729,0.774,NPgN,Primary,NPg Planning Scenario,Total installed storage capacity (MW)
HEBBURN WEST,0.001,0.003,0.004,0.006,0.009,0.013,0.017,0.021,0.026,0.031,0.037,0.043,0.051,0.059,0.068,0.077,0.087,0.099,0.109,0.12,0.131,0.143,0.154,0.166,0.179,0.192,0.205,0.219,0.233,0.248,NPgN,Primary,NPg Planning Scenario,Total installed storage capacity (MW)
HEDWORTH,0.009,0.022,0.036,0.053,0.076,0.11,0.147,0.191,0.237,0.288,0.346,0.409,0.483,0.561,0.644,0.735,0.833,0.937,1.042,1.151,1.268,1.386,1.51,1.639,1.771,1.91,2.054,2.204,2.359,2.52,NPgN,Primary,NPg Planning Scenario,Total installed storage capacity (MW)
HEIGHINGTON,0.001,0.002,0.003,0.004,0.006,0.009,0.011,0.014,0.015,0.017,0.019,0.02,0.024,0.027,0.031,0.035,0.04,0.045,0.048,0.051,0.054,0.055,0.057,0.058,0.058,0.059,0.06,0.06,0.061,0.062,NPgN,Primary,NPg Planning Scenario,Total installed storage capacity (MW)
HEXHAM,0.014,0.031,0.05,0.073,0.103,0.149,0.197,0.254,0.307,0.369,0.436,0.51,0.601,0.696,0.796,0.909,1.03,1.161,1.284,1.41,1.544,1.673,1.81,1.95,2.092,2.241,2.396,2.556,2.723,2.896,NPgN,Primary,NPg Planning Scenario,Total installed storage capacity (MW)
HIGH BARMSTON,0.013,0.029,0.047,0.068,0.096,0.139,0.184,0.238,0.288,0.347,0.412,0.482,0.568,0.658,0.753,0.86,0.974,1.098,1.215,1.335,1.464,1.588,1.72,1.854,1.992,2.136,2.286,2.441,2.602,2.769,NPgN,Primary,NPg Planning Scenario,Total installed storage capacity (MW)
HIGH FLATTS,0.017,0.04,0.065,0.094,0.136,0.196,0.262,0.34,0.418,0.508,0.607,0.717,0.845,0.981,1.126,1.285,1.456,1.639,1.82,2.008,2.209,2.41,2.621,2.839,3.064,3.299,3.544,3.797,4.061,4.333,NPgN,Primary,NPg Planning Scenario,Total installed storage capacity (MW)
HOUGHTON,0.016,0.035,0.057,0.083,0.12,0.173,0.23,0.299,0.366,0.444,0.53,0.624,0.736,0.854,0.98,1.118,1.267,1.427,1.583,1.745,1.919,2.091,2.272,2.459,2.652,2.853,3.062,3.279,3.504,3.738,NPgN,Primary,NPg Planning Scenario,Total installed storage capacity (MW)
