Primary,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area,Voltage level,Scenario name,Output parameter
ACKLAM,17.8,17.95,18.263,18.71,19.325,20.137,21.041,21.905,22.69,23.423,24.092,24.74,25.8,27.643,29.378,31.017,32.555,34.016,35.209,36.293,37.324,38.356,39.417,40.459,41.482,42.479,43.458,44.192,NPgN,Primary,NG FES - Electric Engagement,Total peak demand (MW)
AMBERTON ROAD,24.791,29.475,31.349,34.205,34.686,35.31,36.032,36.744,37.411,38.045,38.631,39.192,40.059,41.773,43.38,44.902,46.332,47.676,48.807,49.833,50.809,51.772,52.746,53.679,54.582,55.533,56.469,57.252,NPgN,Primary,NG FES - Electric Engagement,Total peak demand (MW)
ANNFIELD 66/20KV,19.884,20.031,20.274,20.645,21.215,22.012,22.916,23.791,24.6,25.372,26.105,26.808,27.977,30.093,32.042,33.886,35.624,37.274,38.644,39.882,41.081,42.273,43.497,44.547,45.478,46.307,47.11,47.741,NPgN,Primary,NG FES - Electric Engagement,Total peak demand (MW)
ASHINGTON,15.922,15.948,16.034,16.205,16.53,16.986,17.472,17.897,18.269,18.615,18.943,19.26,19.931,21.472,22.923,24.313,25.634,26.894,27.999,28.988,29.94,30.91,31.937,32.878,33.749,34.527,35.29,35.875,NPgN,Primary,NG FES - Electric Engagement,Total peak demand (MW)
AYCLIFFE FORREST,0.592,4.126,4.119,4.113,4.107,4.101,4.095,4.09,4.085,4.08,4.075,4.071,4.067,4.063,4.059,4.056,4.052,4.049,4.046,4.043,4.04,4.037,4.034,4.031,4.029,4.026,4.023,4.021,NPgN,Primary,NG FES - Electric Engagement,Total peak demand (MW)
AYCLIFFE INDUSTRIAL,16.315,16.318,16.366,16.473,16.657,16.926,17.243,17.561,17.86,18.148,18.423,18.689,19.122,19.889,20.6,21.272,21.902,22.498,22.985,23.426,23.861,24.294,24.735,25.165,25.586,25.997,26.401,26.716,NPgN,Primary,NG FES - Electric Engagement,Total peak demand (MW)
BARDEN FRIAR,1.172,1.18,1.188,1.198,1.212,1.228,1.245,1.262,1.279,1.296,1.314,1.33,1.36,1.435,1.506,1.574,1.642,1.708,1.77,1.83,1.888,1.947,2.007,2.058,2.094,2.129,2.165,2.199,NPgN,Primary,NG FES - Electric Engagement,Total peak demand (MW)
BEDALE,17.031,17.393,17.492,17.634,17.865,18.151,18.456,18.753,19.05,19.351,19.649,19.945,20.407,21.408,22.351,23.276,24.164,25.014,25.797,26.512,27.201,27.9,28.629,29.216,29.656,30.001,30.336,30.65,NPgN,Primary,NG FES - Electric Engagement,Total peak demand (MW)
BELMONT,21.726,22.847,22.793,22.768,22.779,22.828,22.907,22.997,23.089,23.18,23.269,23.358,23.494,23.703,23.895,24.074,24.238,24.393,24.508,24.609,24.723,24.834,24.945,25.041,25.128,25.204,25.276,25.337,NPgN,Primary,NG FES - Electric Engagement,Total peak demand (MW)
BENSHAM,18.496,18.582,18.697,20.45,20.738,21.123,21.59,22.068,22.527,22.971,23.379,23.773,24.358,25.248,26.055,26.803,27.492,28.132,28.625,29.064,29.529,29.979,30.427,30.854,31.267,31.665,32.051,32.342,NPgN,Primary,NG FES - Electric Engagement,Total peak demand (MW)
BENTON SQUARE,17.241,17.529,18.469,24.71,25.385,26.227,27.158,28.062,28.914,29.732,30.447,31.143,32.125,33.71,35.217,36.762,38.208,39.575,40.72,41.761,42.761,43.76,44.782,45.763,46.711,47.601,48.473,49.191,NPgN,Primary,NG FES - Electric Engagement,Total peak demand (MW)
BENWELL,17.988,18.085,18.643,18.89,19.252,19.77,20.371,20.979,21.562,22.12,22.627,23.114,23.872,25.182,26.385,27.551,28.646,29.68,30.543,31.333,32.087,32.83,33.581,34.315,35.035,35.739,36.432,36.982,NPgN,Primary,NG FES - Electric Engagement,Total peak demand (MW)
BILLINGHAM MARSH HOUSE,18.022,18.241,18.529,20.292,20.828,21.527,22.321,23.129,23.916,24.699,25.456,26.195,27.231,28.879,30.404,31.854,33.211,34.494,35.565,36.536,37.468,38.391,39.326,40.239,41.134,41.986,42.819,43.478,NPgN,Primary,NG FES - Electric Engagement,Total peak demand (MW)
BILLY MILL,16.798,16.89,17.475,17.721,18.084,18.598,19.196,19.796,20.364,20.907,21.412,21.898,22.676,24.016,25.241,26.423,27.535,28.589,29.454,30.243,30.997,31.742,32.494,33.228,33.947,34.65,35.339,35.869,NPgN,Primary,NG FES - Electric Engagement,Total peak demand (MW)
BIRTLEY GROVE 66/11KV,10.955,12.453,13.096,13.395,13.822,14.395,15.076,18.946,19.7,20.467,21.227,21.968,22.907,24.256,25.482,26.615,27.648,28.595,29.367,30.048,30.694,31.317,31.94,32.519,33.067,33.586,34.093,34.483,NPgN,Primary,NG FES - Electric Engagement,Total peak demand (MW)
BIRTLEY GROVE 66/20KV,11.097,11.051,11.017,11.01,11.04,11.089,11.155,11.229,11.309,11.392,11.473,11.553,11.699,12.078,12.434,12.767,13.079,13.371,13.63,13.864,14.103,14.342,14.588,14.834,15.077,15.318,15.556,15.746,NPgN,Primary,NG FES - Electric Engagement,Total peak demand (MW)
BLAYDON BURN,11.743,11.754,11.794,13.977,14.153,14.373,14.63,14.903,15.187,15.482,15.773,16.06,16.528,17.559,18.524,19.427,20.272,21.061,21.772,22.414,23.053,23.692,24.353,24.995,25.618,26.233,26.844,27.321,NPgN,Primary,NG FES - Electric Engagement,Total peak demand (MW)
BLUCHER 33/11KV,14.162,14.519,15.518,15.972,16.562,17.326,18.192,19.068,19.918,20.745,21.524,22.28,23.296,24.789,26.168,27.48,28.69,29.814,30.727,31.545,32.311,33.055,33.798,34.512,35.202,35.87,36.521,37.016,NPgN,Primary,NG FES - Electric Engagement,Total peak demand (MW)
BOLDON DOWNHILL,5.704,7.826,8.475,8.679,8.965,9.358,9.806,10.249,10.66,11.058,11.435,11.799,12.416,13.523,14.537,15.502,16.41,17.272,17.984,18.633,19.255,19.872,20.501,21.119,21.726,22.321,22.905,23.34,NPgN,Primary,NG FES - Electric Engagement,Total peak demand (MW)
BOROUGHBRIDGE/ROECLIFFE INDUSTRIAL,4.172,4.307,4.47,4.69,4.992,5.391,5.85,6.338,6.844,7.367,7.877,8.375,8.943,9.669,10.34,10.941,11.481,11.968,12.364,12.703,13.009,13.306,13.603,13.842,14.037,14.204,14.36,14.503,NPgN,Primary,NG FES - Electric Engagement,Total peak demand (MW)
BOWESFIELD 33/11KV,9.549,9.794,11.577,11.974,12.493,13.175,13.972,14.811,15.651,16.496,17.305,18.087,19.076,20.386,21.579,22.714,23.753,24.713,25.489,26.187,26.84,27.47,28.096,28.696,29.279,29.844,30.397,30.846,NPgN,Primary,NG FES - Electric Engagement,Total peak demand (MW)
BOWESFIELD 66/11KV,14.073,14.275,14.536,14.864,15.277,15.782,16.341,16.894,17.421,17.931,18.383,18.823,19.39,20.175,20.926,21.691,22.405,23.081,23.642,24.158,24.657,25.155,25.659,26.15,26.633,27.107,27.576,27.978,NPgN,Primary,NG FES - Electric Engagement,Total peak demand (MW)
BRANCEPETH,14.39,14.477,14.912,15.152,15.691,16.443,17.161,17.72,18.183,18.616,19.029,19.426,20.356,22.635,24.766,26.803,28.76,30.64,32.316,33.76,35.122,36.55,38.108,39.349,40.323,40.875,41.386,41.803,NPgN,Primary,NG FES - Electric Engagement,Total peak demand (MW)
BREAMISH STREET,9.583,9.612,10.578,12.759,12.903,13.125,13.392,13.668,13.93,14.185,14.408,14.62,14.93,15.37,15.764,16.158,16.525,16.87,17.141,17.39,17.626,17.853,18.078,18.291,18.497,18.697,18.892,19.054,NPgN,Primary,NG FES - Electric Engagement,Total peak demand (MW)
BRENDA TRADING,21.072,21.229,21.485,23.15,23.774,24.635,25.653,26.703,27.729,28.735,29.706,30.642,32.017,34.254,36.299,38.213,39.989,41.651,43.01,44.234,45.388,46.522,47.668,48.784,49.876,50.982,52.068,52.906,NPgN,Primary,NG FES - Electric Engagement,Total peak demand (MW)
CAMPLESHON ROAD,16.714,16.869,17.319,19.312,19.758,20.358,21.029,21.688,22.3,22.88,23.431,23.959,24.855,26.441,27.898,29.297,30.621,31.885,32.943,33.913,34.844,35.771,36.719,37.449,38.034,38.521,38.984,39.359,NPgN,Primary,NG FES - Electric Engagement,Total peak demand (MW)
