Primary,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area,Voltage level,Scenario name,Output parameter
BILLY MILL,1.605,1.676,1.73,1.793,1.856,1.919,1.982,2.074,2.182,2.26,2.367,2.464,2.512,2.616,2.71,2.828,2.943,3.08,3.219,3.377,3.519,3.686,3.855,3.986,4.163,4.325,4.507,4.507,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed PV capacity - domestic (MW)
BIRTLEY GROVE 66/11KV,1.097,1.15,1.192,1.239,1.287,1.334,1.382,1.452,1.534,1.593,1.674,1.748,1.784,1.863,1.934,2.024,2.111,2.215,2.32,2.439,2.548,2.673,2.802,2.901,3.035,3.158,3.296,3.296,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed PV capacity - domestic (MW)
BIRTLEY GROVE 66/20KV,0.458,0.49,0.514,0.541,0.569,0.597,0.625,0.666,0.713,0.748,0.795,0.838,0.859,0.906,0.947,0.999,1.05,1.111,1.172,1.242,1.305,1.379,1.454,1.511,1.59,1.661,1.742,1.742,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed PV capacity - domestic (MW)
BLAYDON BURN,0.819,0.888,0.94,1,1.062,1.122,1.183,1.272,1.376,1.452,1.555,1.648,1.695,1.796,1.886,2,2.111,2.244,2.377,2.53,2.668,2.828,2.992,3.118,3.289,3.445,3.621,3.621,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed PV capacity - domestic (MW)
BLUCHER 33/11KV,1.268,1.343,1.401,1.467,1.534,1.601,1.668,1.766,1.881,1.964,2.077,2.18,2.231,2.342,2.441,2.568,2.69,2.835,2.982,3.15,3.302,3.478,3.659,3.797,3.986,4.158,4.351,4.351,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed PV capacity - domestic (MW)
BOLDON DOWNHILL,1.865,1.925,1.97,2.023,2.076,2.129,2.182,2.26,2.351,2.417,2.507,2.588,2.629,2.717,2.795,2.896,2.993,3.108,3.224,3.357,3.478,3.618,3.76,3.871,4.02,4.156,4.31,4.31,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed PV capacity - domestic (MW)
BOROUGHBRIDGE/ROECLIFFE INDUSTRIAL,0.517,0.541,0.559,0.58,0.601,0.622,0.643,0.674,0.71,0.736,0.772,0.804,0.82,0.855,0.887,0.926,0.965,1.011,1.057,1.11,1.158,1.213,1.27,1.314,1.373,1.427,1.488,1.488,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed PV capacity - domestic (MW)
BOWESFIELD 33/11KV,0.669,0.726,0.77,0.821,0.872,0.923,0.974,1.049,1.137,1.2,1.287,1.366,1.405,1.49,1.565,1.662,1.755,1.866,1.979,2.107,2.223,2.358,2.495,2.601,2.746,2.877,3.025,3.025,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed PV capacity - domestic (MW)
BOWESFIELD 66/11KV,0.848,0.891,0.923,0.961,0.999,1.037,1.075,1.13,1.195,1.242,1.306,1.365,1.394,1.457,1.513,1.584,1.653,1.736,1.819,1.914,2,2.1,2.202,2.28,2.387,2.484,2.594,2.594,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed PV capacity - domestic (MW)
BRANCEPETH,2.557,2.679,2.772,2.88,2.989,3.096,3.205,3.363,3.549,3.683,3.867,4.034,4.116,4.296,4.456,4.661,4.859,5.094,5.332,5.603,5.849,6.135,6.426,6.651,6.956,7.234,7.547,7.547,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed PV capacity - domestic (MW)
BREAMISH STREET,0.18,0.209,0.232,0.258,0.284,0.31,0.336,0.374,0.418,0.451,0.495,0.535,0.555,0.598,0.637,0.686,0.733,0.79,0.847,0.912,0.972,1.04,1.11,1.164,1.238,1.305,1.38,1.38,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed PV capacity - domestic (MW)
BRENDA TRADING,2.012,2.117,2.197,2.29,2.384,2.476,2.57,2.707,2.867,2.983,3.141,3.285,3.356,3.511,3.649,3.825,3.996,4.199,4.403,4.638,4.849,5.096,5.347,5.541,5.803,6.043,6.313,6.313,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed PV capacity - domestic (MW)
CAMPLESHON ROAD,1.665,1.743,1.803,1.871,1.941,2.009,2.079,2.18,2.299,2.384,2.502,2.608,2.661,2.776,2.878,3.008,3.135,3.285,3.437,3.61,3.767,3.95,4.136,4.279,4.474,4.652,4.852,4.852,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed PV capacity - domestic (MW)
CARLEY HILL,1.398,1.487,1.556,1.636,1.716,1.795,1.875,1.991,2.128,2.227,2.363,2.485,2.546,2.679,2.797,2.947,3.093,3.266,3.441,3.641,3.822,4.032,4.247,4.413,4.637,4.842,5.073,5.073,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed PV capacity - domestic (MW)
CARLIN HOW T3 T4,1.859,1.956,2.031,2.116,2.203,2.289,2.376,2.502,2.65,2.757,2.904,3.037,3.102,3.246,3.374,3.536,3.694,3.882,4.072,4.288,4.484,4.712,4.944,5.123,5.367,5.588,5.838,5.838,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed PV capacity - domestic (MW)
CARR HILL,1.687,1.794,1.877,1.972,2.068,2.163,2.26,2.4,2.564,2.683,2.845,2.993,3.066,3.225,3.367,3.547,3.722,3.93,4.141,4.381,4.598,4.851,5.108,5.307,5.577,5.823,6.1,6.1,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed PV capacity - domestic (MW)
CATTERICK CAMP,1.621,1.74,1.832,1.937,2.044,2.149,2.256,2.411,2.593,2.724,2.904,3.068,3.148,3.325,3.482,3.682,3.875,4.106,4.339,4.605,4.846,5.125,5.411,5.631,5.93,6.202,6.509,6.509,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed PV capacity - domestic (MW)
CLOSE,0.188,0.211,0.229,0.249,0.27,0.29,0.311,0.341,0.377,0.402,0.437,0.469,0.485,0.519,0.55,0.589,0.627,0.671,0.717,0.769,0.816,0.87,0.926,0.968,1.027,1.08,1.139,1.139,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed PV capacity - domestic (MW)
CONEYTHORPE,1.108,1.165,1.208,1.257,1.308,1.357,1.408,1.481,1.566,1.628,1.713,1.79,1.828,1.912,1.985,2.08,2.171,2.28,2.39,2.515,2.629,2.761,2.895,2.999,3.14,3.268,3.413,3.413,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed PV capacity - domestic (MW)
CONSETT,2.334,2.458,2.553,2.663,2.774,2.884,2.994,3.156,3.345,3.482,3.669,3.839,3.924,4.107,4.27,4.479,4.68,4.92,5.163,5.44,5.69,5.981,6.278,6.508,6.819,7.102,7.421,7.421,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed PV capacity - domestic (MW)
CORPORATION STREET,0.137,0.159,0.176,0.196,0.216,0.236,0.256,0.285,0.32,0.344,0.378,0.409,0.424,0.457,0.487,0.525,0.561,0.604,0.648,0.698,0.744,0.796,0.85,0.891,0.948,0.999,1.057,1.057,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed PV capacity - domestic (MW)
COWTON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed PV capacity - domestic (MW)
CRAMLINGTON T1 T3,0.73,0.771,0.802,0.838,0.874,0.91,0.947,0.999,1.062,1.106,1.168,1.223,1.251,1.311,1.365,1.433,1.499,1.578,1.657,1.748,1.83,1.925,2.022,2.097,2.199,2.292,2.397,2.397,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed PV capacity - domestic (MW)
CRAMLINGTON T2 T4,0.58,0.618,0.648,0.682,0.717,0.751,0.785,0.835,0.894,0.937,0.995,1.048,1.074,1.131,1.182,1.247,1.31,1.384,1.46,1.546,1.624,1.714,1.806,1.878,1.974,2.063,2.162,2.162,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed PV capacity - domestic (MW)
DARLEY,0.477,0.499,0.516,0.536,0.556,0.575,0.595,0.624,0.658,0.682,0.716,0.746,0.761,0.794,0.823,0.861,0.897,0.94,0.983,1.032,1.077,1.129,1.183,1.224,1.279,1.33,1.387,1.387,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed PV capacity - domestic (MW)
DARLINGTON 132/6KV,0.853,0.888,0.915,0.946,0.977,1.008,1.04,1.085,1.139,1.178,1.231,1.279,1.302,1.354,1.4,1.459,1.516,1.584,1.653,1.731,1.802,1.884,1.968,2.033,2.121,2.201,2.291,2.291,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed PV capacity - domestic (MW)
DARLINGTON 33/11KV,1.072,1.133,1.18,1.234,1.289,1.343,1.398,1.477,1.571,1.638,1.73,1.814,1.856,1.946,2.026,2.129,2.228,2.347,2.466,2.603,2.726,2.87,3.016,3.129,3.282,3.422,3.579,3.579,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed PV capacity - domestic (MW)
DARLINGTON CENTRAL 33/11KV,0.474,0.5,0.521,0.544,0.568,0.592,0.615,0.65,0.69,0.72,0.76,0.796,0.814,0.854,0.889,0.933,0.977,1.028,1.08,1.139,1.193,1.255,1.319,1.368,1.435,1.496,1.564,1.564,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed PV capacity - domestic (MW)
DARLINGTON EAST,1.167,1.211,1.245,1.284,1.324,1.363,1.403,1.46,1.528,1.577,1.644,1.704,1.734,1.8,1.858,1.932,2.004,2.09,2.176,2.275,2.365,2.469,2.575,2.656,2.767,2.869,2.982,2.982,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed PV capacity - domestic (MW)
DARLINGTON WEST,1.414,1.496,1.559,1.632,1.705,1.778,1.851,1.958,2.084,2.174,2.298,2.411,2.467,2.588,2.697,2.834,2.968,3.127,3.288,3.471,3.637,3.83,4.027,4.179,4.385,4.573,4.784,4.784,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed PV capacity - domestic (MW)
DENWICK,2.132,2.251,2.343,2.448,2.555,2.66,2.767,2.922,3.104,3.236,3.416,3.579,3.66,3.837,3.994,4.194,4.388,4.619,4.852,5.118,5.359,5.639,5.924,6.145,6.444,6.717,7.023,7.023,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed PV capacity - domestic (MW)
DUNSTON 66/11KV,0.54,0.578,0.608,0.642,0.677,0.711,0.746,0.797,0.856,0.899,0.957,1.011,1.037,1.094,1.146,1.211,1.274,1.349,1.425,1.511,1.59,1.681,1.774,1.846,1.943,2.032,2.132,2.132,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed PV capacity - domestic (MW)
DUNSTON 66/20KV,1.139,1.218,1.278,1.348,1.418,1.488,1.559,1.661,1.781,1.869,1.988,2.096,2.149,2.266,2.369,2.502,2.63,2.783,2.937,3.113,3.272,3.457,3.646,3.791,3.989,4.169,4.372,4.372,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed PV capacity - domestic (MW)
DURHAM EAST,0.481,0.508,0.529,0.552,0.576,0.6,0.624,0.658,0.699,0.729,0.769,0.805,0.824,0.863,0.898,0.943,0.986,1.038,1.09,1.15,1.204,1.266,1.33,1.38,1.447,1.508,1.576,1.576,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed PV capacity - domestic (MW)
EASTFIELD,1.639,1.72,1.782,1.854,1.927,1.999,2.071,2.177,2.301,2.39,2.513,2.624,2.679,2.799,2.906,3.043,3.175,3.332,3.49,3.672,3.836,4.026,4.221,4.371,4.574,4.76,4.969,4.969,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed PV capacity - domestic (MW)
EASTGATE CEMENT,0.503,0.523,0.538,0.555,0.572,0.589,0.607,0.632,0.661,0.683,0.712,0.739,0.752,0.781,0.806,0.839,0.87,0.908,0.946,0.989,1.028,1.074,1.12,1.156,1.204,1.249,1.299,1.299,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed PV capacity - domestic (MW)
EDUCATIONAL PRECINCT,0.266,0.303,0.332,0.366,0.399,0.433,0.466,0.515,0.573,0.614,0.671,0.723,0.748,0.804,0.854,0.917,0.978,1.051,1.125,1.209,1.285,1.373,1.463,1.533,1.627,1.713,1.81,1.81,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed PV capacity - domestic (MW)
ELVINGTON,0.691,0.706,0.718,0.731,0.745,0.759,0.772,0.792,0.816,0.833,0.856,0.877,0.888,0.91,0.931,0.956,0.981,1.011,1.041,1.076,1.107,1.143,1.18,1.208,1.247,1.282,1.321,1.321,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed PV capacity - domestic (MW)
FARADAY STREET,0.776,0.866,0.935,1.015,1.096,1.176,1.257,1.374,1.512,1.612,1.749,1.872,1.934,2.067,2.186,2.338,2.485,2.66,2.837,3.038,3.221,3.433,3.65,3.817,4.043,4.25,4.482,4.482,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed PV capacity - domestic (MW)
FAWDON T1 & SEATON BURN T1,2.079,2.181,2.26,2.35,2.442,2.532,2.624,2.757,2.913,3.026,3.18,3.32,3.39,3.541,3.675,3.847,4.013,4.211,4.411,4.639,4.846,5.086,5.331,5.52,5.776,6.01,6.273,6.273,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed PV capacity - domestic (MW)
FISHBURN,1.8,1.902,1.98,2.07,2.161,2.251,2.342,2.475,2.63,2.743,2.897,3.036,3.106,3.256,3.39,3.561,3.727,3.924,4.123,4.351,4.557,4.796,5.04,5.228,5.483,5.716,5.978,5.978,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed PV capacity - domestic (MW)
FLATWORTH CENTRAL,0.829,0.869,0.9,0.935,0.971,1.006,1.042,1.094,1.155,1.199,1.26,1.314,1.342,1.401,1.453,1.52,1.586,1.663,1.741,1.83,1.911,2.005,2.101,2.175,2.275,2.366,2.469,2.469,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed PV capacity - domestic (MW)
FOSS ISLANDS,1.029,1.113,1.178,1.252,1.327,1.401,1.476,1.585,1.713,1.806,1.932,2.047,2.104,2.228,2.339,2.479,2.616,2.778,2.942,3.129,3.299,3.496,3.697,3.852,4.062,4.254,4.469,4.469,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed PV capacity - domestic (MW)
FOSSWAY 33/11KV,0.639,0.724,0.789,0.865,0.941,1.016,1.092,1.203,1.333,1.427,1.555,1.672,1.73,1.856,1.968,2.111,2.249,2.414,2.58,2.771,2.942,3.142,3.346,3.503,3.717,3.912,4.131,4.131,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed PV capacity - domestic (MW)
FOURSTONES 20KV,2.285,2.368,2.433,2.506,2.581,2.654,2.729,2.837,2.965,3.057,3.183,3.297,3.354,3.477,3.587,3.727,3.863,4.024,4.187,4.373,4.541,4.737,4.937,5.091,5.3,5.491,5.705,5.705,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed PV capacity - domestic (MW)
FYLANDS BRIDGE,1.62,1.718,1.793,1.88,1.967,2.054,2.142,2.269,2.419,2.527,2.675,2.81,2.877,3.022,3.151,3.315,3.475,3.665,3.856,4.075,4.273,4.504,4.739,4.92,5.166,5.39,5.642,5.642,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed PV capacity - domestic (MW)
GALE LANE,2.216,2.297,2.359,2.431,2.504,2.575,2.648,2.753,2.877,2.967,3.089,3.201,3.256,3.376,3.483,3.619,3.751,3.908,4.066,4.248,4.411,4.602,4.796,4.946,5.15,5.335,5.544,5.544,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed PV capacity - domestic (MW)
GARWOOD STREET,1.118,1.187,1.24,1.301,1.363,1.424,1.485,1.575,1.68,1.756,1.86,1.955,2.002,2.104,2.194,2.31,2.422,2.556,2.69,2.844,2.984,3.146,3.311,3.438,3.611,3.769,3.946,3.946,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed PV capacity - domestic (MW)
GATESHEAD CENTRAL,0.195,0.224,0.246,0.271,0.297,0.322,0.348,0.385,0.429,0.461,0.504,0.544,0.563,0.606,0.643,0.692,0.738,0.794,0.85,0.914,0.972,1.039,1.108,1.161,1.233,1.299,1.373,1.373,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed PV capacity - domestic (MW)
GATESHEAD EAST,0.03,0.034,0.037,0.041,0.044,0.048,0.052,0.057,0.063,0.068,0.074,0.079,0.082,0.088,0.094,0.101,0.107,0.115,0.123,0.132,0.14,0.15,0.16,0.167,0.178,0.187,0.197,0.197,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed PV capacity - domestic (MW)
GOSFORTH 33/11KV,0.435,0.465,0.489,0.515,0.542,0.569,0.596,0.636,0.682,0.715,0.761,0.802,0.823,0.867,0.907,0.958,1.007,1.066,1.125,1.192,1.253,1.324,1.397,1.452,1.528,1.597,1.675,1.675,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed PV capacity - domestic (MW)
GRANGETOWN,1.109,1.199,1.268,1.348,1.429,1.508,1.589,1.706,1.844,1.944,2.08,2.203,2.265,2.398,2.517,2.668,2.815,2.989,3.165,3.367,3.549,3.76,3.976,4.143,4.369,4.575,4.807,4.807,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed PV capacity - domestic (MW)
GREATHAM,0.178,0.186,0.193,0.2,0.207,0.215,0.222,0.233,0.246,0.256,0.268,0.28,0.286,0.298,0.309,0.323,0.337,0.353,0.37,0.388,0.405,0.425,0.445,0.461,0.482,0.501,0.523,0.523,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed PV capacity - domestic (MW)
GUISBOROUGH T1 T2,2.581,2.702,2.796,2.903,3.011,3.118,3.227,3.384,3.57,3.704,3.886,4.053,4.135,4.314,4.474,4.677,4.874,5.109,5.346,5.617,5.861,6.146,6.436,6.66,6.964,7.241,7.553,7.553,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed PV capacity - domestic (MW)
GUISBOROUGH T3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed PV capacity - domestic (MW)
HARLOW GREEN,1.166,1.259,1.331,1.414,1.497,1.58,1.663,1.785,1.927,2.03,2.171,2.299,2.363,2.501,2.624,2.781,2.933,3.113,3.296,3.505,3.693,3.912,4.136,4.309,4.543,4.757,4.997,4.997,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed PV capacity - domestic (MW)
HARMIRE BRIDGE,1.444,1.501,1.545,1.596,1.647,1.697,1.749,1.823,1.91,1.973,2.06,2.138,2.177,2.261,2.337,2.433,2.526,2.636,2.748,2.876,2.991,3.125,3.262,3.368,3.511,3.642,3.789,3.789,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed PV capacity - domestic (MW)
HARRATON,2.059,2.116,2.16,2.21,2.261,2.311,2.362,2.436,2.523,2.586,2.672,2.75,2.788,2.872,2.947,3.043,3.135,3.246,3.357,3.484,3.599,3.732,3.869,3.974,4.116,4.247,4.393,4.393,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed PV capacity - domestic (MW)
HARROGATE 132/11KV,1.474,1.628,1.746,1.882,2.019,2.155,2.292,2.492,2.727,2.897,3.129,3.34,3.444,3.671,3.874,4.131,4.382,4.679,4.979,5.323,5.633,5.994,6.362,6.646,7.031,7.383,7.778,7.778,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed PV capacity - domestic (MW)
HARROGATE WEST,0.321,0.359,0.388,0.422,0.455,0.489,0.522,0.571,0.629,0.671,0.728,0.78,0.805,0.861,0.911,0.974,1.035,1.108,1.182,1.267,1.343,1.431,1.522,1.591,1.686,1.772,1.87,1.87,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed PV capacity - domestic (MW)
HARTMOOR 66/20KV,2.149,2.265,2.354,2.457,2.561,2.663,2.767,2.918,3.095,3.223,3.399,3.558,3.636,3.808,3.961,4.156,4.344,4.569,4.796,5.055,5.289,5.562,5.84,6.054,6.345,6.61,6.909,6.909,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed PV capacity - domestic (MW)
HAWTHORN PIT,2.874,3.002,3.101,3.214,3.328,3.442,3.556,3.723,3.919,4.06,4.254,4.429,4.516,4.706,4.874,5.089,5.298,5.546,5.796,6.082,6.341,6.642,6.949,7.185,7.507,7.8,8.129,8.129,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed PV capacity - domestic (MW)
HAXBY ROAD T2 T3,1.603,1.683,1.745,1.816,1.888,1.958,2.03,2.135,2.257,2.346,2.467,2.577,2.632,2.75,2.856,2.991,3.121,3.277,3.434,3.613,3.775,3.964,4.156,4.304,4.505,4.689,4.896,4.896,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed PV capacity - domestic (MW)
HEBBURN,0.26,0.276,0.288,0.302,0.317,0.331,0.345,0.366,0.39,0.408,0.432,0.453,0.464,0.488,0.509,0.535,0.561,0.592,0.623,0.659,0.691,0.728,0.766,0.796,0.836,0.872,0.913,0.913,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed PV capacity - domestic (MW)
HEBBURN WEST,0.082,0.088,0.092,0.096,0.101,0.106,0.11,0.117,0.125,0.131,0.139,0.146,0.15,0.158,0.165,0.174,0.182,0.193,0.203,0.215,0.226,0.238,0.251,0.26,0.274,0.286,0.299,0.299,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed PV capacity - domestic (MW)
HEDWORTH,0.984,1.041,1.085,1.136,1.187,1.237,1.288,1.362,1.45,1.513,1.599,1.677,1.716,1.8,1.876,1.972,2.064,2.175,2.287,2.414,2.53,2.664,2.8,2.906,3.049,3.18,3.327,3.327,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed PV capacity - domestic (MW)
HEIGHINGTON,0.011,0.011,0.011,0.011,0.012,0.012,0.012,0.012,0.013,0.013,0.013,0.014,0.014,0.014,0.015,0.015,0.016,0.016,0.017,0.017,0.018,0.018,0.019,0.019,0.02,0.02,0.021,0.021,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed PV capacity - domestic (MW)
HEXHAM,1.226,1.287,1.334,1.388,1.442,1.496,1.55,1.629,1.722,1.789,1.881,1.964,2.006,2.095,2.176,2.278,2.376,2.494,2.613,2.749,2.872,3.014,3.16,3.272,3.425,3.564,3.72,3.72,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed PV capacity - domestic (MW)
HIGH BARMSTON,1.892,1.951,1.997,2.049,2.102,2.154,2.207,2.284,2.374,2.439,2.528,2.609,2.65,2.737,2.815,2.914,3.01,3.124,3.24,3.372,3.491,3.63,3.771,3.881,4.029,4.164,4.316,4.316,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed PV capacity - domestic (MW)
HIGH FLATTS,1.273,1.368,1.442,1.527,1.613,1.698,1.784,1.908,2.055,2.161,2.306,2.437,2.503,2.645,2.771,2.932,3.088,3.274,3.462,3.676,3.87,4.095,4.325,4.502,4.743,4.962,5.209,5.209,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed PV capacity - domestic (MW)
