Primary,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area,Voltage level,Scenario name,Output parameter
ACKLAM,289,333,382,441,506,512,562,741,923,1106,1286,1475,1694,1925,2149,2367,2587,2814,3048,3278,3531,3754,3853,3950,4044,4138,4235,4326,NPgN,Primary,NG FES - Counterfactual,Number of heat pumps (total)
AMBERTON ROAD,285,325,370,422,481,489,535,695,858,1022,1183,1352,1548,1755,1953,2147,2342,2544,2751,2956,3180,3377,3465,3552,3636,3719,3806,3886,NPgN,Primary,NG FES - Counterfactual,Number of heat pumps (total)
ANNFIELD 66/20KV,182,209,239,274,314,320,351,454,558,663,766,875,1001,1134,1263,1388,1512,1641,1773,1904,2047,2173,2231,2287,2341,2395,2452,2503,NPgN,Primary,NG FES - Counterfactual,Number of heat pumps (total)
ASHINGTON,258,297,339,389,446,453,496,646,798,950,1100,1258,1440,1633,1818,1999,2180,2366,2559,2748,2956,3139,3222,3302,3380,3458,3539,3614,NPgN,Primary,NG FES - Counterfactual,Number of heat pumps (total)
AYCLIFFE FORREST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Counterfactual,Number of heat pumps (total)
AYCLIFFE INDUSTRIAL,80,93,108,124,143,145,159,207,255,303,351,400,458,519,577,633,688,746,805,863,928,985,1011,1036,1060,1085,1110,1133,NPgN,Primary,NG FES - Counterfactual,Number of heat pumps (total)
BARDEN FRIAR,4,5,5,5,6,7,7,8,9,10,10,11,12,14,15,16,17,18,19,19,20,21,22,23,23,24,25,25,NPgN,Primary,NG FES - Counterfactual,Number of heat pumps (total)
BEDALE,112,127,143,163,185,191,208,263,318,374,429,486,554,626,696,764,832,901,972,1042,1119,1186,1218,1250,1280,1311,1342,1370,NPgN,Primary,NG FES - Counterfactual,Number of heat pumps (total)
BELMONT,218,248,280,320,364,370,405,524,646,769,889,1016,1163,1319,1470,1618,1767,1922,2079,2236,2405,2555,2623,2689,2754,2817,2883,2944,NPgN,Primary,NG FES - Counterfactual,Number of heat pumps (total)
BENSHAM,131,142,155,170,186,189,203,246,290,334,378,424,477,533,585,638,692,748,806,863,923,976,1000,1023,1046,1069,1092,1114,NPgN,Primary,NG FES - Counterfactual,Number of heat pumps (total)
BENTON SQUARE,318,365,418,481,551,558,613,808,1007,1207,1403,1610,1848,2101,2344,2582,2822,3070,3325,3577,3853,4096,4205,4311,4414,4516,4622,4722,NPgN,Primary,NG FES - Counterfactual,Number of heat pumps (total)
BENWELL,171,190,211,237,266,271,294,370,449,528,606,688,783,884,980,1076,1174,1275,1379,1481,1590,1687,1731,1773,1814,1855,1898,1937,NPgN,Primary,NG FES - Counterfactual,Number of heat pumps (total)
BILLINGHAM MARSH HOUSE,114,132,152,175,201,204,222,287,352,418,482,549,627,710,787,862,938,1016,1097,1176,1264,1341,1375,1410,1443,1476,1510,1543,NPgN,Primary,NG FES - Counterfactual,Number of heat pumps (total)
BILLY MILL,79,91,103,117,133,135,147,186,224,263,301,341,388,437,483,527,572,618,666,713,764,809,830,850,870,890,910,929,NPgN,Primary,NG FES - Counterfactual,Number of heat pumps (total)
BIRTLEY GROVE 66/11KV,81,94,109,125,143,146,159,207,255,302,349,399,456,516,574,629,685,742,801,859,923,980,1006,1031,1055,1079,1104,1127,NPgN,Primary,NG FES - Counterfactual,Number of heat pumps (total)
BIRTLEY GROVE 66/20KV,73,84,96,110,127,129,141,184,228,272,316,361,414,470,524,576,628,682,738,793,853,906,930,953,976,998,1022,1043,NPgN,Primary,NG FES - Counterfactual,Number of heat pumps (total)
BLAYDON BURN,185,212,242,278,318,323,354,462,572,683,792,906,1038,1179,1314,1446,1578,1715,1855,1994,2146,2279,2340,2399,2456,2512,2571,2625,NPgN,Primary,NG FES - Counterfactual,Number of heat pumps (total)
