Primary,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area,Voltage level,Scenario name,Output parameter
ACKLAM,17.3,17.207,17.318,17.676,18.272,18.972,19.401,19.724,20.111,20.495,20.815,21.102,21.36,21.727,22.892,24.087,25.231,26.301,27.182,27.918,28.564,29.457,30.447,31.426,32.387,33.336,34.277,35.207,35.898,NPgN,Primary,NPg Best View,Total peak demand (MW)
AMBERTON ROAD,23.297,23.298,27.974,28.879,30.947,31.908,32.624,33.245,33.973,34.698,35.348,35.951,36.502,37.077,38.941,40.771,42.503,44.112,45.489,46.705,47.789,49.092,50.474,51.835,53.163,54.472,55.766,57.045,58.129,NPgN,Primary,NPg Best View,Total peak demand (MW)
ANNFIELD 66/20KV,19.811,19.822,20.008,20.376,20.957,21.626,22.091,22.504,23.0,23.503,23.95,24.367,24.75,25.227,26.365,27.47,28.517,29.5,30.348,31.075,31.712,32.535,33.412,34.277,35.125,35.964,36.797,37.624,38.266,NPgN,Primary,NPg Best View,Total peak demand (MW)
ASHINGTON,17.782,17.708,17.787,18.049,18.52,19.084,19.45,19.757,20.132,20.505,20.816,21.096,21.345,21.709,22.819,23.925,24.99,26.0,26.877,27.638,28.319,29.177,30.091,30.994,31.881,32.759,33.632,34.496,35.151,NPgN,Primary,NPg Best View,Total peak demand (MW)
AYCLIFFE FORREST,0.123,0.121,3.625,3.623,3.622,3.621,3.62,3.619,3.618,3.617,3.616,3.615,3.615,3.614,3.613,3.613,3.612,3.611,3.611,3.61,3.61,3.609,3.609,3.608,3.608,3.607,3.607,3.606,3.606,NPgN,Primary,NPg Best View,Total peak demand (MW)
AYCLIFFE INDUSTRIAL,17.04,16.952,16.929,16.972,17.088,17.24,17.32,17.386,17.481,17.585,17.678,17.768,17.852,17.98,18.401,18.814,19.207,19.574,19.888,20.158,20.396,20.705,21.034,21.36,21.679,21.994,22.305,22.613,22.851,NPgN,Primary,NPg Best View,Total peak demand (MW)
BARDEN FRIAR,0.94,0.951,0.974,1.003,1.042,1.08,1.116,1.153,1.197,1.242,1.285,1.326,1.365,1.402,1.458,1.51,1.559,1.606,1.649,1.689,1.726,1.764,1.801,1.838,1.873,1.909,1.945,1.981,2.012,NPgN,Primary,NPg Best View,Total peak demand (MW)
BEDALE,17.214,17.242,17.605,17.768,18.009,18.297,18.539,18.773,19.048,19.34,19.628,19.915,20.194,20.492,21.098,21.698,22.271,22.811,23.286,23.713,24.102,24.547,25.013,25.474,25.929,26.38,26.828,27.273,27.657,NPgN,Primary,NPg Best View,Total peak demand (MW)
BELMONT,22.4,22.321,23.487,23.597,23.803,24.051,24.2,24.313,24.457,24.611,24.749,24.882,25.009,25.191,25.827,26.464,27.076,27.656,28.156,28.595,28.986,29.478,30.012,30.542,31.065,31.583,32.097,32.607,33.016,NPgN,Primary,NPg Best View,Total peak demand (MW)
BENSHAM,18.001,17.955,18.103,18.395,18.875,19.386,19.778,20.151,20.616,21.085,21.495,21.872,22.21,22.607,23.39,24.142,24.847,25.495,26.036,26.486,26.87,27.358,27.871,28.369,28.849,29.32,29.784,30.243,30.571,NPgN,Primary,NPg Best View,Total peak demand (MW)
