Primary,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area,Voltage level,Scenario name,Output parameter
ACKLAM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NPgN,Primary,NG FES - Leading the Way (EE CF),Number of electric buses
AMBERTON ROAD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NPgN,Primary,NG FES - Leading the Way (EE CF),Number of electric buses
ANNFIELD 66/20KV,1.0,2.0,2.0,3.0,5.0,6.0,7.0,9.0,11.0,13.0,15.0,17.0,18.0,20.0,22.0,24.0,25.0,26.0,27.0,28.0,29.0,30.0,30.0,31.0,31.0,31.0,31.0,31.0,31.0,NPgN,Primary,NG FES - Leading the Way (EE CF),Number of electric buses
ASHINGTON,3.0,5.0,7.0,10.0,13.0,17.0,21.0,26.0,32.0,37.0,43.0,48.0,54.0,59.0,64.0,69.0,73.0,77.0,80.0,83.0,85.0,87.0,88.0,90.0,90.0,91.0,92.0,92.0,92.0,NPgN,Primary,NG FES - Leading the Way (EE CF),Number of electric buses
AYCLIFFE FORREST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NPgN,Primary,NG FES - Leading the Way (EE CF),Number of electric buses
AYCLIFFE INDUSTRIAL,0.0,1.0,1.0,2.0,2.0,3.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,9.0,10.0,11.0,12.0,12.0,13.0,13.0,13.0,14.0,14.0,14.0,14.0,14.0,15.0,15.0,15.0,NPgN,Primary,NG FES - Leading the Way (EE CF),Number of electric buses
BARDEN FRIAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NPgN,Primary,NG FES - Leading the Way (EE CF),Number of electric buses
BEDALE,3.0,4.0,6.0,9.0,12.0,16.0,20.0,24.0,29.0,34.0,39.0,44.0,49.0,54.0,59.0,63.0,67.0,70.0,73.0,76.0,78.0,79.0,81.0,82.0,83.0,83.0,84.0,84.0,84.0,NPgN,Primary,NG FES - Leading the Way (EE CF),Number of electric buses
BELMONT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NPgN,Primary,NG FES - Leading the Way (EE CF),Number of electric buses
BENSHAM,6.0,10.0,15.0,20.0,28.0,36.0,45.0,55.0,65.0,77.0,89.0,100.0,112.0,123.0,133.0,143.0,151.0,159.0,166.0,171.0,176.0,180.0,183.0,186.0,188.0,189.0,190.0,190.0,191.0,NPgN,Primary,NG FES - Leading the Way (EE CF),Number of electric buses
BENTON SQUARE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NPgN,Primary,NG FES - Leading the Way (EE CF),Number of electric buses
BENWELL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NPgN,Primary,NG FES - Leading the Way (EE CF),Number of electric buses
BILLINGHAM MARSH HOUSE,0.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,4.0,5.0,5.0,6.0,7.0,7.0,8.0,8.0,9.0,9.0,10.0,10.0,10.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,NPgN,Primary,NG FES - Leading the Way (EE CF),Number of electric buses
BILLY MILL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NPgN,Primary,NG FES - Leading the Way (EE CF),Number of electric buses
BIRTLEY GROVE 66/11KV,6.0,9.0,14.0,20.0,26.0,34.0,43.0,52.0,63.0,74.0,85.0,96.0,107.0,118.0,128.0,137.0,145.0,152.0,159.0,164.0,169.0,173.0,176.0,178.0,180.0,181.0,182.0,183.0,183.0,NPgN,Primary,NG FES - Leading the Way (EE CF),Number of electric buses
BIRTLEY GROVE 66/20KV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NPgN,Primary,NG FES - Leading the Way (EE CF),Number of electric buses
