Primary,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area,Voltage level,Scenario name,Output parameter
ACKLAM,76719.8,76630.731,76878.393,77513.91,78515.458,79884.684,81707.695,83796.147,85795.667,87744.023,89459.389,91035.2,92356.936,93556.022,94560.216,95473.673,96276.738,97023.785,97622.209,98157.379,98634.303,99054.763,99431.599,99771.046,99997.113,100226.456,100464.701,100685.214,100815.476,NPgN,Primary,NG FES - Falling Short (EE CF),Total demand (MWh)
AMBERTON ROAD,125140.833,125042.587,134941.296,136289.277,139922.039,141257.822,143088.806,145207.702,147279.944,149349.422,151269.811,153125.825,154795.229,156515.405,158033.257,159610.964,160985.24,162276.093,163446.486,164470.702,165381.95,166169.184,166848.433,167430.606,167897.002,168306.51,168676.302,169005.579,169139.314,NPgN,Primary,NG FES - Falling Short (EE CF),Total demand (MWh)
ANNFIELD 66/20KV,101059.562,101434.163,102150.795,103278.694,104790.06,106682.574,109094.587,111843.576,114563.138,117289.786,119831.894,122271.847,124515.143,126670.519,128620.797,130522.839,132324.776,134073.489,135683.121,137148.832,138484.914,139679.572,140749.634,141705.65,142500.724,143233.296,143923.491,144568.984,145122.175,NPgN,Primary,NG FES - Falling Short (EE CF),Total demand (MWh)
ASHINGTON,85343.022,85458.417,85992.349,86993.193,88453.553,90372.562,92870.875,95720.068,98468.073,101154.047,103606.04,105904.65,107929.617,109760.886,111306.953,112740.578,114030.944,115219.203,116233.749,117114.603,117886.288,118546.368,119117.49,119609.805,119955.063,120271.774,120572.699,120855.689,121085.066,NPgN,Primary,NG FES - Falling Short (EE CF),Total demand (MWh)
AYCLIFFE FORREST,622.76,618.789,8290.907,8287.597,8284.599,8281.912,8279.541,8277.451,8275.58,8273.927,8272.473,8271.213,8270.124,8269.232,8268.438,8267.802,8267.262,8266.814,8266.546,8266.292,8266.098,8265.94,8265.815,8265.716,8265.688,8265.654,8265.6,8265.525,8265.416,NPgN,Primary,NG FES - Falling Short (EE CF),Total demand (MWh)
AYCLIFFE INDUSTRIAL,60018.246,60175.058,60478.042,60957.715,61597.334,62390.271,63412.796,64595.727,65789.576,67006.872,68177.398,69323.446,70394.553,71452.922,72454.127,73460.298,74436.105,75393.336,76288.085,77115.818,77875.77,78560.637,79176.065,79726.5,80192.979,80620.122,81018.713,81387.82,81697.383,NPgN,Primary,NG FES - Falling Short (EE CF),Total demand (MWh)
BARDEN FRIAR,4593.102,4660.855,4745.73,4841.204,4948.608,5068.162,5207.938,5360.254,5509.645,5657.896,5800.419,5940.345,6075.911,6212.7,6337.311,6462.78,6581.017,6694.55,6811.561,6917.914,7020.135,7116.865,7209.436,7298.474,7387.941,7473.954,7557.439,7638.961,7714.727,NPgN,Primary,NG FES - Falling Short (EE CF),Total demand (MWh)
BEDALE,88487.169,89349.884,91065.596,92418.705,94035.918,95931.495,98205.415,100759.016,103381.943,106083.813,108778.911,111479.854,114141.015,116827.564,119434.593,122085.454,124706.395,127291.106,129792.943,132135.464,134326.876,136346.641,138204.093,139908.861,141460.087,142902.391,144261.187,145548.473,146730.182,NPgN,Primary,NG FES - Falling Short (EE CF),Total demand (MWh)
BELMONT,119910.825,120365.988,123629.655,124654.934,125919.932,127374.928,129204.31,131280.79,133334.517,135393.52,137328.003,139197.494,140945.436,142687.893,144282.792,145860.64,147360.01,148824.954,150214.215,151508.728,152729.029,153865.166,154929.596,155928.86,156835.463,157707.138,158554.407,159362.58,160061.111,NPgN,Primary,NG FES - Falling Short (EE CF),Total demand (MWh)
BENSHAM,68765.497,68742.21,69008.122,69525.705,70288.98,71283.239,72616.48,74198.286,75824.688,77507.734,79125.147,80722.541,82251.541,83760.596,85169.861,86551.053,87871.376,89138.519,90294.762,91333.212,92252.941,93046.576,93724.003,94293.604,94733.488,95102.503,95416.277,95674.718,95851.77,NPgN,Primary,NG FES - Falling Short (EE CF),Total demand (MWh)
BENTON SQUARE,81910.985,82420.704,87511.392,89237.371,90633.061,92280.427,94361.747,96742.244,99142.676,101592.561,103931.952,106219.065,108366.499,110466.699,112441.916,114445.633,116390.58,118293.888,120050.358,121673.264,123149.415,124463.47,125627.267,126649.764,127489.606,128245.145,128940.003,129589.683,130149.993,NPgN,Primary,NG FES - Falling Short (EE CF),Total demand (MWh)
BENWELL,89831.912,89737.078,89951.731,91371.794,92247.875,93407.679,94950.112,96766.351,98621.604,100540.776,102345.521,104093.078,105671.78,107188.999,108595.41,109994.391,111343.059,112662.508,113908.688,115026.744,116020.27,116870.357,117585.366,118173.728,118622.052,118986.165,119289.278,119544.816,119738.033,NPgN,Primary,NG FES - Falling Short (EE CF),Total demand (MWh)
BILLINGHAM MARSH HOUSE,73196.93,74204.798,75445.864,77084.621,79065.223,81385.327,84249.125,87562.281,91044.418,94706.509,98408.653,102137.297,105770.455,109379.332,112975.502,116673.576,120448.189,124226.526,127765.416,131090.41,134115.637,136812.927,139181.857,141235.457,142910.405,144378.99,145694.137,146895.818,147996.316,NPgN,Primary,NG FES - Falling Short (EE CF),Total demand (MWh)
BILLY MILL,89177.247,89535.529,90141.601,91921.378,93055.923,94419.654,96147.596,98129.712,100131.684,102177.636,104124.999,106023.012,107807.267,109519.19,111134.053,112743.548,114338.759,115910.513,117360.572,118716.438,119959.882,121080.336,122087.249,122986.609,123733.353,124419.483,125062.191,125670.817,126237.235,NPgN,Primary,NG FES - Falling Short (EE CF),Total demand (MWh)
BIRTLEY GROVE 66/11KV,71659.41,71817.502,79491.393,80384.909,81604.346,83180.751,85271.927,87855.782,91836.882,95103.708,98551.319,102148.568,105782.624,113157.191,116975.104,120982.441,125120.94,129267.142,133206.13,136828.618,140040.65,142795.765,145090.323,146942.663,148355.477,149443.923,150282.523,150941.972,151473.444,NPgN,Primary,NG FES - Falling Short (EE CF),Total demand (MWh)
BIRTLEY GROVE 66/20KV,51731.432,51633.663,51748.353,52014.806,52393.879,52885.156,53556.296,54363.853,55203.43,56084.064,56947.385,57807.017,58683.042,59744.486,60769.977,61813.815,62850.436,63881.337,64859.468,65769.983,66605.927,67358.0,68029.233,68623.843,69131.18,69586.923,70003.641,70327.82,70429.802,NPgN,Primary,NG FES - Falling Short (EE CF),Total demand (MWh)
BLAYDON BURN,68673.779,68682.532,69002.191,71481.663,72403.841,73609.923,75251.848,77229.35,79305.801,81504.332,83670.787,85843.82,87906.1,89939.579,91899.47,93925.584,95955.674,97960.924,99864.16,101575.602,103088.109,104373.857,105441.682,106303.042,106956.911,107464.798,107863.957,108187.32,108436.225,NPgN,Primary,NG FES - Falling Short (EE CF),Total demand (MWh)
BLUCHER 33/11KV,62554.038,62960.129,63916.814,66257.684,68197.51,70561.193,73421.351,76688.09,80116.063,83694.559,87211.691,90714.281,94039.746,97273.244,100363.444,103350.219,106171.585,108844.351,111292.651,113514.692,115484.192,117193.079,118655.955,119890.058,120872.108,121690.516,122373.139,122940.818,123390.624,NPgN,Primary,NG FES - Falling Short (EE CF),Total demand (MWh)
BOLDON DOWNHILL,30776.831,30951.607,35664.586,36216.055,36930.547,37787.096,38899.851,40192.264,41479.114,42772.524,44006.282,45193.867,46271.752,47299.07,48241.841,49171.188,50075.94,50956.749,51738.987,52453.002,53085.253,53629.766,54092.581,54478.559,54750.435,54981.295,55183.528,55356.77,55480.111,NPgN,Primary,NG FES - Falling Short (EE CF),Total demand (MWh)
BOROUGHBRIDGE/ROECLIFFE INDUSTRIAL,30746.635,30978.288,31360.998,31885.96,32580.607,33466.838,34668.395,36192.159,37972.545,40007.191,42218.783,44564.729,46998.915,49550.024,52214.238,55064.789,58037.889,61040.834,63934.268,66595.019,68962.843,70997.962,72694.739,74066.106,75134.9,75959.069,76596.029,77099.16,77497.267,NPgN,Primary,NG FES - Falling Short (EE CF),Total demand (MWh)
BOWESFIELD 33/11KV,45607.213,46211.615,47116.498,48311.715,49783.703,51543.397,53763.95,56368.829,59137.876,62085.261,65081.673,68131.846,71135.007,74181.274,77187.46,80314.387,83462.066,86580.689,89596.092,92338.539,94801.268,96946.346,98781.612,100323.226,101600.239,102657.657,103548.883,104318.15,104958.85,NPgN,Primary,NG FES - Falling Short (EE CF),Total demand (MWh)
BOWESFIELD 66/11KV,71912.154,72633.768,73535.12,74602.659,75831.897,77223.333,78857.2,80657.687,82465.976,84298.06,86079.014,87838.796,89537.924,91214.353,92814.008,94427.558,96014.217,97579.935,99100.359,100545.335,101924.02,103227.354,104461.675,105631.558,106727.548,107782.092,108805.727,109807.575,110772.541,NPgN,Primary,NG FES - Falling Short (EE CF),Total demand (MWh)
BRANCEPETH,64757.933,65257.507,66052.506,67906.22,69529.008,71524.97,74038.466,76869.792,79603.959,82280.605,84736.838,87043.544,89103.596,91061.414,92761.512,94370.398,95843.807,97257.679,98526.971,99667.55,100705.216,101632.537,102469.492,103226.737,103845.928,104432.849,105001.464,105529.868,105941.877,NPgN,Primary,NG FES - Falling Short (EE CF),Total demand (MWh)
BREAMISH STREET,56623.962,56500.455,56534.717,57702.113,57954.906,58313.792,58837.053,59465.647,60084.349,60707.842,61274.994,61816.361,62311.442,62814.664,63239.698,63666.345,64035.941,64379.133,64721.946,65005.544,65258.415,65472.49,65654.619,65808.531,65944.683,66059.014,66157.489,66241.083,66279.951,NPgN,Primary,NG FES - Falling Short (EE CF),Total demand (MWh)
BRENDA TRADING,96408.065,96374.856,96780.262,97627.168,98963.754,100833.932,103389.765,106479.692,109756.503,113252.997,116749.998,120278.733,123680.83,127085.093,130434.266,133907.451,137407.267,140878.548,144154.523,147116.424,149726.349,151944.909,153781.348,155254.801,156354.306,157198.147,157852.213,158362.103,158715.547,NPgN,Primary,NG FES - Falling Short (EE CF),Total demand (MWh)
