Primary,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area,Voltage level,Scenario name,Output parameter
ACKLAM,78709.2,79332.452,80364.719,81859.149,83939.55,86702.77,89805.827,92817.265,95566.434,98041.201,100260.129,102367.86,105948.031,112066.146,117760.42,123089.883,128053.941,132700.427,136020.843,139037.404,141886.718,144759.646,147730.866,150679.541,153585.089,156409.549,159198.886,161252.04,NPgN,Primary,NG FES - Holistic Transition,Total demand (MWh)
AMBERTON ROAD,122899.414,133173.028,137449.72,144129.077,145955.803,148385.558,151256.836,154157.378,156931.986,159611.037,162119.148,164541.404,168108.117,174760.934,180946.779,186752.898,192144.847,197167.3,200850.815,204155.229,207273.289,210373.809,213520.086,216608.755,219573.334,222791.257,225951.703,228569.35,NPgN,Primary,NG FES - Holistic Transition,Total demand (MWh)
ANNFIELD 66/20KV,97186.954,97707.679,98536.999,99878.506,102015.563,105007.429,108436.117,111848.099,115091.727,118211.234,121213.899,124099.753,128686.523,136934.787,144481.026,151553.061,158152.865,164334.672,169002.765,173189.978,177266.815,181329.774,185500.176,189447.061,192643.177,195609.237,198353.512,200514.715,NPgN,Primary,NG FES - Holistic Transition,Total demand (MWh)
ASHINGTON,85753.146,86462.175,87491.769,89085.783,91561.861,95046.247,98983.216,102759.901,106223.096,109465.58,112543.852,115481.431,120163.994,127961.703,135123.621,141893.514,148188.426,154083.405,158272.637,161981.224,165542.638,169110.043,172806.699,176348.544,179414.55,182258.208,184870.122,186840.365,NPgN,Primary,NG FES - Holistic Transition,Total demand (MWh)
AYCLIFFE FORREST,3134.868,10852.778,10816.886,10782.747,10750.339,10719.627,10690.502,10662.834,10636.516,10611.606,10587.923,10565.364,10543.961,10523.893,10504.603,10486.073,10468.263,10451.17,10434.368,10418.09,10402.317,10386.988,10372.036,10357.393,10343.005,10328.807,10314.74,10300.74,NPgN,Primary,NG FES - Holistic Transition,Total demand (MWh)
AYCLIFFE INDUSTRIAL,61123.539,61217.372,61457.291,61930.725,62719.145,63853.462,65213.498,66635.303,68036.703,69404.738,70737.02,72024.67,73886.217,76859.475,79580.787,82114.434,84450.153,86612.906,88167.667,89554.016,90925.726,92285.343,93665.853,95027.502,96363.395,97669.522,98960.233,99966.575,NPgN,Primary,NG FES - Holistic Transition,Total demand (MWh)
BARDEN FRIAR,6016.123,6071.505,6139.886,6226.05,6339.97,6490.432,6663.824,6843.337,7019.389,7205.618,7394.248,7579.559,7836.302,8268.205,8662.992,9037.602,9396.483,9747.152,10020.334,10277.787,10530.024,10781.992,11037.711,11288.114,11440.098,11590.551,11741.051,11888.452,NPgN,Primary,NG FES - Holistic Transition,Total demand (MWh)
BEDALE,85556.007,87145.766,88223.961,89693.589,91783.639,94479.16,97576.912,100794.915,104032.562,107342.051,110614.549,113809.489,117919.345,124049.443,129654.81,135066.447,140104.33,144831.687,148511.475,151817.953,154940.463,158037.437,161191.225,164158.518,166065.243,167732.174,169166.933,170517.722,NPgN,Primary,NG FES - Holistic Transition,Total demand (MWh)
BELMONT,118595.719,121474.225,122048.379,123014.291,124559.305,126673.313,129086.087,131448.605,133669.359,135801.255,137838.138,139809.903,142911.698,148275.093,153237.961,157900.188,162252.087,166346.788,169340.829,172011.349,174753.679,177525.063,180408.175,183151.684,185397.767,187449.54,189308.429,190832.905,NPgN,Primary,NG FES - Holistic Transition,Total demand (MWh)
BENSHAM,64354.436,65222.374,66051.529,70622.877,72185.536,74082.947,76342.644,78726.931,81099.742,83426.537,85601.562,87696.767,90440.783,94242.439,97658.141,100768.609,103582.931,106132.787,107846.684,109339.784,110994.711,112576.393,114128.507,115613.872,117043.965,118415.946,119748.144,120780.987,NPgN,Primary,NG FES - Holistic Transition,Total demand (MWh)
