Primary,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area,Voltage level,Scenario name,Output parameter
ACKLAM,1.9,1.978,2.046,2.128,2.222,2.317,2.411,2.506,2.644,2.806,2.923,3.083,3.229,3.301,3.458,3.597,3.776,3.948,4.154,4.361,4.598,4.812,5.062,5.316,5.512,5.778,6.021,6.294,6.294,NPgN,Primary,NG FES - System Transformation (EE CF),Total installed PV capacity - domestic (MW)
AMBERTON ROAD,1.744,1.793,1.851,1.921,2.001,2.082,2.162,2.242,2.36,2.498,2.598,2.734,2.858,2.92,3.053,3.172,3.324,3.471,3.646,3.823,4.025,4.207,4.419,4.636,4.803,5.03,5.236,5.469,5.469,NPgN,Primary,NG FES - System Transformation (EE CF),Total installed PV capacity - domestic (MW)
ANNFIELD 66/20KV,1.904,1.964,2.034,2.118,2.215,2.312,2.408,2.506,2.648,2.814,2.935,3.099,3.249,3.323,3.484,3.628,3.811,3.988,4.199,4.412,4.656,4.876,5.132,5.393,5.595,5.868,6.118,6.398,6.398,NPgN,Primary,NG FES - System Transformation (EE CF),Total installed PV capacity - domestic (MW)
ASHINGTON,2.525,2.613,2.718,2.843,2.987,3.132,3.275,3.421,3.632,3.88,4.059,4.304,4.527,4.637,4.877,5.091,5.363,5.628,5.942,6.259,6.622,6.95,7.331,7.72,8.02,8.427,8.798,9.216,9.216,NPgN,Primary,NG FES - System Transformation (EE CF),Total installed PV capacity - domestic (MW)
AYCLIFFE FORREST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NPgN,Primary,NG FES - System Transformation (EE CF),Total installed PV capacity - domestic (MW)
AYCLIFFE INDUSTRIAL,0.889,0.913,0.942,0.976,1.015,1.055,1.094,1.134,1.192,1.26,1.309,1.376,1.437,1.467,1.533,1.591,1.666,1.738,1.824,1.911,2.01,2.1,2.204,2.311,2.393,2.504,2.606,2.72,2.72,NPgN,Primary,NG FES - System Transformation (EE CF),Total installed PV capacity - domestic (MW)
BARDEN FRIAR,0.061,0.063,0.066,0.07,0.074,0.078,0.082,0.086,0.092,0.099,0.104,0.111,0.118,0.121,0.128,0.134,0.141,0.149,0.158,0.167,0.177,0.187,0.197,0.209,0.217,0.229,0.239,0.251,0.251,NPgN,Primary,NG FES - System Transformation (EE CF),Total installed PV capacity - domestic (MW)
BEDALE,1.463,1.503,1.55,1.605,1.669,1.734,1.797,1.862,1.956,2.066,2.146,2.255,2.354,2.403,2.51,2.605,2.727,2.844,2.984,3.125,3.287,3.433,3.602,3.775,3.909,4.09,4.255,4.441,4.441,NPgN,Primary,NG FES - System Transformation (EE CF),Total installed PV capacity - domestic (MW)
BELMONT,1.428,1.47,1.519,1.578,1.646,1.715,1.782,1.851,1.951,2.068,2.152,2.268,2.373,2.425,2.538,2.639,2.768,2.893,3.041,3.191,3.362,3.517,3.696,3.88,4.022,4.214,4.389,4.586,4.586,NPgN,Primary,NG FES - System Transformation (EE CF),Total installed PV capacity - domestic (MW)
BENSHAM,0.451,0.483,0.521,0.566,0.617,0.67,0.721,0.774,0.85,0.939,1.004,1.092,1.172,1.212,1.298,1.375,1.473,1.569,1.682,1.796,1.927,2.045,2.182,2.322,2.43,2.577,2.711,2.861,2.861,NPgN,Primary,NG FES - System Transformation (EE CF),Total installed PV capacity - domestic (MW)
