Primary,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area,Voltage level,Scenario name,Output parameter
ACKLAM,78749.3,79311.418,80002.016,81115.023,82786.065,84815.395,87205.524,90026.875,92849.166,95616.462,98230.567,100826.089,103425.678,105924.587,108278.814,110439.217,112483.766,114333.585,116075.266,117679.484,119162.082,120479.698,121405.23,122098.633,122748.356,123335.737,123889.454,124381.494,NPgN,Primary,NG FES - Counterfactual,Total demand (MWh)
AMBERTON ROAD,122952.385,133439.156,137682.651,144218.539,145766.248,147577.245,149785.681,152437.489,155156.619,157878.669,160518.838,163184.729,165993.74,168717.49,171419.709,173964.689,176394.041,178719.504,180848.682,182796.762,184567.113,186116.018,187249.741,188180.543,188995.712,190046.32,191019.968,191837.125,NPgN,Primary,NG FES - Counterfactual,Total demand (MWh)
ANNFIELD 66/20KV,97232.625,97881.181,98615.457,99797.468,101607.676,103896.715,106578.919,109629.008,112743.333,115884.381,119014.042,122158.442,125371.037,128493.049,131560.929,134492.431,137301.127,139941.91,142377.912,144607.622,146777.245,148725.526,150324.743,151663.509,152883.141,153994.444,155021.245,155921.383,NPgN,Primary,NG FES - Counterfactual,Total demand (MWh)
ASHINGTON,85776.216,86405.432,87122.38,88331.958,90236.964,92691.998,95601.255,98941.177,102301.25,105646.173,108952.752,112248.917,115564.466,118735.608,121753.36,124639.034,127358.761,129885.856,132206.41,134326.059,136396.681,138253.291,139709.252,140901.533,141996.718,142998.008,143922.307,144740.355,NPgN,Primary,NG FES - Counterfactual,Total demand (MWh)
AYCLIFFE FORREST,3134.852,10871.621,10854.244,10838.319,10823.83,10810.708,10798.848,10788.17,10778.601,10770.094,10762.587,10756.012,10750.358,10745.452,10741.306,10737.793,10734.855,10732.601,10730.709,10729.208,10728.018,10727.094,10726.377,10725.911,10725.519,10725.094,10724.618,10724.08,NPgN,Primary,NG FES - Counterfactual,Total demand (MWh)
AYCLIFFE INDUSTRIAL,61143.736,61385.299,61668.507,62156.794,62921.004,63880.734,65024.086,66356.163,67739.962,69150.662,70569.864,72008.869,73484.748,74942.476,76388.239,77795.69,79160.525,80449.751,81650.3,82750.323,83820.056,84778.802,85568.245,86230.237,86830.16,87375.149,87878.322,88329.903,NPgN,Primary,NG FES - Counterfactual,Total demand (MWh)
BARDEN FRIAR,6017.096,6109.479,6205.6,6320.475,6463.658,6631.917,6814.016,7004.326,7197.23,7393.363,7594.898,7798.548,8010.848,8215.174,8421.243,8618.702,8808.7,9008.255,9189.466,9362.378,9524.981,9679.017,9824.182,9969.267,10105.331,10233.138,10353.989,10464.012,NPgN,Primary,NG FES - Counterfactual,Total demand (MWh)
BEDALE,85572.871,87416.262,88647.89,90197.319,92187.602,94483.719,97100.207,100015.908,103060.501,106204.997,109385.287,112625.631,115970.063,119297.218,122658.586,126165.478,129597.98,132968.115,136111.587,139046.502,141770.205,144261.557,146458.752,148456.506,150291.458,151994.099,153589.031,155060.449,NPgN,Primary,NG FES - Counterfactual,Total demand (MWh)
BELMONT,118632.428,121872.129,122585.129,123667.603,125225.224,127010.382,129092.695,131522.242,134009.243,136507.714,138981.896,141480.972,144050.273,146563.32,149033.812,151408.193,153702.904,155919.134,157988.835,159923.803,161964.332,163840.663,165405.234,166805.514,168121.537,169360.091,170539.196,171629.176,NPgN,Primary,NG FES - Counterfactual,Total demand (MWh)
BENSHAM,64364.812,65125.267,65813.469,70202.762,71554.421,73066.583,74849.096,76863.271,78957.851,81092.915,83150.892,85233.408,87341.149,89403.128,91415.975,93333.613,95161.771,96861.157,98407.252,99790.676,101318.974,102683.203,103836.212,104802.953,105668.062,106443.033,107143.953,107770.041,NPgN,Primary,NG FES - Counterfactual,Total demand (MWh)
