Primary,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area,Voltage level,Scenario name,Output parameter
BENTON SQUARE,17.125,17.337,18.188,24.317,24.871,25.545,26.293,27.03,27.725,28.392,28.963,29.516,30.33,31.695,32.989,34.325,35.573,36.742,37.653,38.484,39.287,40.099,40.938,41.77,42.566,43.328,44.062,44.666,NPgN,Primary,NG FES - Holistic Transition,Total peak demand with ToUT (MW)
BENWELL,17.94,17.999,18.501,18.699,18.987,19.429,19.933,20.443,20.93,21.378,21.78,22.166,22.789,23.922,24.959,25.965,26.907,27.792,28.466,29.084,29.677,30.266,30.867,31.465,32.056,32.635,33.206,33.656,NPgN,Primary,NG FES - Holistic Transition,Total peak demand with ToUT (MW)
BILLINGHAM MARSH HOUSE,17.916,18.069,18.274,19.952,20.388,20.974,21.644,22.344,23.031,23.696,24.339,24.96,25.871,27.342,28.69,29.967,31.158,32.268,33.137,33.929,34.691,35.452,36.226,36.995,37.751,38.478,39.183,39.739,NPgN,Primary,NG FES - Holistic Transition,Total peak demand with ToUT (MW)
BILLY MILL,16.702,16.731,17.242,17.396,17.659,18.032,18.477,18.937,19.376,19.793,20.178,20.544,21.182,22.333,23.376,24.381,25.322,26.206,26.87,27.477,28.061,28.643,29.237,29.826,30.407,30.976,31.535,31.96,NPgN,Primary,NG FES - Holistic Transition,Total peak demand with ToUT (MW)
BIRTLEY GROVE 66/11KV,10.885,12.336,12.927,13.16,13.516,13.991,14.567,18.339,19.002,19.68,20.356,21.013,21.85,23.059,24.152,25.153,26.059,26.879,27.503,28.05,28.568,29.07,29.573,30.058,30.504,30.931,31.343,31.657,NPgN,Primary,NG FES - Holistic Transition,Total peak demand with ToUT (MW)
BIRTLEY GROVE 66/20KV,11.073,11.016,10.958,10.948,10.964,11.024,11.098,11.179,11.264,11.331,11.397,11.464,11.59,11.932,12.251,12.547,12.823,13.077,13.297,13.493,13.698,13.903,14.114,14.328,14.539,14.747,14.953,15.116,NPgN,Primary,NG FES - Holistic Transition,Total peak demand with ToUT (MW)
BLAYDON BURN,11.71,11.703,11.712,13.881,14.031,14.244,14.489,14.75,15.022,15.289,15.554,15.817,16.241,17.182,18.057,18.869,19.623,20.323,20.933,21.48,22.029,22.577,23.142,23.705,24.238,24.763,25.281,25.686,NPgN,Primary,NG FES - Holistic Transition,Total peak demand with ToUT (MW)
BLUCHER 33/11KV,14.072,14.368,15.296,15.661,16.151,16.778,17.494,18.231,18.951,19.652,20.309,20.944,21.817,23.122,24.321,25.456,26.497,27.452,28.169,28.81,29.411,29.997,30.585,31.159,31.713,32.25,32.776,33.17,NPgN,Primary,NG FES - Holistic Transition,Total peak demand with ToUT (MW)
BOLDON DOWNHILL,5.644,7.725,8.326,8.47,8.687,8.986,9.328,9.672,9.991,10.293,10.579,10.849,11.358,12.313,13.179,13.999,14.767,15.487,16.038,16.541,17.025,17.509,18.008,18.504,18.993,19.472,19.944,20.29,NPgN,Primary,NG FES - Holistic Transition,Total peak demand with ToUT (MW)
BOROUGHBRIDGE/ROECLIFFE INDUSTRIAL,4.135,4.248,4.383,4.571,4.837,5.188,5.594,6.031,6.488,6.965,7.433,7.891,8.404,9.061,9.669,10.209,10.692,11.124,11.452,11.729,11.977,12.219,12.464,12.69,12.85,13.009,13.139,13.261,NPgN,Primary,NG FES - Holistic Transition,Total peak demand with ToUT (MW)
BOWESFIELD 33/11KV,9.482,9.681,11.405,11.733,12.168,12.738,13.404,14.113,14.829,15.556,16.253,16.93,17.775,18.909,19.943,20.926,21.823,22.648,23.252,23.792,24.298,24.792,25.285,25.768,26.239,26.698,27.15,27.515,NPgN,Primary,NG FES - Holistic Transition,Total peak demand with ToUT (MW)
BOWESFIELD 66/11KV,13.99,14.139,14.337,14.594,14.931,15.335,15.785,16.238,16.669,17.092,17.461,17.821,18.289,18.958,19.602,20.263,20.882,21.466,21.911,22.319,22.72,23.129,23.547,23.965,24.38,24.79,25.198,25.551,NPgN,Primary,NG FES - Holistic Transition,Total peak demand with ToUT (MW)
BRANCEPETH,14.347,14.406,14.795,15.001,15.475,16.164,16.807,17.299,17.695,18.044,18.376,18.696,19.5,21.543,23.443,25.247,26.97,28.615,30.011,31.203,32.328,33.511,34.807,36.036,36.822,37.408,37.768,38.064,NPgN,Primary,NG FES - Holistic Transition,Total peak demand with ToUT (MW)
BREAMISH STREET,9.541,9.541,10.471,12.612,12.709,12.871,13.069,13.274,13.47,13.664,13.83,13.989,14.223,14.578,14.899,15.223,15.525,15.812,16.003,16.178,16.346,16.512,16.679,16.842,17.003,17.16,17.315,17.444,NPgN,Primary,NG FES - Holistic Transition,Total peak demand with ToUT (MW)
BRENDA TRADING,20.954,21.03,21.191,22.731,23.215,23.873,24.665,25.5,26.326,27.146,27.938,28.701,29.854,31.798,33.567,35.212,36.732,38.141,39.197,40.144,41.04,41.928,42.833,43.732,44.615,45.519,46.411,47.092,NPgN,Primary,NG FES - Holistic Transition,Total peak demand with ToUT (MW)
CAMPLESHON ROAD,16.597,16.675,17.039,18.925,19.254,19.694,20.19,20.682,21.137,21.571,21.984,22.381,23.1,24.45,25.687,26.873,27.992,29.057,29.875,30.625,31.35,32.08,32.832,33.521,33.966,34.356,34.701,34.981,NPgN,Primary,NG FES - Holistic Transition,Total peak demand with ToUT (MW)
CARLEY HILL,15.976,15.997,16.09,16.263,16.552,16.962,17.453,17.956,18.426,18.88,19.306,19.712,20.465,21.888,23.174,24.403,25.55,26.628,27.431,28.163,28.862,29.554,30.26,30.959,31.643,32.308,32.959,33.435,NPgN,Primary,NG FES - Holistic Transition,Total peak demand with ToUT (MW)
CARLIN HOW T3 T4,15.506,15.574,15.712,15.948,16.448,17.163,17.885,18.496,19.022,19.514,19.972,20.41,21.371,23.552,25.562,27.5,29.342,31.099,32.54,33.801,34.989,36.219,37.542,38.751,39.416,39.93,40.276,40.562,NPgN,Primary,NG FES - Holistic Transition,Total peak demand with ToUT (MW)
CARR HILL,17.298,17.348,17.479,17.706,18.088,18.615,19.244,19.89,20.503,21.088,21.633,22.149,23.083,24.781,26.311,27.741,29.076,30.325,31.253,32.095,32.937,33.775,34.634,35.486,36.325,37.145,37.953,38.547,NPgN,Primary,NG FES - Holistic Transition,Total peak demand with ToUT (MW)
CATTERICK CAMP,16.44,16.622,16.871,17.203,17.703,18.33,19.013,19.659,20.25,20.828,21.457,22.068,23.005,24.651,26.187,27.655,29.051,30.387,31.455,32.425,33.355,34.305,35.302,36.247,36.915,37.504,38.013,38.474,NPgN,Primary,NG FES - Holistic Transition,Total peak demand with ToUT (MW)
CLOSE,22.279,22.145,22.685,22.604,22.59,22.664,22.759,22.864,22.962,23.042,23.098,23.159,23.244,23.939,24.607,25.278,25.922,26.524,27.074,27.582,28.078,28.567,29.05,29.544,30.031,30.511,30.984,31.439,NPgN,Primary,NG FES - Holistic Transition,Total peak demand with ToUT (MW)
CONEYTHORPE,12.866,14.418,16.351,16.513,16.764,17.113,17.516,17.924,18.31,18.689,19.044,19.386,19.924,20.842,21.686,22.47,23.2,23.889,24.394,24.85,25.285,25.723,26.174,26.609,26.919,27.236,27.535,27.781,NPgN,Primary,NG FES - Holistic Transition,Total peak demand with ToUT (MW)
CONSETT,22.308,22.367,22.98,23.223,23.642,24.253,24.919,25.555,26.148,26.702,27.237,27.755,28.655,30.475,32.155,33.734,35.217,36.614,37.728,38.718,39.686,40.668,41.696,42.682,43.471,44.186,44.825,45.336,NPgN,Primary,NG FES - Holistic Transition,Total peak demand with ToUT (MW)
CORPORATION STREET,12.447,12.357,12.279,12.238,12.224,12.272,12.349,12.436,12.516,12.587,12.645,12.701,12.81,12.989,13.147,13.304,13.449,13.586,13.657,13.719,13.778,13.836,13.894,13.951,14.006,14.06,14.112,14.151,NPgN,Primary,NG FES - Holistic Transition,Total peak demand with ToUT (MW)
COWTON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Holistic Transition,Total peak demand with ToUT (MW)
CRAMLINGTON T1 T3,10.77,10.705,10.642,10.625,10.642,10.708,10.789,10.875,10.963,11.038,11.117,11.196,11.327,11.678,12.011,12.327,12.621,12.892,13.129,13.34,13.548,13.758,13.975,14.193,14.4,14.601,14.795,14.955,NPgN,Primary,NG FES - Holistic Transition,Total peak demand with ToUT (MW)
CRAMLINGTON T2 T4,8.044,8.022,8.002,8.028,8.087,8.2,8.338,8.491,8.656,8.815,8.98,9.144,9.341,9.691,10.017,10.32,10.595,10.843,11.053,11.237,11.416,11.591,11.769,11.946,12.113,12.274,12.43,12.561,NPgN,Primary,NG FES - Holistic Transition,Total peak demand with ToUT (MW)
DARLEY,3.191,3.23,3.291,3.373,3.495,3.657,3.831,3.999,4.155,4.311,4.46,4.603,4.841,5.285,5.69,6.069,6.427,6.768,7.023,7.25,7.468,7.689,7.918,8.135,8.268,8.39,8.497,8.591,NPgN,Primary,NG FES - Holistic Transition,Total peak demand with ToUT (MW)
DARLINGTON 132/6KV,2.583,2.667,2.796,2.981,3.251,3.634,4.08,4.519,4.92,5.299,5.652,5.985,6.485,7.214,7.878,8.502,9.077,9.611,9.95,10.256,10.545,10.83,11.116,11.387,11.631,11.86,12.078,12.241,NPgN,Primary,NG FES - Holistic Transition,Total peak demand with ToUT (MW)
DARLINGTON 33/11KV,14.139,14.094,14.061,14.107,14.207,14.418,14.655,14.886,15.096,15.263,15.419,15.57,15.899,16.726,17.487,18.202,18.876,19.509,20.023,20.491,20.938,21.384,21.839,22.292,22.726,23.149,23.56,23.876,NPgN,Primary,NG FES - Holistic Transition,Total peak demand with ToUT (MW)
DARLINGTON CENTRAL 33/11KV,8.945,8.889,9.126,11.467,11.465,11.515,11.572,11.625,11.67,11.687,11.7,11.713,11.777,11.964,12.138,12.303,12.458,12.603,12.715,12.816,12.913,13.011,13.115,13.219,13.323,13.425,13.525,13.598,NPgN,Primary,NG FES - Holistic Transition,Total peak demand with ToUT (MW)
DARLINGTON EAST,18.166,18.63,18.749,18.985,19.386,19.972,20.666,21.385,22.083,22.769,23.426,24.061,24.925,26.217,27.411,28.519,29.531,30.46,31.114,31.688,32.22,32.749,33.288,33.79,34.16,34.483,34.761,34.984,NPgN,Primary,NG FES - Holistic Transition,Total peak demand with ToUT (MW)
DARLINGTON WEST,18.758,19.405,20.533,20.936,21.577,22.524,23.675,24.881,26.053,27.187,28.274,29.31,30.756,32.797,34.635,36.335,37.882,39.29,40.224,41.054,41.82,42.559,43.294,43.996,44.654,45.284,45.891,46.329,NPgN,Primary,NG FES - Holistic Transition,Total peak demand with ToUT (MW)
DENWICK,19.339,19.457,20.085,20.387,20.945,21.711,22.558,23.355,24.088,24.833,25.559,26.261,27.422,29.592,31.579,33.464,35.241,36.933,38.237,39.387,40.497,41.629,42.828,43.956,44.581,45.089,45.472,45.821,NPgN,Primary,NG FES - Holistic Transition,Total peak demand with ToUT (MW)
DUNSTON 66/11KV,12.877,13.666,19.901,19.935,20.036,20.2,20.409,20.634,20.853,21.07,21.279,21.48,21.839,22.521,23.133,23.702,24.231,24.729,25.089,25.412,25.733,26.052,26.378,26.699,27.003,27.297,27.584,27.8,NPgN,Primary,NG FES - Holistic Transition,Total peak demand with ToUT (MW)
DUNSTON 66/20KV,15.958,16.563,16.722,16.954,17.359,17.867,18.401,18.88,19.301,19.689,20.036,20.365,21.115,22.739,24.229,25.63,26.953,28.203,29.195,30.067,30.942,31.839,32.792,33.699,34.399,35.016,35.542,35.931,NPgN,Primary,NG FES - Holistic Transition,Total peak demand with ToUT (MW)
DURHAM EAST,14.614,14.546,14.897,16.433,16.434,16.472,16.519,16.571,16.617,16.652,16.687,16.726,16.808,17.117,17.417,17.704,17.981,18.243,18.474,18.688,18.912,19.139,19.372,19.609,19.846,20.08,20.313,20.519,NPgN,Primary,NG FES - Holistic Transition,Total peak demand with ToUT (MW)
EASTFIELD,23.196,23.139,23.147,23.22,23.448,23.784,24.212,24.665,25.105,25.564,25.967,26.357,26.953,27.974,28.913,29.77,30.561,31.296,31.813,32.266,32.889,33.513,34.153,34.754,35.235,35.676,36.082,36.44,NPgN,Primary,NG FES - Holistic Transition,Total peak demand with ToUT (MW)
EASTGATE CEMENT,7.671,7.629,7.584,7.562,7.565,7.599,7.629,7.652,7.67,7.678,7.688,7.698,7.784,8.107,8.405,8.689,8.964,9.228,9.467,9.683,9.892,10.106,10.332,10.551,10.657,10.754,10.841,10.917,NPgN,Primary,NG FES - Holistic Transition,Total peak demand with ToUT (MW)
EDUCATIONAL PRECINCT,17.636,17.527,17.421,17.377,17.369,17.453,17.565,17.683,17.791,17.876,17.947,18.017,18.173,18.62,19.027,19.424,19.798,20.151,20.419,20.663,20.897,21.127,21.358,21.588,21.814,22.033,22.248,22.425,NPgN,Primary,NG FES - Holistic Transition,Total peak demand with ToUT (MW)
ELVINGTON,9.8,9.751,9.701,9.68,9.692,9.737,9.801,9.884,9.978,10.078,10.185,10.291,10.439,10.736,11.008,11.275,11.525,11.757,11.96,12.141,12.315,12.488,12.665,12.834,12.949,13.044,13.122,13.197,NPgN,Primary,NG FES - Holistic Transition,Total peak demand with ToUT (MW)
FARADAY STREET,20.004,20.093,20.264,23.771,24.185,24.758,25.425,26.088,26.702,27.289,27.827,28.344,29.188,30.693,32.077,33.363,34.559,35.683,36.492,37.227,37.914,38.596,39.292,39.978,40.65,41.297,41.929,42.403,NPgN,Primary,NG FES - Holistic Transition,Total peak demand with ToUT (MW)
FAWDON T1 & SEATON BURN T1,20.023,20.175,22.099,22.458,22.975,23.657,24.403,25.119,25.782,26.417,27,27.563,28.52,30.289,31.936,33.531,35.025,36.428,37.525,38.51,39.449,40.4,41.402,42.324,42.927,43.472,43.958,44.349,NPgN,Primary,NG FES - Holistic Transition,Total peak demand with ToUT (MW)
FISHBURN,16.076,16.215,16.532,16.864,17.488,18.363,19.272,20.06,20.757,21.425,22.067,22.685,23.861,26.261,28.481,30.575,32.551,34.418,35.944,37.264,38.506,39.791,41.189,42.434,43.024,43.419,43.597,43.743,NPgN,Primary,NG FES - Holistic Transition,Total peak demand with ToUT (MW)
FLATWORTH CENTRAL,14.35,15.72,16.286,22.46,22.485,22.576,22.697,22.844,23.005,23.161,23.316,23.47,23.66,23.985,24.284,24.574,24.84,25.085,25.287,25.469,25.641,25.809,25.977,26.144,26.309,26.471,26.63,26.767,NPgN,Primary,NG FES - Holistic Transition,Total peak demand with ToUT (MW)
FOSS ISLANDS,27.503,27.461,27.683,27.753,27.921,28.222,28.563,28.915,29.258,29.571,29.884,30.196,30.647,31.867,33.02,34.136,35.196,36.193,37.061,37.86,38.637,39.409,40.187,40.967,41.712,42.441,43.156,43.796,NPgN,Primary,NG FES - Holistic Transition,Total peak demand with ToUT (MW)
FOSSWAY 33/11KV,15.509,15.522,15.598,15.749,16.019,16.437,16.954,17.497,18.023,18.543,19.034,19.503,20.252,21.486,22.59,23.629,24.591,25.488,26.124,26.699,27.241,27.771,28.307,28.832,29.346,29.843,30.329,30.685,NPgN,Primary,NG FES - Holistic Transition,Total peak demand with ToUT (MW)
FOURSTONES 20KV,17.48,17.363,18.004,17.955,17.959,18.05,18.184,18.336,18.48,18.617,18.752,18.884,19.146,19.694,20.183,20.642,21.07,21.475,21.758,22.01,22.252,22.494,22.742,22.981,23.081,23.171,23.254,23.321,NPgN,Primary,NG FES - Holistic Transition,Total peak demand with ToUT (MW)
FYLANDS BRIDGE,19.69,19.735,19.827,20.021,20.397,20.959,21.55,22.08,22.553,22.98,23.385,23.775,24.513,26.054,27.475,28.817,30.082,31.279,32.231,33.063,33.867,34.692,35.572,36.41,37.032,37.58,38.037,38.4,NPgN,Primary,NG FES - Holistic Transition,Total peak demand with ToUT (MW)
GALE LANE,8.442,9.002,9.104,9.263,9.505,9.84,10.216,10.583,10.909,11.206,11.48,11.739,12.266,13.274,14.193,15.065,15.885,16.657,17.229,17.751,18.256,18.766,19.292,19.814,20.322,20.815,21.297,21.65,NPgN,Primary,NG FES - Holistic Transition,Total peak demand with ToUT (MW)
GARWOOD STREET,14.02,13.969,14.198,14.217,14.273,14.439,14.617,14.793,14.963,15.092,15.22,15.347,15.59,16.313,16.98,17.621,18.228,18.798,19.291,19.741,20.175,20.605,21.041,21.483,21.918,22.346,22.767,23.113,NPgN,Primary,NG FES - Holistic Transition,Total peak demand with ToUT (MW)
GATESHEAD CENTRAL,11.967,12.372,12.312,14.452,14.468,14.529,14.614,14.718,14.832,14.937,15.039,15.14,15.281,15.588,15.868,16.121,16.352,16.56,16.728,16.874,17.038,17.197,17.356,17.516,17.672,17.825,17.975,18.098,NPgN,Primary,NG FES - Holistic Transition,Total peak demand with ToUT (MW)
GATESHEAD EAST,7.845,7.78,7.712,7.677,7.679,7.722,7.808,7.936,8.096,8.278,8.471,8.664,8.853,9.101,9.319,9.508,9.668,9.799,9.904,9.986,10.056,10.117,10.171,10.223,10.271,10.316,10.359,10.396,NPgN,Primary,NG FES - Holistic Transition,Total peak demand with ToUT (MW)
GOSFORTH 33/11KV,15.888,15.728,16.306,16.181,16.076,16.015,15.965,15.925,15.886,15.833,15.781,15.733,15.725,15.871,16.006,16.137,16.262,16.38,16.475,16.56,16.643,16.727,16.815,16.904,16.993,17.08,17.166,17.231,NPgN,Primary,NG FES - Holistic Transition,Total peak demand with ToUT (MW)
GRANGETOWN,15.801,16.484,17.423,17.625,17.962,18.489,19.137,19.88,20.689,21.518,22.363,23.192,24.165,25.629,26.957,28.185,29.296,30.295,31.116,31.838,32.506,33.15,33.791,34.419,35.015,35.595,36.164,36.63,NPgN,Primary,NG FES - Holistic Transition,Total peak demand with ToUT (MW)
GREATHAM,19.893,19.685,19.478,19.298,19.142,19.013,18.906,18.823,18.744,18.672,18.605,18.544,18.505,18.521,18.534,18.547,18.561,18.574,18.573,18.571,18.57,18.57,18.573,18.578,18.583,18.589,18.595,18.596,NPgN,Primary,NG FES - Holistic Transition,Total peak demand with ToUT (MW)
GUISBOROUGH T1 T2,14.747,14.843,15.023,15.307,15.776,16.434,17.155,17.832,18.437,19.017,19.563,20.086,21.078,23.02,24.803,26.505,28.11,29.633,30.814,31.874,32.887,33.916,34.997,36.023,36.728,37.362,37.926,38.364,NPgN,Primary,NG FES - Holistic Transition,Total peak demand with ToUT (MW)
GUISBOROUGH T3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Holistic Transition,Total peak demand with ToUT (MW)
HARLOW GREEN,15.259,15.305,15.427,15.623,15.936,16.353,16.841,17.324,17.76,18.16,18.52,18.858,19.562,20.933,22.179,23.352,24.453,25.491,26.262,26.968,27.68,28.392,29.126,29.856,30.576,31.28,31.973,32.481,NPgN,Primary,NG FES - Holistic Transition,Total peak demand with ToUT (MW)
HARMIRE BRIDGE,13.505,13.578,13.695,13.885,14.221,14.684,15.201,15.71,16.199,16.695,17.185,17.66,18.419,19.827,21.111,22.313,23.442,24.513,25.351,26.094,26.816,27.547,28.31,29.026,29.409,29.732,29.994,30.23,NPgN,Primary,NG FES - Holistic Transition,Total peak demand with ToUT (MW)
HARRATON,17.81,19.851,22.447,22.397,22.4,22.473,22.571,29.043,29.158,29.257,29.356,29.454,29.678,30.259,30.791,31.304,31.785,32.234,32.608,32.944,33.268,33.595,33.935,34.279,34.622,34.959,35.295,35.55,NPgN,Primary,NG FES - Holistic Transition,Total peak demand with ToUT (MW)
HARROGATE 132/11KV,27.379,27.525,27.807,30.491,31.113,31.995,33.024,34.07,35.053,36.013,36.912,37.774,39.085,41.143,43.019,44.754,46.362,47.87,48.894,49.816,50.687,51.551,52.428,53.269,54,54.75,55.472,56.039,NPgN,Primary,NG FES - Holistic Transition,Total peak demand with ToUT (MW)
HARROGATE WEST,11.121,11.077,12.595,12.587,12.6,12.659,12.725,12.792,12.853,12.896,12.935,12.975,13.072,13.38,13.671,13.946,14.209,14.458,14.67,14.867,15.058,15.249,15.446,15.642,15.827,16.017,16.204,16.364,NPgN,Primary,NG FES - Holistic Transition,Total peak demand with ToUT (MW)
HARTMOOR 66/20KV,19.051,19.168,19.398,19.753,20.316,21.051,21.862,22.63,23.322,23.979,24.592,25.18,26.234,28.221,30.066,31.808,33.438,34.973,36.138,37.176,38.175,39.194,40.265,41.296,42.139,42.943,43.677,44.241,NPgN,Primary,NG FES - Holistic Transition,Total peak demand with ToUT (MW)
HAWTHORN PIT,19.463,21.533,23.873,24.294,24.976,25.897,26.919,27.884,28.772,29.628,30.437,31.217,32.518,34.886,37.088,39.2,41.172,43.022,44.468,45.751,46.974,48.216,49.532,50.782,51.751,52.628,53.405,54.005,NPgN,Primary,NG FES - Holistic Transition,Total peak demand with ToUT (MW)
HAXBY ROAD T2 T3,11.903,12.862,12.838,12.867,12.943,13.116,13.345,13.595,13.831,14.054,14.268,14.472,14.767,15.12,15.427,15.709,15.961,16.19,16.279,16.353,16.417,16.476,16.53,16.575,16.616,16.651,16.684,16.698,NPgN,Primary,NG FES - Holistic Transition,Total peak demand with ToUT (MW)
HEBBURN,2.346,2.359,2.376,2.417,2.481,2.579,2.697,2.83,2.977,3.13,3.286,3.441,3.609,3.84,4.054,4.252,4.429,4.585,4.716,4.829,4.932,5.032,5.132,5.231,5.328,5.423,5.516,5.593,NPgN,Primary,NG FES - Holistic Transition,Total peak demand with ToUT (MW)
HEBBURN WEST,2.719,2.698,3.774,3.762,3.758,3.764,3.77,3.777,3.781,3.782,3.783,3.784,3.794,3.864,3.933,4.003,4.07,4.133,4.191,4.244,4.295,4.348,4.402,4.457,4.512,4.566,4.619,4.666,NPgN,Primary,NG FES - Holistic Transition,Total peak demand with ToUT (MW)
HEDWORTH,12.831,12.826,18.532,18.63,18.812,19.089,19.414,19.744,20.053,20.342,20.612,20.87,21.348,22.27,23.117,23.939,24.709,25.434,25.997,26.514,27.012,27.511,28.025,28.537,29.043,29.538,30.027,30.398,NPgN,Primary,NG FES - Holistic Transition,Total peak demand with ToUT (MW)
HEIGHINGTON,13.803,13.61,13.417,13.24,13.08,12.933,12.801,12.684,12.573,12.469,12.37,12.276,12.189,12.15,12.113,12.077,12.043,12.009,11.975,11.94,11.906,11.874,11.843,11.814,11.784,11.754,11.725,11.695,NPgN,Primary,NG FES - Holistic Transition,Total peak demand with ToUT (MW)
HEXHAM,21.293,21.092,21.722,21.59,21.515,21.518,21.528,21.536,21.54,21.523,21.514,21.508,21.632,22.14,22.609,23.052,23.473,23.868,24.21,24.508,24.797,25.096,25.417,25.724,25.911,26.067,26.191,26.282,NPgN,Primary,NG FES - Holistic Transition,Total peak demand with ToUT (MW)
HIGH BARMSTON,18.756,18.703,19.481,19.548,19.715,20.024,20.428,20.918,21.478,22.057,22.656,23.249,23.934,24.989,25.945,26.83,27.621,28.323,28.916,29.428,29.898,30.35,30.801,31.249,31.687,32.116,32.54,32.873,NPgN,Primary,NG FES - Holistic Transition,Total peak demand with ToUT (MW)
HIGH FLATTS,15.083,15.183,15.667,15.934,16.347,16.886,17.487,18.068,18.598,19.093,19.556,19.997,20.791,22.259,23.609,24.883,26.077,27.203,28.044,28.802,29.557,30.321,31.114,31.895,32.621,33.312,33.971,34.473,NPgN,Primary,NG FES - Holistic Transition,Total peak demand with ToUT (MW)
HOUGHTON,16.192,16.306,18.165,18.459,18.889,19.439,20.06,20.668,21.242,21.786,22.294,22.786,23.556,24.873,26.107,27.308,28.422,29.46,30.259,30.975,31.679,32.391,33.133,33.85,34.466,35.044,35.587,36.01,NPgN,Primary,NG FES - Holistic Transition,Total peak demand with ToUT (MW)
HOWDON,8.577,8.574,8.585,8.63,8.72,8.86,9.034,9.222,9.408,9.593,9.767,9.935,10.178,10.592,10.971,11.339,11.68,11.998,12.241,12.461,12.671,12.878,13.088,13.295,13.5,13.7,13.897,14.057,NPgN,Primary,NG FES - Holistic Transition,Total peak demand with ToUT (MW)
HUNTINGTON NEW LANE,16.69,17.21,17.262,17.369,17.58,17.876,18.229,18.592,18.936,19.276,19.604,19.919,20.457,21.458,22.375,23.243,24.059,24.829,25.41,25.937,26.443,26.954,27.48,27.979,28.36,28.721,29.052,29.323,NPgN,Primary,NG FES - Holistic Transition,Total peak demand with ToUT (MW)
