Primary,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area,Voltage level,Scenario name,Output parameter
BILLY MILL,0.024,0.03,0.042,0.055,0.063,0.121,0.132,0.206,0.263,0.331,0.346,0.364,0.383,0.401,0.423,0.446,0.472,0.499,0.53,0.562,0.597,0.634,0.672,0.713,0.754,0.798,0.844,0.892,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed storage capacity (MW)
BIRTLEY GROVE 66/11KV,0.018,0.023,0.032,0.042,0.048,0.094,0.102,0.161,0.206,0.259,0.271,0.284,0.298,0.312,0.329,0.346,0.366,0.387,0.41,0.435,0.461,0.489,0.518,0.549,0.58,0.613,0.648,0.684,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed storage capacity (MW)
BIRTLEY GROVE 66/20KV,0.011,0.015,0.022,0.029,0.032,0.071,0.076,0.127,0.164,0.209,0.215,0.223,0.232,0.24,0.249,0.259,0.271,0.283,0.297,0.311,0.326,0.343,0.36,0.378,0.396,0.415,0.436,0.457,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed storage capacity (MW)
BLAYDON BURN,0.023,0.035,0.052,0.07,0.078,0.184,0.194,0.332,0.432,0.551,0.566,0.583,0.601,0.619,0.64,0.662,0.687,0.714,0.743,0.775,0.808,0.843,0.88,0.92,0.96,1.002,1.046,1.093,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed storage capacity (MW)
BLUCHER 33/11KV,0.026,0.032,0.045,0.058,0.067,0.128,0.14,0.219,0.28,0.352,0.368,0.387,0.407,0.426,0.449,0.474,0.501,0.531,0.563,0.598,0.635,0.673,0.714,0.757,0.802,0.848,0.897,0.948,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed storage capacity (MW)
BOLDON DOWNHILL,0.02,0.024,0.033,0.042,0.049,0.088,0.097,0.147,0.185,0.231,0.244,0.259,0.275,0.29,0.309,0.328,0.35,0.373,0.399,0.426,0.455,0.486,0.519,0.553,0.588,0.625,0.663,0.704,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed storage capacity (MW)
BOROUGHBRIDGE/ROECLIFFE INDUSTRIAL,0.008,0.013,0.02,0.028,0.03,0.077,0.081,0.141,0.185,0.237,0.242,0.248,0.255,0.261,0.268,0.276,0.284,0.294,0.304,0.315,0.326,0.339,0.351,0.365,0.379,0.394,0.409,0.425,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed storage capacity (MW)
BOWESFIELD 33/11KV,0.02,0.031,0.047,0.064,0.07,0.174,0.183,0.318,0.416,0.532,0.545,0.559,0.575,0.589,0.607,0.626,0.647,0.669,0.694,0.72,0.749,0.778,0.81,0.842,0.876,0.912,0.949,0.988,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed storage capacity (MW)
BOWESFIELD 66/11KV,0.015,0.021,0.031,0.042,0.046,0.107,0.113,0.191,0.249,0.316,0.326,0.336,0.348,0.359,0.372,0.385,0.401,0.418,0.436,0.456,0.477,0.499,0.522,0.546,0.571,0.598,0.625,0.654,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed storage capacity (MW)
BRANCEPETH,0.042,0.056,0.081,0.108,0.122,0.262,0.281,0.462,0.597,0.756,0.783,0.813,0.846,0.877,0.915,0.954,0.999,1.046,1.099,1.155,1.215,1.277,1.344,1.413,1.485,1.56,1.639,1.721,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed storage capacity (MW)
BREAMISH STREET,0.01,0.017,0.026,0.035,0.039,0.1,0.104,0.183,0.24,0.308,0.314,0.322,0.329,0.337,0.346,0.356,0.366,0.378,0.39,0.404,0.418,0.433,0.449,0.466,0.483,0.501,0.52,0.54,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed storage capacity (MW)
BRENDA TRADING,0.036,0.048,0.069,0.092,0.104,0.221,0.237,0.39,0.503,0.637,0.66,0.686,0.714,0.741,0.773,0.807,0.846,0.886,0.932,0.98,1.032,1.086,1.143,1.203,1.265,1.33,1.398,1.468,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed storage capacity (MW)
CAMPLESHON ROAD,0.027,0.038,0.056,0.075,0.084,0.193,0.205,0.347,0.451,0.573,0.59,0.61,0.63,0.65,0.674,0.7,0.728,0.758,0.792,0.828,0.866,0.906,0.948,0.993,1.038,1.087,1.137,1.189,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed storage capacity (MW)
CARLEY HILL,0.031,0.041,0.058,0.077,0.087,0.183,0.197,0.322,0.415,0.525,0.545,0.567,0.591,0.614,0.642,0.671,0.704,0.738,0.777,0.818,0.862,0.909,0.957,1.009,1.061,1.117,1.175,1.235,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed storage capacity (MW)
CARLIN HOW T3 T4,0.033,0.047,0.069,0.092,0.103,0.232,0.247,0.414,0.538,0.683,0.704,0.729,0.755,0.779,0.809,0.841,0.877,0.914,0.956,1.001,1.049,1.099,1.151,1.207,1.264,1.324,1.387,1.453,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed storage capacity (MW)
CARR HILL,0.037,0.045,0.063,0.081,0.094,0.176,0.193,0.301,0.383,0.48,0.503,0.53,0.559,0.586,0.619,0.654,0.694,0.736,0.782,0.832,0.885,0.94,0.999,1.06,1.124,1.191,1.26,1.333,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed storage capacity (MW)
CATTERICK CAMP,0.041,0.055,0.079,0.104,0.118,0.252,0.27,0.444,0.573,0.726,0.752,0.782,0.813,0.844,0.881,0.919,0.963,1.009,1.061,1.116,1.175,1.236,1.301,1.369,1.439,1.513,1.59,1.671,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed storage capacity (MW)
CLOSE,0.008,0.025,0.044,0.063,0.065,0.214,0.218,0.411,0.548,0.711,0.716,0.722,0.728,0.734,0.741,0.748,0.757,0.766,0.776,0.787,0.798,0.81,0.823,0.836,0.85,0.864,0.879,0.895,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed storage capacity (MW)
CONEYTHORPE,0.019,0.03,0.045,0.061,0.068,0.166,0.175,0.302,0.395,0.504,0.517,0.531,0.546,0.56,0.577,0.596,0.616,0.638,0.663,0.688,0.716,0.745,0.776,0.808,0.841,0.876,0.912,0.95,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed storage capacity (MW)
CONSETT,0.043,0.058,0.085,0.112,0.127,0.276,0.295,0.49,0.633,0.803,0.83,0.862,0.895,0.926,0.965,1.005,1.051,1.099,1.153,1.21,1.271,1.334,1.402,1.473,1.546,1.623,1.703,1.787,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed storage capacity (MW)
CORPORATION STREET,0.008,0.013,0.02,0.027,0.029,0.076,0.079,0.139,0.183,0.234,0.239,0.245,0.251,0.257,0.264,0.271,0.279,0.288,0.297,0.308,0.319,0.33,0.343,0.355,0.369,0.383,0.397,0.412,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed storage capacity (MW)
COWTON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed storage capacity (MW)
CRAMLINGTON T1 T3,0.014,0.019,0.027,0.035,0.04,0.084,0.091,0.148,0.191,0.242,0.251,0.261,0.272,0.282,0.295,0.308,0.323,0.338,0.356,0.375,0.395,0.416,0.438,0.461,0.485,0.51,0.536,0.564,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed storage capacity (MW)
CRAMLINGTON T2 T4,0.013,0.018,0.026,0.034,0.039,0.083,0.089,0.147,0.19,0.241,0.25,0.259,0.27,0.279,0.291,0.304,0.318,0.333,0.35,0.368,0.387,0.406,0.427,0.449,0.472,0.496,0.521,0.547,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed storage capacity (MW)
DARLEY,0.008,0.015,0.025,0.035,0.038,0.108,0.112,0.203,0.269,0.346,0.351,0.357,0.362,0.368,0.375,0.382,0.39,0.399,0.409,0.419,0.43,0.441,0.453,0.466,0.479,0.493,0.507,0.522,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed storage capacity (MW)
DARLINGTON 132/6KV,0.012,0.018,0.026,0.035,0.039,0.091,0.096,0.164,0.213,0.272,0.279,0.288,0.298,0.307,0.317,0.329,0.342,0.355,0.371,0.387,0.404,0.422,0.441,0.461,0.482,0.504,0.526,0.55,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed storage capacity (MW)
DARLINGTON 33/11KV,0.021,0.036,0.055,0.076,0.083,0.217,0.226,0.4,0.526,0.675,0.688,0.703,0.72,0.735,0.754,0.774,0.796,0.82,0.847,0.875,0.905,0.936,0.97,1.005,1.041,1.079,1.118,1.159,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed storage capacity (MW)
DARLINGTON CENTRAL 33/11KV,0.009,0.012,0.017,0.023,0.026,0.054,0.058,0.094,0.121,0.154,0.159,0.166,0.173,0.18,0.188,0.197,0.207,0.217,0.228,0.241,0.254,0.267,0.282,0.297,0.313,0.329,0.346,0.364,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed storage capacity (MW)
DARLINGTON EAST,0.015,0.024,0.036,0.049,0.055,0.135,0.142,0.247,0.323,0.413,0.423,0.434,0.446,0.457,0.471,0.485,0.501,0.518,0.538,0.558,0.58,0.603,0.627,0.652,0.678,0.706,0.734,0.764,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed storage capacity (MW)
DARLINGTON WEST,0.028,0.035,0.048,0.063,0.072,0.138,0.151,0.236,0.301,0.378,0.396,0.416,0.438,0.459,0.485,0.511,0.541,0.573,0.609,0.647,0.687,0.73,0.774,0.821,0.87,0.921,0.974,1.029,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed storage capacity (MW)
DENWICK,0.041,0.07,0.109,0.149,0.162,0.425,0.443,0.784,1.03,1.321,1.347,1.377,1.409,1.44,1.477,1.515,1.559,1.605,1.657,1.712,1.771,1.832,1.897,1.965,2.035,2.109,2.187,2.267,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed storage capacity (MW)
DUNSTON 66/11KV,0.013,0.02,0.03,0.041,0.045,0.109,0.115,0.198,0.258,0.33,0.338,0.348,0.358,0.368,0.38,0.393,0.407,0.422,0.439,0.457,0.476,0.496,0.517,0.539,0.562,0.586,0.611,0.638,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed storage capacity (MW)
DUNSTON 66/20KV,0.027,0.035,0.049,0.064,0.073,0.147,0.16,0.256,0.328,0.413,0.431,0.45,0.471,0.491,0.516,0.541,0.57,0.601,0.635,0.671,0.71,0.751,0.794,0.839,0.885,0.934,0.985,1.038,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed storage capacity (MW)
DURHAM EAST,0.009,0.018,0.03,0.042,0.045,0.129,0.133,0.241,0.319,0.411,0.417,0.424,0.431,0.438,0.446,0.455,0.464,0.475,0.486,0.499,0.512,0.526,0.54,0.555,0.571,0.588,0.605,0.623,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed storage capacity (MW)
EASTFIELD,3.272,3.282,3.298,3.316,3.325,3.418,3.431,3.552,3.641,3.748,3.765,3.786,3.807,3.828,3.853,3.879,3.909,3.941,3.976,4.013,4.053,4.095,4.139,4.186,4.234,4.284,4.336,4.391,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed storage capacity (MW)
EASTGATE CEMENT,0.007,0.014,0.023,0.032,0.034,0.099,0.102,0.186,0.246,0.318,0.322,0.327,0.332,0.337,0.343,0.349,0.356,0.364,0.372,0.381,0.391,0.401,0.411,0.422,0.434,0.446,0.458,0.472,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed storage capacity (MW)
EDUCATIONAL PRECINCT,0.013,0.021,0.033,0.045,0.049,0.127,0.133,0.234,0.307,0.393,0.401,0.411,0.421,0.43,0.442,0.454,0.468,0.483,0.499,0.516,0.535,0.554,0.575,0.596,0.618,0.642,0.666,0.692,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed storage capacity (MW)
ELVINGTON,0.005,0.012,0.02,0.029,0.031,0.092,0.095,0.175,0.232,0.3,0.303,0.307,0.311,0.315,0.32,0.325,0.33,0.336,0.343,0.35,0.358,0.366,0.374,0.383,0.392,0.401,0.411,0.422,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed storage capacity (MW)
FARADAY STREET,0.031,0.045,0.067,0.09,0.101,0.234,0.249,0.422,0.549,0.7,0.72,0.742,0.766,0.79,0.818,0.847,0.88,0.915,0.954,0.996,1.04,1.087,1.136,1.188,1.241,1.297,1.356,1.417,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed storage capacity (MW)
FAWDON T1 & SEATON BURN T1,0.035,0.047,0.067,0.089,0.101,0.214,0.23,0.377,0.486,0.615,0.637,0.663,0.69,0.716,0.748,0.781,0.819,0.858,0.903,0.95,1,1.053,1.108,1.167,1.227,1.291,1.357,1.426,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed storage capacity (MW)
FISHBURN,0.035,0.046,0.065,0.086,0.098,0.202,0.218,0.353,0.454,0.574,0.596,0.621,0.649,0.675,0.706,0.739,0.777,0.816,0.861,0.907,0.957,1.01,1.065,1.124,1.184,1.247,1.313,1.382,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed storage capacity (MW)
FLATWORTH CENTRAL,0.014,0.021,0.032,0.043,0.047,0.114,0.12,0.207,0.27,0.345,0.354,0.364,0.375,0.385,0.397,0.41,0.425,0.441,0.458,0.476,0.496,0.517,0.538,0.561,0.585,0.61,0.635,0.662,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed storage capacity (MW)
FOSS ISLANDS,0.029,0.052,0.081,0.112,0.122,0.328,0.341,0.608,0.801,1.029,1.047,1.068,1.091,1.112,1.138,1.165,1.196,1.229,1.265,1.304,1.345,1.388,1.434,1.482,1.531,1.583,1.638,1.694,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed storage capacity (MW)
FOSSWAY 33/11KV,0.029,0.041,0.059,0.078,0.088,0.195,0.209,0.348,0.45,0.572,0.59,0.611,0.634,0.656,0.682,0.71,0.741,0.774,0.811,0.85,0.892,0.936,0.982,1.031,1.081,1.134,1.189,1.247,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed storage capacity (MW)
FOURSTONES 20KV,0.029,0.052,0.083,0.115,0.124,0.339,0.352,0.632,0.832,1.07,1.088,1.109,1.131,1.153,1.178,1.206,1.236,1.269,1.305,1.343,1.384,1.427,1.472,1.52,1.569,1.621,1.675,1.731,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed storage capacity (MW)
FYLANDS BRIDGE,0.034,0.045,0.064,0.084,0.095,0.2,0.215,0.35,0.451,0.571,0.592,0.617,0.643,0.668,0.698,0.73,0.766,0.804,0.847,0.892,0.94,0.991,1.044,1.1,1.158,1.219,1.282,1.349,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed storage capacity (MW)
GALE LANE,0.028,0.033,0.044,0.057,0.066,0.115,0.127,0.191,0.24,0.299,0.316,0.337,0.358,0.379,0.404,0.431,0.46,0.492,0.527,0.564,0.604,0.646,0.69,0.737,0.784,0.835,0.887,0.942,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed storage capacity (MW)
GARWOOD STREET,0.024,0.039,0.059,0.081,0.089,0.225,0.236,0.414,0.542,0.695,0.71,0.727,0.745,0.763,0.784,0.807,0.832,0.859,0.889,0.92,0.954,0.99,1.027,1.067,1.107,1.15,1.195,1.241,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed storage capacity (MW)
GATESHEAD CENTRAL,0.01,0.017,0.027,0.037,0.041,0.109,0.113,0.202,0.265,0.341,0.347,0.354,0.362,0.369,0.378,0.388,0.398,0.409,0.422,0.435,0.449,0.464,0.479,0.496,0.513,0.531,0.549,0.569,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed storage capacity (MW)
GATESHEAD EAST,6.556,6.558,6.561,6.563,6.564,6.582,6.583,6.607,6.624,6.644,6.645,6.646,6.647,6.648,6.65,6.651,6.652,6.654,6.656,6.658,6.66,6.662,6.664,6.666,6.669,6.671,6.674,6.677,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed storage capacity (MW)
GOSFORTH 33/11KV,0.01,0.016,0.024,0.033,0.036,0.089,0.094,0.162,0.212,0.27,0.277,0.285,0.293,0.3,0.31,0.32,0.331,0.342,0.355,0.369,0.384,0.4,0.416,0.434,0.451,0.47,0.49,0.51,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed storage capacity (MW)
GRANGETOWN,0.031,0.04,0.057,0.075,0.086,0.176,0.19,0.308,0.396,0.5,0.52,0.543,0.566,0.59,0.618,0.647,0.68,0.715,0.754,0.796,0.84,0.886,0.935,0.987,1.04,1.096,1.154,1.215,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed storage capacity (MW)
GREATHAM,0.003,0.007,0.011,0.016,0.017,0.051,0.053,0.097,0.129,0.167,0.168,0.17,0.173,0.175,0.177,0.18,0.183,0.187,0.19,0.194,0.198,0.203,0.207,0.212,0.217,0.222,0.228,0.233,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed storage capacity (MW)
GUISBOROUGH T1 T2,0.042,0.057,0.083,0.11,0.124,0.271,0.29,0.481,0.622,0.789,0.816,0.846,0.878,0.91,0.947,0.986,1.031,1.078,1.131,1.186,1.246,1.308,1.374,1.444,1.515,1.59,1.669,1.751,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed storage capacity (MW)
GUISBOROUGH T3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed storage capacity (MW)
HARLOW GREEN,0.282,0.289,0.304,0.319,0.33,0.398,0.413,0.501,0.569,0.648,0.669,0.692,0.717,0.741,0.77,0.8,0.835,0.871,0.911,0.954,1,1.048,1.099,1.153,1.208,1.266,1.326,1.389,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed storage capacity (MW)
HARMIRE BRIDGE,0.02,0.039,0.062,0.086,0.093,0.263,0.272,0.493,0.651,0.839,0.851,0.865,0.881,0.895,0.913,0.932,0.953,0.975,1,1.026,1.054,1.083,1.115,1.147,1.181,1.216,1.253,1.292,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed storage capacity (MW)
HARRATON,0.02,0.031,0.046,0.063,0.07,0.172,0.18,0.313,0.409,0.523,0.536,0.55,0.565,0.58,0.597,0.616,0.637,0.659,0.683,0.71,0.738,0.767,0.798,0.83,0.864,0.899,0.936,0.974,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed storage capacity (MW)
HARROGATE 132/11KV,0.053,0.076,0.113,0.151,0.169,0.39,0.413,0.7,0.91,1.159,1.192,1.231,1.272,1.311,1.359,1.409,1.465,1.525,1.591,1.662,1.738,1.817,1.9,1.988,2.079,2.174,2.274,2.378,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed storage capacity (MW)
HARROGATE WEST,0.013,0.02,0.031,0.042,0.046,0.114,0.12,0.208,0.273,0.348,0.357,0.366,0.376,0.386,0.398,0.41,0.424,0.438,0.455,0.472,0.491,0.51,0.531,0.552,0.574,0.598,0.622,0.648,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed storage capacity (MW)
HARTMOOR 66/20KV,0.04,0.054,0.079,0.104,0.118,0.256,0.274,0.453,0.585,0.742,0.768,0.797,0.827,0.857,0.893,0.931,0.973,1.019,1.069,1.122,1.179,1.239,1.302,1.369,1.437,1.509,1.584,1.662,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed storage capacity (MW)
HAWTHORN PIT,0.044,0.057,0.082,0.107,0.122,0.252,0.272,0.44,0.565,0.714,0.742,0.774,0.808,0.841,0.881,0.922,0.969,1.019,1.075,1.133,1.197,1.262,1.332,1.406,1.481,1.561,1.643,1.73,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed storage capacity (MW)
HAXBY ROAD T2 T3,0.028,0.035,0.049,0.063,0.073,0.143,0.156,0.247,0.316,0.397,0.415,0.435,0.456,0.477,0.501,0.528,0.557,0.588,0.623,0.66,0.699,0.741,0.784,0.83,0.878,0.928,0.979,1.034,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed storage capacity (MW)
HEBBURN,0.005,0.009,0.014,0.018,0.02,0.051,0.054,0.094,0.123,0.158,0.161,0.165,0.169,0.173,0.178,0.184,0.189,0.196,0.202,0.21,0.218,0.226,0.234,0.244,0.253,0.263,0.273,0.284,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed storage capacity (MW)
HEBBURN WEST,0.002,0.003,0.004,0.005,0.006,0.014,0.015,0.025,0.032,0.041,0.042,0.043,0.045,0.046,0.048,0.05,0.052,0.054,0.056,0.058,0.061,0.064,0.067,0.07,0.073,0.076,0.079,0.083,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed storage capacity (MW)
HEDWORTH,0.02,0.024,0.033,0.042,0.049,0.09,0.099,0.153,0.194,0.243,0.255,0.269,0.284,0.299,0.317,0.335,0.356,0.379,0.403,0.43,0.458,0.487,0.518,0.551,0.584,0.62,0.657,0.695,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed storage capacity (MW)
HEIGHINGTON,0,0.002,0.003,0.005,0.005,0.019,0.019,0.037,0.049,0.064,0.064,0.064,0.064,0.065,0.065,0.065,0.065,0.065,0.065,0.065,0.065,0.065,0.066,0.066,0.066,0.066,0.066,0.066,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed storage capacity (MW)
HEXHAM,0.021,0.031,0.047,0.063,0.07,0.167,0.176,0.302,0.393,0.502,0.515,0.53,0.546,0.562,0.581,0.6,0.623,0.646,0.673,0.701,0.731,0.762,0.795,0.83,0.866,0.903,0.943,0.984,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed storage capacity (MW)
HIGH BARMSTON,0.02,0.03,0.044,0.058,0.065,0.151,0.16,0.272,0.354,0.451,0.464,0.478,0.494,0.509,0.528,0.547,0.568,0.591,0.617,0.644,0.673,0.704,0.736,0.77,0.804,0.841,0.879,0.919,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed storage capacity (MW)
HIGH FLATTS,0.033,0.042,0.059,0.077,0.089,0.177,0.192,0.307,0.393,0.496,0.517,0.541,0.566,0.591,0.62,0.652,0.687,0.724,0.766,0.81,0.857,0.907,0.959,1.014,1.07,1.13,1.192,1.257,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed storage capacity (MW)
HOUGHTON,0.028,0.037,0.053,0.069,0.079,0.162,0.175,0.284,0.365,0.461,0.479,0.5,0.522,0.543,0.568,0.595,0.626,0.658,0.694,0.731,0.772,0.815,0.859,0.907,0.955,1.007,1.06,1.116,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed storage capacity (MW)
HOWDON,0.008,0.01,0.015,0.02,0.023,0.049,0.052,0.087,0.112,0.142,0.147,0.152,0.158,0.164,0.171,0.178,0.187,0.195,0.205,0.215,0.226,0.238,0.25,0.263,0.276,0.29,0.305,0.32,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed storage capacity (MW)
