Primary,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area,Voltage level,Scenario name,Output parameter
ACKLAM,404.0,440.0,461.0,542.0,632.0,729.0,831.0,936.0,1045.0,1156.0,1266.0,1376.0,1433.0,1485.0,1545.0,1604.0,1658.0,1717.0,1777.0,1837.0,1898.0,1958.0,2019.0,2079.0,2140.0,2200.0,2261.0,2314.0,2343.0,NPgN,Primary,NG FES - Falling Short (EE CF),Number of heat pumps (total)
AMBERTON ROAD,296.0,330.0,349.0,415.0,487.0,565.0,647.0,732.0,819.0,907.0,995.0,1082.0,1126.0,1161.0,1201.0,1239.0,1275.0,1311.0,1349.0,1386.0,1424.0,1461.0,1499.0,1536.0,1573.0,1610.0,1648.0,1682.0,1703.0,NPgN,Primary,NG FES - Falling Short (EE CF),Number of heat pumps (total)
ANNFIELD 66/20KV,187.0,229.0,248.0,317.0,392.0,472.0,555.0,642.0,731.0,820.0,911.0,1000.0,1051.0,1099.0,1147.0,1194.0,1234.0,1281.0,1327.0,1374.0,1421.0,1468.0,1515.0,1562.0,1610.0,1657.0,1705.0,1748.0,1775.0,NPgN,Primary,NG FES - Falling Short (EE CF),Number of heat pumps (total)
ASHINGTON,248.0,278.0,300.0,378.0,461.0,552.0,645.0,741.0,841.0,941.0,1041.0,1139.0,1189.0,1222.0,1257.0,1290.0,1321.0,1353.0,1385.0,1419.0,1452.0,1485.0,1519.0,1552.0,1585.0,1618.0,1651.0,1683.0,1708.0,NPgN,Primary,NG FES - Falling Short (EE CF),Number of heat pumps (total)
AYCLIFFE FORREST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NPgN,Primary,NG FES - Falling Short (EE CF),Number of heat pumps (total)
AYCLIFFE INDUSTRIAL,96.0,111.0,120.0,151.0,184.0,220.0,257.0,296.0,335.0,375.0,415.0,455.0,475.0,494.0,517.0,539.0,560.0,582.0,604.0,626.0,649.0,671.0,693.0,716.0,738.0,760.0,783.0,802.0,813.0,NPgN,Primary,NG FES - Falling Short (EE CF),Number of heat pumps (total)
BARDEN FRIAR,3.0,4.0,4.0,5.0,5.0,6.0,6.0,7.0,8.0,8.0,9.0,10.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,16.0,17.0,18.0,18.0,19.0,20.0,20.0,21.0,22.0,22.0,NPgN,Primary,NG FES - Falling Short (EE CF),Number of heat pumps (total)
BEDALE,138.0,151.0,158.0,179.0,202.0,229.0,257.0,286.0,316.0,346.0,376.0,406.0,425.0,450.0,475.0,501.0,524.0,548.0,571.0,595.0,619.0,643.0,666.0,690.0,714.0,738.0,762.0,783.0,792.0,NPgN,Primary,NG FES - Falling Short (EE CF),Number of heat pumps (total)
BELMONT,202.0,229.0,243.0,289.0,339.0,395.0,453.0,513.0,575.0,638.0,701.0,763.0,802.0,848.0,896.0,943.0,985.0,1031.0,1077.0,1124.0,1170.0,1216.0,1262.0,1309.0,1355.0,1402.0,1448.0,1488.0,1506.0,NPgN,Primary,NG FES - Falling Short (EE CF),Number of heat pumps (total)
BENSHAM,129.0,150.0,159.0,192.0,229.0,268.0,309.0,352.0,396.0,440.0,484.0,528.0,555.0,583.0,612.0,640.0,665.0,693.0,721.0,749.0,777.0,805.0,833.0,861.0,889.0,917.0,945.0,970.0,983.0,NPgN,Primary,NG FES - Falling Short (EE CF),Number of heat pumps (total)
BENTON SQUARE,129.0,151.0,167.0,222.0,280.0,343.0,408.0,474.0,543.0,612.0,681.0,749.0,784.0,807.0,830.0,853.0,874.0,896.0,918.0,941.0,964.0,987.0,1009.0,1032.0,1055.0,1078.0,1100.0,1122.0,1139.0,NPgN,Primary,NG FES - Falling Short (EE CF),Number of heat pumps (total)
BENWELL,144.0,181.0,206.0,294.0,388.0,487.0,590.0,695.0,803.0,912.0,1022.0,1129.0,1184.0,1219.0,1254.0,1288.0,1318.0,1351.0,1384.0,1418.0,1453.0,1487.0,1521.0,1555.0,1589.0,1623.0,1657.0,1689.0,1716.0,NPgN,Primary,NG FES - Falling Short (EE CF),Number of heat pumps (total)
BILLINGHAM MARSH HOUSE,105.0,143.0,161.0,232.0,306.0,385.0,465.0,549.0,635.0,722.0,809.0,894.0,939.0,973.0,1006.0,1037.0,1066.0,1097.0,1129.0,1162.0,1195.0,1227.0,1260.0,1292.0,1325.0,1357.0,1390.0,1420.0,1442.0,NPgN,Primary,NG FES - Falling Short (EE CF),Number of heat pumps (total)
BILLY MILL,73.0,96.0,110.0,159.0,211.0,267.0,324.0,382.0,443.0,504.0,564.0,624.0,656.0,678.0,701.0,722.0,742.0,762.0,783.0,805.0,827.0,848.0,870.0,891.0,913.0,934.0,956.0,976.0,991.0,NPgN,Primary,NG FES - Falling Short (EE CF),Number of heat pumps (total)
BIRTLEY GROVE 66/11KV,143.0,186.0,198.0,240.0,286.0,336.0,387.0,441.0,496.0,552.0,608.0,663.0,690.0,707.0,723.0,738.0,752.0,767.0,783.0,799.0,815.0,831.0,847.0,863.0,879.0,896.0,912.0,928.0,942.0,NPgN,Primary,NG FES - Falling Short (EE CF),Number of heat pumps (total)
BIRTLEY GROVE 66/20KV,102.0,143.0,150.0,176.0,205.0,236.0,269.0,303.0,338.0,374.0,410.0,445.0,483.0,574.0,664.0,753.0,840.0,929.0,1018.0,1107.0,1197.0,1286.0,1375.0,1464.0,1553.0,1642.0,1731.0,1800.0,1809.0,NPgN,Primary,NG FES - Falling Short (EE CF),Number of heat pumps (total)
BLAYDON BURN,47.0,72.0,92.0,160.0,231.0,305.0,382.0,461.0,542.0,623.0,704.0,783.0,823.0,846.0,868.0,889.0,908.0,928.0,948.0,968.0,989.0,1009.0,1030.0,1050.0,1071.0,1091.0,1111.0,1132.0,1150.0,NPgN,Primary,NG FES - Falling Short (EE CF),Number of heat pumps (total)
BLUCHER 33/11KV,111.0,152.0,182.0,295.0,412.0,536.0,663.0,794.0,928.0,1064.0,1200.0,1333.0,1398.0,1435.0,1471.0,1504.0,1535.0,1568.0,1603.0,1639.0,1675.0,1710.0,1746.0,1782.0,1817.0,1853.0,1889.0,1924.0,1956.0,NPgN,Primary,NG FES - Falling Short (EE CF),Number of heat pumps (total)
BOLDON DOWNHILL,57.0,79.0,93.0,142.0,193.0,247.0,303.0,361.0,420.0,479.0,539.0,598.0,629.0,657.0,685.0,712.0,737.0,763.0,790.0,817.0,845.0,872.0,900.0,927.0,954.0,982.0,1009.0,1034.0,1048.0,NPgN,Primary,NG FES - Falling Short (EE CF),Number of heat pumps (total)
BOROUGHBRIDGE/ROECLIFFE INDUSTRIAL,32.0,39.0,41.0,47.0,54.0,61.0,70.0,78.0,87.0,95.0,104.0,113.0,119.0,128.0,136.0,144.0,151.0,159.0,166.0,174.0,182.0,190.0,197.0,205.0,213.0,221.0,229.0,236.0,239.0,NPgN,Primary,NG FES - Falling Short (EE CF),Number of heat pumps (total)
BOWESFIELD 33/11KV,129.0,148.0,164.0,211.0,262.0,317.0,375.0,434.0,495.0,556.0,617.0,678.0,711.0,737.0,763.0,790.0,813.0,837.0,861.0,885.0,910.0,934.0,958.0,982.0,1006.0,1031.0,1055.0,1078.0,1095.0,NPgN,Primary,NG FES - Falling Short (EE CF),Number of heat pumps (total)
BOWESFIELD 66/11KV,34.0,43.0,51.0,73.0,96.0,121.0,148.0,175.0,202.0,230.0,258.0,285.0,299.0,310.0,319.0,329.0,338.0,347.0,355.0,364.0,373.0,382.0,391.0,400.0,408.0,418.0,427.0,436.0,443.0,NPgN,Primary,NG FES - Falling Short (EE CF),Number of heat pumps (total)
BRANCEPETH,189.0,241.0,266.0,351.0,444.0,543.0,646.0,753.0,863.0,973.0,1085.0,1195.0,1263.0,1334.0,1407.0,1477.0,1538.0,1609.0,1680.0,1751.0,1823.0,1894.0,1965.0,2037.0,2109.0,2182.0,2254.0,2318.0,2353.0,NPgN,Primary,NG FES - Falling Short (EE CF),Number of heat pumps (total)
BREAMISH STREET,116.0,126.0,131.0,144.0,160.0,178.0,197.0,216.0,236.0,257.0,277.0,297.0,309.0,319.0,330.0,341.0,351.0,361.0,370.0,380.0,390.0,399.0,409.0,418.0,428.0,438.0,447.0,456.0,461.0,NPgN,Primary,NG FES - Falling Short (EE CF),Number of heat pumps (total)
BRENDA TRADING,476.0,502.0,522.0,595.0,677.0,767.0,861.0,959.0,1060.0,1163.0,1266.0,1367.0,1418.0,1457.0,1499.0,1541.0,1579.0,1620.0,1662.0,1704.0,1746.0,1787.0,1829.0,1871.0,1913.0,1954.0,1997.0,2035.0,2061.0,NPgN,Primary,NG FES - Falling Short (EE CF),Number of heat pumps (total)
CAMPLESHON ROAD,238.0,296.0,313.0,373.0,439.0,511.0,586.0,664.0,744.0,825.0,906.0,986.0,1028.0,1066.0,1108.0,1151.0,1188.0,1230.0,1272.0,1314.0,1357.0,1399.0,1441.0,1483.0,1526.0,1568.0,1610.0,1648.0,1670.0,NPgN,Primary,NG FES - Falling Short (EE CF),Number of heat pumps (total)
CARLEY HILL,116.0,152.0,167.0,218.0,272.0,330.0,390.0,453.0,517.0,581.0,645.0,709.0,753.0,823.0,891.0,959.0,1024.0,1090.0,1156.0,1223.0,1290.0,1356.0,1423.0,1489.0,1555.0,1622.0,1688.0,1742.0,1758.0,NPgN,Primary,NG FES - Falling Short (EE CF),Number of heat pumps (total)
CARLIN HOW T3 T4,84.0,123.0,141.0,205.0,272.0,343.0,417.0,493.0,571.0,650.0,728.0,805.0,846.0,876.0,906.0,934.0,960.0,987.0,1014.0,1042.0,1071.0,1098.0,1126.0,1154.0,1182.0,1210.0,1238.0,1264.0,1284.0,NPgN,Primary,NG FES - Falling Short (EE CF),Number of heat pumps (total)
CARR HILL,133.0,168.0,191.0,275.0,362.0,456.0,552.0,651.0,753.0,855.0,958.0,1059.0,1113.0,1155.0,1198.0,1239.0,1277.0,1317.0,1358.0,1399.0,1441.0,1483.0,1525.0,1566.0,1608.0,1650.0,1692.0,1730.0,1755.0,NPgN,Primary,NG FES - Falling Short (EE CF),Number of heat pumps (total)
CATTERICK CAMP,141.0,163.0,177.0,223.0,272.0,326.0,382.0,440.0,499.0,558.0,618.0,677.0,711.0,745.0,779.0,814.0,845.0,877.0,909.0,942.0,975.0,1007.0,1039.0,1072.0,1104.0,1137.0,1170.0,1200.0,1216.0,NPgN,Primary,NG FES - Falling Short (EE CF),Number of heat pumps (total)
CLOSE,69.0,80.0,86.0,97.0,110.0,125.0,141.0,157.0,174.0,189.0,205.0,221.0,232.0,245.0,258.0,272.0,283.0,294.0,303.0,313.0,322.0,332.0,341.0,350.0,359.0,368.0,377.0,386.0,389.0,NPgN,Primary,NG FES - Falling Short (EE CF),Number of heat pumps (total)
CONEYTHORPE,79.0,98.0,104.0,122.0,142.0,164.0,187.0,211.0,236.0,261.0,286.0,310.0,324.0,334.0,344.0,355.0,363.0,372.0,381.0,390.0,399.0,408.0,417.0,426.0,435.0,444.0,453.0,462.0,469.0,NPgN,Primary,NG FES - Falling Short (EE CF),Number of heat pumps (total)
CONSETT,267.0,315.0,336.0,407.0,486.0,572.0,661.0,755.0,851.0,948.0,1046.0,1144.0,1218.0,1330.0,1443.0,1553.0,1651.0,1762.0,1873.0,1984.0,2095.0,2205.0,2316.0,2427.0,2538.0,2650.0,2762.0,2854.0,2888.0,NPgN,Primary,NG FES - Falling Short (EE CF),Number of heat pumps (total)
CORPORATION STREET,76.0,86.0,90.0,102.0,116.0,132.0,148.0,165.0,183.0,201.0,218.0,236.0,246.0,256.0,267.0,278.0,288.0,298.0,309.0,319.0,330.0,340.0,350.0,360.0,371.0,381.0,391.0,401.0,405.0,NPgN,Primary,NG FES - Falling Short (EE CF),Number of heat pumps (total)
