Primary,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area,Voltage level,Scenario name,Output parameter
ACKLAM,17.5,17.511,17.659,17.848,18.139,18.464,18.822,19.209,19.667,20.111,20.521,20.906,21.28,21.922,22.524,23.144,23.8,24.493,25.229,25.98,26.796,27.699,28.722,29.882,31.169,32.544,34.007,35.565,37.107,NPgN,Primary,NG FES - System Transformation (EE CF),Total peak demand (MW)
AMBERTON ROAD,23.515,23.538,28.277,29.012,30.772,31.332,31.95,32.602,33.343,34.044,34.704,35.333,35.943,36.77,38.155,39.535,40.874,42.194,43.499,44.771,46.061,47.388,48.795,50.304,51.896,53.594,55.351,57.185,59.019,NPgN,Primary,NG FES - System Transformation (EE CF),Total peak demand (MW)
ANNFIELD 66/20KV,19.909,19.967,20.218,20.504,20.893,21.303,21.753,22.232,22.762,23.297,23.802,24.29,24.764,25.529,26.375,27.122,27.861,28.611,29.382,30.144,30.944,31.798,32.737,33.778,34.91,36.113,37.381,38.725,40.055,NPgN,Primary,NG FES - System Transformation (EE CF),Total peak demand (MW)
ASHINGTON,17.915,17.879,18.012,18.206,18.502,18.829,19.189,19.567,19.978,20.386,20.761,21.114,21.448,22.089,22.906,23.594,24.277,24.978,25.696,26.416,27.183,28.018,28.953,30.009,31.172,32.415,33.736,35.142,36.533,NPgN,Primary,NG FES - System Transformation (EE CF),Total peak demand (MW)
AYCLIFFE FORREST,0.123,0.121,3.625,3.624,3.624,3.623,3.622,3.622,3.621,3.621,3.62,3.62,3.62,3.62,3.62,3.62,3.62,3.62,3.62,3.62,3.62,3.62,3.62,3.62,3.62,3.62,3.62,3.62,3.62,NPgN,Primary,NG FES - System Transformation (EE CF),Total peak demand (MW)
AYCLIFFE INDUSTRIAL,17.085,17.046,17.08,17.123,17.2,17.288,17.398,17.527,17.684,17.85,18.015,18.182,18.354,18.64,18.997,19.329,19.666,20.009,20.362,20.712,21.074,21.454,21.865,22.31,22.789,23.295,23.823,24.378,24.929,NPgN,Primary,NG FES - System Transformation (EE CF),Total peak demand (MW)
BARDEN FRIAR,0.94,0.955,0.984,1.017,1.057,1.095,1.135,1.177,1.221,1.266,1.309,1.351,1.391,1.443,1.508,1.562,1.611,1.657,1.701,1.742,1.783,1.824,1.867,1.912,1.958,2.006,2.055,2.106,2.155,NPgN,Primary,NG FES - System Transformation (EE CF),Total peak demand (MW)
BEDALE,17.278,17.366,17.796,17.969,18.182,18.417,18.681,18.972,19.31,19.656,20.009,20.374,20.755,21.21,21.778,22.356,22.931,23.507,24.079,24.637,25.198,25.766,26.354,26.968,27.607,28.275,28.962,29.674,30.386,NPgN,Primary,NG FES - System Transformation (EE CF),Total peak demand (MW)
BELMONT,22.489,22.476,23.719,23.815,23.95,24.09,24.258,24.451,24.697,24.946,25.192,25.442,25.705,26.099,26.571,27.059,27.56,28.078,28.612,29.148,29.706,30.296,30.934,31.625,32.368,33.156,33.978,34.841,35.701,NPgN,Primary,NG FES - System Transformation (EE CF),Total peak demand (MW)
BENSHAM,18.073,18.067,18.268,18.524,18.877,19.221,19.603,20.017,20.479,20.95,21.397,21.825,22.238,22.835,23.473,24.01,24.528,25.04,25.554,26.047,26.553,27.085,27.666,28.308,29.003,29.739,30.519,31.348,32.163,NPgN,Primary,NG FES - System Transformation (EE CF),Total peak demand (MW)
