Primary,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area,Voltage level,Scenario name,Output parameter
ACKLAM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Electric Engagement,Total installed non-renewable generation capacity (MW)
AMBERTON ROAD,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.29,1.876,1.541,1.277,1.02,0.717,0.404,0.085,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Electric Engagement,Total installed non-renewable generation capacity (MW)
ANNFIELD 66/20KV,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.359,0.294,0.242,0.2,0.16,0.112,0.063,0.013,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Electric Engagement,Total installed non-renewable generation capacity (MW)
ASHINGTON,2.96,2.96,2.96,2.96,2.96,2.96,2.96,2.96,2.96,2.96,2.939,2.918,2.732,2.447,2.198,1.985,1.793,1.58,1.349,1.097,1,0.95,0.911,0.83,0.72,0.579,0.491,0.438,NPgN,Primary,NG FES - Electric Engagement,Total installed non-renewable generation capacity (MW)
AYCLIFFE FORREST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Electric Engagement,Total installed non-renewable generation capacity (MW)
AYCLIFFE INDUSTRIAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Electric Engagement,Total installed non-renewable generation capacity (MW)
BARDEN FRIAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Electric Engagement,Total installed non-renewable generation capacity (MW)
BEDALE,5.425,5.425,5.425,5.425,5.425,5.425,5.425,5.425,5.425,5.379,5.043,4.645,4.233,3.822,3.436,3.046,2.74,2.479,2.216,1.988,1.746,1.482,1.262,0.916,0.794,0.636,0.535,0.476,NPgN,Primary,NG FES - Electric Engagement,Total installed non-renewable generation capacity (MW)
BELMONT,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.126,0.103,0.085,0.07,0.056,0.039,0.022,0.005,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Electric Engagement,Total installed non-renewable generation capacity (MW)
BENSHAM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Electric Engagement,Total installed non-renewable generation capacity (MW)
BENTON SQUARE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Electric Engagement,Total installed non-renewable generation capacity (MW)
