Primary,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area,Voltage level,Scenario name,Output parameter
ACKLAM,2.1,2.308,2.362,2.405,2.45,2.502,2.575,2.653,2.748,2.87,2.948,3.07,3.184,3.267,3.381,3.497,3.631,3.771,3.937,4.125,4.34,4.545,4.779,5.027,5.231,5.491,5.739,6.018,NPgN,Primary,NG FES - Counterfactual,Total installed generation capacity (MW)
AMBERTON ROAD,4.44,4.655,4.754,4.852,4.956,5.073,5.215,5.372,5.511,5.68,5.813,5.984,6.156,6.329,6.511,6.713,6.93,7.166,7.425,7.717,8.018,8.334,8.65,8.98,9.323,9.656,10.006,10.355,NPgN,Primary,NG FES - Counterfactual,Total installed generation capacity (MW)
ANNFIELD 66/20KV,15.904,16.17,16.267,16.349,16.436,16.534,16.659,16.795,16.928,17.094,17.215,17.381,17.545,17.694,17.863,18.046,18.247,18.463,18.706,18.98,19.274,19.572,19.884,20.212,20.526,20.861,21.201,21.556,NPgN,Primary,NG FES - Counterfactual,Total installed generation capacity (MW)
ASHINGTON,10.316,10.681,10.801,10.898,11.001,11.119,11.272,11.439,11.615,11.836,11.99,12.212,12.426,12.607,12.826,13.058,13.317,13.592,13.907,14.264,14.656,15.044,15.463,15.906,16.26,16.669,17.065,17.476,NPgN,Primary,NG FES - Counterfactual,Total installed generation capacity (MW)
AYCLIFFE FORREST,0,0,0,0,0,0,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.002,0.002,0.002,0.003,0.003,0.003,0.003,0.003,NPgN,Primary,NG FES - Counterfactual,Total installed generation capacity (MW)
AYCLIFFE INDUSTRIAL,1.254,1.358,1.393,1.423,1.455,1.491,1.537,1.588,1.639,1.703,1.749,1.814,1.876,1.931,1.996,2.065,2.141,2.223,2.316,2.421,2.535,2.649,2.77,2.898,3.017,3.148,3.28,3.42,NPgN,Primary,NG FES - Counterfactual,Total installed generation capacity (MW)
BARDEN FRIAR,0.07,0.085,0.095,0.107,0.12,0.133,0.15,0.167,0.181,0.197,0.211,0.227,0.244,0.264,0.282,0.304,0.326,0.351,0.377,0.406,0.435,0.466,0.495,0.525,0.561,0.59,0.623,0.653,NPgN,Primary,NG FES - Counterfactual,Total installed generation capacity (MW)
BEDALE,8.501,8.761,8.877,8.973,9.075,9.188,9.326,9.476,9.605,9.76,9.885,10.042,10.203,10.37,10.54,10.732,10.935,11.158,11.4,11.672,11.949,12.243,12.532,12.832,13.104,13.298,13.372,13.244,NPgN,Primary,NG FES - Counterfactual,Total installed generation capacity (MW)
BELMONT,1.754,1.933,2.011,2.087,2.168,2.258,2.371,2.493,2.605,2.742,2.847,2.985,3.123,3.259,3.404,3.564,3.737,3.924,4.131,4.365,4.608,4.861,5.117,5.385,5.657,5.929,6.211,6.497,NPgN,Primary,NG FES - Counterfactual,Total installed generation capacity (MW)
BENSHAM,0.551,0.675,0.718,0.756,0.797,0.843,0.902,0.967,1.033,1.117,1.175,1.259,1.34,1.41,1.494,1.583,1.681,1.786,1.906,2.042,2.189,2.336,2.493,2.659,2.812,2.983,3.153,3.334,NPgN,Primary,NG FES - Counterfactual,Total installed generation capacity (MW)
BENTON SQUARE,2.044,2.22,2.272,2.312,2.354,2.403,2.468,2.539,2.618,2.719,2.787,2.888,2.984,3.06,3.157,3.259,3.373,3.494,3.635,3.795,3.974,4.148,4.341,4.545,4.721,4.933,5.14,5.366,NPgN,Primary,NG FES - Counterfactual,Total installed generation capacity (MW)
