Primary,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area,Voltage level,Scenario name,Output parameter
ACKLAM,45910.3,46060.444,46230.562,46427.013,46649.896,46880.287,47129.073,47407.264,47728.145,47955.506,48086.014,48216.662,48348.235,48481.006,48612.851,48681.282,48749.525,48817.76,48886.212,48955.44,48962.858,48971.102,48980.203,48990.174,49001.025,48995.588,48991.026,48987.753,NPgN,Primary,NG FES - Hydrogen Evolution,Domestic (MWh)
AMBERTON ROAD,48644.682,48875.345,49124.711,49399.245,49699.945,49841.447,50001.516,50190.76,50422.576,50559.999,50601.122,50642.423,50685.484,50730.778,50774.207,50817.687,50860.732,50903.696,50946.739,50990.516,50990.879,50992.009,50993.979,50996.799,51000.488,51345.632,51691.637,52038.897,NPgN,Primary,NG FES - Hydrogen Evolution,Domestic (MWh)
ANNFIELD 66/20KV,35850.525,35831.438,35830.259,35852.249,35896.884,35922.953,35963.934,36028.917,36128.409,36150.303,36153.007,36155.582,36158.209,36160.957,36163.292,36158.15,36152.806,36147.308,36141.876,36136.899,36244.274,36352.112,36460.41,36569.181,36678.425,36788.142,36898.337,37009.357,NPgN,Primary,NG FES - Hydrogen Evolution,Domestic (MWh)
ASHINGTON,40452.985,40548.621,40663.588,40803.936,40969.338,41119.058,41285.722,41479.775,41713.44,41859.08,42001.628,42144.038,42286.601,42429.439,42571.696,42756.804,42941.622,43126.216,43310.825,43495.923,43772.795,44050.178,44328.078,44606.513,44885.491,45165.022,45445.105,45726.166,NPgN,Primary,NG FES - Hydrogen Evolution,Domestic (MWh)
AYCLIFFE FORREST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Hydrogen Evolution,Domestic (MWh)
AYCLIFFE INDUSTRIAL,16773.012,16766.55,16768.253,16780.515,16803.091,16815.344,16834.41,16864.426,16910.163,16920.72,16922.201,16923.668,16925.187,16926.784,16928.261,16926.109,16923.918,16921.705,16919.574,16917.699,16971.299,17025.156,17079.268,17133.642,17188.28,17243.19,17298.367,17353.971,NPgN,Primary,NG FES - Hydrogen Evolution,Domestic (MWh)
BARDEN FRIAR,1104.188,1101.95,1100.249,1099.238,1098.905,1098.741,1099.015,1099.995,1101.999,1101.641,1103.596,1105.536,1107.479,1109.432,1111.349,1113.25,1115.129,1116.987,1118.83,1120.67,1122.513,1124.353,1126.19,1128.024,1129.853,1131.679,1133.499,1135.322,NPgN,Primary,NG FES - Hydrogen Evolution,Domestic (MWh)
BEDALE,17981.772,18077.991,18182.248,18297.338,18423.652,18472.607,18529.3,18598.327,18685.476,18731.103,18741.021,18750.673,18760.713,18771.314,18780.782,18980.839,19180.469,19379.787,19578.833,19777.884,19976.161,20174.448,20372.777,20571.145,20769.56,20975.128,21180.72,21386.516,NPgN,Primary,NG FES - Hydrogen Evolution,Domestic (MWh)
BELMONT,34946.489,35021.84,35111.39,35220.101,35348.615,35407.81,35480.721,35575.318,35701.537,35756.648,35777.471,35798.268,35820.056,35843.124,35864.846,35872.913,35880.572,35888.053,35895.5,35903.382,36118.682,36334.466,36550.774,36767.613,36984.997,37202.97,37421.475,37640.821,NPgN,Primary,NG FES - Hydrogen Evolution,Domestic (MWh)
BENSHAM,29739.511,30043.457,30356.214,30679.414,31015.136,31166.107,31327.04,31501.858,31697.982,31846.931,31889.492,31932.301,31979.41,32032.085,32080.128,32098.883,32116.278,32133.211,32149.491,32165.868,32482.729,32800.065,33118.053,33436.641,33755.862,34075.92,34396.465,34717.575,NPgN,Primary,NG FES - Hydrogen Evolution,Domestic (MWh)
BENTON SQUARE,43001.634,43406.89,43829.301,44275.297,44745.728,45179.859,45631.938,46112.85,46636.173,47067.592,47151.916,47236.241,47321.697,47408.616,47494.039,48129.125,48763.761,49398.154,50032.452,50667.269,51304.326,51941.954,52580.22,53219.144,53858.753,54499.119,55140.173,55782.389,NPgN,Primary,NG FES - Hydrogen Evolution,Domestic (MWh)
