Primary,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area,Voltage level,Scenario name,Output parameter
BOWESFIELD 33/11KV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NPg Planning Scenario,Total installed non-renewable generation capacity (MW)
BOWESFIELD 66/11KV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NPg Planning Scenario,Total installed non-renewable generation capacity (MW)
BRANCEPETH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NPg Planning Scenario,Total installed non-renewable generation capacity (MW)
BREAMISH STREET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NPg Planning Scenario,Total installed non-renewable generation capacity (MW)
BRENDA TRADING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NPg Planning Scenario,Total installed non-renewable generation capacity (MW)
CAMPLESHON ROAD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NPg Planning Scenario,Total installed non-renewable generation capacity (MW)
CARLEY HILL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NPg Planning Scenario,Total installed non-renewable generation capacity (MW)
CARLIN HOW T3 T4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NPg Planning Scenario,Total installed non-renewable generation capacity (MW)
CARR HILL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NPg Planning Scenario,Total installed non-renewable generation capacity (MW)
CATTERICK CAMP,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.08,0.065,0.044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NPg Planning Scenario,Total installed non-renewable generation capacity (MW)
CLOSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NPg Planning Scenario,Total installed non-renewable generation capacity (MW)
CONEYTHORPE,5.035,5.035,5.035,5.035,5.035,5.035,5.035,5.035,5.035,5.035,5.035,5.035,5.035,5.035,5.035,5.035,5.035,5.035,5.035,5.035,5.035,5.016,4.66,4.274,3.965,3.625,3.484,3.384,3.31,3.162,NPgN,Primary,NPg Planning Scenario,Total installed non-renewable generation capacity (MW)
CONSETT,0.177,0.177,0.177,0.177,0.177,0.177,0.177,0.177,0.177,0.177,0.177,0.167,0.151,0.097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NPg Planning Scenario,Total installed non-renewable generation capacity (MW)
CORPORATION STREET,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.01,0.875,0.569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NPg Planning Scenario,Total installed non-renewable generation capacity (MW)
COWTON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NPg Planning Scenario,Total installed non-renewable generation capacity (MW)
CRAMLINGTON T1 T3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NPg Planning Scenario,Total installed non-renewable generation capacity (MW)
CRAMLINGTON T2 T4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NPg Planning Scenario,Total installed non-renewable generation capacity (MW)
DARLEY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NPg Planning Scenario,Total installed non-renewable generation capacity (MW)
DARLINGTON 132/6KV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NPg Planning Scenario,Total installed non-renewable generation capacity (MW)
DARLINGTON 33/11KV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NPg Planning Scenario,Total installed non-renewable generation capacity (MW)
DARLINGTON CENTRAL 33/11KV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NPg Planning Scenario,Total installed non-renewable generation capacity (MW)
DARLINGTON EAST,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.45,1.519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NPg Planning Scenario,Total installed non-renewable generation capacity (MW)
DARLINGTON WEST,3.45,3.45,3.45,3.45,3.45,3.45,3.45,3.45,3.45,3.45,3.45,3.168,2.745,1.787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NPg Planning Scenario,Total installed non-renewable generation capacity (MW)
DENWICK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NPg Planning Scenario,Total installed non-renewable generation capacity (MW)
DUNSTON 66/11KV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NPg Planning Scenario,Total installed non-renewable generation capacity (MW)
DUNSTON 66/20KV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NPg Planning Scenario,Total installed non-renewable generation capacity (MW)
DURHAM EAST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NPg Planning Scenario,Total installed non-renewable generation capacity (MW)
EASTFIELD,3.244,3.244,3.244,3.244,3.244,3.244,3.244,3.244,3.244,3.244,3.244,3.244,3.178,1.971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NPg Planning Scenario,Total installed non-renewable generation capacity (MW)
EASTGATE CEMENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NPg Planning Scenario,Total installed non-renewable generation capacity (MW)
EDUCATIONAL PRECINCT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NPg Planning Scenario,Total installed non-renewable generation capacity (MW)
ELVINGTON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NPg Planning Scenario,Total installed non-renewable generation capacity (MW)
FARADAY STREET,4.921,4.921,4.921,4.921,4.921,4.921,4.921,4.921,4.921,4.921,4.921,4.921,4.921,4.921,4.921,4.921,4.921,4.921,4.921,4.921,4.921,4.902,4.555,4.177,3.875,3.543,3.405,3.308,3.235,3.091,NPgN,Primary,NPg Planning Scenario,Total installed non-renewable generation capacity (MW)
FAWDON T1 & SEATON BURN T1,2.218,2.218,2.218,2.218,2.218,2.218,2.218,2.218,2.218,2.218,2.218,2.204,2.183,2.152,2.09,2.09,2.09,2.09,2.09,2.09,2.09,2.082,1.934,1.774,1.646,1.505,1.446,1.405,1.374,1.313,NPgN,Primary,NPg Planning Scenario,Total installed non-renewable generation capacity (MW)
FISHBURN,3.947,3.947,3.947,3.947,3.947,3.947,3.947,3.947,3.947,3.947,3.947,3.931,3.907,3.871,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.785,3.517,3.226,2.992,2.736,2.63,2.554,2.498,2.387,NPgN,Primary,NPg Planning Scenario,Total installed non-renewable generation capacity (MW)
FLATWORTH CENTRAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NPg Planning Scenario,Total installed non-renewable generation capacity (MW)
FOSS ISLANDS,1.161,1.161,1.161,1.161,1.161,1.161,1.161,1.161,1.161,1.161,1.161,1.03,0.843,0.562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NPg Planning Scenario,Total installed non-renewable generation capacity (MW)
FOSSWAY 33/11KV,0.855,0.855,0.855,0.855,0.855,0.855,0.855,0.855,0.855,0.855,0.855,0.855,0.855,0.855,0.855,0.855,0.855,0.855,0.855,0.855,0.855,0.852,0.791,0.726,0.673,0.616,0.592,0.575,0.562,0.537,NPgN,Primary,NPg Planning Scenario,Total installed non-renewable generation capacity (MW)
FOURSTONES 20KV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NPg Planning Scenario,Total installed non-renewable generation capacity (MW)
FYLANDS BRIDGE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NPg Planning Scenario,Total installed non-renewable generation capacity (MW)
GALE LANE,2.85,2.85,2.85,2.85,2.85,2.85,2.85,2.85,2.85,2.85,2.85,2.85,2.792,1.731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NPg Planning Scenario,Total installed non-renewable generation capacity (MW)
GARWOOD STREET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NPg Planning Scenario,Total installed non-renewable generation capacity (MW)
GATESHEAD CENTRAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NPg Planning Scenario,Total installed non-renewable generation capacity (MW)
GATESHEAD EAST,6.555,6.555,6.555,6.555,6.555,6.555,6.555,6.555,6.555,6.555,6.555,6.555,6.422,3.982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NPg Planning Scenario,Total installed non-renewable generation capacity (MW)
GOSFORTH 33/11KV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NPg Planning Scenario,Total installed non-renewable generation capacity (MW)
GRANGETOWN,13.098,13.098,13.098,13.098,13.098,13.098,13.098,13.098,13.098,13.098,13.098,13.098,12.854,8.387,1.097,1.097,1.097,1.097,1.097,1.097,1.097,1.093,1.016,0.931,0.864,0.79,0.759,0.738,0.721,0.689,NPgN,Primary,NPg Planning Scenario,Total installed non-renewable generation capacity (MW)
GREATHAM,11.674,11.674,11.674,11.674,11.674,11.674,11.674,11.674,11.674,11.674,11.674,10.931,9.871,8.28,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.08,4.72,4.329,4.016,3.671,3.529,3.428,3.353,3.203,NPgN,Primary,NPg Planning Scenario,Total installed non-renewable generation capacity (MW)
GUISBOROUGH T1 T2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NPg Planning Scenario,Total installed non-renewable generation capacity (MW)
GUISBOROUGH T3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NPg Planning Scenario,Total installed non-renewable generation capacity (MW)
HARLOW GREEN,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.399,0.327,0.218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NPg Planning Scenario,Total installed non-renewable generation capacity (MW)
HARMIRE BRIDGE,2.176,2.176,2.176,2.176,2.176,2.176,2.176,2.176,2.176,2.176,2.176,2.176,2.132,1.322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NPg Planning Scenario,Total installed non-renewable generation capacity (MW)
HARRATON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NPg Planning Scenario,Total installed non-renewable generation capacity (MW)
HARROGATE 132/11KV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NPg Planning Scenario,Total installed non-renewable generation capacity (MW)
HARROGATE WEST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NPg Planning Scenario,Total installed non-renewable generation capacity (MW)
HARTMOOR 66/20KV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NPg Planning Scenario,Total installed non-renewable generation capacity (MW)
HAWTHORN PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NPg Planning Scenario,Total installed non-renewable generation capacity (MW)
HAXBY ROAD T2 T3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NPg Planning Scenario,Total installed non-renewable generation capacity (MW)
HEBBURN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NPg Planning Scenario,Total installed non-renewable generation capacity (MW)
HEBBURN WEST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NPg Planning Scenario,Total installed non-renewable generation capacity (MW)
HEDWORTH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NPg Planning Scenario,Total installed non-renewable generation capacity (MW)
HEIGHINGTON,2.28,2.28,2.28,2.28,2.28,2.28,2.28,2.28,2.28,2.28,2.28,2.28,2.28,2.28,2.28,2.28,2.28,2.28,2.28,2.28,2.28,2.271,2.11,1.936,1.795,1.641,1.578,1.532,1.499,1.432,NPgN,Primary,NPg Planning Scenario,Total installed non-renewable generation capacity (MW)
HEXHAM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NPg Planning Scenario,Total installed non-renewable generation capacity (MW)
HIGH BARMSTON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NPg Planning Scenario,Total installed non-renewable generation capacity (MW)
HIGH FLATTS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NPg Planning Scenario,Total installed non-renewable generation capacity (MW)
HOUGHTON,6.745,6.745,6.745,6.745,6.745,6.745,6.745,6.745,6.745,6.745,6.745,6.52,6.14,4.596,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.893,1.759,1.613,1.496,1.368,1.315,1.277,1.249,1.193,NPgN,Primary,NPg Planning Scenario,Total installed non-renewable generation capacity (MW)
HOWDON,11.7,11.7,11.7,11.7,11.7,11.7,11.7,11.7,11.7,11.7,11.7,11.022,10.055,8.603,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.678,5.276,4.839,4.488,4.104,3.945,3.831,3.747,3.58,NPgN,Primary,NPg Planning Scenario,Total installed non-renewable generation capacity (MW)
HUNTINGTON NEW LANE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NPg Planning Scenario,Total installed non-renewable generation capacity (MW)
HUSTHWAITE 33/11KV,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.992,1.851,1.698,1.575,1.44,1.384,1.344,1.315,1.256,NPgN,Primary,NPg Planning Scenario,Total installed non-renewable generation capacity (MW)
JARROW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NPg Planning Scenario,Total installed non-renewable generation capacity (MW)
KENTON,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.71,0.581,0.387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NPg Planning Scenario,Total installed non-renewable generation capacity (MW)
KIELDER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NPg Planning Scenario,Total installed non-renewable generation capacity (MW)
KILLINGWORTH,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.584,3.462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NPg Planning Scenario,Total installed non-renewable generation capacity (MW)
KIRBYMOORSIDE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NPg Planning Scenario,Total installed non-renewable generation capacity (MW)
LEAM CENTRAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NPg Planning Scenario,Total installed non-renewable generation capacity (MW)
LINTON 66/20KV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NPg Planning Scenario,Total installed non-renewable generation capacity (MW)
LONGBENTON,1.549,1.549,1.549,1.549,1.549,1.549,1.549,1.549,1.549,1.549,1.549,1.374,1.125,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NPg Planning Scenario,Total installed non-renewable generation capacity (MW)
LOW SPENNYMOOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NPg Planning Scenario,Total installed non-renewable generation capacity (MW)
LYNEMOUTH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NPg Planning Scenario,Total installed non-renewable generation capacity (MW)
MADDISON STREET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NPg Planning Scenario,Total installed non-renewable generation capacity (MW)
MALLEABLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NPg Planning Scenario,Total installed non-renewable generation capacity (MW)
MALTON,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.159,0.13,0.087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NPg Planning Scenario,Total installed non-renewable generation capacity (MW)
MEADOWFIELD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NPg Planning Scenario,Total installed non-renewable generation capacity (MW)
MELROSEGATE 33/11KV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NPg Planning Scenario,Total installed non-renewable generation capacity (MW)
MILLBANK LANE,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NPg Planning Scenario,Total installed non-renewable generation capacity (MW)
MONKSEATON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NPg Planning Scenario,Total installed non-renewable generation capacity (MW)
MOOR MONKTON PUMPS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NPg Planning Scenario,Total installed non-renewable generation capacity (MW)
MORPETH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NPg Planning Scenario,Total installed non-renewable generation capacity (MW)
MOUNT ROAD,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.508,1.233,0.822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NPg Planning Scenario,Total installed non-renewable generation capacity (MW)
NEWBURN HAUGH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NPg Planning Scenario,Total installed non-renewable generation capacity (MW)
NEWBY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NPg Planning Scenario,Total installed non-renewable generation capacity (MW)
NEWCASTLE AIRPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NPg Planning Scenario,Total installed non-renewable generation capacity (MW)
NEWTON AYCLIFFE SOUTH,8.949,8.949,8.949,8.949,8.949,8.949,8.949,8.949,8.949,8.949,8.949,8.949,8.767,5.436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NPg Planning Scenario,Total installed non-renewable generation capacity (MW)
NORTH STREET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NPg Planning Scenario,Total installed non-renewable generation capacity (MW)
