Primary,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area,Voltage level,Scenario name,Output parameter
ACKLAM,17.5,17.524,17.54,17.646,17.815,18.047,18.351,18.698,19.038,19.374,19.677,19.963,20.182,20.392,20.581,20.759,20.917,21.071,21.206,21.331,21.449,21.559,21.662,21.76,21.843,21.926,22.01,22.084,22.122,NPgN,Primary,NG FES - Falling Short (EE CF),Total peak demand (MW)
AMBERTON ROAD,23.528,23.577,28.097,28.671,30.211,30.611,31.13,31.713,32.274,32.824,33.332,33.818,34.23,34.651,35.018,35.395,35.709,36.0,36.261,36.489,36.695,36.878,37.041,37.187,37.312,37.428,37.539,37.641,37.683,NPgN,Primary,NG FES - Falling Short (EE CF),Total peak demand (MW)
ANNFIELD 66/20KV,19.912,19.987,20.099,20.292,20.546,20.859,21.249,21.688,22.122,22.555,22.957,23.344,23.683,24.015,24.314,24.606,24.877,25.142,25.392,25.623,25.839,26.039,26.226,26.4,26.558,26.709,26.856,26.995,27.108,NPgN,Primary,NG FES - Falling Short (EE CF),Total peak demand (MW)
ASHINGTON,17.917,17.903,17.934,18.045,18.216,18.448,18.753,19.099,19.435,19.766,20.066,20.35,20.576,20.777,20.948,21.109,21.251,21.384,21.497,21.6,21.693,21.776,21.852,21.921,21.975,22.028,22.081,22.132,22.17,NPgN,Primary,NG FES - Falling Short (EE CF),Total peak demand (MW)
AYCLIFFE FORREST,0.123,0.122,3.626,3.625,3.625,3.624,3.624,3.623,3.623,3.623,3.622,3.622,3.622,3.622,3.622,3.622,3.622,3.621,3.621,3.621,3.621,3.621,3.621,3.621,3.621,3.621,3.621,3.621,3.621,NPgN,Primary,NG FES - Falling Short (EE CF),Total peak demand (MW)
AYCLIFFE INDUSTRIAL,17.086,17.093,17.114,17.164,17.234,17.328,17.448,17.587,17.732,17.882,18.03,18.178,18.313,18.454,18.595,18.741,18.882,19.025,19.162,19.295,19.424,19.547,19.665,19.779,19.884,19.987,20.088,20.184,20.265,NPgN,Primary,NG FES - Falling Short (EE CF),Total peak demand (MW)
BARDEN FRIAR,0.94,0.956,0.976,0.999,1.025,1.054,1.089,1.127,1.164,1.201,1.236,1.269,1.302,1.334,1.363,1.391,1.418,1.443,1.469,1.493,1.515,1.536,1.555,1.574,1.592,1.61,1.627,1.643,1.659,NPgN,Primary,NG FES - Falling Short (EE CF),Total peak demand (MW)
BEDALE,17.281,17.429,17.87,18.061,18.277,18.522,18.802,19.107,19.423,19.751,20.081,20.416,20.747,21.094,21.441,21.802,22.158,22.516,22.866,23.207,23.536,23.851,24.153,24.443,24.718,24.985,25.245,25.496,25.725,NPgN,Primary,NG FES - Falling Short (EE CF),Total peak demand (MW)
BELMONT,22.492,22.537,23.755,23.857,23.984,24.137,24.324,24.532,24.746,24.967,25.18,25.394,25.593,25.811,26.024,26.243,26.452,26.663,26.868,27.069,27.266,27.458,27.645,27.827,28.003,28.177,28.348,28.511,28.646,NPgN,Primary,NG FES - Falling Short (EE CF),Total peak demand (MW)
BENSHAM,18.074,18.067,18.115,18.23,18.405,18.631,18.94,19.304,19.663,20.022,20.357,20.676,20.967,21.245,21.492,21.726,21.944,22.153,22.336,22.501,22.647,22.775,22.886,22.982,23.055,23.12,23.18,23.232,23.265,NPgN,Primary,NG FES - Falling Short (EE CF),Total peak demand (MW)
BENTON SQUARE,16.957,17.052,19.135,19.61,19.852,20.137,20.486,20.876,21.264,21.655,22.026,22.387,22.708,23.021,23.312,23.609,23.886,24.155,24.406,24.642,24.863,25.068,25.258,25.434,25.592,25.743,25.888,26.029,26.147,NPgN,Primary,NG FES - Falling Short (EE CF),Total peak demand (MW)
BENWELL,17.283,17.26,17.266,17.735,17.865,18.036,18.255,18.508,18.768,19.035,19.288,19.532,19.724,19.902,20.066,20.23,20.383,20.534,20.677,20.81,20.931,21.039,21.135,21.219,21.289,21.352,21.41,21.462,21.5,NPgN,Primary,NG FES - Falling Short (EE CF),Total peak demand (MW)
BILLINGHAM MARSH HOUSE,16.187,16.398,16.62,16.913,17.247,17.622,18.06,18.548,19.051,19.572,20.092,20.613,21.102,21.585,22.063,22.55,23.041,23.533,24.001,24.451,24.874,25.268,25.633,25.969,26.269,26.552,26.822,27.08,27.321,NPgN,Primary,NG FES - Falling Short (EE CF),Total peak demand (MW)
BILLY MILL,17.162,17.233,17.329,17.894,18.088,18.317,18.598,18.914,19.231,19.551,19.854,20.149,20.41,20.658,20.889,21.117,21.339,21.557,21.762,21.956,22.14,22.311,22.471,22.622,22.756,22.886,23.012,23.134,23.246,NPgN,Primary,NG FES - Falling Short (EE CF),Total peak demand (MW)
BIRTLEY GROVE 66/11KV,13.499,13.511,16.802,16.892,17.017,17.178,17.391,17.651,18.422,18.743,19.074,19.417,19.745,21.746,22.082,22.437,22.804,23.175,23.528,23.856,24.15,24.405,24.621,24.8,24.941,25.054,25.147,25.226,25.293,NPgN,Primary,NG FES - Falling Short (EE CF),Total peak demand (MW)
BIRTLEY GROVE 66/20KV,11.345,11.328,11.311,11.323,11.349,11.389,11.447,11.519,11.6,11.689,11.78,11.875,11.987,12.193,12.398,12.608,12.816,13.027,13.235,13.436,13.631,13.817,13.994,14.162,14.323,14.478,14.627,14.741,14.759,NPgN,Primary,NG FES - Falling Short (EE CF),Total peak demand (MW)
BLAYDON BURN,14.377,14.345,14.347,15.239,15.326,15.45,15.619,15.824,16.043,16.277,16.508,16.742,16.948,17.149,17.345,17.552,17.756,17.96,18.151,18.328,18.486,18.623,18.74,18.837,18.914,18.977,19.03,19.077,19.111,NPgN,Primary,NG FES - Falling Short (EE CF),Total peak demand (MW)
BLUCHER 33/11KV,13.021,13.044,13.107,13.657,13.873,14.135,14.45,14.803,15.16,15.523,15.865,16.193,16.45,16.677,16.885,17.084,17.267,17.444,17.608,17.76,17.898,18.021,18.13,18.227,18.306,18.379,18.445,18.507,18.558,NPgN,Primary,NG FES - Falling Short (EE CF),Total peak demand (MW)
BOLDON DOWNHILL,7.096,7.12,9.162,9.255,9.373,9.514,9.691,9.894,10.095,10.295,10.484,10.666,10.816,10.959,11.088,11.214,11.333,11.448,11.552,11.648,11.736,11.815,11.885,11.949,11.999,12.047,12.092,12.131,12.155,NPgN,Primary,NG FES - Falling Short (EE CF),Total peak demand (MW)
BOROUGHBRIDGE/ROECLIFFE INDUSTRIAL,4.672,4.693,4.722,4.764,4.824,4.907,5.021,5.167,5.344,5.552,5.782,6.03,6.289,6.568,6.863,7.183,7.516,7.855,8.184,8.489,8.762,8.999,9.2,9.364,9.497,9.603,9.688,9.756,9.808,NPgN,Primary,NG FES - Falling Short (EE CF),Total peak demand (MW)
BOWESFIELD 33/11KV,9.354,9.471,9.619,9.816,10.046,10.313,10.631,10.988,11.36,11.747,12.135,12.526,12.891,13.26,13.622,13.999,14.37,14.739,15.097,15.431,15.74,16.021,16.274,16.501,16.705,16.889,17.06,17.218,17.355,NPgN,Primary,NG FES - Falling Short (EE CF),Total peak demand (MW)
BOWESFIELD 66/11KV,14.094,14.236,14.4,14.591,14.803,15.038,15.304,15.59,15.877,16.168,16.452,16.734,17.004,17.272,17.532,17.795,18.053,18.309,18.559,18.803,19.041,19.273,19.499,19.72,19.933,20.143,20.351,20.557,20.755,NPgN,Primary,NG FES - Falling Short (EE CF),Total peak demand (MW)
BRANCEPETH,14.739,14.852,14.986,15.501,15.799,16.157,16.596,17.084,17.56,18.029,18.467,18.884,19.242,19.599,19.919,20.225,20.504,20.779,21.038,21.277,21.503,21.714,21.914,22.103,22.276,22.444,22.61,22.763,22.872,NPgN,Primary,NG FES - Falling Short (EE CF),Total peak demand (MW)
BREAMISH STREET,10.27,10.244,10.237,10.713,10.736,10.778,10.842,10.919,10.996,11.073,11.144,11.212,11.272,11.339,11.396,11.457,11.507,11.553,11.597,11.636,11.672,11.704,11.733,11.759,11.783,11.806,11.827,11.846,11.852,NPgN,Primary,NG FES - Falling Short (EE CF),Total peak demand (MW)
BRENDA TRADING,21.72,21.682,21.705,21.813,21.998,22.263,22.622,23.047,23.486,23.943,24.388,24.83,25.217,25.598,25.963,26.339,26.703,27.061,27.402,27.709,27.983,28.221,28.424,28.595,28.732,28.848,28.947,29.031,29.082,NPgN,Primary,NG FES - Falling Short (EE CF),Total peak demand (MW)
CAMPLESHON ROAD,15.897,15.976,16.093,16.495,16.743,17.033,17.396,17.803,18.197,18.583,18.935,19.264,19.535,19.798,20.028,20.248,20.435,20.616,20.785,20.935,21.074,21.201,21.317,21.424,21.519,21.61,21.699,21.78,21.828,NPgN,Primary,NG FES - Falling Short (EE CF),Total peak demand (MW)
CARLEY HILL,15.878,15.884,15.919,16.02,16.165,16.353,16.605,16.897,17.186,17.475,17.742,17.998,18.23,18.496,18.734,18.969,19.188,19.399,19.599,19.782,19.951,20.105,20.245,20.374,20.488,20.596,20.698,20.78,20.802,NPgN,Primary,NG FES - Falling Short (EE CF),Total peak demand (MW)
CARLIN HOW T3 T4,14.793,14.83,14.906,15.049,15.238,15.48,15.783,16.123,16.454,16.78,17.083,17.372,17.617,17.85,18.051,18.248,18.425,18.592,18.751,18.893,19.024,19.144,19.255,19.357,19.45,19.538,19.624,19.705,19.77,NPgN,Primary,NG FES - Falling Short (EE CF),Total peak demand (MW)
CARR HILL,17.333,17.31,18.088,18.201,18.373,18.608,18.92,19.282,19.644,20.011,20.352,20.68,20.958,21.224,21.464,21.7,21.923,22.139,22.336,22.515,22.677,22.82,22.946,23.056,23.144,23.223,23.296,23.362,23.404,NPgN,Primary,NG FES - Falling Short (EE CF),Total peak demand (MW)
