Primary,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area,Voltage level,Scenario name,Output parameter
ACKLAM,17.9,18.118,18.493,18.977,19.59,20.381,21.288,22.212,23.085,23.91,24.67,25.397,26.638,28.918,31.052,33.094,35.03,36.858,38.611,40.299,41.963,43.423,44.516,45.518,46.537,47.501,48.428,49.107,NPgN,Primary,NG FES - Hydrogen Evolution,Total peak demand (MW)
AMBERTON ROAD,24.91,29.638,31.584,34.485,34.96,35.561,36.272,37.025,37.747,38.443,39.097,39.741,40.775,42.831,44.803,46.695,48.499,50.209,51.838,53.39,54.922,56.235,57.16,58.038,58.953,59.895,60.784,61.509,NPgN,Primary,NG FES - Hydrogen Evolution,Total peak demand (MW)
ANNFIELD 66/20KV,19.96,20.147,20.45,20.864,21.414,22.163,23.048,23.965,24.838,25.68,26.488,27.27,28.626,31.184,33.55,35.8,37.931,39.948,41.865,43.684,45.481,47.129,48.531,49.84,51.124,52.346,53.329,54.009,NPgN,Primary,NG FES - Hydrogen Evolution,Total peak demand (MW)
ASHINGTON,16.026,16.087,16.236,16.448,16.743,17.12,17.56,18.019,18.46,18.882,19.288,19.686,20.545,22.55,24.449,26.278,28.03,29.691,31.296,32.855,34.428,35.797,36.815,37.789,38.792,39.746,40.55,41.098,NPgN,Primary,NG FES - Hydrogen Evolution,Total peak demand (MW)
AYCLIFFE FORREST,0.592,4.128,4.123,4.119,4.115,4.111,4.108,4.105,4.103,4.101,4.099,4.097,4.096,4.095,4.095,4.094,4.094,4.094,4.094,4.094,4.093,4.093,4.093,4.093,4.093,4.093,4.093,4.093,NPgN,Primary,NG FES - Hydrogen Evolution,Total peak demand (MW)
AYCLIFFE INDUSTRIAL,16.355,16.403,16.508,16.662,16.875,17.169,17.521,17.892,18.253,18.607,18.952,19.294,19.852,20.871,21.845,22.793,23.706,24.579,25.414,26.227,27.05,27.722,28.155,28.577,29.032,29.466,29.883,30.213,NPgN,Primary,NG FES - Hydrogen Evolution,Total peak demand (MW)
BARDEN FRIAR,1.174,1.186,1.2,1.215,1.232,1.252,1.274,1.297,1.32,1.344,1.368,1.392,1.433,1.525,1.613,1.698,1.781,1.863,1.943,2.021,2.098,2.175,2.25,2.324,2.398,2.47,2.53,2.572,NPgN,Primary,NG FES - Hydrogen Evolution,Total peak demand (MW)
BEDALE,17.071,17.49,17.657,17.858,18.101,18.377,18.689,19.032,19.385,19.748,20.118,20.503,21.121,22.397,23.614,24.803,25.95,27.048,28.111,29.13,30.126,31.113,32.073,32.996,33.896,34.775,35.453,35.909,NPgN,Primary,NG FES - Hydrogen Evolution,Total peak demand (MW)
BELMONT,21.728,22.914,22.931,22.978,23.058,23.176,23.329,23.5,23.679,23.86,24.045,24.236,24.479,24.789,25.087,25.378,25.661,25.933,26.189,26.432,26.682,26.921,27.144,27.354,27.558,27.756,27.942,28.114,NPgN,Primary,NG FES - Hydrogen Evolution,Total peak demand (MW)
BENSHAM,18.541,18.649,18.803,20.589,20.899,21.296,21.779,22.288,22.785,23.273,23.732,24.182,24.869,25.97,26.987,27.953,28.862,29.717,30.513,31.257,32.032,32.712,33.241,33.727,34.207,34.659,35.087,35.416,NPgN,Primary,NG FES - Hydrogen Evolution,Total peak demand (MW)
