Primary,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area,Voltage level,Scenario name,Output parameter
ACKLAM,404.0,497.0,676.0,1110.0,1677.0,2290.0,2620.0,2765.0,3084.0,4006.0,4944.0,5847.0,6701.0,7521.0,8356.0,9215.0,10043.0,10807.0,11374.0,11824.0,12229.0,12903.0,13738.0,14382.0,14411.0,14440.0,14469.0,14498.0,14542.0,NPgN,Primary,NG FES - Leading the Way (EE CF),Number of heat pumps (total)
AMBERTON ROAD,296.0,382.0,556.0,931.0,1406.0,1917.0,2178.0,2279.0,2528.0,3310.0,4106.0,4874.0,5605.0,6314.0,7031.0,7757.0,8451.0,9078.0,9549.0,9931.0,10278.0,10858.0,11575.0,12133.0,12154.0,12175.0,12197.0,12219.0,12253.0,NPgN,Primary,NG FES - Leading the Way (EE CF),Number of heat pumps (total)
ANNFIELD 66/20KV,187.0,275.0,423.0,758.0,1202.0,1700.0,1950.0,2069.0,2353.0,3202.0,4055.0,4880.0,5673.0,6454.0,7238.0,8013.0,8757.0,9455.0,10003.0,10455.0,10861.0,11500.0,12261.0,12854.0,12881.0,12907.0,12933.0,12958.0,12996.0,NPgN,Primary,NG FES - Leading the Way (EE CF),Number of heat pumps (total)
ASHINGTON,248.0,312.0,436.0,748.0,1182.0,1675.0,1917.0,2027.0,2334.0,3291.0,4243.0,5156.0,6025.0,6873.0,7725.0,8587.0,9427.0,10222.0,10866.0,11401.0,11885.0,12609.0,13460.0,14118.0,14140.0,14163.0,14186.0,14209.0,14246.0,NPgN,Primary,NG FES - Leading the Way (EE CF),Number of heat pumps (total)
AYCLIFFE FORREST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NPgN,Primary,NG FES - Leading the Way (EE CF),Number of heat pumps (total)
AYCLIFFE INDUSTRIAL,96.0,131.0,200.0,346.0,539.0,754.0,863.0,917.0,1036.0,1381.0,1731.0,2067.0,2389.0,2705.0,3023.0,3341.0,3645.0,3925.0,4145.0,4324.0,4484.0,4743.0,5052.0,5293.0,5304.0,5314.0,5325.0,5335.0,5351.0,NPgN,Primary,NG FES - Leading the Way (EE CF),Number of heat pumps (total)
BARDEN FRIAR,3.0,4.0,5.0,8.0,12.0,17.0,20.0,21.0,27.0,53.0,79.0,105.0,130.0,156.0,181.0,207.0,232.0,257.0,279.0,301.0,321.0,345.0,370.0,392.0,394.0,395.0,397.0,398.0,400.0,NPgN,Primary,NG FES - Leading the Way (EE CF),Number of heat pumps (total)
BEDALE,138.0,170.0,231.0,378.0,569.0,776.0,886.0,932.0,1036.0,1372.0,1715.0,2050.0,2373.0,2686.0,3005.0,3331.0,3646.0,3938.0,4159.0,4342.0,4511.0,4773.0,5090.0,5346.0,5361.0,5376.0,5391.0,5406.0,5426.0,NPgN,Primary,NG FES - Leading the Way (EE CF),Number of heat pumps (total)
BELMONT,202.0,266.0,385.0,660.0,1010.0,1390.0,1600.0,1696.0,1897.0,2483.0,3079.0,3659.0,4214.0,4755.0,5301.0,5853.0,6381.0,6867.0,7229.0,7524.0,7792.0,8222.0,8752.0,9167.0,9186.0,9205.0,9224.0,9244.0,9272.0,NPgN,Primary,NG FES - Leading the Way (EE CF),Number of heat pumps (total)
BENSHAM,129.0,175.0,258.0,456.0,721.0,1017.0,1161.0,1223.0,1399.0,1948.0,2495.0,3026.0,3537.0,4038.0,4542.0,5044.0,5529.0,5982.0,6338.0,6633.0,6900.0,7311.0,7800.0,8178.0,8189.0,8201.0,8213.0,8225.0,8245.0,NPgN,Primary,NG FES - Leading the Way (EE CF),Number of heat pumps (total)
BENTON SQUARE,129.0,173.0,257.0,453.0,720.0,1026.0,1180.0,1256.0,1499.0,2263.0,3011.0,3729.0,4418.0,5095.0,5772.0,6450.0,7113.0,7743.0,8279.0,8747.0,9182.0,9769.0,10442.0,10962.0,10982.0,11002.0,11023.0,11044.0,11077.0,NPgN,Primary,NG FES - Leading the Way (EE CF),Number of heat pumps (total)
BENWELL,144.0,210.0,326.0,583.0,916.0,1290.0,1501.0,1626.0,1899.0,2666.0,3429.0,4154.0,4839.0,5513.0,6186.0,6856.0,7506.0,8123.0,8640.0,9087.0,9500.0,10075.0,10737.0,11251.0,11277.0,11304.0,11331.0,11358.0,11396.0,NPgN,Primary,NG FES - Leading the Way (EE CF),Number of heat pumps (total)
BILLINGHAM MARSH HOUSE,105.0,181.0,331.0,644.0,1047.0,1496.0,1708.0,1806.0,2052.0,2769.0,3490.0,4183.0,4848.0,5507.0,6165.0,6808.0,7425.0,7988.0,8429.0,8790.0,9112.0,9653.0,10300.0,10797.0,10823.0,10849.0,10875.0,10901.0,10938.0,NPgN,Primary,NG FES - Leading the Way (EE CF),Number of heat pumps (total)
BILLY MILL,73.0,113.0,189.0,368.0,621.0,916.0,1053.0,1122.0,1334.0,1988.0,2630.0,3248.0,3842.0,4430.0,5016.0,5595.0,6161.0,6699.0,7150.0,7534.0,7882.0,8384.0,8959.0,9402.0,9419.0,9436.0,9452.0,9469.0,9495.0,NPgN,Primary,NG FES - Leading the Way (EE CF),Number of heat pumps (total)
BIRTLEY GROVE 66/11KV,143.0,224.0,289.0,430.0,613.0,817.0,928.0,987.0,1113.0,1463.0,1820.0,2159.0,2480.0,2796.0,3112.0,3426.0,3731.0,4018.0,4252.0,4448.0,4626.0,4894.0,5208.0,5453.0,5467.0,5481.0,5495.0,5509.0,5528.0,NPgN,Primary,NG FES - Leading the Way (EE CF),Number of heat pumps (total)
BIRTLEY GROVE 66/20KV,102.0,176.0,233.0,393.0,563.0,733.0,887.0,1019.0,1139.0,1275.0,1434.0,1591.0,1742.0,1894.0,2047.0,2197.0,2341.0,2463.0,2512.0,2552.0,2590.0,2653.0,2731.0,2796.0,2805.0,2813.0,2821.0,2829.0,2839.0,NPgN,Primary,NG FES - Leading the Way (EE CF),Number of heat pumps (total)
BLAYDON BURN,47.0,82.0,145.0,287.0,483.0,715.0,847.0,936.0,1179.0,1903.0,2606.0,3275.0,3913.0,4546.0,5174.0,5794.0,6404.0,6994.0,7522.0,7997.0,8442.0,8996.0,9608.0,10082.0,10101.0,10120.0,10139.0,10158.0,10188.0,NPgN,Primary,NG FES - Leading the Way (EE CF),Number of heat pumps (total)
BLUCHER 33/11KV,111.0,175.0,286.0,520.0,813.0,1135.0,1350.0,1501.0,1805.0,2587.0,3361.0,4087.0,4765.0,5433.0,6099.0,6760.0,7406.0,8026.0,8571.0,9061.0,9526.0,10110.0,10766.0,11274.0,11309.0,11345.0,11381.0,11418.0,11466.0,NPgN,Primary,NG FES - Leading the Way (EE CF),Number of heat pumps (total)
BOLDON DOWNHILL,57.0,99.0,179.0,344.0,556.0,793.0,931.0,1008.0,1202.0,1754.0,2299.0,2820.0,3320.0,3815.0,4308.0,4794.0,5265.0,5706.0,6081.0,6411.0,6717.0,7128.0,7602.0,7967.0,7982.0,7996.0,8011.0,8026.0,8049.0,NPgN,Primary,NG FES - Leading the Way (EE CF),Number of heat pumps (total)
BOROUGHBRIDGE/ROECLIFFE INDUSTRIAL,32.0,49.0,75.0,128.0,196.0,272.0,312.0,327.0,369.0,513.0,658.0,801.0,940.0,1078.0,1217.0,1353.0,1481.0,1601.0,1697.0,1778.0,1852.0,1962.0,2094.0,2199.0,2202.0,2205.0,2208.0,2211.0,2216.0,NPgN,Primary,NG FES - Leading the Way (EE CF),Number of heat pumps (total)
