Primary,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area,Voltage level,Scenario name,Output parameter
ACKLAM,596,833,1193,1691,2344,3283,4415,5630,6816,7988,9126,10226,11419,12581,13680,14711,15655,16523,16885,17197,17463,17688,17875,18014,18129,18223,18303,18371,NPgN,Primary,NG FES - Holistic Transition,Number of electric cars and vans (hybrid and full electric)
AMBERTON ROAD,365,530,789,1159,1664,2408,3316,4286,5234,6171,7082,7962,8921,9857,10739,11566,12324,13021,13311,13560,13772,13953,14102,14214,14306,14381,14446,14500,NPgN,Primary,NG FES - Holistic Transition,Number of electric cars and vans (hybrid and full electric)
ANNFIELD 66/20KV,511,723,1050,1506,2115,2998,4067,5213,6332,7438,8513,9551,10679,11779,12817,13792,14684,15504,15847,16141,16391,16605,16780,16912,17020,17110,17185,17249,NPgN,Primary,NG FES - Holistic Transition,Number of electric cars and vans (hybrid and full electric)
ASHINGTON,464,688,1042,1555,2264,3319,4610,5991,7338,8671,9966,11218,12585,13918,15174,16352,17431,18423,18835,19190,19492,19750,19962,20120,20251,20359,20451,20528,NPgN,Primary,NG FES - Holistic Transition,Number of electric cars and vans (hybrid and full electric)
AYCLIFFE FORREST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Holistic Transition,Number of electric cars and vans (hybrid and full electric)
AYCLIFFE INDUSTRIAL,262,361,510,712,974,1345,1790,2268,2735,3196,3644,4077,4545,5001,5432,5837,6208,6549,6692,6814,6919,7008,7081,7136,7181,7218,7249,7276,NPgN,Primary,NG FES - Holistic Transition,Number of electric cars and vans (hybrid and full electric)
BARDEN FRIAR,17,23,33,46,63,88,118,150,181,212,242,271,303,333,362,390,414,437,447,455,462,468,473,477,480,482,484,486,NPgN,Primary,NG FES - Holistic Transition,Number of electric cars and vans (hybrid and full electric)
BEDALE,278,392,569,815,1142,1617,2191,2807,3408,4002,4579,5137,5743,6333,6891,7414,7894,8334,8518,8676,8811,8925,9020,9090,9148,9196,9237,9271,NPgN,Primary,NG FES - Holistic Transition,Number of electric cars and vans (hybrid and full electric)
BELMONT,534,722,1001,1371,1836,2482,3250,4076,4883,5681,6454,7202,8007,8791,9534,10232,10871,11458,11705,11917,12097,12251,12377,12471,12549,12613,12668,12713,NPgN,Primary,NG FES - Holistic Transition,Number of electric cars and vans (hybrid and full electric)
BENSHAM,229,334,499,736,1059,1536,2118,2741,3349,3950,4535,5099,5715,6315,6882,7413,7899,8346,8532,8692,8828,8944,9040,9112,9171,9219,9261,9295,NPgN,Primary,NG FES - Holistic Transition,Number of electric cars and vans (hybrid and full electric)
BENTON SQUARE,579,786,1094,1505,2026,2753,3620,4551,5461,6360,7233,8076,8985,9870,10709,11496,12218,12881,13159,13398,13601,13774,13917,14023,14111,14183,14245,14296,NPgN,Primary,NG FES - Holistic Transition,Number of electric cars and vans (hybrid and full electric)
BENWELL,376,527,758,1078,1501,2111,2847,3637,4408,5169,5910,6625,7401,8157,8872,9542,10156,10721,10957,11159,11332,11479,11600,11690,11765,11826,11879,11923,NPgN,Primary,NG FES - Holistic Transition,Number of electric cars and vans (hybrid and full electric)
