Primary,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area,Voltage level,Scenario name,Output parameter
ACKLAM,45910.2,46055.911,46221.963,46412.818,46629.949,46855.344,47100.898,47377.798,47699.28,47928.057,48059.948,48191.808,48326.904,48464.769,48598.739,48668.552,48737.67,48806.547,48875.724,48945.73,48953.987,48962.803,48972.201,48982.223,48992.994,48987.467,48982.81,48979.452,NPgN,Primary,NPg Reference Scenario,Domestic (MWh)
AMBERTON ROAD,48644.499,48865.31,49105.732,49367.98,49656.05,49787.677,49941.92,50129.516,50363.542,50504.684,50549.232,50593.5,50643.932,50699.45,50747.292,50793.496,50838.282,50882.533,50927.012,50972.302,50974.239,50976.44,50978.963,50981.762,50985.098,51329.32,51674.358,52020.635,NPgN,Primary,NPg Reference Scenario,Domestic (MWh)
ANNFIELD 66/20KV,35850.495,35829.869,35827.359,35847.575,35890.454,35915.184,35955.436,36020.295,36120.2,36142.703,36145.928,36148.957,36152.625,36156.781,36159.722,36154.965,36149.872,36144.562,36139.334,36134.57,36242.077,36349.992,36458.306,36567.033,36676.202,36785.836,36895.947,37006.886,NPgN,Primary,NPg Reference Scenario,Domestic (MWh)
ASHINGTON,40452.95,40546.684,40659.935,40797.938,40960.947,41108.676,41274.11,41467.739,41701.747,41848.045,41991.096,42133.946,42277.899,42422.784,42565.89,42751.471,42936.569,43121.357,43306.209,43491.583,43768.693,44046.213,44324.135,44602.475,44881.292,45160.648,45440.552,45721.438,NPgN,Primary,NPg Reference Scenario,Domestic (MWh)
AYCLIFFE FORREST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NPg Reference Scenario,Domestic (MWh)
AYCLIFFE INDUSTRIAL,16773.001,16765.954,16767.153,16778.744,16800.659,16812.407,16831.199,16861.17,16907.066,16917.854,16919.532,16921.171,16923.082,16925.21,16926.915,16924.909,16922.812,16920.671,16918.617,16916.821,16970.469,17024.354,17078.471,17132.828,17187.435,17242.312,17297.454,17353.025,NPgN,Primary,NPg Reference Scenario,Domestic (MWh)
BARDEN FRIAR,1104.186,1101.846,1100.054,1098.92,1098.463,1098.211,1098.44,1099.416,1101.452,1101.139,1103.088,1105.024,1107.016,1109.064,1111.015,1112.935,1114.822,1116.685,1118.537,1120.39,1122.248,1124.096,1125.934,1127.762,1129.582,1131.398,1133.208,1135.021,NPgN,Primary,NPg Reference Scenario,Domestic (MWh)
BEDALE,17981.69,18073.514,18173.772,18283.371,18404.059,18448.858,18503.246,18571.814,18660.163,18707.608,18719.198,18730.309,18743.598,18758.55,18769.901,18970.516,19170.398,19369.842,19569.154,19768.594,19967.334,20165.883,20364.232,20562.387,20760.462,20965.655,21170.875,21376.319,NPgN,Primary,NPg Reference Scenario,Domestic (MWh)
BELMONT,34946.347,35014.297,35097.506,35197.784,35317.973,35370.788,35440.224,35534.225,35662.406,35720.409,35743.687,35766.613,35793.335,35823.101,35847.739,35857.659,35866.525,35874.912,35883.342,35892.247,36108.187,36324.354,36540.748,36757.315,36974.205,37191.645,37409.595,37628.381,NPgN,Primary,NPg Reference Scenario,Domestic (MWh)
BENSHAM,29739.184,30024.302,30317.831,30613.031,30917.904,31044.492,31189.586,31358.015,31556.923,31712.57,31762.337,31811.333,31875.723,31953.17,32011.939,32037.533,32059.285,32079.433,32099.319,32119.521,32438.317,32756.625,33074.384,33390.659,33706.081,34022.075,34338.262,34654.77,NPgN,Primary,NPg Reference Scenario,Domestic (MWh)
BENTON SQUARE,43001.52,43400.588,43817.213,44255.149,44717.165,45143.952,45591.182,46070.038,46594.063,47027.394,47114.308,47200.889,47291.764,47386.125,47474.746,48110.995,48746.221,49380.963,50015.831,50651.4,51289.302,51927.42,52565.758,53204.308,53843.287,54482.977,55123.34,55764.88,NPgN,Primary,NPg Reference Scenario,Domestic (MWh)
BENWELL,49912.514,50036.889,50178.741,50336.926,50517.537,50774.723,51054.985,51368.11,51726.454,52004.954,52128.708,52252.435,52388.164,52534.289,52666.795,52948.164,53227.498,53506.341,53785.826,54066.611,54349.244,54631.872,54914.531,55196.819,55479.297,55762.918,56047.456,56333.274,NPgN,Primary,NPg Reference Scenario,Domestic (MWh)
BILLINGHAM MARSH HOUSE,15107.957,15109.329,15117.753,15134.82,15160.709,15195.339,15236.353,15287.359,15352.555,15387.587,15383.35,15379.105,15375.603,15372.72,15368.952,15410.493,15451.916,15493.316,15534.84,15576.645,15618.781,15661.13,15703.69,15746.451,15789.445,15832.721,15876.273,15920.24,NPgN,Primary,NPg Reference Scenario,Domestic (MWh)
BILLY MILL,37602.169,37576.113,37567.291,37579.563,37613.228,37667.75,37737.586,37831.381,37959.165,38014.358,37996.116,37977.856,37961.287,37946.121,37928.96,38027.967,38126.739,38225.477,38324.523,38424.242,38524.749,38625.768,38727.284,38829.255,38931.756,39034.908,39138.69,39243.434,NPgN,Primary,NPg Reference Scenario,Domestic (MWh)
BIRTLEY GROVE 66/11KV,25754.32,25743.93,25745.884,25763.372,25796.282,25810.421,25835.138,25876.594,25941.863,25954.947,25947.736,25940.542,25933.871,25927.636,25920.801,25924.386,25927.902,25931.418,25935.133,25939.3,26011.593,26084.305,26157.427,26230.969,26304.948,26379.381,26454.275,26529.87,NPgN,Primary,NPg Reference Scenario,Domestic (MWh)
BIRTLEY GROVE 66/20KV,16314.556,16408.544,16509.76,16620.259,16740.285,16794.889,16856.519,16929.257,17017.856,17072.393,17087.343,17102.269,17117.779,17133.776,17149.017,17152.897,17156.638,17160.324,17164.108,17168.164,17291.872,17415.793,17539.922,17664.263,17788.842,17913.682,18038.789,18164.326,NPgN,Primary,NPg Reference Scenario,Domestic (MWh)
BLAYDON BURN,18876.423,19050.85,19233.348,19426.016,19629.568,19723.616,19826.343,19942.599,20078.12,20173.283,20204.19,20234.994,20267.079,20300.229,20331.639,20344.913,20357.818,20370.544,20383.323,20396.382,20591.624,20787.03,20982.591,21178.311,21374.24,21570.445,21766.921,21963.868,NPgN,Primary,NPg Reference Scenario,Domestic (MWh)
BLUCHER 33/11KV,32572.719,32666.614,32774.716,32900.252,33044.092,33243.295,33456.446,33691.451,33957.664,34159.338,34253.564,34347.802,34444.264,34542.645,34638.437,34839.203,35039.562,35239.799,35440.279,35641.372,35843.212,36045.453,36248.097,36451.142,36654.684,36858.854,37063.634,37269.351,NPgN,Primary,NPg Reference Scenario,Domestic (MWh)
BOLDON DOWNHILL,9897.999,9887.838,9882.337,9882.689,9888.823,9898.279,9911.686,9931.357,9959.944,9969.097,9969.775,9970.482,9971.409,9972.529,9973.443,9999.44,10025.431,10051.439,10077.539,10103.824,10133.518,10163.384,10193.42,10223.629,10254.018,10284.596,10315.366,10346.418,NPgN,Primary,NPg Reference Scenario,Domestic (MWh)
BOROUGHBRIDGE/ROECLIFFE INDUSTRIAL,7316.028,7424.389,7535.662,7649.762,7768.212,7926.244,8089.036,8258.844,8438.586,8600.375,8692.639,8784.668,8878.837,8974.796,9067.746,9097.26,9126.043,9154.435,9182.675,9210.921,9217.994,9224.863,9231.559,9238.108,9244.6,9407.168,9569.757,9732.461,NPgN,Primary,NPg Reference Scenario,Domestic (MWh)
BOWESFIELD 33/11KV,24798.507,24928.737,25068.496,25218.487,25381.031,25542.67,25715.974,25906.488,26121.063,26289.921,26314.873,26339.68,26368.536,26400.725,26427.95,26620.683,26812.698,27004.51,27196.562,27389.174,27582.544,27776.036,27969.66,28163.349,28357.288,28551.754,28746.688,28942.316,NPgN,Primary,NPg Reference Scenario,Domestic (MWh)
BOWESFIELD 66/11KV,21376.653,21615.006,21861.436,22116.767,22383.449,22637.08,22901.735,23182.884,23487.353,23747.649,23805.168,23862.407,23923.358,23987.339,24046.453,24338.891,24630.471,24921.682,25212.949,25504.594,25796.808,26088.987,26381.145,26673.223,26965.403,27257.95,27550.814,27844.235,NPgN,Primary,NPg Reference Scenario,Domestic (MWh)
